numb_description,job_description,state,report_year
1,"job description:  this is a full-time position, and requires a ts sci full scope polygraph clearance. 2hb incorporated is seeking a senior software engineer in order to support its government customer in annapolis junction, md. the customer is seeking a senior software engineer for the niagarafiles team to support the intelligence community version of the nifi application by leveraging the open source apache nifi version. nifi development is centered around solid java development when considering the core processors and controller services making up the heart of the nifi application. all development is performed using linux, gitlab repository, and maven builds managed by gitlab ci pipeline. the team builds new software components and supports updates and enhancements to existing nifi processors and controller services. basic qualifications: twenty (20) years experience as a swe in programs and contracts of similar scope, type, and complexity is required bachelor s degree in computer science or related discipline from an accredited college or university is required four (4) years of additional swe experience on projects with similar software processes may be substituted for a bachelor s degree the candidate shall be knowledgeable with data the candidate shall be knowledgeable with data enrichment conversion methods, familiar with data ontologies schemas as well as strong knowledge of structured data types (xml, csv, json). java, analytic development experience, and working knowledge of nifi are desired 6 recent years of development experience recommend new technologies and processes for complex software projects serve as the technical lead of multiple software development teams select the software development process in coordination with the customer and system engineering ensure quality control of all developed and modified software delegate programming and testing responsibilities to one or more teams and monitor their performance develop simple data queries for existing or proposed databases or data repositories additional desired qualifications: experience with core java development 8 and 11 experience with apache nifi, class loading, multi-threading concurrency development, junit, mokito skilled with big data processing frameworks such as pig, mapreduce and spark to scale algorithms over large volumes of data skilled with data flows, pig scripting, hadoop mapreduce, and various analytic tools skilled working with development and se teams, other stakeholders agencies, and leadership knowledge of mission data formats and data indexing and analytic development experience working with cloud service providers and data stewards demonstrated experience in network metadata processing, manipulation, and analysis in support of intelligence analysis this is a full-time position, and requires a ts sci full scope polygraph clearance. 

 ",dmv,2024
2," 

 job description:  our purpose we work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments and businesses realize their greatest potential. our decency quotient, or dq, drives our culture and everything we do inside and outside of our company. we cultivate a culture of inclusion for all employees that respects their individual strengths, views, and experiences. we believe that our differences enable us to be a better team – one that makes better decisions, drives innovation and delivers better business results. title and summary software engineer ii, quality software engineer ii, quality as a software engineer ii, quality on the data &amp; services technology team, you ll hold a valued role within a rapidly growing and successful firm, working closely with experienced and driven engineers to solve problems as a team. innovative product opportunities, modern business questions, and intricate datasets present uniquely challenging problems that we are eager to take on. mastercard s d&amp;s platform blends industry-leading analytics, advanced software architecture, and the latest web technologies to face these problems. our software is required to effectively decipher analytically complex insights from these problems, on which businesses base multi-million-dollar business decisions. as a member of the spendingpulse team based in arlington, you will bring your testing skills to drive the quality of the market insights application to provide economic insights across geographies to our customers. we work with cutting-edge web technologies and analyze large datasets using big data technologies within a hadoop ecosystem to create a scalable, high-performance platform. we are looking for an innovative software quality engineer who can design and execute test plans for key full-stack features and our data pipeline and thrive in a fast-paced, agile team. the range of work you encounter varies from writing automated tests to ensuring analytical accuracy and beyond. this individual will be part of a large, cross-functional team and collaborate closely with our customer experience, product development, and data engineering &amp; analytics teams. position responsibilities: as a software quality engineer ii, you will: test large, complex features used by some of the world s largest organizations to make multi-million-dollar decisions ensure that calculations are correct in all possible circumstances manage and coordinate large testing and release efforts with continuous delivery develop, maintain, and enhance automated testing processes ensure an intuitive user experience which can drive value for users own the quality of data pipelines responsible for the generation of millions of analytic results innovate and continually learn and work with new technologies invest in personal growth and take on team responsibilities collaborate across teams with exceptional peers who are passionate about what they do advocate for and establish quality best practices across cross functional teams work with product managers and customer experience designers to develop a deep understanding of users and use cases and apply that knowledge to testing new features ensure the timely release of new features and data, on which dozens of clients depend each week drive improvements to team and testing processes ideal candidate qualifications: 3+ years of experience as a software quality engineer, software engineer in test, test automation engineer, developer or related occupation, leveraging software qa tools and processes. strong knowledge and hands-on programming experience with python. experience with a variety of different testing techniques such as ui testing, automated testing, test driven development strategies etc. proficiency in agile framework, unit testing libraries framework (.net framework preferred), ui automation tool (cypress), code management tool (git), deployment tools (jenkins) excellent sql skills to work on large and complex data sources and capability of comprehending and writing complex queries highly motivated professional with excellent attention to detail and organizational skills ability to independently develop and execute test plans including manual, automated, unit, and performance testing strong technologist eager to learn new testing tools and technologies demonstrated analytical quantitative problem solving motivation, creativity, self-direction, and desire to thrive on small project teams keen sense of prioritization and ability to time #li-te1 in the us, mastercard is an inclusive equal employment opportunity employer that considers applicants without regard to gender, gender identity, sexual orientation, race, ethnicity, disabled or veteran status, or any other characteristic protected by law. if you require accommodations or assistance to complete the online application process, please contact reasonable_accommodation@mastercard.com and identify the type of accommodation or assistance you are requesting. do not include any medical or health information in this email. the reasonable accommodations team will respond to your email promptly. corporate security responsibility all activities involving access to mastercard assets, information, and networks comes with an inherent risk to the organization and, therefore, it is expected that every person working for, or on behalf of, mastercard is responsible for information security and must: abide by mastercard s security policies and practices; ensure the confidentiality and integrity of the information being accessed; report any suspected information security violation or breach, and complete all periodic mandatory security trainings in accordance with mastercard s guidelines. in line with mastercard s total compensation philosophy and assuming that the job will be performed in the us, the successful candidate will be offered a competitive base salary based on location, experience and other qualifications for the role and may be eligible for an annual bonus or commissions depending on the role. mastercard benefits for full time (and certain part time) employees generally include: insurance (including medical, prescription drug, dental, vision, disability, life insurance), flexible spending account and health savings account, paid leaves (including 16 weeks new parent leave, up to 20 paid days bereavement leave), 10 annual paid sick days, 10 or more annual paid vacation days based on level, 5 personal days, 10 annual paid u.s. observed holidays, 401k with a best-in-class company match, deferred compensation for eligible roles, fitness reimbursement or on-site fitness facilities, eligibility for tuition reimbursement, gender-inclusive benefits and many more. pay ranges arlington, virginia: $106,000 - $169,000 usd 

 ",dmv,2024
3," 

 job description:  7+ years of technical product or program management experience 10+ years of working directly with engineering teams experience experience managing programs across cross functional teams, building processes and coordinating release schedules 5+ years of software development experience current, active us government security clearance of top secret or above amazon web services provides a highly reliable, scalable, low-cost infrastructure platform in the cloud that powers hundreds of thousands of businesses in 190 countries around the world. to meet the growing demand for aws services within the us government and air-gapped regions, we need exceptionally talented, bright, and driven people. if you have strong program management, it infrastructure and or programming experience, and can communicate highly technical concepts to audiences at different stages in the aws journey, we d like to speak with you. we are looking for a dynamic, organized principal technical program manager (tpm) to join aws to manage aws delivery of services deployed in new regions. in this role, your primary responsibility will be supporting delivery of services campaigns and features within government and air-gapped regions. you will provide support and coordination in developing technical solutions to enhance internal processes, programs and measures to drive growth and efficacy. as a tpm you will lead projects and programs spanning new offerings to ensure that our services scale to meet diverse customer requirements in restricted access regions. you will have the exciting opportunity to work with global national security customers and aws colleagues who are responsible for driving customer adoption. you will have the opportunity to work closely with aws leadership and service teams to sequence, report upon, and deliver services and features in government and air-gapped regions. you will collaborate and align with a specific set of aws service teams and deliver mechanisms for services across this specified set of regions. you will collaborate with service teams to deliver solutions that make efficient use of resources and technologies, identifying dependencies that need to be addressed within these regions. you will assess risks, anticipate issues, overcome technical obstacles, make difficult trade-off decisions, and balance business needs and technical constraints. arlington, va: this role will sit in our new headquarters in northern virginia, where amazon will invest $2.5 billion dollars, occupy 4 million square feet of energy efficient office space, and create at least 25,000 new full-time jobs. our employees and the neighboring community will also benefit from the associated investments from the commonwealth including infrastructure updates, public transportation improvements, and new access to reagan national airport. by working together on behalf of our customers, we are building the future one innovative product, service, and idea at a time. are you ready to embrace the challenge? come build the future with us. this position requires that the candidate selected must currently possess and maintain an active top secret or ts sci security clearance. the position further requires that, after start, the selected candidate obtain and maintain an active ts sci security clearance with polygraph or commensurate clearance for each government agency for which they perform aws work. key job responsibilities principal tpms work with our external customers and internal aws service teams to understand the requirements of our customers from an end-to-end process. their work lessens the burden across engineering teams and improves the customer experience. they serve as mentors to stakeholders unfamiliar with the natsec customer experience and work with customer-facing account teams to align unique requirements with how aws delivers and operates our services globally. a day in the life inclusive team culture here at aws, we embrace our differences. we are committed to furthering our culture of inclusion. we have ten employee-led affinity groups, reaching 40,000 employees in over 190 chapters globally. we have innovative benefit offerings, and host annual and ongoing learning experiences, including our conversations on race and ethnicity (core) and amazecon (gender diversity) conferences. amazon s culture of inclusion is reinforced within our 16 leadership principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust. work life balance our team puts a high value on work-life balance. it isn t about how many hours you spend at home or at work; it s about the flow you establish that brings energy to both parts of your life. we believe striking the right balance between your personal and professional life is critical to life-long happiness and fulfillment. we offer flexibility in working hours and encourage you to find your own balance between your work and personal lives. mentorship &amp; career growth our team is dedicated to supporting new members. we have a broad mix of experience levels and tenures, and we re building an environment that celebrates knowledge sharing and mentorship. we care about your career growth and strive to assign projects based on what will help each team member develop into a better-rounded professional and enable them to take on more complex tasks in the future. about the team our team indexes high on earns trust, are right a lot, and insists on the highest standards. we work collaboratively across the broader organization to pull in the right subject matter experts, principles, and engineering teams to deliver results for our customers. we work diligently to navigate public sector regulatory requirements with the scale of commercial cloud. we are open to hiring candidates to work out of one of the following locations: arlington, va, usa 8+ years of hands-on work managing complex technology projects experience experience managing projects across cross functional teams, building sustainable processes and coordinating release schedules experience defining kpi s sla s used to drive multi-million dollar businesses and reporting to senior leadership meets exceeds amazon s leadership principles requirements for this role meets exceeds amazon s functional technical depth and complexity for this role amazon is committed to a diverse and inclusive workplace. amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. for individuals with disabilities who would like to request an accommodation, please visit https: www.amazon.jobs en disability us.

 ",dmv,2024
4," 

 job description:  this position offers fully remote opportunities for candidates across the united states. preferred locations: arlington va, denver co, houston, tx or merritt island, fl airbus u.s. space &amp; defense, inc offers advanced solutions to meet the most complex u.s. defense, security, space, and intelligence requirements. celebrating over 50 years in the us, we remain a trusted government partner, leveraging world-class satellite, laser communication, rotor and fixed wing solutions to help our national security, defense and space focused customers meet their missions. airbus u.s. looks to employ a commitment driven team, dedicated to enabling our customer s mission success. we are committed to maintaining a diverse and inclusive work environment and a welcoming and engaging staff. with competitive compensation and superior employee benefits, as well as a commitment to fostering individual career growth, airbus u.s. is the place where top talent wants to work. position summary: airbus u.s. is looking for an enthusiastic and creative software engineer to develop and test spacecraft flight software. we re looking for candidates who can bring exceptional programming skills and experience in embedded software development and testing to the team. position responsibilities: the software engineer s primary responsibility will be contributing to the development and testing of airbus u.s. s satellite flight software. this engineer will be involved in the full lifecycle of flight software development, from requirements definition through operations. however, because we are a small team where each person takes on many roles, this engineer will also contribute to mission concept development, in-house modeling and simulation capabilities, and proposal writing. being at the cutting edge of space technology, we need someone who is eager to learn, grow, and take on new and potentially unfamiliar challenges. there is no shortage of fascinating problems to solve. the senior software engineer will provide autonomous support of complex assignments, under the leadership of the software engineering manager. the senior software engineer will have project and subject matter responsibility and authority. flight software 40% upgrade existing flight software for new missions contribute to the development of new satellite flight software for airbus u.s. satellite platforms develop in-house tools to analyze flight software performance and assess its compatibility with new mission and conops develop and execute flight software tests at the unit, module, subsystem, and platform level work with manufacturing engineers to support installation onto the hardware-in-the-loop test environment and eventual flight hardware participate in anomaly resolution activities and patch existing flight software software integration and test 40% develop and execute fsw verifications tests using both proprietary satellite digital twin software and a hardware in the loop (hil) flatsat. establish and document test methodologies and descriptions to test compliance with airbus and customer-based requirements. develop and implement software and tools for ground support equipment to test and validate flight software. contribute to document management, including versioning, bug reporting, and test plan documentation. oversee and conduct official validation tests. systems modeling 10% contribute to the development of systems- and mission-level modeling and simulation tools develop software models of payloads for ground testing support development of software model of satellite platform, particularly ensuring accurate representation of the flight software additional responsibilities 10% support working groups, both internal and with customers and or vendors support proposal writing, new business assess the software impacts of new hardware, conops, and missions qualified experience skills training: education: bachelor s degree in stem (science, technical, engineering, math) or related scientific areas. preferred: master s in stem (science, technical, engineering, math) or related scientific areas. experience: a minimum of 9 years with a bachelor s degree, or 7 years with a master s degree. proven track-record of working with aerospace hardware and or software systems, starting from conceptual designs and tradeoffs through detailed design, development, manufacture, integration, test, deployment, and operations. knowledge, skills, demonstrated capabilities: insatiable curiosity and a demonstrated ability to learn and work independently proficiency in c c++ expertise in one or more of the following: embedded software development device driver development and software hardware interfaces real-time operating systems programming, debugging, and testing cybersecurity gnc algorithms design, analysis, testing, and implementation functional validation of embedded software on hardware software safety assurance network topology and configuration simulators: numerical, emulator, and hardware in the loop software requirements and configuration management travel required: periodic travel (less than 20%) to airbus u.s. facilities or partner companies. occasional international travel to collaborate with european airbus counterparts eligibility: us citizenship clearance: ability to obtain and maintain a government security clearance is required. active dod security clearance at secret or above is highly desirable physical requirements: vision: able to see and read computer screen and other electronic equipment with screens, able to read documents. hearing: able to hear to participate in conversations in person and via teleconference or phone and to hear sounds including safety warnings or alarms. equipment operation (personal computer, telephone, copies, fax machine, and related office equipment and using electronic identification card to enter building floors and internal doors): able to operate most office and personal electronic equipment. carrying: able to carry documents, electronic equipment and or supplies up to 40lbs 9kg. lifting: able to lift documents, electronic equipment and or supplies up to 40lbs 9kg. sitting: able to sit for long periods of time in meetings, working on computer. squatting kneeling: able to occasionally squat or kneel to retrieve or replace items shelved on bottom shelves. standing: able to stand for long periods of time. walking: able to walk through office and outside areas including uneven surfaces. equal employment opportunity: airbus provides equal employment opportunities (eeo) to all employees and applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, genetics, pregnancy, marital status, veteran status, or other legally protected status. in addition to federal law requirements, airbus complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. this policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, demotion, termination, layoff, recall, transfer, leaves of absence, compensation, benefits, and training. airbus expressly prohibits any form of workplace harassment based on race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, genetics, pregnancy, marital status, veteran status or other legally protected status. as a matter of policy, airbus does not sponsor visas for us positions unless specified. only applicants with current work authorization will be considered. airbus does not offer tenured or guaranteed employment. employment with airbus is at will, meaning either the company or the employee can terminate the employment relationship at any time, with or without cause, with or without notice. airbus reserves the right to revise or change job duties and responsibilities as the need arises. this position description does not constitute a written or implied contract of employment. by submitting your resume or application you are consenting to airbus using and storing information about you for monitoring purposes relating to your application or future employment. this information will only be used by airbus. airbus is committed to achieving workforce diversity and creating an inclusive working environment. we welcome all applications irrespective of social and cultural background, age, gender, disability, sexual orientation, or religious belief. airbus is, and always has been, committed to equal opportunities for all. as such, we will never ask for any type of monetary exchange in the frame of a recruitment process. any impersonation of airbus to do so should be reported to hr@airbusus.com. company website: www.airbusus.com 

 ",dmv,2024
5," 

 job description:  overview work where it matters tundra federal, an akima company, is not just another federal it contractor. as an alaska native corporation (anc), our mission and purpose extend beyond our exciting federal projects as we support our shareholder communities in alaska. at tundra federal, the work you do every day makes a difference in the lives of our 15,000 iñupiat shareholders, a group of alaska natives from one of the most remote and harshest environments in the united states. for our shareholders , tundra federal provides support and employment opportunities and contributes to the survival of a culture that has thrived above the arctic circle for more than 10,000 years. for our government customers , tundra federal delivers agile information technology solutions to implement and evolve it infrastructures to achieve and advance functionality, efficiency, security, and compliance. as a tundra federal employee , you will be surrounded by a challenging, yet supportive work environment that is committed to innovation and diversity, two of our most important values. you will also have access to our comprehensive benefits and competitive pay in addition to growth opportunities and excellent retirement options. job summary: tundra federal is looking for senior deployment engineers to perform site surveys, installations and testing at conus and oconus air force sites. there are five deployment teams for the program, and each team will be paired with an existing team lead. this position requires extensive travel and a valid us passport. responsibilities job responsibilities: extensive travel (conus and oconus). flexibility working with team members in different time zones. supports site teleconferences, readiness reviews, site assessments. develops implementation documentation and drawings. installs server rack, mount equipment, dress and label cables. provides in-brief, out-brief and informal training to site customer. installs, configures and tests dell, emc and vmware product solutions. solid problem-solving skills and the ability to work efficiently and independently as required. capable of troubleshooting storage, networking and virtual environments as needed. effective interpersonal, verbal and written communication skills. proficiency in using microsoft office applications including ms visio for generating documentation. provides various reporting information to corporate and customer as requested. must be able to work in military structured environment. creates site survey reports, telecommunications system installation plans, as-builts, and test reports. qualifications minimum qualifications: minimum of four (4) years experience in an operational environment supporting dell, emc unity and vmware, or similar solutions. minimum hs or equivalent required. experience with customer interfacing, training, site surveys and managing customer needs. experience with leading projects to successful completion. must have either dell emc oem certification or 2 years of experience deploying similar type systems. active secret clearance. valid us passport required. 75% travel. desired qualifications: dod usaf experience a plus. knowledge of usaf it technical standards and processes a plus. vmware vcp certification is a plus. comptia security+. vmware vcp certification. \#cjp-1234 we are an equal opportunity employer and comply with all applicable federal, state, and local fair employment practices laws. all applicants will receive consideration for employment, without regard to race, color, religion, creed, national origin, gender or gender-identity, age, marital status, sexual orientation, veteran status, disability, pregnancy or parental status, or any other basis prohibited by law. if you are an individual with a disability, or have known limitations related to pregnancy, childbirth, or related medical conditions, and would like to request a reasonable accommodation for any part of the employment process, please contact us at job-assist@akima.com or  (information about job applications status is not available at this contact information). job: information technology travel: yes, 75% of the time organization: tundra federal clearance: secret work type: remote remote: yes reqid:  

 ",dmv,2024
6," 

 job description:  center 1 (19052), united states of america, mclean, virginia senior distinguished engineer capital one is looking for a motivated and high performing sr. distinguished engineer to modernize the financial core that powers the card business. capital one is one of the largest companies to completely migrate to the public cloud. as part of the card core architecture team, you will have the opportunity to architect a platform that unleashes innovation through event sourced, real time data operations and analytics, and powers the largest business at capital one. sr. distinguished engineers are individual contributors who strive to be diverse in thought so we visualize the problem space. at capital one, we believe diversity of thought strengthens our ability to influence, collaborate and provide the most innovative solutions across organizational boundaries. sr. distinguished engineers will significantly impact our trajectory and devise clear roadmaps to deliver next generation technology solutions. deep technical experts and thought leaders that help accelerate adoption of the very best engineering practices, while maintaining knowledge on industry innovations, trends and practices visionaries, collaborating on capital one s toughest issues, to deliver on business needs that directly impact the lives of our customers and associates role models and mentors, helping to coach and strengthen the technical expertise and know-how of our engineering and product community evangelists, both internally and externally, helping to elevate the distinguished engineering community and establish themselves as a go-to resource on given technologies and technology-enabled capabilities responsibilities: build awareness, increase knowledge and drive adoption of modern technologies, sharing consumer and engineering benefits to gain buy-in strike the right balance between lending expertise and providing an inclusive environment where others ideas can be heard and championed; leverage expertise to grow skills in the broader capital one team promote a culture of engineering excellence, using opportunities to reuse and innersource solutions where possible effectively communicate with and influence key stakeholders across the enterprise, at all levels of the organization operate as a trusted advisor for a specific technology, platform or capability domain, helping to shape use cases and implementation in an unified manner lead the way in creating next-generation talent for tech, mentoring internal talent and actively recruiting external talent to bolster capital one s tech talent leading complex projects with significant bottom-line impact basic qualifications: bachelor s degree at least 9 years software engineering experience at least 5 years public cloud technologies experience preferred qualifications: masters degree 12+ years of experience in software engineering or solution architecture 9+ years of experience designing and building enterprise platforms 3+ years of experience with aws capital one will consider sponsoring a new qualified applicant for employment authorization for this position. capital one offers a comprehensive, competitive, and inclusive set of health, financial and other benefits that support your total well-being. learn more at the capital one careers website. eligibility varies based on full or part-time status, exempt or non-exempt status, and management level. this role is expected to accept applications for a minimum of 5 business days. no agencies please. capital one is an equal opportunity employer committed to diversity and inclusion in the workplace. all qualified applicants will receive consideration for employment without regard to sex (including pregnancy, childbirth or related medical conditions), race, color, age, national origin, religion, disability, genetic information, marital status, sexual orientation, gender identity, gender reassignment, citizenship, immigration status, protected veteran status, or any other basis prohibited under applicable federal, state or local law. capital one promotes a drug-free workplace. capital one will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding criminal background inquiries, including, to the extent applicable, article 23-a of the new york correction law; san francisco, california police code article 49, sections ; new york city s fair chance act; philadelphia s fair criminal records screening act; and other applicable federal, state, and local laws and regulations regarding criminal background inquiries. if you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation, please contact capital one recruiting at 1- or via email at recruitingaccommodation@capitalone.com. all information you provide will be kept confidential and will be used only to the extent required to provide needed reasonable accommodations. for technical support or questions about capital one s recruiting process, please send an email to careers@capitalone.com capital one does not provide, endorse nor guarantee and is not liable for third-party products, services, educational tools or other information available through this site. capital one financial is made up of several different entities. please note that any position posted in canada is for capital one canada, any position posted in the united kingdom is for capital one europe and any position posted in the philippines is for capital one philippines service corp. (copssc). 

 ",dmv,2024
7," 

 job description:  when you join verizon verizon is one of the world s leading providers of technology and communications services, transforming the way we connect around the world. we re a human network that reaches across the globe and works behind the scenes. we anticipate, lead, and believe that listening is where learning begins. in crisis and in celebration, we come together—lifting up our communities and striving to make an impact to move the world forward. if you re fueled by purpose, and powered by persistence, explore a career with us. here, you ll discover the rigor it takes to make a difference and the fulfillment that comes with living the #networklife. what you ll be doing... the person in this position will be responsible for software application development for new and ongoing telecommunications and data communications projects. these efforts will be aimed at customer retention and revenue expansion. responsibilities include: develop and test custom software systems for telecommunications and data communications applications. assist in the design of software systems. analyze customer requirements and develop concepts for new applications. coordinate with project management and other engineering teams in determining overall system solutions. apply object oriented techniques and agile methodologies. author technical documentation as needed. support qa team in developing test plans. what we re looking for... you enjoy using your analytical mind to solve complex problems. you work well in a team environment and can communicate effectively. you are passionate about finding solutions in a fast-paced environment. you ll need to have: bachelor s degree or four or more years of work experience four or more years of relevant work experience software development experience in a linux environment using java, python, c c++, or go. thorough understanding of multi-threaded software development. must be able to pass an extensive background investigation as a condition of employment. even better if you have one or more of the following: bachelor s degree in computer science or relevant engineering field or four or more years of work experience. four or more years of relevant experience in software development experience in a linux environment using java, python, c c++, or go. experience with networking technology for telecommunications and data communications. experience with information security. knowledge of big data systems. experience with web gui development involving jsp tomcat, struts, mysql postgresql, css html javascript. experience with java ide, j2ee, and jquery. usage of source version control products such as git. outstanding communication and analytical skills. if verizon and this role sound like a fit for you, we encourage you to apply even if you don t meet every “even better” qualification listed above. #stserp22 where you ll be working in this worksite-based role, you ll work onsite at a defined location(s). scheduled weekly hours 40 equal employment opportunity we re proud to be an equal opportunity employer - and celebrate our employees differences, including race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, and veteran status. at verizon, we know that diversity makes us stronger. we are committed to a collaborative, inclusive environment that encourages authenticity and fosters a sense of belonging. we strive for everyone to feel valued, connected, and empowered to reach their potential and contribute their best. check out our diversity and inclusion page to learn more. 

 ",dmv,2024
8," 

 job description:  devsecops platform engineer the opportunity: are you looking for an opportunity to make a difference in high-assurance, cloud-native enterprise solutions? what if you could find a position that is tailor-made for your mix of development, engineering, and communication skills to be part of a highly collaborative development team to create a high-assurance, distributed computing platform for our mission customers? that s why we need you, an experienced devsecops engineer, to help us create a secure platform servicing over 200k analysts, warfighters, and policymakers in accessing the right information, anywhere in the world. you ll be focused on using your proven kubernetes integration experience to be our team s kubernetes transitioner. you will lead our platform modernization efforts to incorporate monitoring, automation, and container orchestration tools to increase the scalability and availability of services. you ll collaboratively work with our team to support system design and decomposition of monolithic architectures for compatibility with cloud-native and container platforms. research new technologies and open-source tools to help us re-tool and streamline our development, testing, and continuous integration tools. join us. the world can t wait. you have: 7+ years of experience in a software development or devops role 2+ years of experience in devops experience developing software for kubernetes and docker based containers and their use to develop and deploy microservices experience with test automation knowledge of security best practices for containers and kubernetes knowledge of computer science, and data structures, algorithms, oops, and software design knowledge of the linux operating system and basic linux system administration ability to obtain a security clearance bachelor s degree ability to obtain dod 8570.1 iat level ii compliant certification within 60 days of start date nice if you have: 5+ years of experience with software design and development experience in full-stack software development using technologies such as angular, html html5, css, javascript, json or xml, ajax, sql, java, python, spring-framework, soa or restful patterns, jboss or wildfly, jms, and selenium experience in software development using go, saltstack, spring boot, elasticsearch, kafka, tika, storm, and zookeeper experience with stigs, applying security controls, and hardening container images ability to show creativity and initiative to improve product test coverage and effectiveness ability to show creativity and initiative to improve product quality and effectiveness, be a team player who thrives in an ambiguous environment, and comfortably communicate cross-functionally and across management levels in formal and informal settings ability to be results-oriented with a customer focus and triage issues, react well to changes, work with teams, and multi-task on multiple products and projects possession of excellent analytical, trouble shooting, problem-solving, and organizational skills, including tracking multiple test executions simultaneously and synthesizing the results possession of excellent verbal and written communication skills ts sci clearance with a polygraph clearance: applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information. create your career: grow with us your growth matters to us—that s why we offer a variety of ways for you to develop your career. with professional and leadership development opportunities like upskilling programs, tuition reimbursement, mentoring, and firm-sponsored networking, you can chart a unique and fulfilling career path on your own terms. a place where you belong diverse perspectives cultivate collective ingenuity. booz allen s culture of respect, equity, and opportunity means that, here, you are free to bring your whole self to work. with an array of business resource groups and other opportunities for connection, you ll develop your community in no time. support your well-being our comprehensive benefits package includes wellness programs with hsa contributions, paid holidays, paid parental leave, a generous 401(k) match, and more. with these benefits, plus the option for flexible schedules and remote and hybrid locations, we ll support you as you pursue a balanced, fulfilling life—at work and at home. your candidate journey at booz allen, we know our people are what propel us forward, and we value relationships most of all. here, we ve compiled a list of resources so you ll know what to expect as we forge a connection with you during your journey as a candidate with us. compensation at booz allen, we celebrate your contributions, provide you with opportunities and choices, and support your total well-being. our offerings include health, life, disability, financial, and retirement benefits, as well as paid leave, professional development, tuition assistance, work-life programs, and dependent care. our recognition awards program acknowledges employees for exceptional performance and superior demonstration of our values. full-time and part-time employees working at least 20 hours a week on a regular basis are eligible to participate in booz allen s benefit programs. individuals that do not meet the threshold are only eligible for select offerings, not inclusive of health benefits. we encourage you to learn more about our total benefits by visiting the resource page on our careers site and reviewing our employee benefits page. salary at booz allen is determined by various factors, including but not limited to location, the individual s particular combination of education, knowledge, skills, competencies, and experience, as well as contract-specific affordability and organizational requirements. the projected compensation range for this position is $75,600 to $172,000 (annualized usd). the estimate displayed represents the typical salary range for this position and is just one component of booz allen s total compensation package for employees. this posting will close within 90 days from the posting date. work model our people-first culture prioritizes the benefits of flexibility and collaboration, whether that happens in person or remotely. if this position is listed as remote or hybrid, you ll periodically work from a booz allen or client site facility. if this position is listed as onsite, you ll work with colleagues and clients in person, as needed for the specific role. eeo commitment we re an equal employment opportunity affirmative action employer that empowers our people to fearlessly drive change – no matter their race, color, ethnicity, religion, sex (including pregnancy, childbirth, lactation, or related medical conditions), national origin, ancestry, age, marital status, sexual orientation, gender identity and expression, disability, veteran status, military or uniformed service member status, genetic information, or any other status protected by applicable federal, state, local, or international law. 

 ",dmv,2024
