numb_description,job_description,state,report_year
1,"job description:  at m.c. dean, we transform the way complex systems are designed, delivered, and sustained–enhancing client outcomes, improving lives, and changing the world for the better. we are looking for an accomplished, self-motivated, and self-starter as a human resources data analyst supporting our human resources team, and who collects, analyzes, and reports on human resources data to support data-driven decision making and improve hr processes and outcomes. an hr data analyst may work on various projects related to talent acquisition, performance management, employee engagement, diversity and inclusion, compensation and benefits, learning and development, and more. additionally, to develop and manage information to support corporate decision making and improve existing reporting systems. performs complex analyses as well as to conduct and facilitates (and educates and trains on) analyses, issues identification, organizational risk assessment, and decision-making processes. provide consulting and analytic services to leadership, and technical support and mentoring and training to less-senior analysts. develop methodology and processes for prioritization and scheduling of projects to enable the analysis of problems and determine root causes. through defining company data assets (data models), work closely with the talent acquisition and human resources teams to develop strategy for long term data platform architecture. why join m.c. dean? our people are inspired by the way engineering and innovation enhance customer outcomes, improve lives, and change the world for the better. we are driven by our core values of agility, expertise, and trust. location: tysons, va (hybrid) with some remote work work authorization: ead, green card or u.s. citizen work type: full time responsibilities include, but are not limited to : gathering and cleaning hr data from various sources, such as hris, ats, surveys, and external benchmarks performing descriptive, inferential, and predictive analysis using statistical methods and tools, such as excel, sql, r, python, power bi, tableau, etc. creating and maintaining dashboards, reports, and visualizations to communicate insights and recommendations to hr and business stakeholders identifying and monitoring key hr metrics and trends, such as turnover, retention, productivity, engagement, diversity, etc. conducting research and benchmarking to provide context and best practices for hr data analysis and interpretation collaborating with hr and business partners to understand their data needs and provide solutions that support their goals and initiatives ensuring data quality, accuracy, and compliance with data governance and privacy standards requirements: education: a bachelor s degree or higher in human resources, statistics, data science, business, or equivalent related experience. experience: 5+ years data analyst experience in working with hr and or business data and applying analytical techniques and methods. proficiency in statistics, data analysis, and research methods. knowledge of various hr functions, processes, and systems, such as recruitment, performance, engagement, diversity, compensation, etc. proficiency in using various data analysis and visualization tools and software, such as excel, sql, r, python, power bi, tableau, etc. abilities: exposure to computer screens for an extended period. sitting for extended periods of time. reach by extending hands or arms in any direction. have finger dexterity to manipulate objects with fingers rather than whole hands arms, for example, using a keyboard. listen to and understand information and ideas presented through spoken words and sentences. communicate information and ideas in speaking so others will understand. read and understand information and ideas presented in writing. apply general rules to specific problems to produce answers that make sense. identify and understand the speech of another person. applicants for this position may be required to prove that they have received the covid-19 vaccine or demonstrate that they have a valid religious or medical reason not to be vaccinated. eoe minorities females protected veterans disabled vevraa contractor applicants for this position may be required to obtain or provide proof of flu shots or of other vaccinations depending on customer requirements and nature of the position or demonstrate a valid basis for exception. eoe minorities females protected veterans disabled vevraa contractor 

 ",dmv,2024
2," 

 job description:  job description position summary dpr construction is seeking an individual responsible for leading the technical data analysts within the data analytics team in working closely with cross-functional teams, including data engineering, development, business intelligence analysts, and other stakeholders to gather information, understand requirements, and build complex data models, datasets and custom views for downstream business use cases. this role will be responsible for developing and continuously improving the strategy around creation, maintenance, optimization and enhancement of the data pipeline and data analytics consumption. responsibilities strategic partnership roadmap execution delivery lead team of technical data analysts in the overall improvement and optimization of our data structure and consumption. this includes: identification of new datasets and integrations required the development of complex data models in support of analytics requests creation of qa qc workflows to proactively identify data quality issues creation and maintenance of power bi dataflows troubleshooting and solutioning data integrity consistency quality issues throughout the data pipeline completing impact analysis on reports and analytics from changes made to sources and tables upstream; communicating impact and mitigation plans to stakeholders developing and maintaining documentation on dataflows and custom views created using data modeling tool (dbt) working with data engineering on the development and maintenance of a data dictionary data catalog and self-service platform provide expertise and thought leadership on best practices around data modeling, data visualization and data consumption. lead internal improvement efforts on data consumption, data quality and best practices. lead overall data literacy improvement effort throughout dpr, including the development and management of a self service and citizen data analyst framework. lead the creation, maintenance and execution of a technical data analytics roadmap for continuous improvement of our data models and consumption tools and processes. develop efficient workflows for collaboration with stakeholders to deliver optimized data models. provide guidance and counsel to technical data analysts and data analytics leadership based on analysis of data with regards to business and process improvement. work with business intelligence analysts in driving strategic conversations with internal stakeholders to fully understand and document pain points with respect to our data usage focusing on successful outcomes. maintain a deep understanding of the customer s processes, tools, and goals develop and maintain relationships with internal and business stakeholders visualization storytelling data modeling be responsible for taking data analysis and insights capability to the next level by working with data infrastructure to ensure the data is accessible; working with stakeholders to understand and align on business requirements; and working with business intelligence analysts and technical data analysts to develop and deliver new reporting and actionable insights to improve business processes and inform strategic conversations. lead by example and direct technical data analysts in creating complex data models in visualization tool and making transformations as needed. query data warehouse using sql to quickly analyze datasets; clean data as required. identify potential new datasets to add to the data warehouse and or potential new integrations between source systems and the data warehouse. work with technical data analysts to build requirements for views in data modeling tool (dbt) and the data warehouse (snowflake). create and maintain dashboards and apps and perform ad-hoc analyses as required. identify root cause of data integrity issues (report, dfl, data warehouse, source system). complete impact analysis on reports when changes are made to source systems or tables upstream. identify, quantify, and communicate impacts to stakeholders and customers. follow, implement, and enhance data security and governance guidelines. coaching managing mentoring work with managed technical data analysts to plan work and set goals aligned with their unique needs, competence, commitment, and company strategy utilizing the blanchard situational leadership model. hold analysts accountable for performance, goals and competency development. provide progressive development for team members through coaching, training opportunities, ongoing feedback and regular check-ins. act as role models for direct reports to demonstrate dprs culture in action. internal data analytics team strategy work with the data analytics leader to create strategic priorities for the data analytics team in support of dpr s mission 2030. collaborate with leader in aligning tactics and resources to execute with predictable results. areas of primary focus for the technical data analytics lead would include: internal improvements – data consumption, data quality, data governance, best practices overall data literacy – training, communication, self service, citizen analyst team performance – r&amp;r, competencies, training lead and present opportunities for others on the data analytics team to lead the execution of various parts of the strategy. collaboration training sme identify opportunities for data collaboration and integration between disciplines. coordinate alignment, as applicable, across other technology and innovation (t&amp;i) groups. identify opportunities for ai ml data science efforts and collaborate with those teams on initial discovery, requirements gathering and project delivery. train end-users on how to use and interpret information insights on deployed dashboards reports. identify opportunities to improve data literacy throughout dpr. operate as the subject matter expert (sme) for the business across data availability, quality, processes, and technology for all supported functions. maintain understanding of our data pipeline architecture to be able to articulate why we use it and its benefits limitations for end users. work with data engineering and others to develop and maintain tool for self service analytics. qualifications master s degree in business analytics, data analytics, computer science, software engineering, computer engineering, or related, plus seven (7) years of experience in the application of data to solve problems, or bachelor s degree in one of the above plus ten (10) years of experience. construction experience including industry trends, terminology, and typical processes is a plus. demonstrated experience in data visualization bi tools – power bi required - including creating and maintaining dataflows. proficiency with consuming apis from the client side including rest and graphql required. proficiency with sql scripting required. proficiency with python required. proficiency with modeling tool such as dbt strongly preferred. experience with data governance policies and data structure strongly preferred. proven ability to create well-constructed, complex data models and understand dependencies between source systems. passion for the use of data and business intelligence principles and their ability to optimize business outcomes. proven track record of identifying and solving complex problems with data. proven analytic skills, including data mining, evaluation, analysis, and visualization. skilled at analysis and providing the relevant information people need to succeed in their roles to formulate accurate decisions and take appropriate action. excellent organizational, leadership, interpersonal, communication (written, verbal and visual), and analytical skills are needed. demonstrated success in building trusted relationships with internal external clients and customers. a drive to do what it takes to get the job done, including taking on different roles and responsibilities and adapting to changing environments. #li-ms2 dpr has been nationally recognized for its strong company culture, based on a well-defined purpose “we exist to build great things,” and four core values: integrity, enjoyment, uniqueness and ever forward. a flat, title-less organization that empowers people at all levels to make decisions, dpr ranked on fortune s “100 best companies to work for” list for five consecutive years. for more information, visit http: www.dpr.com . 

 ",dmv,2024
3," 

 job description:  are you looking to make an immediate impact where you can help our clients solve their business challenges? deloitte s core business operations (cbo) portfolio operates at the center of our client s business. by joining our team, you could help c-suite and program leaders transform their organization and accelerate mission execution through emerging and disruptive technologies, innovative business models, retooled program operations and industry-driven solutions. work you ll do as a business analyst within the technical requirements team (trt), your role is integral in ensuring our client s it products meet customer needs and align with business goals. you will support the trt and its leadership by identifying, eliciting, and decomposing requirements. you will also facilitate team and customer ceremonies and foster effective communication, both verbally and through written artifacts and documentation. your role sits within a continuously evolving agile, cloud, and devsecops environment, requiring you to proactively adapt and contribute to the organization s maturation process. your ultimate aim is to deepen and broaden your team s impact through the delivery of innovative, desirable, and mission critical software products. analyzing and understand business needs and translating them into the governance artifacts and product backlog items. performing aoas and assessing courses of action by a variety of factors to include value, cost, feasibility, and risk performing estimation and complexity assessments of customer it requests creation and management of conceptual delivery schedules and product roadmaps. generating and managing artifacts and knowledge bases. generating and managing body of evidence (boe) generation and submission. assist in test planning and management. facilitating and refining team level ceremonies. identifying, mapping, and tracking dependencies internal and external to the team. collaborating with cross-functional teams to ensure efficient product development and delivery. utilizing product management tools such as jira, confluence, and m365 to accomplish daily duties. the team deloitte s government and public services (gps) practice - our people, ideas, technology, and outcomes-is designed for impact. serving federal, state, &amp; local government clients as well as public higher education institutions, our team of over 15,000+ professionals brings fresh perspective to help clients anticipate disruption, reimagine the possible, and fulfill their mission promise. the application modernization and innovation offering is comprised of experienced professionals who help guide clients through their most complex technology challenges. this can include the delivery of large-scale software applications &amp; integrated systems, the development of service-oriented architecture (soa) &amp; other integrations solutions, and the delivery of technology enablement to support cio services transformation. our application modernization and innovation offering focuses on key client issues that impact the core business. we provide operational value, modernized mission solutions, and enhanced technology innovation. qualifications required: 2+ years of professional experience bachelor s degree required must be legally authorized to work in the united states without the need for employer sponsorship, now or at any time in the future must be able to obtain and maintain the required clearance for this role travel up to 20-60% preferred : active ts sci clearance 2 years of experience working on, or in direct support of a software development team or in an enterprise architecture organizationexperience working in agile and scrum methodologies. familiarity with cloud environments, particularly aws. experience with confluence and jira. experience with the microsoft 365 (m365) suite. experience in backlog management, including epic, feature, user story development, and refinement ability to be on-site 20-60% of the time at a client scif located in washington d.c. information for applicants with a need for accommodation: https: www2.deloitte.com us en pages careers articles join-deloitte-assistance-for-disabled-applicants.html "" 

 ",dmv,2024
4," 

 job description:  job code: lc:000-002-011-ii department: professional services minimum experience: 6 years job type: full-time hybrid remote job location: washington dc status: citizen or green card holder (position requires clearance) assurety consulting has a great opportunity for a sr data analyst position. the sr. data analyst must have minimum of 6+ years of professional experience analyzing data needs, business needs, performing data analysis and performing etl against a multitude of data sources and platforms, business analytics, proposing business solutions, and generating reports. must have 5+ years business and technical analysis experience in a client-facing role with the ability to use powerpoint, excel, and other graphical tools such as qlik, powerbi, tableau or microstrategy to report to upper management the results of the analysis. must understand relational databases; past database development and data analysis experience is needed. must have prior customer support experience to be able to work with customers and explain the reports and decisions and trends to them. must have experience in sas, teradata, and oracle etl processes and reporting. understanding supply chain management communication and business transactions is a big plus. must be able to solve problems and help modelers with the right type of cleaned data. must be able to work with excel and create graphics and reports that meet the needs of a vp. must have served as a data analyst in 3-5 projects in the past as a team member and in a lead capacity on at least one project. must have a bachelor s degree in computer science or information systems or science-related field or related experience, a master s degree in the related field is a plus. assurety consulting genuinely cares about their employees. we bring together the best people and the best careers. our family of talented and focused professionals enjoy assurety consulting generous pto and holidays, great benefits, and great pay. all employees of assurety share one job description which is to keep its customers and help grow the company. general function: improve results for the senior management on the mission by supporting risk, fraud, marketing, address profiles, products, services, and functionality in terms of data analytics. overcome storage, performance, and large data set challenges by performing etl processes to lead statistical analysis of the data and to create more value from data by adding different data sets and sources. improve use case implementation and reporting through data modeling and design. ability to grasp, document, and articulate revenue assurance and fraud analysis pertaining to customers. additionally, possess the skills to create reports for both directors and field personnel, which hold potential for legal action against criminals. proficiency in sas, oracle, teradata, excel, and database analytics is a prerequisite. capability to write intricate sql queries for report generation. the aptitude to craft visually captivating presentations using elements such as (graphics, graphs, clipart, ms visio diagrams, and ms powerpoint). successfully engages in multiple initiatives simultaneously. collaborates autonomously with users to formulate concepts while operating under the guidance of project managers. act as the intermediary linking the customer community (both internal and external customers) with the software development team, facilitating the seamless flow of requirements. formulates requirement specifications in accordance with established templates, employing natural language as and when required. collaborates with developers and subject matter experts to establish the data sources, and the technical vision and analyze tradeoffs between usability and performance needs. be the liaison between the business units, technology teams, and support teams. assigned responsibilities will encompass assisting in the qa process and contributing to the development of training materials. applicants should either hold u.s. citizenship or possess the authorization to work full-time in the united states for any employer. should be capable of obtaining a public trust clearance from the us government. strong proficiency in verbal, written, and interpersonal communication skills is a prerequisite for this role. qualifications: must have strong written and verbal communication skills. bachelors is a requirement for the position. must be proficient and at an advanced level with etl data processing. must have strong skills with excel, sas, sql queries, functions, procedures, and views. big data experience is a huge plus. prior experience working with teradata or other data warehouse databases is a plus. complete ad hoc report requests from business stakeholders leveraging necessary business intelligence (bl) tools. must understand data modeling data entities and data communication and processing. good interpersonal skills are also required. knowledge of internet technologies and web applications is useful including jason, xml and web services. why you should join our team: < h6> collaborative &amp; inclusive culture: our colleagues work in small, self-organized and cross-functional teams that determine the best tactics to support the vision and strategy set by leadership. we encourage and welcome all ideas, taking an agile approach to creating an amazing product design thinking for innovation: with focus on our colleague s growth within assurety we have developed a learning management system (lms) that trains all colleagues on design thinking for innovation, security, bi &amp; analytics, and the business they are about to support. more trainings are added every year. recognition &amp; awards: our colleagues are recognized for their innovative problem solving, goodwill, candor with respect and excellence. we also give out spot bonuses besides the yearly performance bonus. workplace: while our headquarters is in sterling, virginia, and our largest client in washington dc (on-site), our team lives across the globe. we partner with our team to help them achieve personal and professional alignment, helping our colleagues to define their own blend of work-life balance. office perks: colleagues that work out of one of our main offices enjoy beverages, snacks, lunches, and happy hour benefits. vacation &amp; holiday schedule: we believe this is a partnership and we trust our colleagues to build their own time-off schedule and encourage our teams to take time for their well-being while minimizing impacts to client s deliverables. growth opportunity: through hands-on learning and development, the opportunities are endless. focus on well-being: we pride ourselves on offering numerous benefit options to best fit the needs of our colleagues and their families, including domestic partners. benefits include medical (ppo &amp; hdhp-hsa), dental, vision, flexible spending account, commuter benefit, discount programs, life &amp; disability insurance, and accident insurance. we also offer a 401k program with company match and paid parental leave. live your passion: assurety encourages and promotes monetary and personnel involvement in the causes around the globe. we believe in our value of goodwill, and work to find new ways to give back to our communities and make a positive impact. we focus on initiatives in the following areas – technology, charity, volunteerism and honorary contributions. 

 ",dmv,2024
5," 

 job description:  are you interested in an exciting opportunity with the federal government? working for government sub-contractors continues to be a highly successful avenue for legal and other professionals to gain entry and build public service experience. hire counsel has an immediate opportunity to work for the office of civil rights, which is under the health and human services division of the federal government. we are seeking data analysts who are available to work in the dc office on a daily basis. responsibilities include: provide analytical services by identifying, designing, and conducting analyses of program data using advanced program tools and other computational methods to implement the desired analyses. uses descriptive or inferential statistical methods to collect, explore and present large amounts of data to discover underlying patterns and trends. obtain case management data from ocr s program information management system (pims) relational database which is used to track and store data regarding ocr s programs. provide visual aids, which may include detailed reports, dashboards, or charts using tableau or other data visualization techniques to aid management in making decisions. identify significant factors that may affect results from analysis of the data. ensure all findings are reported, including factors that may affect results, in all written and analytical reports provided. use knowledge of principles, methods, and processes used to conduct a systematic and objective inquiry to conduct study design, collection, analysis and interpretation of data, and report results. use knowledge of oracle sql developer, database development and administration plus familiarity with object-oriented languages such as python, java, c++ or c# to support data analytics tasks. project details: anticipated start date: upon successful completion of interview estimated duration: 6 months – 1+ years hours: 40 hours location: onsite in dc, must be able to work in the office daily pay rate: $45 per hour qualifications: experience handling the responsibilities listed above bachelors degree accredited institution is required 2+ years ears of specialized experience using data visualization tools such as tableau, powerbi, microsoft excel and working with clients to develop key performance indicator (kpi) dashboards. familiarity with the stata and r statistical programming language and with working with large (i.e.: tens or hundreds of millions of rows) healthcare claims data sets is necessary. prior experience with multi-level modeling, including random effects models, and econometric methods is preferred. 2+ years of specialized experience equivalent to the gs-12 level in the federal government must be a u.s. citizen why join hire counsel? hire counsel works exclusively with the legal sector and is recognized as a national leader in legal staffing. with over 35 years of experience, we are proud to have been recognized with these industry awards: best legal staffing provider – usa (cv magazine) best staffing providers for legal litigation staffing (the recorder) best of legal recruiters (corporate counsel) best professional recruiting firms (forbes) best executive recruiting firms (forbes) 100 leading legal consultants and strategists (lawdragon) largest legal staffing firm (sia) edrm trusted partner best of managed review (national law journal) for more information about our benefits, referral bonus and opportunities, visit www.hirecounsel.com #ind2 

 ",dmv,2024
6," 

 job description:  description: are you excited about a new opportunity? do you have a passion for providing high quality medical assistance and patient support? are you mission-driven to help improve health and eliminate inequities in health outcomes in under-resourced communities in dc? well, look no further! at community of hope, we have worked diligently to improve health and end family homelessness to make washington, dc, more equitable. we believe everyone in dc should have access to good healthcare, a stable income, and home, and hope! if you are ready to make a positive difference in the community, this position is for you! at coh, we strive for: caring for families. improving lives. leading change our approach and values : we care for families by providing direct services with a focus on prevention, healing, and wellness. we improve lives by building on families strengths , honoring their choices, and taking a whole-family, multi-generational approach. we lead and advocate for system change to address the effects of historical and current racial inequities on health outcomes and housing opportunities. we embrace the diversity of our community , welcome all voices and perspectives, and treat everyone with respect, compassion, and integrity. we strive for excellence in all that we do, implement evidence-based practices, measure our outcomes, and use this knowledge to continuously strengthen our work. position summary : the data analyst, maternal &amp; child health (mch) will report directly to the director of quality improvement. this role will provide data analysis and support to mch program management, mch staff accountability, and accurate reporting of data to funders and other stakeholders. the data analyst, mch participates in quality improvement initiatives by creating accurate maternal &amp; child health (mch) data analyses, reports and dashboards for the mch team, to ensure high quality of care for patients and clients. this is a full time position. salary- this position starts at $55k and up based on experience. indeed provides their own estimated salary calculator and is not affiliated with coh s range. highlighted duties and responsibilities: provides data as needed to support internal mch quality improvement work, within the perinatal care and maternal child health program specialties. participates in the development of the quality improvement (qi) plan on behalf of the mch team annually and the mch team work plan specifically. completes data analysis and data visualization using bridgeit, excel and tableau for use by mch program leadership &amp; perinatal leadership for internal and external requirements. works with site-based leadership teams, perinatal leadership team, and mch-focused qi working groups to advance qi work related to mch, as outlined in the annual qi plan. supports cqi activities, primarily through consistent provision of accurate data &amp; collaboration with staff to improve documentation by staff. performs electronic health record (ehr) audits on a monthly basis to ensure that staff serving mch patients are completing all patient-oriented tasks in a timely fashion and reports findings of audits to mch leadership. remains up to date with health information software and platforms including but not limited to ehx, healthec, crisp, bridgeit, ecw, careware, excel, relevant, and other population health platforms as needed. collaborates with other mch directors, program managers and staff to gather clinical and programmatic data in support of coh reporting for key grants, including uds, healthy start, baby &amp; me, safe babies safe moms, optum, home visiting, and more, from the perspective of mch activities. collaborates with other members of the quality improvement team to produce accurate mch related data analysis for monthly and quarterly reports for stakeholders such as dc health and private granters. performs other duties as requested by supervisor. requirements: minimum qualifications : bachelor s degree required, master s (mph, msw, or similar) degree preferred. knowledge of primary care and health maintenance required. experience with eclinicalworks or other ehr preferred. strong data visualization skills preferred experience with microsoft excel required. strong organizational skills with an ability to multitask and work with teams. experience with microsoft access, sql, or bridgeit required. experience with tableau preferred. ability to see complex projects through to completion. demonstrated cultural competence in communicating with underserved, diverse populations. ability to travel to different sites at community of hope required. ability to work in a non-profit environment. at coh, we understand the toll that the covid-19 pandemic has taken on the workforce, which is why we prioritize the following well-being and work-life balance-centered benefits: remote work opportunities are available for many of our roles, promoting a culture of work-life balance. 8-hour workdays, which include a paid lunch 11.5 paid company holidays, 1 personal floating holiday, 15 days of paid vacation (increases to 20 after 3 years of service), and 12 days of paid sick leave on an annual basis annual performance-based raises, up to 5% of your annual pay national health service corps (nhsc) and dc health professional loan repayment program (dchplrp) participants tuition reimbursement, loan repayment for clinicians, licensing reimbursement, and continuing education unit funds for licensed staff many opportunities for internal promotions and transfers across the agency as we continue to grow; we average 30+ promotions each year ongoing internal leadership training for supervisors diversity, equity, and inclusion training and initiatives for all staff ongoing well-being activities, culture compact activities, and trauma-informed care initiatives medical dental vision plans through carefirst bluecross blue shield life insurance, short-term disability, and long-term disability insurance 403(b) retirement plan flexible spending accounts for medical and dependent care reimbursable expenses and much more! about us: community of hope is a mission-driven, innovative, and rapidly growing nonprofit. for over 40 years, we have provided healthcare, housing, and supportive services for under-resourced, underserved and people experiencing homelessness in washington, dc. as a federally qualified health center, we provide medical, dental, emotional wellness, and care coordination services for the whole family at three locations in dc. community of hope also strongly emphasizes maternal and child health, with midwifery practice and the only free-standing birth center in dc. in 2020, community of hope provided about 28,400 medical visits, 7,000 dental visits, and 10,000 behavioral health visits for about 11,000 patients. community of hope provides community walk-in covid testing and covid vaccines. community of hope is also one of the largest providers in dc of housing and support services for families and individuals experiencing homelessness. through providing these programs, we live out our mission to improve health and end family and individual homelessness to make washington, dc, more equitable. community of hope cares for families and individuals by providing direct services focusing on prevention, healing, and wellness. we improve lives by building on families and individuals strengths, honoring their choices, and taking a whole-family, multi-generational approach. we lead and advocate for system change to address the effects of historical and current racial inequities on health outcomes and housing opportunities. we embrace the diversity of our community, welcome all voices and perspectives, and treat everyone with respect, compassion, and integrity. we strive for excellence in everything we do, implement evidence-based practices, measure our outcomes, and use this knowledge to strengthen our work continuously. we were selected as one of the washington post 150 top workplaces in 2014, 2016, 2017, 2018, 2020, and 2021 based on feedback from our staff. to request a reasonable accommodation to complete an employment application or for general questions about employment with community of hope, contact a recruiting coordinator. email: hr@cohdc.org phone: . community of hope is an equal opportunity employer. 

 ",dmv,2024
7," 

 job description:  alta it services has a direct hire opportunity for a business analyst to support a federal end-customer. business analyst washington, dc (hybrid, on-site as needed) direct hire permanent placement security clearance: active ts sci salary: 130k as a business analyst within the technical requirements team (trt), your role is integral in ensuring our client s it products meet customer needs and align with business goals. you will support the trt and its leadership by identifying, eliciting, and decomposing requirements. you will also facilitate team and customer ceremonies and foster effective communication, both verbally and through written artifacts and documentation. your role sits within a continuously evolving agile and devsecopsenvironment, requiring you to proactively adapt and contribute to the organization s maturation process. your ultimate aim is to deepen and broaden your team s impact through the delivery of innovative, desirable, and mission critical software products. qualifications: ts-sci clearance. bachelor s degree or equivalent practical experience. understanding of the software development lifecycle (sdlc). a general understanding of popular backend and frontend technologies 2 years of experience working on, or in direct support of a software development team or in an enterprise architecture organization experience working in agile and scrum methodologies. familiarity with cloud environments, particularly aws. experience with confluence and jira. experience with the microsoft 365 (m365) suite. experience in backlog management, including epic, feature, user story development, and refinement ability to be on-site 60% of the time at a client scif located in washington d.c. strong verbal and non-verbal communication skills. strong interpersonal skills, with the ability to work effectively in a team environment and build strong relationships with team members. preferred qualifications: familiarity and experience performing analysis of alternatives (aoas) familiarity and experience with the intelligence community (ic), and the intel cycle. familiarity and experience with the department of homeland security (dhs). familiarity and experience with government risk management frameworks (rmf) and cyber security authorization processes master s degree or equivalent experience in a related field. previous experience in a similar role. familiarity and experience operating within the full software development lifecycle (sdlc). strong track record of successfully supporting the delivery valuable software products. experience working with cross-functional teams in an agile environment. knowledge of user research methodologies and the ability to derive actionable insights. proficiency in additional project management and collaboration tools. a passion for staying up-to-date with industry trends and emerging technologies. strong stakeholder management skills and experience. cloud budgeting and forecasting experience. relevant certifications. responsibilities: analyzing and understand business needs and translating them into the governance artifacts and product backlog items. performing aoas and assessing courses of action by a variety of factors to include value, cost, feasibility, and risk performing estimation and complexity assessments of customer it requests creation and management of conceptual delivery schedules and product roadmaps. generating and managing artifacts and knowledge bases. generating and managing body of evidence (boe) generation and submission. assist in test planning and management. facilitating and refining team level ceremonies. identifying, mapping, and tracking dependencies internal and external to the team. collaborating with cross-functional teams to ensure efficient product development and delivery. utilizing product management tools such as jira, confluence, and m365 to accomplish daily duties. role requirements: minimum education requirements: bachelor s degree skills: project cost estimations project planning solutions focused strong written and verbal communication skills project experience presentations reporting project management technical documentation jira cross-functional team work verbal communication skills enterprise architecture business enterprise architecture product backlog management agile scrum dependency management change and risk management amazon web services (aws) system development lifecycle (sdlc) software development lifecycle alternatives of analysis (aoa) effective team communication requirements elicitation user research #m2

 ",dmv,2024
8," 

 job description:  responsibilities &amp; qualifications: responsibilities support the development and delivery of technical assistance services to build cyber and infrastructure resiliency of sltt government organizations, private sector stakeholders, nongovernmental organizations, and other stakeholder groups. support shall include identification of stakeholder needs and gaps, drafting of content, final production of materials (including graphics design support for handouts, websites, and other materials), delivery of services, as required, logistics support and facilitation of meetings and workshops, and general project management support. attend meetings, take notes and write summaries. drafting of informal emails, formal letters, talking points, briefing memos, informal formal summaries, agendas, background documents, etc., required qualifications ma ms degree 10 years of experience experience working with stakeholders strong writing and reading skills strong attention to detail senior policy understanding engagement strong time management organization skills must have an active secret or ts clearance must be a u.s. citizen must be able to obtain dhs suitability overview: we are seeking a sr business analyst to join our team supporting a dhs contract in arlington, va. the department of homeland security (dhs), cybersecurity and infrastructure security agency (cisa) mission is to lead the national effort to protect and enhance the resilience of the nation s physical and cyber infrastructure. cisa includes the cisa management and business service offices and four divisions: the cybersecurity division (cd), the emergency communications division (ecd), the infrastructure security division (isd), the integrated operations division (iod), the stakeholder engagement division (sed), as well as, the national risk management center (nrmc), which are headquartered with the national capital region (ncr). teksynap is a fast growing high-tech company that understands both the pace of technology today and the need to have a comprehensive well planned information management environment. “technology moving at the speed of thought” embodies these principles – the need to nimbly utilize the best that information technology offers to meet the business needs of our federal government customers. we offer our full-time employees a competitive benefits package to include health, dental, vision, 401k, life insurance, short-term and long-term disability plans, vacation time and holidays. visit us at www.teksynap.com. apply now to explore jobs with us! the safety and health of our employees is of the upmost importance. employees are required to comply with any contractually mandated federal covid-19 requirements. more information can be found here. by applying to a role at teksynap you are providing consent to receive text messages regarding your interview and employment status. if at any time you would like to opt out of text messaging, respond ""stop"". additional job information: competencies establish focus change management develop others oral communication written communication interpersonal awareness build relationships analytical thinking conceptual thinking strategic thinking technical expertise initiative foster innovation results oriented teamwork customer service work environment and physical demands the work environment characteristics described here are representative of those an employee encounters while performing the essential functions of the job. reasonable accommodation may be made to enable individuals with disabilities to perform the essential functions. location: arlington, va - telework may be available type of environment: office noise level: low - medium work schedule: schedule is day shift monday – friday. may be requested to work evenings and weekends to meet program and contract needs. amount of travel: less than 10% physical demands the physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. while performing the duties of this job, the employee is regularly required to use hands to handle, feel, touch; reach with hands and arms; talk and hear. the employee is regularly required to stand; walk; sit; climb or balance; and stoop, kneel, crouch, or crawl. the employee is regularly required to lift up to 10 pounds. the employee is frequently required to lift up to 25 pounds; and up to 50 pounds. the vision requirements include close vision, distance vision, peripheral vision, depth perception, and ability to adjust focus. work authorization security clearance us citizen dhs suitability active secret clearance other duties please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. duties, responsibilities and activities may change at any time with or without notice. equal employment opportunity in order to provide equal employment and advancement opportunities to all individuals, employment decisions will be based on merit, qualifications, and abilities. teksynap does not discriminate against any person because of race, color, creed, religion, sex, sexual orientation, gender identity, protected veteran status, national origin, disability, age, genetic information or any other characteristic protected by law (referred to as “protected status”). this nondiscrimination policy extends to all terms, conditions, and privileges of employment as well as the use of all company facilities, participation in all company-sponsored activities, and all employment actions such as promotions, compensation, benefits, and termination of employment. teksynap is committed to ensuring that our online application process provides an equal employment opportunity to all job seekers, including individuals with disabilities. if you believe you need a reasonable accommodation in order to search for a job opening or to submit an application, please contact hr@teksynap.com for assistance. 

 ",dmv,2024
