numb_description,job_description
1,"job description:  at intrafi, we prosper by working hard in an open and creative environment. our employees enjoy the flexibility of a hybrid work environment (flexible telework remote schedule) along with robust benefits and career growth opportunities. our efforts to create and maintain a culture that values our people have led us to be designated among the top fintech companies to work for by american banker . intrafi has also been recognized as one of the best places to work by the washington post s top workplaces and the washington business journal s best places to work. our company is also recognized among fortune s lists of best workplaces—small &amp; medium businesses and best workplaces in financial services and insurance. headquartered in arlington, virginia, intrafi – the nation s largest deposit allocation service provider and the inventor of reciprocal deposits – provides dynamic, all-weather balance sheet and liquidity management solutions to help financial institutions grow franchise value. the company, chosen by thousands of banks since its founding over two decades ago, has assembled the largest bank network of its kind. its solutions help institutions to acquire high-value, local relationships; purchase funding; and reduce collateralization costs. your role the devops platform engineer is a crucial member of our automation services team, which focuses on enterprise-level automation activities, including curating best practices, plotting strategic direction, providing reusable shared services, and managing automation orchestration tools. team members collaborate with software development and operations teams performing automated deployments through infrastructure-as-code. this team of engineers works with a broad range of automation technologies, such as aws cloud infrastructure and services, cloudformation, python, ansible, and groovy in a fully automated, cloud-based environment. in addition, devops platform engineers manage the company s automation orchestration tools, including jenkins, artifactory, sonar, and sonatype lifecycle. your responsibilities developing frameworks to improve the automation experience. collaborating with cross-functional teams to design, develop, test, deploy, and support a broad spectrum of technology solutions, emphasizing automation and cloud infrastructure. providing expert knowledge in core technologies such as jenkins, ansible, python, bash, cloudformation, and terraform. utilizing a deep understanding of container technologies such as docker, aws fargate, and ecs. enhancing automated deployment solutions and proactively monitoring such solutions across various products and environments. advocating various deployment strategies to support the adoption of automated deployments. encouraging a devops approach throughout the software development lifecycle. working closely with application and infrastructure architects to implement technical designs, learn existing patterns and practices, and introduce new solutions. maintaining an infectious security-first mindset throughout the team, keeping up to date with security vulnerabilities, and taking appropriate measures to secure our systems. promoting new technology and innovation while keeping existing systems up-to-date and secure. providing support for automation orchestration during application releases. proactively monitoring project activities to ensure that all deliverables are provided on time, within budget, and in compliance with quality standards. collaborating with it operations to identify requirements for environments and tools needed to support the timely migration and operation of application solutions. taking an active role in reconciling team decisions regarding technology choices, infrastructure evaluation, and best practices for supported systems. required experience, skills, and qualifications 10+ years of experience in it administration or software engineering 5 + years in amazon web services (aws) a proficient knowledge of programming languages, such as java and node.js, and build tools, such as gradle 3+ years of experience with deployment and automation technologies strong knowledge of automation and pipeline-related technologies, such as groovy, ansible, cloudformation, and python proficiency in source code management using git and its role in adopting continuous integration continuous delivery (ci cd) 2+ years of experience administrating ci cd tools, such as jenkins and artifactory demonstrated experience in aws infrastructure technologies and architecture concepts with the capability to design, deploy, and support cloud-based systems in aws familiarity with databases, such as oracle and postgres, and the ability to identify areas for database automation and optimization ability to convert business requirements into tangible deliverables proficiency in the linux operating system, networking concepts, and troubleshooting strong knowledge of test automation frameworks and the ability to implement test-driven development ability to follow and create code quality guidelines and development best practices strong problem-solving skills, ability to multitask within tight deadlines, and superior attention to detail; self-directed and results goal-oriented strong communication skills bachelor s degree in computer science (preferred) job type: full-time pay: from $120,000 per year benefits: 401(k) 401(k) matching dental insurance employee assistance program employee discount flexible schedule flexible spending account health insurance health savings account life insurance paid time off parental leave referral program retirement plan vision insurance compensation package: bonus opportunities experience level: 10 years schedule: monday to friday education: bachelor s (preferred) experience: deployment and automation technologies: 3 years (preferred) aws: 5 years (preferred) administrating ci cd tools: 2 years (preferred) work location: hybrid remote in arlington, va 22209 v role=""separator"" aria-orientation=""horizontal"" class=""css-1v43wac e15p7aqh1"">an&amp;nbsp;< span>< span>

 "
2," 

 job description:  1. architect, design, deploy, and manage azure gov iaas, saas &amp; paas services, and solutions. 2. hands on role to implement and maintain azure gov cloud tenant, including workloads migration (vmware) from on-perm to cloud. 3. manage overarching product platform architectures and ensure design and development of all projects follow the architectural vision. 4. conduct analysis, design and implementation of infrastructure and cloud data center solutions including computing, networking, routing and security. 5. design and support solutions in cloud and virtualized computing environments with and understanding of hybrid cloud architectures. 6. successfully communicate, evangelize and implement the architectural vision across teams. 7. provide technical leadership and work with team direction on projects with a high level of complexity. 8. create a well-informed cloud strategy and manage the adaptation process. 9. cost management of azure gov services and implementation of a tagging strategy for cloud resources and assets with an associated taxonomy in support of cost rebilling, reporting, and compliance. 10. proficient in core microsoft technologies including windows, windows server administration, active directory, identity and access management, dns, sql 11. design, build, upgrade, and decommission various windows and linux systems, features, and services including but not limited to: a. active directory (azure ad) b. azure storage (blob, files, disks) c. app services d. bcdr (azure backup, azure site recovery, recovery vaults) e. networking (vnets, subnets, express route) f. virtual machines 12. liaise effectively with 3rd party suppliers and support providers to ensure issues and solutions are provided within expected service levels. 13. create supporting documentation for various audiences with the ability to multi-task and be creative and innovative in a dynamic, fast paced team environment. 14. knowledge of restful api, web services, xml, json 1. bachelor s or master s degree in information technology or computer science 2. the equivalent combination of education and successful work experience (10 years) and 3. microsoft azure certification in specialized areas is required 1. minimum (3) years of experience in design and maintenance of public gov cloud solutions with a focus on microsoft azure (gov preferred) iaas, paas service like database services, kubernetes etc. 2. understand the terminologies and how to navigate ip subnetting, network security groups, routing, azure firewall, load balancing, dns, and other networking concepts and protocols 3. excellent technical architecture skills, enabling the creation of future-proof, complex global solutions and strong experience across applications migration (on-perm vmware) to azure (gov cloud preferred) . 4. minimum (3) years of experience providing it administration and or engineering services managing windows and linux servers and services. 5. expert knowledge of azure cli powershell, arm templates, azure networking, azure virtual networks, and site-to-site-vpn. 6. intermediate knowledge of azure devops configuration and management, azure security center, and azure identity management, including azure ad, azure ad b2c, sso. 7. experience with cloud monitoring including azure log analytics, azure monitor, and application insights. 8. experience implementing devops practices including infrastructure-as-code (iac), continuous integration continuous deployment (ci cd), and automated testing. 9. knowledge of network technologies as they relate to aws. 10. knowledge of security policies, network security, data security and security event management to adopt cloud security services 11. experience in terraform and or ansible and or azure gov cloud aws cloudformation iac tools. 12. script experience - powershell, python, bash, or similar. pyspark experience preferred. 13. experience with relational databases such as ms sql 1. ability to exercise independent judgment and take action on it. 2. excellent analytical and creative problem-solving skills. 3. excellent listening, interpersonal, written, and oral communication skills. 4. logical and efficient, with keen attention to detail. 5. highly self-motivated and directed. 6. ability to effectively prioritize and execute tasks while under pressure. 7. strong customer service orientation. 8. experience working in a team-oriented, collaborative environment. job type: contract pay: $82 - $90 per hour ability to relocate: washington, dc: relocate before starting work (required) work location: in person v role=""separator"" aria-orientation=""horizontal"" class=""css-1v43wac e15p7aqh1"">an&amp;nbsp;< span>< span>

 "
3," 

 job description:  seeking a senior data engineer to contribute to the growing needs centered around advertising and strategic data-products. using consumer and public data, you will provide support to enable clients to make data-driven strategies and insights to advance campaign support. you will support data, analytic, and software teams to drive the success of their product offerings. additionally, you would contribute to data warehouse requirements for predicative modeling. candidates should have experience mentoring junior team members. requirements 6+ years of technical experience postgresql, nosql, sql java python elasticsearch spark snowflake offer benefits medical, dental, and vision pto and holidays competitive pay applicants must be currently authorized to work in the us on a full-tie basis now and in the future. li#-dp 

 "
4," 

 job description:  nextgen federal systems is looking to hire a senior systems engineer to support our us marshals customer in springfield, virginia. this position offers the flexibility to work on a hybrid remote schedule. the selected individual will work 60% onsite and 40% offsite during the first 2-3 months introductory period of employment and will then have flexibility to work 60-80% remote offsite after the initial period of work. job summary: the senior systems engineer shall have a broad engineering background to support us marshals hosted infrastructure supporting agents in the field. infrastructure includes compute, storage, virtualization, networking and applications. in addition to on-premise equipment, individual will support hosted infrastructure in azure govcloud. job responsibilities: engineering, architecting, designing, implementing and administration support for on-premise hosted infrastructure as well as hosted infrastructure in azure govcloud provide web site administration and custom content creation will be responsible for internal systems, cots applications, database, virtual environment, multifactor authentication using rsa securid, duo, splunk, log analytics, solarwinds products, storage arrays, and vms must have skills to design and implement virtual infrastructure in azure govcloud must have skills to install, configure, and maintain virtualization networking candidate must be proficient with the configuration, software firmware upgrade, and troubleshooting processes of the following platforms azure govcloud, azure active directory, azure load balancer powershell scripting selected candidate should have experience administering and maintaining windows servers , microsoft sql database 2016 – 2019, microsoft active directory, exchange server  install, configure and manage vmware vsphere &amp; vdi environment configure vmware distributed resource scheduling, high availability and fault tolerance install, configure and manage vmware esx hosts, app-v develop and maintain o&amp;s standard operating procedures for vmware vsphere environment desired qualifications and experience (not required): a candidate with experience in the configuration, software firmware upgrade, and troubleshooting processes for the following additional attributes is highly desirable but not required vmware certified professional – data center virtualization (vcp-dcv) microsoft certified azure administrator associate tintri nimble dell storage array cisco nexgen firewall (ftd), vpn, ids ips, ucs, ise, firepower solarwinds rsa securid duo mfa kemp load master and azure load balancer paloalto firewall experience creating and providing user guidance, documentation, and consultation a minimum of 10 year s consulting experience with daily client interaction and proven ability to gather and assess business requirements, develop and present solution alternatives, produce design and migration strategy documents, provide guidance and knowledge transfer to client staff, and test implement an approved design facility requirements: must be able to lift items up to 50 pounds travel is maybe required 0 to 15 days per year telework is authorized 3+ days per week years of experience: 10+ years education required: high school, bachelor s degree preferred about nextgen: nextgen federal systems is an innovative technology and professional services provider specializing in advanced software solutions and comprehensive mission and business support services. we work in close collaboration with our customers to truly understand their business and mission goals. our approach is to design, build, implement, and manage solutions that measurably improve our client s organizational performance. we have established and foster a corporate culture where we: treat employees with fairness and respect regardless of their position, sexual identity, race, or tenure. communicate the importance of our mission and our employees contributions to it, ensuring they understand how their job role contributes to the greater good. openly promote and communicate our ideas for change and adaptability. strive to achieve results as an organization. hold employees accountable to their commitments and provide incentives that encourage positive and productive behaviors. value the talents and contributions of our employees as the key factor for our success. create an environment where people can engage at all levels. encourage people to take risks and allow them to make mistakes. equal opportunity employer protected veterans individuals with disabilities. job type: full-time pay: $150,000 - $165,000 per year benefits: 401(k) 401(k) matching dental insurance flexible spending account health insurance health savings account life insurance paid time off vision insurance compensation package: employee stock ownership plan performance bonus profit sharing yearly pay experience level: 10 years schedule: monday to friday experience: azure: 5 years (required) security clearance: top secret (required) ability to commute: springfield, va 22152 (required) work location: hybrid remote in springfield, va 22152 v role=""separator"" aria-orientation=""horizontal"" class=""css-1v43wac e15p7aqh1"">an&amp;nbsp;< span>< span>

 "
5," 

 job description:  responsibilities: noblis msd is seeking a naval architect, marine engineer, or mechanical engineer to act as the design integration manager (dim) for a position in the washington navy yard. this position supports the in-service ship design managers (sdm) at the naval sea systems command s (navsea) in-service ship design and engineering division (sea 05d5). engineering support is required to enable effective hq engineering and technical authority (e&amp;ta) applications for maintenance, modernization, and sustainment of the surface fleet. this is an on-site position in the washington navy yard. design integration manager responsibilities: lead special projects assigned by the sea 05 director. interface across in-service community to ensure success. brief executive leadership on accomplishments and status. coordinate with various stakeholders across navsea to provide detailed responses to technical questions. research new technology and design tools to remain informed of current technology with respect to ship design and systems engineering. participate in various technical meetings with the customer, e.g., life cycle planning conferences (lcpc), c+21 events, and select integrated project team developments (iptd) events. shock deficiency correction plan (sdcp) preparation. review and prepare risk assessments of any proposed shipboard installation of a non-shock qualified component for sdm approval. develop, collect, organize, and maintain a ready reference technical library for critical ship system and subsystems for use in quick fleet response and emergent casualty incidents. departure from specification (dfs) preparation and adjudication. securing all input from edfs and generating correspondence for the sdms dsdms and coordination with other stakeholders. conduct initial reviews of ship change documents (scd), generating correspondence among various technical warrant holders (twh) and in-service engineering agents (iseas), and tracking input on scd reviews to meet program office deadlines. provide input for resolution to class for board of inspection and survey (insurv) issues. review and track the development of class advisories (clad) for sdms and dsdms. track safety investigation reports (sir) and navsea engineering responses. provide hazard assessment report (har) input to support sdms and safety officials. required qualifications: must have at least a secret level clearance. bs degree in engineering (mechanical, naval architecture, electrical, etc.) and 3+ years of relevant experience experience in navy maintenance and engineering knowledge of naval acronyms knowledge of naval engineering systems and functionality ability to manage engineering calculations to support rfis proficiency with microsoft office products: word, excel, and ms teams ability to work independently, attention to detail, and superb customer interaction disciplined, self-starting professional able to bring projects to closure with minimum direction, oversight, and guidance ability to craft responses to data calls and reports from navsea and fleet leadership desired qualifications: experience on lpd or lsd navy ship platforms is preferred. overview: noblis and our wholly owned subsidiaries, noblis esi, and noblis msd tackle the nation s toughest problems and apply advanced solutions to our clients most critical missions. we bring the best of scientific thought, management, and engineering expertise together in an environment of independence and objectivity to deliver enduring impact on federal missions. noblis works with a wide range of government clients in the defense, intelligence and federal civil sectors. learn more at noblis -about us why work at a noblis company? our employees find greater meaning in their work and balance the other things in life that matter to them. our people are our greatest asset. they are exceptionally skilled, knowledgeable, team-oriented, and mission-driven individuals who want to do work that matters and benefits the public. noblis has won numerous workplace awards. noblis maintains a drug-free workplace. salary range explanation: at noblis we recognize and reward your contributions, provide you with growth opportunities, and support your total well-being. our offerings include health, life, disability, financial, and retirement benefits, as well as paid leave, professional development, tuition assistance, and work-life programs. our award programs acknowledge employees for exceptional performance and superior demonstration of our service standards. full-time and part-time employees working at least 20 hours a week on a regular basis are eligible to participate in our benefit programs. other offerings may be provided for employees not within this category. we encourage you to learn more about our total benefits by visiting the benefits page on our careers site. salary at noblis is determined by various factors, including but not limited to, the combination of education, certifications, knowledge, skills, competencies, and experience, internal and external equity, location, and clearance level, as well as contract-specific affordability and organizational requirements and applicable employment laws. the projected compensation range for this position is provided within the posting and are based on full time status. part time staff receive a prorated salary based on regularly scheduled hours. the estimated minimum and maximum displayed represents the broadest range for this position (inclusive of high geographic and high clearance requirements), and is just one component of noblis total compensation package for employees. posted salary range: usd $67,800 - usd $105,975 yr. equal employment opportunity: noblis is an equal opportunity employer. employment decisions are made without regard to race (as well as because of or on the basis of traits historically associated with race, including hair texture, hair type, and protective hairstyles such as braids, locks, and twists), color, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, pregnancy, childbirth, lactation and related medical conditions, genetic factors, military veteran status, or other characteristics protected by law. noblis is committed to the full inclusion of all qualified individuals. as part of this commitment, noblis will ensure that persons with disabilities are provided reasonable accommodations. if reasonable accommodation is needed to participate in the job application or interview process, to perform essential job functions, and or to receive other benefits and privileges of employment, please contact employee-relations@noblis.org . 

 "
6," 

 job description:  ** principals only please. corp-to-corp is not possible. for the right candidate we will sponsor h1b. ** the candidate can work either from plano, tx and mclean, va we re looking for senior software engineer with a minimum of 8 years of experience developing and scaling processes and api s processing message streams on aws for a top financial client of ours. if you are ambitious, driven, have a sense of ownership, and can hit the ground running quickly we want you. you will be collaborating closely with our product, and engineering teams every step of the way, creating and delivering best-in-class solutions for our clients. technical skills: experience and or understanding of java, scala and or go lang is required experience with data-streaming technologies like kafka kinesis is a must. knowledge of working in aws ecosystem. job responsibilities: apply best practices and develop production-grade scalable stream processing solutions. utilize java go scala to develop extremely low-latency processes and apis. apply software engineering principles, patterns, and practices and mentor junior members of the team to improve their craft. write unit and automation tests. troubleshoot, debug, and maintain applications. create security and data protection settings work with the platform engineering team to create and manage ci cd pipelines and infrastructure. about us: yotta tech ports inc., is a software solutions, products and services company headquartered in virginia, usa with development centres in raleigh nc, usa and hyderabad, india. we offer innovative and customer centric information technology experience, build seamless software products and provide hassle free services. job type: full-time pay: $110,069 - $156,436 per year benefits: 401(k) 401(k) 3% match green card sponsorship paid time off compensation package: bonus opportunities experience level: 8 years schedule: 8 hour shift application question(s): current location linkedin profile url experience: aws: 2 years (required) scala java golang: 8 years (required) work location: hybrid remote in mclean, va 22102 v role=""separator"" aria-orientation=""horizontal"" class=""css-1v43wac e15p7aqh1"">an&amp;nbsp;< span>< span>

 "
7," 

 job description:  calling all innovators - find your future at fiserv. we re fiserv, a global leader in fintech and payments, and we move money and information in a way that moves the world. we connect financial institutions, corporations, merchants and consumers to one another millions of times a day - quickly, reliably, and securely. any time you swipe your credit card, pay through a mobile app, or withdraw money from the bank, we re involved. if you want to make an impact on a global scale, come make a difference at fiserv. job title senior vulnerability management engineer what does a successful senior vulnerability management engineer do? you will work in conjunction with the cybersecurity organization, technology teams, and infrastructure owners on vulnerability scans, analysis, and reporting to support the vulnerability management program across fiserv globally. you should be able to travel domestically and or internationally and provide off hours on-call support for issues requiring escalation. this position requires that the candidate be a us citizen or a permanent resident. what you will do: deploy and maintain vulnerability management technology used to identify and mitigate vulnerabilities and security issues. validate and triage identified vulnerabilities. contribute to developing and operating the vulnerability life cycle processes, detection, analysis, prioritization, and reporting. partner with cyber threat intelligence, the cybersecurity incident response team, and technology remediation groups to deliver shared outcomes that measurably improve our efficacy to detect and remediate vulnerabilities. analyze vulnerability and related data in support of creating vulnerability prioritization, developing metrics, and risk identification. analyze data to measure and improve scan coverage. participate in cybersecurity incident response efforts as needed. what you will need to have: 3+ years experience working with vulnerability management tools; tenable.sc security center, tenable.io tenable vulnerability management, tenable nessus, and acas. 3+ years experience with current automated and human-driven approaches to vulnerability identification management. 2+ years experience with cmdb ticketing platforms (e.g., servicenow). 2+ years experience and demonstrated success in technology roles with emphasis on vulnerability management, information security and a strong technical background. 1+ years experience in cybersecurity organizational practices, operations risk management processes, architectural requirements, and vulnerability risk. 1+ years experience in network protocols enterprise architecture and with controls or frameworks such as nist 800-53, nist csf, mitre att&amp;ck. must meet requirements to obtain &amp; maintain 2c &amp; 6c govt clearance certifications. bachelor s degree in computer science, it security, or a related field, or an equivalent combination of education, work, and military experience what would be great to have: industry security certifications are desirable. scripting, automation, and database experience are desirable. #li-rm1 salary range $114,000 - $195,400 these pay ranges apply to employees in the district of columbia. pay ranges for employees in other states may differ. thank you for considering employment with fiserv. please: apply using your legal name complete the step-by-step profile and attach your resume (either is acceptable, both are preferable). what you should know about us: fiserv is a global leader in payments and financial technology with more than 40,000 associates proudly serving clients in more than 100 countries. as one of fortune ® magazine s ""world s most admired companies™"" 9 of the last 10 years, one of fast company s most innovative companies, and a top scorer on bloomberg s gender-equality index, we are committed to innovation and excellence. our commitment to diversity and inclusion: fiserv is an equal opportunity employer, and we welcome and encourage diversity in our workforce that reflects our world. all qualified applicants will receive consideration for employment without regard to race, color, religion, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other category protected by law. we will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. please contact us to request accommodation. warning about fake job posts: please be aware of fraudulent job postings that are not affiliated with fiserv. fraudulent job postings may be used by cyber criminals to target your personally identifiable information and or to steal money or financial information. any communications from a fiserv representative will come from a legitimate business email address. we will not hire through text message, social media, or email alone, and any interviews will be conducted in person or through a secure video call. we won t ask you for sensitive information nor will we ask you to pay anything during the hiring process. we also won t send you a check to cash on fiserv s behalf. if you see suspicious activity or believe that you have been the victim of a job posting scam, you should report it to your local fbi field office or to the fbi s internet crime complaint center. 

 "
8," 

 job description:  icf international seeks an experienced sr. elastic engineer to work with a skilled and motivated team of professionals on a high-visibility department of homeland security (dhs) cybersecurity and infrastructure security agency (cisa) cyber security program. you will support a dynamic, fast-paced project focused on improving the cyber security posture of civilian government agencies through the implementation and enhancement of a cybersecurity platform, providing integration services and developing, securing and maintaining cybersecurity dashboards. you will work closely with a variety of agency stakeholders, supporting their mission, priorities, organization and unique challenges. you will also support the development of additional cyber security offerings focused on next generation security solutions and technologies. the successful candidate for this position is a motivated individual, a self-starter who works effectively in a dynamic environment. this is a great opportunity with room to grow both on the program and within icf! this work is hybrid with the expectation of a minimum of two days week supporting the program at a partner s office in fairfax, va and the remainder of the week teleworking. what you will be doing: work with multiple it disciplines in shaping, executing and sustaining the cloud hosting strategy for a shared service platform focused on identifying and mitigating a wide range of cyber risks. work closely with the cloud architecture and operations teams to support the client s mission, priorities and unique challenges. deploy and configure elastic cloud enterprise (ece) for hosting multiple and segregated dashboards in production and non-production environments. responsible for deployment automation and upgrades of elastic modules and the dashboards. support the implementation of cyber security cots offerings focusing on next generation security solutions and technologies. size the elastic nodes, clusters to optimize the required elastic resources and the underlying hosting infrastructure. configure cross-cluster search and replication. responsible for configuring health monitoring for clusters and setting-up related processes for monitoring. troubleshoot shared issues and be able to diagnose and repair cluster issues. setup and configure elastic s application performance monitoring (apm) for collecting the required metrics. troubleshoot availability and performance related issues in production environment. secure the dashboard applications using tls, certificates and other access authentication mechanisms. debug troubleshoot production issues related to data ingestion, data reports and visualizations. work in an agile environment as part of cross-functional team. what you must have: due to the nature of the contract requirements, us citizenship and successful passing of icf background check is required prior to beginning work. in addition, candidates must have the ability to obtain and maintain a dhs cisa eod public trust clearance. bachelor s degree and 5+ years of experience in sizing, designing and deploying elk stacks in an ece environment. experience in deployment automation in the context of elastics-based dashboards in ece. hands-on experience in troubleshooting debugging availability and performance issues in production environment. experience with cross-cluster search. thorough understanding of tls and security certificates and related authentication mechanisms. experience in automating ece deployments using tools like ansible, terraform and or aws cloudformation. knowledge about containerization using docker, kubernetes and or aws elastic container service (ecs). thorough knowledge of code building and deployment tools including git and experience in ci cd processes. experience working in agile teams. demonstrated ability to contribute to the development of client deliverables and technical content. understanding of various data formats and payload structures. experience in aws cloud. experience and or understanding of agile development methodologies. experience with cisa s continuous diagnostics and mitigation (cdm) program. preferred qualifications: elastic certified engineer certification. experience in terraform. #cyb124 #indeed #li-cc1 working at icf icf is a global advisory and technology services provider, but we re not your typical consultants. we combine unmatched expertise with cutting-edge technology to help clients solve their most complex challenges, navigate change, and shape the future. we can only solve the world s toughest challenges by building an inclusive workplace that allows everyone to thrive. we are an equal opportunity employer, committed to hiring regardless of any protected characteristic, such as race, ethnicity, national origin, color, sex, gender identity expression, sexual orientation, religion, age, disability status, or military veteran status. together, our employees are empowered to share their expertise and collaborate with others to achieve personal and professional goals. for more information, please read our eeo &amp; aa policy . reasonable accommodations are available, including, but not limited to, for disabled veterans, individuals with disabilities, and individuals with sincerely held religious beliefs, in all phases of the application and employment process. to request an accommodation please email icfcareercenter@icf.com and we will be happy to assist. all information you provide will be kept confidential and will be used only to the extent required to provide needed reasonable accommodations. read more about workplace discrimination rights , the pay transparency statement , or our benefit offerings which are included in the transparency in (benefits) coverage act. pay range - there are multiple factors that are considered in determining final pay for a position, including, but not limited to, relevant work experience, skills, certifications and competencies that align to the specified role, geographic location, education and certifications as well as contract provisions regarding labor categories that are specific to the position. the pay range for this position based on full-time employment is: $115,889 - $197,011 virginia remote office (va99) 

 "
9," 

 job description:  as a cloud architect at practical solutions, inc., you will be responsible for designing, implementing, and managing cloud-based solutions on microsoft azure. you will work closely with cross-functional teams to ensure the seamless integration and optimal performance of cloud services. your expertise will guide our clients through their cloud journey, from initial strategy and planning to deployment and ongoing optimization. key responsibilities: design and architect scalable, secure, and reliable cloud solutions on microsoft azure. lead the assessment and analysis of existing infrastructure to identify opportunities for cloud migration and optimization. develop and implement cloud strategies, roadmaps, and best practices to meet client business objectives. collaborate with stakeholders to understand business requirements and translate them into technical solutions. oversee the deployment, management, and support of cloud environments, ensuring high availability and performance. provide technical leadership and mentorship to the development and operations teams. stay current with the latest cloud technologies, trends, and best practices to continuously improve cloud architecture and processes. conduct cost analysis and optimization of cloud resources to ensure cost-effective solutions. develop and maintain comprehensive documentation of cloud architecture, configurations, and procedures. ensure compliance with security policies, data protection regulations, and industry standards. qualifications: bachelor s degree in computer science, information technology, or a related field (master s degree preferred). proven experience as a cloud architect with a focus on microsoft azure. strong knowledge of azure services, including but not limited to azure virtual machines, azure app services, azure functions, azure storage, azure networking, and azure security. experience with cloud migration strategies, tools, and methodologies. proficiency in scripting and automation using powershell, azure cli, arm templates, and other relevant tools. familiarity with devops practices and tools, such as azure devops, jenkins, and ci cd pipelines. excellent problem-solving skills and the ability to troubleshoot complex technical issues. strong communication and interpersonal skills to effectively collaborate with clients and team members. microsoft azure certifications (e.g., azure solutions architect expert, azure administrator associate) are highly desirable. job type: full-time pay: $137,665.77 - $165,791.03 per year benefits: 401(k) dental insurance health insurance schedule: 8 hour shift experience: azure: 4 years (preferred) cloud architecture: 1 year (preferred) ability to commute: washington, dc 20001 (required) work location: in person v role=""separator"" aria-orientation=""horizontal"" class=""css-1v43wac e15p7aqh1"">an&amp;nbsp;< span>< span>

 "
10," 

 job description:  secure our nation, ignite your future senior cloud architect job profile: secure our nation, ignite your future mantech delivers innovative technology, consulting services, digital solutions and for our customers mission success. we re 100% focused on the customer mission and since 1968 have worked across the department of defense, federal civilian, and intelligence sectors of the united states. mantech is committed to the professional development of our workforce in our key business areas of digital transformation, full spectrum cyber, mission and enterprise it, data analytics, and software systems development, as well as with our financial, business, and administrative operations teams. our digital transformation consulting division (dtd) specializes in high-end consulting that is solving the federal government s hardest problems by delivering performance-based and outcome-driven digital transformation solutions. dtd consultants are empowered to innovate, leveraging their subject matter expertise with best-of-breed and emerging technologies to deliver innovative solutions in financial management, human capital and mission support across our defense, homeland security, federal civilian, and intel clients. dtd fosters a culture of integrity, learning and sharing, a love of problem solving and a spirit of service to our agencies we support. we invest in your professional growth and mentor you as you advance to more complex programs, helping you navigate your career path. you ll be joining a team of problem solvers — coders, data enthusiasts, technophiles, domain experts and thought leaders. the senior cloud architect position is expected to be a hybrid position and will require some in-person meetings in herndon virginia. responsibilities include, but are not limited to: the senior cloud architect leads the strategy and architect development for a large enterprise it software modernization opportunities requiring agile methodology knowledge, cloud, data modernization, containerization, microservices development expertise. basic qualifications: bachelor s degree in computer science, information technology, or engineering extensive working knowledge of cloud technologies such as google cloud platform (gcp), amazon web services or microsoft azure expertise with legacy modernization and agile software development, site reliability engineering, performance engineering, resilience engineering. excellent communication skills verbal &amp; written in english to communicate with it teams, executives, and clients vast experience in developing associated business cases and plans which are detailed, actionable and aligned with industry best practices ability to solve complex technical problems and accomplish tasks with minimal supervision experience supporting career &amp; knowledge development for engineers early in their career ability to support project team to prioritize activities and provide deliverables as planned preferred qualifications: minimum of 4 years experience in one or more cloud platforms (aws, azure, gcp) familiar with federal government cloud environments and security protocols industry vendor certifications are desired (e.g. aws, azure, gcp or cncf kubernetes certifications) excellent knowledge of ci cd concepts and tools such as azure devops gitlab familiar with containers (openshift, kubernetes, docker etc.) knowledge of cloud monitoring and alerting services and capabilities. security clearance requirements: u.s. citizen with ability to obtain a public trust physical requirements: must be able to remain in a stationary position 50%. frequently communicates w co-workers, management &amp; customers. must be able to exchange accurate information in these situations. the projected compensation range for this position is $143,600-$239,300. there are differentiating factors that can impact a final salary hourly rate, including, but not limited to, contract wage determination, relevant work experience, skills and competencies that align to the specified role, geographic location (for remote opportunities), education and certifications as well as federal government contract labor categories. in addition, mantech invests in it s employees beyond just compensation. mantech s benefits offerings include, dependent upon position, health insurance, life insurance, paid time off, holiday pay, short term and long term disability, retirement and savings, learning and development opportunities, wellness programs as well as other optional benefit elections. for all positions requiring access to technology software source code that is subject to export control laws, employment with the company is contingent on either verifying u.s.-person status or obtaining any necessary license. the applicant will be required to answer certain questions for export control purposes, and that information will be reviewed by compliance personnel to ensure compliance with federal law. mantech may choose not to apply for a license for such individuals whose access to export-controlled technology or software source code may require authorization and may decline to proceed with an applicant on that basis alone. mantech international corporation, as well as its subsidiaries proactively fulfills its role as an equal opportunity employer. we do not discriminate against any employee or applicant for employment because of race, color, sex, religion, age, sexual orientation, gender identity and expression, national origin, marital status, physical or mental disability, status as a disabled veteran, recently separated veteran, active duty wartime or campaign badge veteran, armed forces services medal, or any other characteristic protected by law. if you require a reasonable accommodation to apply for a position with mantech through its online applicant system, please contact mantech s corporate eeo department at . mantech is an affirmative action equal opportunity employer - minorities, females, disabled and protected veterans are urged to apply. mantech s utilization of any external recruitment or job placement agency is predicated upon its full compliance with our equal opportunity affirmative action policies. mantech does not accept resumes from unsolicited recruiting firms. we pay no fees for unsolicited services. if you are a qualified individual with a disability or a disabled veteran, you have the right to request an accommodation if you are unable or limited in your ability to use or access http: www.mantech.com careers pages careers.aspx as a result of your disability. to request an accommodation please click careers@mantech.com and provide your name and contact information. 

 "
