numb_description,job_description
1,"job description:  would you like to help implement innovative cloud computing solutions and solve the world s most complex technical problems? do you have a deep passion and desire to engineer and operate the world s largest cloud computing infrastructure to provide a better world for future generations? amazon web services is seeking top industry technical experts to grow our team dedicated to expanding our elastic compute cloud (ec2) to government customers. we are seeking a talented engineer skilled in the art of integration who understands the agile mindset and devops philosophies, yet is not constrained by how “things are usually done"" and is willing to decompose and reinvent systems, processes, and tools. we re looking for a technical expert for one of the largest compute services on the planet; if you possess that rare mix of depth in operations, networking, and systems engineering then we are waiting for your application. inclusive team culture here at aws, we embrace our differences. we are committed to furthering our culture of inclusion. we have ten employee-led affinity groups, reaching 40,000 employees in over 190 chapters globally. we have innovative benefit offerings, and host annual and ongoing learning experiences, including our conversations on race and ethnicity (core) and amazecon (gender diversity) conferences. amazon s culture of inclusion is reinforced within our 16 leadership principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust. work life balance our team puts a high value on work-life balance. it isn t about how many hours you spend at home or at work; it s about the flow you establish that brings energy to both parts of your life. we believe striking the right balance between your personal and professional life is critical to life-long happiness and fulfillment. we offer flexibility in working hours and encourage you to find your own balance between your work and personal lives. mentorship &amp; career growth we are dedicated to supporting our new team members. our team has a broad mix of experience levels and amazon tenures, and we re building an environment that celebrates knowledge sharing and mentorship. this position requires that the candidate selected must currently possess and maintain an active ts sci security clearance. the position further requires that, after start, the selected candidate obtain and maintain an active ts sci security clearance with polygraph or commensurate clearance for each government agency for which they perform aws work. 10012 key job responsibilities you ll be part of a world-class team in a fast-paced environment that has the entrepreneurial feel of a start-up. this is an opportunity to operate and engineer systems on a massive scale, and to gain top-notch experience in cloud computing. you ll be surrounded by people who are smart, passionate about cloud computing, and believe that world class service is critical to customer success. you ll become expert at ec2 platform diagnosis, response, measurement, and automation. you will design and build the operational scalability that sustains the platform s insane growth. you will be able to measure your success by its visible impact on the efficiency and effectiveness of government services for our nation. a day in the life amazon has a fast-paced environment where we “work hard, have fun, make history.” on a “typical” day engineers might deep dive to root cause a customer issue, investigate why a metric is trending the wrong way, consult with the top engineers at amazon, or discuss radical new approaches to automate operational issues. we are open to hiring candidates to work out of one of the following locations: herndon, va, usa basic qualifications associate s degree, or cloud+ or gicsp (global industrial cyber security professional) or gsec (giac security essentials) or sscp (systems security certified practitioner) 5+ years of systems administration experience (linux windows or networking) 3+ years experience with cloud computing technologies. strong debugging and systems analysis skills to be able to identify and quickly resolve mitigate issues 3+ years of troubleshooting skills at all levels, from application to network to host 2+ years of experience working with at least one scripting language current, active us government security clearance of top secret or above preferred qualifications in lieu of above relevant work experience, a degree in computer science, engineering or a related field. amazon is committed to a diverse and inclusive workplace. amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. for individuals with disabilities who would like to request an accommodation, please visit https: www.amazon.jobs en disability us. 

 "
2," 

 job description:  senior systems engineer (shipboard integration) summary m technical services, llc (m-tech) is a small business with a big impact on our national security priorities. we are an employee focused business that understands “our people are our business.” we have talented engineers and program analysts who are self-starters and trusted partners, solving complex problems for our department of defense (dod) clients every day. if you are a collaborative problem solver looking for an exciting work environment with none of the big-business nonsense, then look no further. m-tech is the place for you. m-tech has an immediate need for a to join our team, focused on advanced capabilities integration and technical project program management. this professional will draw upon strong project program management skills, engineering expertise and navy weapon systems experience to provide systems engineering support to the department of navy s (don) strategic systems program (ssp). responsibilities · provide systems engineering (se) support for ssp · support integrated product teams (ipts) and program office engagements with pms 500 and pms 450, to coordinate weapon system and platform integration. · execute implementation of se management practices, to include holding requirements technical review boards and planning oversight of installations, testing and certification · provide technical rigor in supporting se processes, including planning, execution, and closure of system engineering technical reviews, overseeing model based systems engineering implementation, risk management, requirements management and assist with local configuration control boards · support planned and emergent production tasking, coordination and participation in se community and programmatic meetings, plan and coordinate ship integration efforts for the product line, and support test and evaluation to developmental testing planning and execution · provide se advice and insight to program office leadership to support awareness, understanding, decisions, approvals and establishment of priorities requirements · 5+ years of demonstrated experience providing engineering support in dod environment including demonstrated experience with se · must be energetic, thoughtful, product-oriented, dependable, flexible, open-minded individual with an eagerness to learn with demonstrated strong work ethic · demonstrated ability to multi-task, provide high quality services and products, while meeting strict deadlines and time constraints · demonstrated forward thinking and proactive problem-solving skills · able to work in a hybrid environment, being onsite 2-3 times per week · ability to travel up to 10% preferred characteristics · experience with navsea platform integration ipts · pms 500 and pms 450 experience is preferred · experience leading se working groups and independently managing stakeholders · experience with submarine operations, the dod acquisitions or the program office environment (documentation, protocols, formats and deadlines) job type: full-time pay: from $160,000 per year benefits: 401(k) 401(k) matching dental insurance employee assistance program employee discount flexible spending account health insurance health savings account paid time off professional development assistance vision insurance experience level: 5 years schedule: day shift ability to commute: washington navy yard, dc 20374 (preferred) ability to relocate: washington navy yard, dc 20374: relocate before starting work (required) work location: hybrid remote in washington navy yard, dc 20374 v role=""separator"" aria-orientation=""horizontal"" class=""css-1v43wac e15p7aqh1"">an&amp;nbsp;< span>< span>

 "
3," 

 job description:  about peraton peraton is a next-generation national security company that drives missions of consequence spanning the globe and extending to the farthest reaches of the galaxy. as the world s leading mission capability integrator and transformative enterprise it provider, we deliver trusted, highly differentiated solutions and technologies to protect our nation and allies. peraton operates at the critical nexus between traditional and nontraditional threats across all domains: land, sea, space, air, and cyberspace. the company serves as a valued partner to essential government agencies and supports every branch of the u.s. armed forces. each day, our employees do the can t be done by solving the most daunting challenges facing our customers. visit peraton.com to learn how we re keeping people around the world safe and secure. responsibilities peraton is seeking an experienced senior telecommunications engineer analyst to join our team of qualified, diverse individuals. the ideal candidate will become part of peratons department of state (dos) diplomatic security cyber mission (dscm) program providing leading cyber and technology security experience to enable innovative, effective and secure business processes. peratons dscm program encompasses technical, engineering, data analytics, cyber security, management, operational, logistical and administrative support to aid and advise dos diplomatic security cyber operations. location: rosslyn, va. responsibilities: represent the interests of the facilities technology division by participation in working groups on telecommunications technical security standards and policy, attends conferences, and produces reports. respond to requests for policy interpretation and exceptions, reviews technical assessments, and provides guidance to all directorate personnel. review exception requests to overseas policy board (ospb) telecommunications policy and provide risk-based guidance to senior management for the approval or disapproval of the requests. provide risk-based guidance to senior management for telecommunications technology utilized by the department in both domestic and overseas facilities in order to maintain appropriate and relevant security standards worldwide. review and submit comments with accurate and comprehensive documentation to draft nist and cnss policies, specifically dealing with telecommunications for the office of cyber and technology security. provide expert guidance to standards established by the overseas security policy board. support the diplomatic security (ds) strategic goal of effectively protecting u.s. government personnel through a risk-based approach through the use of cost-effective security measures. assist in the management of the overall process for telecommunications exceptions to ds and ospb standards and coordinating the flow of official correspondence between cts s subject matter experts and the policy division. assist in the preparation of exception memoranda for senior staff, to include the office director of cyber and technology security and the assistant secretary of state for diplomatic security. establish, maintain liaison and coordinate with department of state components to identify policies, equipment, techniques, and methodology for conducting telecommunications surveys inspections. #dscm qualifications required: 9 years of relevant experience with a bachelor s degree; 7 years of relevant experience with a masters degree; 4 years of relevant experience with a phd. an additional 4 years of experience will be considered in lieu of a degree. possess one of the following certifications, or be able to obtain before start date: casp+ ce; ccna cyber ops; ccna-security; ccnp security; ceh; cfr; cisa; cissp (or associate); cloud+; cysa+; gced; gcia; gcih; gicsp; scyber; vca dcv; ppda; a gile ic; snow app dev participate in the national telecommunications security working group (ntswg) telecommunications in the development of national security standards and fah fam policy governing oconus and domestic systems. knowledgeable on emerging telecommunications technology and inherent vulnerabilities associated with their use to ensure the department is maintaining appropriate and relevant security standards worldwide. research and formulate new hardware and software products to provide security and risk mitigation upgrade solutions for department s secure telephone systems. knowledgeable on requirements for provider cloud data center used in providing unified communications platform as a service. possess an understanding of requirements for provider hosting of the ip office equipment used for the integration of unified communications platforms within a cloud environment. knowledgeable in telecommunications areas with proficiency in conducting surveys inspections and assisting with technical and physical security issues as required and making recommendations to improve effectiveness of telecommunications surveys inspections. familiarity of core and unified communications (uc) features for users in small and medium enterprises utilizing avaya or cisco platforms, where a provider can centrally deploy, administer, and maintain the equipment in the cloud data center, minimizing the equipment required on the enterprise premise while providing improved security for the enterprise. experienced with voice modernization designs which integrate ip based telephony (voice over internet protocol) as well as voice and video i.e., vvoip, vvosip, utilizing voip convergence and or single-wire solution where the voice endpoint, voice and video endpoint and data (workstation) utilize the same, single physical connection to the data network switch. provide technical expertise in support of telephone security assessments to ensure compliance with the national telecommunications security working group (ntswg) standards and dos ospb standards. manage tsp travel, local operating and equipment budget based upon hardware and software requirements. u.s. citizen and active secret security clearance with ability to obtain top secret security clearance with sci. target salary range $112,000 - $179,000. this represents the typical salary range for this position based on experience and other factors. sca union intern rate or range eeo an equal opportunity employer including disability veteran. our values benefits at peraton, our benefits are designed to help keep you at your best beyond the work you do with us daily. we re fully committed to the growth of our employees. from fully comprehensive medical plans to tuition reimbursement, tuition assistance, and fertility treatment, we are there to support you all the way. paid time-off and holidays retirement life &amp; disability insurance career development tuition assistance and student loan financing paid parental leave additional benefits medical, dental, &amp; vision care 

 "
4," 

 job description:  our federal client is seeking a cloud engineer to join their team. this role is fte and will be an overnight shift. it also requires an active ts sci with full-scope poly . job title: cloud engineer location: reston, va or redmond, wa pay range: $100k-$110k (10% differential for overnight shift) what s the job? serve as a part of the incident management team in a 24x7 microsoft azure environment. candidate will diagnose, mitigate and or escalate system issues to maintain a high level of system platform availability. candidate will serve as a part of the live site work stream and will require an understanding of core windows azure components and tools to diagnose issues. duties and responsibilities responds to incident tickets in a 24x7 operational environment to meet sla objectives. troubleshoots system issues using diagnostic tools like netmom, windbg, and custom application tools. reviews system logs to identify and mitigate system issues. leverage knowledge base to help troubleshoot, identify and resolve systems issues. update knowledge base troubleshooting guides and lessons learned as required. document incident fixes and make recommendations to engineering team for system improvements for consideration in future releases. document system issues resulting in system outages and coordinate change though change management process. support collaboration across operations, development teams and external partners. support “tiger team” calls to streamline knowledge sharing and timely resolution of system issues. monitor solution performance according to client specification and slas, escalate as needed. other supporting duties, as directed. willingness to work overtime and varying hours as required. minimum qualifications bs in computer science or other technical discipline is preferred. 1-2 years of operations experience providing application infrastructure support; 1 year performing system administrator support clearance requirement ts sci with full scope poly required. other job specific skills experience with system administration support tools such as windows linux experience supporting a 24x7 cloud based environment. strong interpersonal skills strong oral and written communication skills experience in supporting cloud based environment and tools such as azure aws experience analyzing, troubleshooting, and providing solutions for technical issues ability to problem solve and collaborate with team members strong organizational and multi-tasking skills strong in technical communications with both technical and non-technical peers able to maintain professionalism under pressure strong customer focus if this is a role that interests you and you d like to learn more, click apply now and a recruiter will be in touch with you to discuss this great opportunity. we look forward to speaking with you! about manpowergroup, parent company of: manpower, experis, talent solutions, and jefferson wells manpowergroup® (nyse: man), the leading global workforce solutions company, helps organizations transform in a fast-changing world of work by sourcing, assessing, developing, and managing the talent that enables them to win. we develop innovative solutions for hundreds of thousands of organizations every year, providing them with skilled talent while finding meaningful, sustainable employment for millions of people across a wide range of industries and skills. our expert family of brands – manpower, experis, talent solutions, and jefferson wells – creates substantial value for candidates and clients across more than 75 countries and territories and has done so for over 70 years. we are recognized consistently for our diversity - as a best place to work for women, inclusion, equality and disability and in 2022 manpowergroup was named one of the world s most ethical companies for the 13th year - all confirming our position as the brand of choice for in-demand talent. 

 "
5," 

 job description:  cloud engineer, senior the opportunity: everyone is trying to “harness the cloud,” but not everyone knows how. as a cloud computing infrastructure architect, you know how to take advantage of cloud capabilities. on our team of experienced professionals, you ll use cutting-edge enterprise cloud platforms to support your clients as they modernize their it infrastructure and meet their most challenging missions. we re looking for someone like you to help keep the warfighter safe. you ll closely collaborate with fellow cloud architects and engineers specializing in office 365, azure, aws, or gcp to design, define, develop, test, and debug cloud solution components. you ll have the chance to work within a devops framework to create and manage container apps and use products like kubernetes to further the mission. with access to our internal azure, aws, and gcp labs, you ll have the space and time to explore different ways of solving our clients problems, and you ll partner with stakeholders and your team to deliver the right technical solutions. whether modernizing legacy computing platforms and applications or creating new ones from scratch, you ll have the latest tech and brightest teammates at your fingertips. grow your skills at the leading edge of innovation. join us. the world can t wait. you have: 4+ years of experience with building, operating, and maintaining compliant cloud computing environments in amazon web services, microsoft azure, or google cloud platform 4+ years of experience with deploying and maintaining cloud-native infrastructure services, including azure virtual network, virtual private clouds, azure firewall, security groups and azure rbac, or identity and access management. 3+ years of experience with infrastructure as code (iac) concepts and deploying infrastructure automation, including cloudformation, azure resource manager, and terraform 3+ years of experience with serverless infrastructure concepts experience with dod information assurance (ia) policies and practices for linux and windows, including stigs secret clearance bachelor s degree security+ certification aws certified solutions architect – associate, microsoft azure administrator associate certification, or gcp associate cloud engineer certification nice if you have: experience with dod cloud compute security requirements guide (dod cc-srg) experience with dod accreditation process with iatt, snap, bcap, or ato experience with both linux, including red hat and microsoft windows server experience with deploying paas services for application deployment experience with deploying container services through a devsecops pipeline cissp certification clearance: applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; secret clearance is required. create your career: grow with us your growth matters to us—that s why we offer a variety of ways for you to develop your career. with professional and leadership development opportunities like upskilling programs, tuition reimbursement, mentoring, and firm-sponsored networking, you can chart a unique and fulfilling career path on your own terms. a place where you belong diverse perspectives cultivate collective ingenuity. booz allen s culture of respect, equity, and opportunity means that, here, you are free to bring your whole self to work. with an array of business resource groups and other opportunities for connection, you ll build your community in no time. support your well-being our comprehensive benefits package includes wellness programs with hsa contributions, paid holidays, paid parental leave, a generous 401(k) match, and more. with these benefits, plus the option for flexible schedules and remote and hybrid locations, we ll support you as you pursue a balanced, fulfilling life—at work and at home. your candidate journey at booz allen, we know our people are what propel us forward, and we value relationships most of all. here, we ve compiled a list of resources so you ll know what to expect as we forge a connection with you during your journey as a candidate with us. compensation at booz allen, we celebrate your contributions, provide you with opportunities and choices, and support your total well-being. our offerings include health, life, disability, financial, and retirement benefits, as well as paid leave, professional development, tuition assistance, work-life programs, and dependent care. our recognition awards program acknowledges employees for exceptional performance and superior demonstration of our values. full-time and part-time employees working at least 20 hours a week on a regular basis are eligible to participate in booz allen s benefit programs. individuals that do not meet the threshold are only eligible for select offerings, not inclusive of health benefits. we encourage you to learn more about our total benefits by visiting the resource page on our careers site and reviewing our employee benefits page. salary at booz allen is determined by various factors, including but not limited to location, the individual s particular combination of education, knowledge, skills, competencies, and experience, as well as contract-specific affordability and organizational requirements. the projected compensation range for this position is $84,600 to $193,000 (annualized usd). the estimate displayed represents the typical salary range for this position and is just one component of booz allen s total compensation package for employees. this posting will close within 90 days from the posting date. work model our people-first culture prioritizes the benefits of flexibility and collaboration, whether that happens in person or remotely. if this position is listed as remote or hybrid, you ll periodically work from a booz allen or client site facility. if this position is listed as onsite, you ll work with colleagues and clients in person, as needed for the specific role. eeo commitment we re an equal employment opportunity affirmative action employer that empowers our people to fearlessly drive change – no matter their race, color, ethnicity, religion, sex (including pregnancy, childbirth, lactation, or related medical conditions), national origin, ancestry, age, marital status, sexual orientation, gender identity and expression, disability, veteran status, military or uniformed service member status, genetic information, or any other status protected by applicable federal, state, local, or international law. v role=""separator"" aria-orientation=""horizontal"" class=""css-1v43wac e15p7aqh1"">an&amp;nbsp;< span>< span>

 "
6," 

 job description:  icf international seeks an experienced sr. aws engineer to work with a skilled and motivated team of professionals on a high-visibility department of homeland security (dhs)) cyber security program. in this position, you will work with multiple it disciplines in shaping, executing and sustaining the cloud hosting strategy for a shared service platform focused on identifying and mitigating a wide range of cyber risks. you will work closely with the cloud architecture and operations teams to support the client s mission, priorities, and unique challenges. you will also support the implementation of cyber security cots offerings focusing on next generation security solutions and technologies. this work is hybrid with the expectation of a minimum of two days week supporting the program at a partner s office in fairfax, va and the remainder of the week teleworking. what you will be doing: design and develop automated deployment and patching systems across multiple baselines (machine images and containers) that support an aws based shared services platform for a broad spectrum of users and initiatives. work with emerging and innovative technologies to develop solutions supporting innovation efforts around data analysis, process improvement, machine learning and other software and systems that support the client s mission. support users by establishing environments, support configuration changes and updates. proactively communicate and coordinate with multiple project teams. what you must have: bachelor s degree (or 4 years of experienc in lieu of degree) and a minimum of 5 years of related experience; or a master s degree and a minimum of 3 years of related experience. experience working in a devsecops environment. multiple professional program certifications in cloud, information systems security, or in other related fields, are strongly encouraged. aws certified solutions architect - associate certification. experience using infrastructure as code automation technologies (ansible terraform cloudformation) for infrastructure automation, infrastructure capacity monitoring and automated scaling solutions. 2+ years of hands-on experience in design, development and maintenance of aws glue jobs for targeted data transformation processes that include extract, transform and load (etl). ability to design and build data pipelines using aws glue, aws glue studio ability to create and manage aws glue data catalog experience in data read write using aws glue from multiple data sources including apache parquet files experience designing and or implementing cloud-based and or cloud-native solutions in production workloads. 1+ years of experience in building and deploying applications using aws cloud development kit (cdk) experience functioning in a devsecops practice using ci cd automations. 1+ years of hands-on experience designing and implementing container (docker) solutions on kubernetes or amazon ecs. demonstrated ability to contribute to the development of client deliverables and technical content. u.s. citizenship required (required by federal government for position). #cyb124 #indeed #li-cc1 working at icf icf is a global advisory and technology services provider, but we re not your typical consultants. we combine unmatched expertise with cutting-edge technology to help clients solve their most complex challenges, navigate change, and shape the future. we can only solve the world s toughest challenges by building an inclusive workplace that allows everyone to thrive. we are an equal opportunity employer, committed to hiring regardless of any protected characteristic, such as race, ethnicity, national origin, color, sex, gender identity expression, sexual orientation, religion, age, disability status, or military veteran status. together, our employees are empowered to share their expertise and collaborate with others to achieve personal and professional goals. for more information, please read our eeo &amp; aa policy . reasonable accommodations are available, including, but not limited to, for disabled veterans, individuals with disabilities, and individuals with sincerely held religious beliefs, in all phases of the application and employment process. to request an accommodation please email icfcareercenter@icf.com and we will be happy to assist. all information you provide will be kept confidential and will be used only to the extent required to provide needed reasonable accommodations. read more about workplace discrimination rights , the pay transparency statement , or our benefit offerings which are included in the transparency in (benefits) coverage act. pay range - there are multiple factors that are considered in determining final pay for a position, including, but not limited to, relevant work experience, skills, certifications and competencies that align to the specified role, geographic location, education and certifications as well as contract provisions regarding labor categories that are specific to the position. the pay range for this position based on full-time employment is: $115,889 - $197,011 virginia remote office (va99) 

 "
7," 

 job description:  1. architect, design, deploy, and manage azure gov iaas, saas &amp; paas services, and solutions. 2. hands on role to implement and maintain azure gov cloud tenant, including workloads migration (vmware) from on-perm to cloud. 3. manage overarching product platform architectures and ensure design and development of all projects follow the architectural vision. 4. conduct analysis, design and implementation of infrastructure and cloud data center solutions including computing, networking, routing and security. 5. design and support solutions in cloud and virtualized computing environments with and understanding of hybrid cloud architectures. 6. successfully communicate, evangelize and implement the architectural vision across teams. 7. provide technical leadership and work with team direction on projects with a high level of complexity. 8. create a well-informed cloud strategy and manage the adaptation process. 9. cost management of azure gov services and implementation of a tagging strategy for cloud resources and assets with an associated taxonomy in support of cost rebilling, reporting, and compliance. 10. proficient in core microsoft technologies including windows, windows server administration, active directory, identity and access management, dns, sql 11. design, build, upgrade, and decommission various windows and linux systems, features, and services including but not limited to: a. active directory (azure ad) b. azure storage (blob, files, disks) c. app services d. bcdr (azure backup, azure site recovery, recovery vaults) e. networking (vnets, subnets, express route) f. virtual machines 12. liaise effectively with 3rd party suppliers and support providers to ensure issues and solutions are provided within expected service levels. 13. create supporting documentation for various audiences with the ability to multi-task and be creative and innovative in a dynamic, fast paced team environment. 14. knowledge of restful api, web services, xml, json 1. bachelor s or master s degree in information technology or computer science 2. the equivalent combination of education and successful work experience (10 years) and 3. microsoft azure certification in specialized areas is required 1. minimum (3) years of experience in design and maintenance of public gov cloud solutions with a focus on microsoft azure (gov preferred) iaas, paas service like database services, kubernetes etc. 2. understand the terminologies and how to navigate ip subnetting, network security groups, routing, azure firewall, load balancing, dns, and other networking concepts and protocols 3. excellent technical architecture skills, enabling the creation of future-proof, complex global solutions and strong experience across applications migration (on-perm vmware) to azure (gov cloud preferred) . 4. minimum (3) years of experience providing it administration and or engineering services managing windows and linux servers and services. 5. expert knowledge of azure cli powershell, arm templates, azure networking, azure virtual networks, and site-to-site-vpn. 6. intermediate knowledge of azure devops configuration and management, azure security center, and azure identity management, including azure ad, azure ad b2c, sso. 7. experience with cloud monitoring including azure log analytics, azure monitor, and application insights. 8. experience implementing devops practices including infrastructure-as-code (iac), continuous integration continuous deployment (ci cd), and automated testing. 9. knowledge of network technologies as they relate to aws. 10. knowledge of security policies, network security, data security and security event management to adopt cloud security services 11. experience in terraform and or ansible and or azure gov cloud aws cloudformation iac tools. 12. script experience - powershell, python, bash, or similar. pyspark experience preferred. 13. experience with relational databases such as ms sql 1. ability to exercise independent judgment and take action on it. 2. excellent analytical and creative problem-solving skills. 3. excellent listening, interpersonal, written, and oral communication skills. 4. logical and efficient, with keen attention to detail. 5. highly self-motivated and directed. 6. ability to effectively prioritize and execute tasks while under pressure. 7. strong customer service orientation. 8. experience working in a team-oriented, collaborative environment. job type: contract pay: $82 - $90 per hour ability to relocate: washington, dc: relocate before starting work (required) work location: in person v role=""separator"" aria-orientation=""horizontal"" class=""css-1v43wac e15p7aqh1"">an&amp;nbsp;< span>< span>

 "
8," 

 job description:  at intrafi, we prosper by working hard in an open and creative environment. our employees enjoy the flexibility of a hybrid work environment (flexible telework remote schedule) along with robust benefits and career growth opportunities. our efforts to create and maintain a culture that values our people have led us to be designated among the top fintech companies to work for by american banker . intrafi network has also been recognized as one of the best places to work by the washington post s top workplaces and the washington business journal s best places to work. our company is also recognized among fortune s lists of best workplaces—small &amp; medium businesses and best workplaces in financial services and insurance. headquartered in arlington, virginia, intrafi – the nation s largest deposit allocation service provider and the inventor of reciprocal deposits – provides dynamic, all-weather balance sheet and liquidity management solutions to help financial institutions grow franchise value. the company, chosen by thousands of banks since its founding over two decades ago, has assembled the largest bank network of its kind. its solutions help institutions to acquire high-value, local relationships; purchase funding; and reduce collateralization costs. what is the role? the devops automation engineer is a key member of our integration technology team, solving complex and unique challenges with forward-looking architectures and automated processes in a collaborative agile environment. this team of engineers works with a broad range of skills to develop new products; maintain and modernize existing, automated infrastructure; and support our customers using technologies such as aws cloud infrastructure and services, cloudformation, python, ansible, jenkins, and groovy in a fully automated, cloud-based environment. your responsibilities will include working with, and across, multiple agile teams to design, develop, test, deploy, and support a wide range of technology solutions with a focus on deployment automation and cloud infrastructure; providing subject matter expertise in our core technologies, such as jenkins, ansible, python, and cloudformation; driving improvements to automated deployment solutions, and proactively monitoring those solutions across products and environments; displaying and encouraging others to maintain a devops mentality throughout all steps of the software development lifecycle; working closely with application and infrastructure architects to implement appropriate technical designs, learn existing patterns and practices, and socialize new solutions; maintaining a security-first mindset that is contagious throughout your team, keeping abreast of security vulnerabilities and reacting appropriately to keep our systems secure; championing new technology and innovation, while keeping existing systems up-to-date and secure; providing release and production support for applications in the cloud across your area of responsibility; proactively monitoring project activities to ensure that all deliverables are provided on time, within budget, and in accordance with quality standards; collaborating with it operations to identify requirements for environments and tools needed to support the timely migration and operation of application solutions; and taking an active role in the reconciliation of team decisions around technology choices, infrastructure assessment, and best practices across supported systems. you should possess the following experience, skills, and qualifications : 10+ years of overall experience in it administration or software engineering 5 years of experience in aws 3-5 years of experience with deployment and automation technologies knowledge of automation and pipeline-related technologies, such as jenkins, groovy, ansible, cloudformation, and python knowledge and skill with modern software configuration management and infrastructure-as-code concepts in a git-based environment, including code repositories, pull requests, automation tools, and orchestration tools experience in aws infrastructure technologies and architecture concepts with ability to design, deploy, and support cloud-based systems in aws experience within linux operating system knowledge of test automation frameworks ability to follow and create code quality guidelines and development best practices strong problem-solving skills, ability to multitask within tight deadlines, and superior attention to detail; be self-directed and results goal oriented good communication skills bachelor s degree ( computer science preferred) intrafi network llc is an equal opportunity employer and does not discriminate on the basis of race, color, national origin, sex, religion, age, veteran status, disability, or sexual orientation in employment of the provision of services. job type: full-time benefits: 401(k) 401(k) matching dental insurance employee assistance program employee discount flexible schedule flexible spending account health insurance health savings account life insurance paid time off parental leave referral program retirement plan vision insurance compensation package: bonus opportunities schedule: monday to friday education: bachelor s (preferred) experience: it administration or software engineering: 10 years (preferred) work location: hybrid remote in arlington, va 22209 v role=""separator"" aria-orientation=""horizontal"" class=""css-1v43wac e15p7aqh1"">an&amp;nbsp;< span>< span>

 "
9," 

 job description:  deliver simple solutions to complex problems as a systems engineer senior at gdit. here, you ll tailor cutting-edge solutions to the unique requirements of our clients. with a career in application development, you ll make the end user s experience your priority and we ll make your career growth ours. at gdit, people are our differentiator. as a systems engineer senior you will help ensure today is safe and tomorrow is smarter. our work depends on systems engineer senior joining our team to support the department of state deliver services and support to diplomats and staff. duties responsibilities support microsoft endpoint configuration manager and intune administration and engineering, to include collection and query creation and management; application and package deployment; content distribution, management and troubleshooting, and custom report creation. organize and provide support in the sustainment of end-point devices as part of a large enterprise. collaborate with team and client to increase efficiency of processes while increasing overall organizational security levels. lead continuous improvement effort within team and work with support organization to improve operations and execution. coordinate the maintenance of established standard operating environment (soe) for desktop and remote devices. plan and execute the update of windows 10 11 systems to latest builds. coordinate and perform duties using tools to identify, mitigate risk, and remove vulnerabilities from the desktops and remote devices. coordinate and deploy patches and software updates on desktops, remote devices, and servers. coordinate the deployment of non-soe software such as ms visio, ms project, adobe acrobat, etc. to desktops and remote devices. managing service request work assignment queues within the ticketing system (servicenow). lead problem management effort, identify and resolves technical problems related to software deployments. communicate effectively (in oral and written form) with a variety of audiences, work well within small and large team environments. mentor staff in building troubleshooting skills. create reports using sql reporting. modify build software packages updates for applications. create powershell scripts to resolve issue with mecm sccm clients and wmi repository. create, test, and troubleshoot gpos. create packages and deploy drivers and bios updates. create images with using sysprep or mdt process. basic qualifications minimum 5+ years of experience providing it technical support or administering it systems. minimum 3+ years of experienced working with mecm sccm. strong powershell scripting experience. strong experience with creating images using the sysprep or mdt process. experience patching, deploying software, and resolving mecm sccm client problems. knowledge and experience with active directory and creating gpos. experience in managing workforce task assignment. strong prioritization, problem solving, diagnosis, and troubleshooting skills. work well under pressure with differing levels of leadership. exposure to other network monitoring systems and it service management (i.e., splunk or similar). experience using itil ticket management system - servicenow or equivalent. proficient in microsoft office applications (work, excel, powerpoint). familiarity with the itil 3 or 4 framework. preferred qualifications bs degree with an emphasis on it, computer science, or similar. security+ ce certification preferred. one or more of the following certifications are preferred - mcsa, ms modern desktop administrator associate, itil 4 foundation. essentials clearance required: top secret location: washington, dc gdit is your place: full-flex work week to own your priorities at work 401k with company match comprehensive health and wellness packages internal mobility team dedicated to helping you own your career professional growth opportunities including paid education and certifications cutting-edge technology you can learn from rest and recharge with paid vacation and holidays work requirements .cls-1{fill:none;stroke:#5b6670;stroke-miterlimit:10;stroke-width:2px} years of experience 5 + years of related experience may vary based on technical training, certification(s), or degree .cls-2{fill:none;stroke:#5b6670;stroke-miterlimit:10;stroke-width:2px} certification security + - comptia travel required less than 10% .cls-3{fill:none;stroke:#5d666f;stroke-miterlimit:10} citizenship u.s. citizenship required salary and benefit information the likely salary range for this position is $101,566 - $133,400. this is not, however, a guarantee of compensation or salary. rather, salary will be set based on experience, geographic location and possibly contractual requirements and could fall outside of this range. view information about benefits and our total rewards program. about our work we are gdit. a global technology and professional services company that delivers consulting, technology and mission services to every major agency across the u.s. government, defense and intelligence community. our 30,000 experts extract the power of technology to create immediate value and deliver solutions at the edge of innovation. we operate across 30 countries worldwide, offering leading capabilities in digital modernization, ai ml, cloud, cyber and application development. together with our clients, we strive to create a safer, smarter world by harnessing the power of deep expertise and advanced technology. gdit is an equal opportunity affirmative action employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class. 

 "
