numb_description,job_description,state,report_year
1,"job description:  cpmc, llc. is looking for a skilled mainframe programmer that is able to operate in the z os operating system. the esa v program is an it services program supporting several customers within the department of justice. the program provides a range of it services, including help desk, deskside support, windows workstation engineering and maintenance, windows server, managed print services, itsm, active directory services, and video conferencing, and all server and network infrastructure, among others. the mainframe programmer will be a part of our mainframe engineering team primarily responsible for providing infrastructure support and management for multiple mainframe environments. the primary responsibility of the mainframe programmer will be managing, operating, and maintaining ibm mainframe services within z os. day to day tasks include: document all platform service processes and procedures and maintain the artifacts in a document repository perform system operation support including server system administration general troubleshooting of complex engineering issues for hardware, software, and network components software installation, automations, and migrations supporting backup and recovery tasks evaluating new hardware and software, with the goal of improving and increasingly efficient operations 

 ",dmv,2024
2," 

 job description:  hybrid - 3 days location: vienna, va eligibility: us citizens or green card holders ascending is seeking a highly experienced senior mobile infrastructure engineer to join our team and play a pivotal role in servicing our flagship product, ""ease."" the ideal candidate will have extensive experience with mobile development infrastructure, specializing in gradle and continuous integration continuous deployment (ci cd) processes. this role is perfect for someone who thrives in a dynamic, fast-paced environment and is eager to drive improvements across our mobile technology stack. key responsibilities: design, implement, and maintain advanced build automation systems using gradle and gradle enterprise. develop and optimize ci cd pipelines for mobile application deployments, ensuring seamless and robust delivery practices. collaborate with development teams to integrate new technologies and frameworks into the mobile build process. script and automate core processes using kotlin, ruby, and python, enhancing productivity and operational efficiency. utilize jenkins and fastlane to manage build tooling and automation tasks effectively. provide ongoing support and enhancements for capital one s ease, ensuring high performance and reliability. work with aws cloud services to optimize mobile application performance and scalability. qualifications: bachelor s degree in computer science, computer engineering, or a related technical field. equivalent knowledge or experience is also acceptable. minimum of 6 years of experience in mobile infrastructure development or a related field. expertise in gradle and gradle enterprise, with a deep understanding of mobile build environments. proficiency in kotlin, ruby, and python for scripting and automation tasks. extensive experience with jenkins, fastlane, and other relevant build and automation tools. strong background in implementing and managing ci cd processes for mobile applications. experience with aws is highly preferred, especially in deploying and managing mobile applications. excellent problem-solving abilities and a strong commitment to delivering high-quality software. ability to work collaboratively in a team environment and communicate effectively with other technical and non-technical stakeholders. kttppi61zf 

 ",dmv,2024
3," 

 job description:  requisition number: 18193 required travel: 0 - 10% employment type: full time salaried exempt security clearance: ability to obtain level of experience: mid meet hii s mission technologies division our team of more than 7,000 professionals worldwide delivers all-domain expertise and advanced technologies in service of mission partners across the globe. mission technologies is leading the next evolution of national defense - the data evolution - by accelerating a breadth of national security solutions for government and commercial customers. our capabilities range from c5isr, ai and big data, cyber operations and synthetic training environments to fleet sustainment, environmental remediation and the largest family of unmanned underwater vehicles in every class. find the role that s right for you. apply today. we look forward to meeting you. come join hii! where hard stuff is done right! hii mission technologies currently has an opening for an onestream software developer senior who will enhance, support, and configure the internal instance of onestream which supports the entire division. the ideal candidate will be able to communicate with user groups to determine potential solutions using the onestream application and then implement the agreed upon solution. responsibilities: i want to and can do that! work within the structure of the mission technology division s information technology group to ensure the onestream application supports the division needs including budgeting, planning and financial reporting. be able to interface with users and internal it staff to gather requirements for new functionality. guide discussions to solutions based on best practices for the onestream application. provide architectural direction for new capabilities. implement new capabilities and enhancements to existing capabilities in onestream. all changes should follow it standards and procedures. candidate should be able to efficiently implement changes to the onestream environment whether through modifications to existing capabilities or creating new capabilities in onestream. perform system administration of the onestream environment. ensure proper security is always maintained. support resolution of production issues by working with onestream support and internal it teams as necessary. ensure the onestream environment is secure and meets all necessary compliance requirements. be the subject mater expert for onestream in the division. be able to discuss the options and potential use cases of onestream. what you must have: 5 years relevant experience with bachelors in related field; 3 years relevant experience with masters in related field; 0 years experience with phd or juris doctorate in related field; or high school diploma or equivalent and 9 years relevant experience. ability to obtain a dod security clearance knowledge of mapping business requirements to technology and ability to design financial solutions in onestream. excellent communication skills both oral and written. ability to communicate with all levels of an organization. understanding of financial planning and analysis business processes. bonus points preferred requirements: bachelor s degree and 5 - 7 years of experience in the information technology field as an onestream administrator and or developer. prior experience in the hyperion tool suite may also be considered. experience in financial organization. database experience including both relational and multi-dimensional. design and build of financial reports. physical requirements job performance requires adequate visual acuity and manual dexterity for meeting the requirements of the generic systems analyst discipline. office work environment normally encountered. why hii we build the world s most powerful, survivable naval ships and defense technology solutions that safeguard our seas, sky, land, space and cyber. our diverse workforce includes skilled tradespeople; artificial intelligence, machine learning (ai ml) experts; engineers; technologists; scientists; logistics experts; and business administration professionals. recognized as one of america s top large company employers, we are a values and ethics driven organization that puts people s safety and well-being first. regardless of your role or where you serve, at hii, you ll find a supportive and welcoming environment, competitive benefits, and valuable educational and training programs for continual career growth at every stage of your career. together we are working to ensure a future where everyone can be free and thrive. today s challenges are bigger than ever, and the nation needs the best of us. it s why we re focused on hiring, developing and nurturing our diversity. we believe that diversity among our workforce strengthens the organization, stimulates creativity, promotes the exchange of ideas and enriches the work lives of all our employees. all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, physical or mental disability, age, or veteran status or any other basis protected by federal, state, or local law. do you need assistance? if you need a reasonable accommodation for any part of the employment process, please send an e-mail to buildyourcareer@hii-co.com and let us know the nature of your request and your contact information. reasonable accommodations are considered on a case-by-case basis. please note that only those inquiries concerning a request for reasonable accommodation will be responded to from this email address. additionally, you may also call 1- for assistance. press #3 for hii technical solutions. 

 ",dmv,2024
4," 

 job description:  overview: cayuse native hawaiian veterans (cnhv) provides innovative and flexible solutions to federal government clients, emphasizing excellence in the asia-pacific region. cnhv s capabilities, market-relevant service offerings, past performance credentials, and diverse status allow government clients to engage quickly and confidently with cnhv. core service areas for cnhv include health &amp; medical services, unexploded ordnance (uxo), surface &amp; underwater range clearance, explosive ordnance disposal (eod), executive briefing teams, training, exercise support, computer facilities, and emergency management services. the azure integration developer will be working under the guidance of the architecture and engineering team and will be responsible for developing applications integrations interfaces apis using azure logic apps, function apps, integration services (ais) and related azure feature sets. the azure developer will also be responsible for migrating existing biztalk integrations to azure. the role is technical and hands-on in nature and requires well-rounded skills to address complex business and technical problems. this position will require design, development, test, debug, and support modern enterprise integration solutions and applied use of agile and scrum development skills to manage the entire software development lifecycle within azure including azure devops. additional responsibilities include but are not limited to leading analysis, documenting, redesign, development, implementation activities, automation, and driving standardization. all duties and responsibilities performed in accordance with the core values of cayuse. responsibilities: designs and implements middleware data integrations allowing disparate systems to communicate via apis and api frameworks. develop new integrations, enhance, and migrate existing biztalk integrations to modern azure enterprise integration platform. develop functional and technical specifications, use cases, test cases, test results, etc. responsible for building, implementing, and maintaining azure integration services (logic apps, adf, functions, apim) and reusable assets. support sdlc aspects of design, coding, testing, debugging, and maintenance. build and maintain an end-to-end continuous deployment and delivery pipeline using azure devops. automate infrastructure through devops scripting (e.g., arm template, bicep or terraform) develop integrations using agile iterative methodologies. build and deploy monitoring, alerting and notifications for data assurance for failure and exceptions. triage production issues and perform root cause analysis to identify defects and issues that need to be addressed. identify and communicate risks (business, application, technical) associated with middleware components or application implementation to senior leadership. provide mentorship to teammates along with coaching, technical, functional guidance on specific project deliverables. prepare work estimates and work schedules to support pm or ba needs. provides operational support and coordinates resolution of issues with enterprise service desk, stakeholders, and the product teams. other duties as assigned. qualifications: minimum qualifications: bachelor s degree five (5) or more years work experience as a developer using c# .net, and at least two (2) years experience in integration interface programming or equivalent seven (7) years work experience with four (4) years related to integration interface programming. must have top secret sci clearance or the ability to obtain one. must be able to pass a background check. may require additional background checks as required by projects and or clients at any time during employment. minimum skills: excellent technical foundation in .net, rest, soap web services, web apis, xpath, xml, xsd, wsdl, msmqs, sftp, xslt, jdbc and ssl. experience in various frameworks and adapters connectors (flat file, oracle, sql, json, sftp http, edi, soap etc.). demonstrated use of microsoft azure integration platform as service (logic apps, azure data factory, azure functions and azure app services). demonstrated use of api management gateway (azure apim). experience with azure devops services (git repos, ci cd pipeline, arm templates). familiarity with architecture styles apis (rest, rpc, odata). experience ci cd development model leveraging azure devops or similar tools. strong understanding of largescale distributed system architectures, including eai &amp; distributed scaling patterns, messaging, microservices, information models, and distributed logging tracing. understanding of agile methodologies. experience working with modern, cloud native, microservices based architectures. experience in distribution process, multi system environment and integrated network. excellent understanding of api &amp; integration patterns and secure api development practices. attention to detail. self-starter with the ability to learn new tasks and skills. strong organization and communications skills. ability to multitask and have practical time management skills. team player. proficient in microsoft office suite, word, excel, powerpoint, teams, and sharepoint. preferred qualifications: microsoft certification preferred (example: developing solutions for microsoft azure, microsoft devops engineer or solutions architect or similar). reports to : it program management director working conditions professional office environment must be physically and mentally able to perform duties while standing for extended periods of time. ability to use a computer and other office productivity tools with sufficient speed to meet the demands of this position. must be able to establish a productive and professional workspace. may be asked to travel for business or professional development purposes may be asked to work hours outside of normal business hours other duties: please note this job description is not designed to cover or contain a comprehensive list of activities, duties or responsibilities that are required of the employee for this job. duties, responsibilities, and activities may change at any time with or without notice. affirmative action eeo statement: cayuse embraces diversity and equal opportunity in a serious way. we celebrate diversity and are committed to creating and building a team that represents a variety of backgrounds, perspectives, and skills. cayuse, and all of its subsidiaries, are proud to be an equal opportunity workplace and are an affirmative action employer. pay range: usd $140,000 - usd $180,000 yr. 

 ",dmv,2024
5," 

 job description:  **ts sci clearance w polygraph required** experience required to support information assurance: quality assurance: nosetest, rcptt, test automation development, performance load stress testing, user interface testing, security testing, code coverage tools, systems integration testing, data interface testing, eclipse, esb, corba, or ice, jira or git and jbuilder or eclipse experience required to support information technology: software test: c, c++, java, or javascript, python or bash, agile, software development and jira or git. approved for 60% telework requirements : ba + 14 years or 18 years no degree equal employment and diversity cybercore has, on many occasions, expressed support and commitment to the principles of diversity and equal employment opportunity. it is cybercore s policy to recruit, hire, train, and promote individuals, as well as administer all personnel actions, without regard to race, color, national or ethnic origin, pregnancy, age, religion, disability status, sex, sexual orientation, gender identity and expression, veteran status, genetic information or any other characteristic protected under applicable federal or state law. cybercore will not tolerate unlawful discrimination and any such conduct is prohibited. cybercore is committed to ensuring that cybercore s workforce and volunteers reflect america s diverse population. cybercore knows that such diversity will enrich the company with the talent, energy, perspective and inspiration we need to achieve our mission. 

 ",dmv,2024
6," 

 job description:  geico s - data movement team of data, security &amp; infrastructure (dsi) department is seeking a highly motivated senior software engineer to start or continue an it career at geico on the geico data hub telematics project. we are looking for a senior software engineer who will be building, scaling elt etl pipelines and will be working on telematics data with large volume. candidate will be responsible for delivering the vision and strategy for modern data, analytics, and artificial intelligence machine learning (ai ml) to provide an end-to-end ecosystem for data storage, ingestion, transformation, analytics, and ai ml. we are an agile team that builds complex solutions, and you will be working on next generation of platform. position responsibilities as a senior software engineer, you will: team up with architects, scrum masters, leads, managers, and directors, you will work in an agile environment to make the telematics data on our enterprise data platform accessible for the organization s needs. you will be working in a team with data architects and analysts to build our next-generation data telematics platform in azure. you will be trailblazing to apply software development techniques such as automated testing and ci cd to building data products. collaborate with and across agile teams to design, develop, test, implement, and support technical solutions in full-stack development tools and technologies utilize programming languages like scala, python and open-source rdbms and nosql databases and cloud based data warehousing services such as adls cosmos etc. share your passion for staying on top of tech trends, experimenting with, and learning new technologies, participating in internal &amp; external technology communities, and mentoring other members of the engineering community perform unit tests and conduct reviews with other team members to make sure your code is rigorously designed, elegantly coded, and effectively tuned for performance you should be intellectually curious, have a solutions-oriented attitude, and enjoy learning new tools and techniques. experience &amp; skills: 3+ years of experience with designing, developing, implementing, and maintaining solutions for big data or data warehouse system. 2+ years of experience working in a cloud environment such as azure, aws or other private or public cloud. good experience with bringing data into a centralized data repository or manipulating the available data to build additional data sets for analytics and reporting purposes. experienced with maintaining data quality throughout the lifecycle of the data. experience with data modeling, source to target mapping, automated testing frameworks, ci cd pipelines and task automation using scripting developing new and enhancing existing data processing (data ingest, data transformation, data store, data management, data quality) components strong working knowledge of sql and the ability to write, debug and optimize sql queries and etl jobs to reduce the execution window or reduce resource utilization data engineering experience focused on batch and real-time data pipelines development, data processing data transformation using etl tools such as databricks. experience with cloud data warehouse solutions experience (snowflake, azure dw, redshift or similar technology in other private or public clouds); complete software development lifecycle experience including design, documentation, implementation, testing, and deployment basic qualifications: bachelor s degree in a computer-related field or equivalent professional experience required at least 2 year of experience in data engineering using open-source technology stack along with cloud computing (aws, microsoft azure, google cloud) at least 1 year experience with designing, developing, implementing, and maintaining solutions for data transformation projects. at least 1 years of advanced working sql knowledge and experience working with relational databases, query authoring (sql) as well as working familiarity with a variety of databases preferred qualifications: at least 2-year experience working on real-time data and streaming applications (spark streaming or kafka) proficient on scala spark and python. at least 1 year experience with databricks, adf and event hub. at least 2-year experience in elt etl and building data pipelines. experience with building self-healing capabilities within the pipeline. experience with fail gracefully process and recover pipelines with no manual intervention. working knowledge on telematics data set is a plus. 24 7 on-call support on a rotational basis annual salary $76,000 - $236,500 the above annual salary range is a general guideline. multiple factors are taken into consideration to arrive at the final hourly rate annual salary to be offered to the selected candidate. factors include, but are not limited to, the scope and responsibilities of the role, the selected candidate s work experience, education and training, the work location as well as market and business considerations. geico will consider sponsoring a new qualified applicant for employment authorization for this position. benefits: as an associate, you ll enjoy our total rewards program to help secure your financial future and preserve your health and well-being, including: premier medical, dental and vision insurance with no waiting period** paid vacation, sick and parental leave 401(k) plan tuition reimbursement paid training and licensures benefits may be different by location. benefit eligibility requirements vary and may include length of service. **coverage begins on the date of hire. must enroll in new hire benefits within 30 days of the date of hire for coverage to take effect. the equal employment opportunity policy of the geico companies provides for a fair and equal employment opportunity for all associates and job applicants regardless of race, color, religious creed, national origin, ancestry, age, gender, pregnancy, sexual orientation, gender identity, marital status, familial status, disability or genetic information, in compliance with applicable federal, state and local law. geico hires and promotes individuals solely on the basis of their qualifications for the job to be filled. geico reasonably accommodates qualified individuals with disabilities to enable them to receive equal employment opportunity and or perform the essential functions of the job, unless the accommodation would impose an undue hardship to the company. this applies to all applicants and associates. geico also provides a work environment in which each associate is able to be productive and work to the best of their ability. we do not condone or tolerate an atmosphere of intimidation or harassment. we expect and require the cooperation of all associates in maintaining an atmosphere free from discrimination and harassment with mutual respect by and for all associates and applicants. 

 ",dmv,2024
7," 

 job description:  ic1-24- place reston settings it engineering work_outline full-time security ts sci w poly schedule posted january 25, 2024 ward job description cloud engineer the swift group is actively seeking an experienced aws cloud engineer to join our esteemed team. as an aws cloud engineer, you will be at the forefront of designing, implementing, and managing cutting-edge cloud solutions, leveraging aws services and best practices. the ideal candidate will possess a strong background in aws technologies, a proven track record in secure cloud implementations, and the ability to thrive in classified environments. key responsibilities: architect, deploy, and administer secure, scalable, and high-performance aws cloud solutions aligned with organizational requirements and security protocols collaborate closely with cross-functional teams to understand and address technical needs, translating them into robust and secure aws-based solutions implement and maintain rigorous security measures in aws environments, ensuring adherence to stringent compliance standards and regulatory requirements develop and automate provisioning, monitoring, and management of aws resources using tools such as python, powershell, or terraform perform regular security assessments and audits to identify and mitigate potential vulnerabilities within aws infrastructures optimize cloud performance, identifying opportunities for efficiency improvements and cost optimization provide expert guidance and support to internal teams regarding aws-related technical matters stay updated with emerging aws technologies and industry trends, proposing and implementing innovative solutions to enhance cloud capabilities required skills 5+ years of hands-on experience in architecting, deploying, and managing aws cloud environments expertise in implementing aws security measures, understanding compliance standards, and best practices proficiency in scripting and automation with languages like python, powershell, or terraform within aws environments strong understanding of networking principles relevant to aws cloud architecture exceptional problem-solving skills with acute attention to detail ability to collaborate effectively within a team and communicate technical concepts to non- technical stakeholders experience creating accreditation documentation bachelor s degree in computer science, information technology, or a related field (or equivalent work experience) us citizenship with an active ts sci with polygraph security clearance required desired skills relevant aws certifications such as aws certified solutions architect, aws certified developer, or aws certified sysops administrator previous involvement in government or defense-related projects familiarity with containerization technologies such as docker and kubernetes in aws environments understanding of devops methodologies and practices within an aws context experience in building data lakes #li-onsite about the swift group the swift group is a privately held, mission-driven and employee-focused services and solutions company headquartered in reston, virginia. founded in 2019, the swift group supports civilian, defense, and intelligence community customers, across the country and around the globe. the swift groups is an equal opportunity affirmative action employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class. 

 ",dmv,2024
8," 

 job description:  seeking a software integration engineer local to the arlington, va area. onsite work is required. clearable up to a top-secret clearance is required. the opportunity: are you looking for an opportunity to create technical synergy that will modernize federal infrastructure? as an integration engineer, you know the importance of ensuring systems work together. you re eager to apply your consulting experience and technical knowledge to implement creative solutions. on our team, you ll design, develop, and implement solutions for software integration projects across functions or between organizations that ll directly impact national defense. using the agile framework, you ll work alongside software development engineers to deploy, configure, and integrate software applications in mission environments. you ll use tools like docker, kubernetes, and cloud infrastructure to plan, organize, and conduct integration projects that meet design specifications and standards from inception to completion. in this role, you ll impact the defense space and gain access to opportunities to learn new tools and skills. we focus on growing and collaborating as a team to make the best solutions for our customers. you have: 3+ years of experience with administering linux systems 3+ years of experience debugging performance and behavior issues on linux 3+ years of experience with kubernetes administration knowledge of linux-based operating systems, such as ubuntu, rhel, or centos knowledge of linux debugging tools, such as top, strace, vmstat, nc, tcpdump, ss, or lsof ability to debug common linux and kubernetes issues with limited access to the internet ability to solve complex technical challenges and independently learn technical concepts ability to obtain a security clearance bachelor s degree nice if you have: 1+ years of experience with deploying and managing distributed systems 1+ years of experience with python experience with helm experience working with authentication or active directory services knowledge of kubernetes distributions, such as k3s, rke2, or openshift ability to provision a stig d linux operating system, such as virtualized or bare-metal ability to provision a stig d kubernetes cluster clearance: applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information. job type: full-time pay: $155,000 - $165,000 per year benefits: 401(k) dental insurance health insurance experience level: 3 years schedule: 8 hour shift experience: linux: 3 years (required) kubernetes: 3 years (required) security clearance: secret (preferred) ability to relocate: arlington, va: relocate before starting work (required) work location: in person 

 ",dmv,2024
9," 

 job description:  hanover , md 21076 posted: 03 18 2024 employment type: permanent job category: developer engineer job number: 26710 workplace type: on-site job description blackstone talent group, an award-winning technology consulting and talent agency is seeking a software developer to join our client s team. we re looking for engineers to join our intelligence community team and who offer ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, and ui design. we need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems as we continue to push technology forward. required skills: front-end developer with experience using javascript (angularjs 1.4, react.js), and java. responsibilities: analyze user requirements to derive software design and performance requirements design and code new software or modify existing software to add new features debug existing software and correct defects integrate existing software into new or modified systems or operating environments develop simple data queries for existing or proposed databases or data repositories provide recommendations for improving documentation and software development process standards develop or implement algorithms to meet or exceed system performance and functional standards assist with developing and executing test procedures for software components write or review software and system documentation develop software solutions by analyzing system performance standards, confer with users or system engineers; analyze systems flow, data usage and work processes; and investigate problem areas serve as team lead at the level appropriate to the software development process being used on any particular project modify existing software to correct errors, to adapt to new hardware, or to improve its performance design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design design or implement complex database or data repository interfaces queries qualifications: seven (7) years of experience as a software engineer, in programs and contracts of similar scope, type, and complexity is required. bachelor s degree in computer science or related discipline from an accredited college or university is required. four (4) years of additional software engineering experience on projects with similar software processes may be substituted for a bachelor s degree. ts sci with full scope polygraph security clearance required: ts sci full scope poly blackstone talent group is a wholly owned subsidiary of blackstone technology group, a global it services and software firm that implements technological solutions across commercial industry verticals and the us federal government. blackstone s global talent augmentation practice was founded in 1998. blackstone talent group has offices in san francisco, denver, houston, colorado springs, and washington, dc. we specialize in providing clients the best talent across a variety of industries and sectors. eoe of minorities females veterans disabilities 

 ",dmv,2024
10," 

 job description:  requisition number: 17700 required travel: 0 - 10% employment type: full time salaried exempt security clearance: ts sci with poly level of experience: mid this opportunity resides with cyber &amp; electronic warfare , a business group within hii s mission technologies division. hii works within our nation s intelligence and cyber operations communities to defend our interests in cyberspace. our deep expertise in network architecture, software and hardware development, cybersecurity and the electromagnetic environment uniquely enables us to support sensitive missions for federal agency partners. meet hii s mission technologies division our team of more than 7,000 professionals worldwide delivers all-domain expertise and advanced technologies in service of mission partners across the globe. mission technologies is leading the next evolution of national defense - the data evolution - by accelerating a breadth of national security solutions for government and commercial customers. our capabilities range from c5isr, ai and big data, cyber operations and synthetic training environments to fleet sustainment, environmental remediation and the largest family of unmanned underwater vehicles in every class. find the role that s right for you. apply today. we look forward to meeting you. job description mission technologies a division of hii and their cyber, electronic, warfare &amp; space team is looking to hire python software engineer developing analytics, pulling data from multiple cyber sources, as well as classic sigint and more to be a part of our prototype development support program and must possess a strong mission focus to do new development, rapid prototyping, and analytics support in a variety of environments, using leading edge technologies do you thrive working in small teams that collaborate and interact closely with customers? do you have an interest with big data? does this intrigue you? our team works with the prototype development program and we are looking for someone with drive and ambition along with a strong work ethic who is passionate about new development and rapid prototyping. through rapid prototyping, new development, advanced technology research, analytical development - you have an amazing opportunity to enhance your skills, be challenged and come grow with mission technologies. if you are someone who can help us discover smarter, innovative approaches to support mission operations, discover new analytics and more we want to hear from you! essential job responsibilities work with data scientist team to capture cyber knowledge at scale transitioning to more traditional software development. leverage data science tradecraft using python to access apis and transform the clean and normalized data into json for other applications. analyze, design, verify, validate, implement, apply, and maintain software systems. write software standards and practices documentation. present briefings and demonstrations to stakeholders. support a wide-range of cyber knowledge development priorities to include workflows, requirements specification management, custom dashboard and tool support, knowledge capture and documentation. minimum qualifications clearance: must possess and maintain an active ts sci clearance with polygraph for consideration bachelor s degree in computer science, or a related technical field plus 8 years of relevant experience master s degree plus 6 years of relevant experience, associate s degree plus 10-years of relevant experience high school diploma ged plus 12 years of relevant experience may be considered for individuals with in-depth experience that is clearly related to the position strong python skills. familiarity with json format. experience with jupyter notebooks and gitlab. #li-sg1 preferred experience with javascript and typescript. understanding of cyber mission. understanding of mitre att&amp;ck framework. ability to work with a team. why hii we build the world s most powerful, survivable naval ships and defense technology solutions that safeguard our seas, sky, land, space and cyber. our diverse workforce includes skilled tradespeople; artificial intelligence, machine learning (ai ml) experts; engineers; technologists; scientists; logistics experts; and business administration professionals. recognized as one of america s top large company employers, we are a values and ethics driven organization that puts people s safety and well-being first. regardless of your role or where you serve, at hii, you ll find a supportive and welcoming environment, competitive benefits, and valuable educational and training programs for continual career growth at every stage of your career. together we are working to ensure a future where everyone can be free and thrive. today s challenges are bigger than ever, and the nation needs the best of us. it s why we re focused on hiring, developing and nurturing our diversity. we believe that diversity among our workforce strengthens the organization, stimulates creativity, promotes the exchange of ideas and enriches the work lives of all our employees. all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, physical or mental disability, age, or veteran status or any other basis protected by federal, state, or local law. do you need assistance? if you need a reasonable accommodation for any part of the employment process, please send an e-mail to buildyourcareer@hii-co.com and let us know the nature of your request and your contact information. reasonable accommodations are considered on a case-by-case basis. please note that only those inquiries concerning a request for reasonable accommodation will be responded to from this email address. additionally, you may also call 1- for assistance. press #3 for hii technical solutions. 

 ",dmv,2024
