numb_description,job_description
1,"job description:  overview: systems planning and analysis, inc. (spa) delivers high-impact, technical solutions to complex national security issues. with over 50 years of business expertise and consistent growth, we are known for continuous innovation for our government customers, in both the us and abroad. our exceptionally talented team is highly collaborative in spirit and practice, producing results that matter . come work with the best! we offer opportunity, unique challenges, and clear-sighted commitment to the mission. spa: objective. responsive. trusted. the space and intelligence division provides professional services to the us space force, combatant commands, intelligence community, and nasa. our work includes enterprise architectural assessments, systems engineering and integration, test, planning and execution, cost estimating and analysis, acquisition support, and cybersecurity. we are trusted partners developing approaches and concepts to meet emerging high priority needs, assessing cutting-edge technologies, and supporting capabilities for our national defense. come join the fastest growing division at systems planning and analysis, inc.! the intelligence programs group, part of systems planning and analysis inc. s space and intelligence division, is a specialized provider of systems engineering and trusted advisory services to the space and national intelligence community. we utilize mission-proven, data-driven advisory tools and capabilities. we provide highly technical support to ensure the government acquires cutting edge technology necessary for our national defense. our portfolio includes the national geospatial-intelligence agency (nga), national reconnaissance office (nro), and national aeronautics and space administration (nasa). come where you will be part of our high-caliber team! spa prkk has an immediate need for a highly qualified predictive modeling and simulation analyst who wants to be part of one of spa s fastest growing divisions with an exciting mission critical to national security objectives! responsibilities: prkk, an spa group is seeking a predictive modeling &amp; simulation analyst to work at the national reconnaissance office (nro) systems engineering directorate (sed). duties include: perform modeling, simulation, analysis and studies of end-to-end system capabilities to determine the ability of the nro to effectively execute multiple missions deliver end-to-end model-based system engineering and digital engineering systems and enterprise capabilities coordinate, integrate, and execute technical system performance evaluation and product quality analysis activities, this includes predictive performance models (ppms), collection quality models (cqms), image equations (iqes) and predictive track equations conduct logical analysis of management problems and developing multivariate analysis, linear modeling, and data mining use computer technology, computer modeling, spreadsheet applications, software tools, and programming languages to analyze data and conducts advanced statistical analyses and applies mathematical calculations present findings and recommendations to appropriate groups and helps to determine what actionable steps can be taken based on the findings communicate and train users on model results prepare written, non-technical reports to management, indicating analytical finding and models to guide predictive analytics model development interface with customer and helps define work process; estimate time frames, quality and quantity of resources required to successfully implement project; develops project plan incorporating all project variables; establish criteria concerning deliverability, performance, maintenance, design and costs conduct periodic status checks with customers and team to assess progress against plan; perform re-forecasts of project variables as necessary throughout project and prepare routine status reports on all project activities; may be assigned responsibility for the management of the function, including associated staff qualifications: required qualifications: experience using modeling and simulation (m&amp;s) tools via academia, industry, government, or military service programming experience with advanced engineering software providing mod sim analysis, preferably on space and space control systems scripting programming experience (c++, python, matlab, stk) bachelor of science and 8-10 years of experience, or a master of science and 6-8 years of experience, or a phd and 3-5 years of experience this position requires a current ssbi and possess (or be immediately eligible for) a top-secret sci clearance and be willing to take ci poly desired qualifications: advanced degree, preferably in related technical field experience working in teams to accomplish a systems engineering result developing mathematical models to solve targeted problems software development programming interest and experience in javascript, html css, microsoft office 365, c++ c#, visual studio.net, matlab, python, r, or sql development and code management techniques using (git, bitbucket, etc) and agile software development practices tools (jira, confluence, etc) including devsecops knowledge of model based systems engineering (mbse) and digital engineering (de) methods knowledge of databases, data structures, and data architectures ability to apply scientific methodology to complex scenarios demonstrated experience in modeling, simulation, and analysis of complex, system-of-systems designs; preferably of ic space systems subject matter expertise with dod and ic space programs, systems and missions 

 "
2," 

 job description:  thank you for your interest in joining the jdsat team. hatch it is facilitating the recruitment process, so please continue your application here for the jr. data analyst ! all openings are full-time with jdsat who is jdsat? we re not a data solutions firm. we re a boutique technology company that excels in developing solutions, identifying risks, and creating opportunities for our customers. ‍ we re an advanced analytics services company that is currently engaged with both federal and private sector clients. we build our products the same way we built our company—with people in mind. all our employees are committed to maintaining and continuing to build a culture of inclusivity, positivity, and growth. about the role: the qualified candidate will be a balanced professional who is trained and experienced in defining business requirements, analyzing business processes, and communicating technical ideas to non-technical audiences while also being proficient in the areas of data analysis, data visualization, and business analytics. the qualified candidate will have a bachelor s degree with 1-3 years of work experience. the ideal candidate will display superb balance of technical and consulting skills, including the ability to frame and solve problems, identify and understand requirements, develop solutions, communicate to decision-makers and team members, and adapt to a fast-paced professional environment. this position requires a secret clearance or demonstrated ability to obtain such clearance. about the company jdsat is a solutions company before anything else, and they believe that data, mathematics, and software are the most effective paths to finding a solution tailored to the organization s needs. candidates must be able to obtain a secret-level clearance and be able to be on-site 2-3 times per week responsibilities: work with clients, managers, and technical staff to understand business needs and develop project plans to deliver needed results. analyze processes, policies, and systems to identify requirements, gaps, and opportunities for improvement. relate to team members, client personnel, and decision-makers to help build a common understanding of requirements and support for potential solutions. prepare professional products, reports, and papers to support team activities, including helping teams develop the stories and messages needed to distill complex information into actionable plans. extract and transform data from existing relational database management systems. conduct exploratory analysis and data visualization to support project needs. support development and implementation of proofs of concept to aid in making technology choices and validate model assumptions. provide technical and non-technical communication support to project staff required skills and abilities: bachelor s degree (in analytics, mathematics, statistics, computer science or related preferred) and minimum 1-3 years applied work in relevant field as described above. experience gathering and analyzing business requirements (processes, systems, policies, information management tools, etc). intermediate to advanced microsoft excel skills. experience preparing visualizations and dashboards in qlik, tableau or similar tools. experience with data analysis software such as r, python, or similar. experience with sql and relational databases. ability to assist in analyzing complex systems and processes. excellent oral and written communication skills. excellent interpersonal skills. possess or be able to obtain an active secret-level security clearance desired skills and abilities: experience working with the department of defense, federal government consulting, and or healthcare analytics. familiar with agile methodologies and tools (e.g. jira). familiar with a variety of databases, including mysql, t-sql, oracle, etc. experience with sas. experience applying robotic process automation to 2 recurring analytics activities. demonstrated success balancing technical and non-technical functions in a prior consultative role. don t think you re 100% qualified for this position? studies have shown that women and people of color are less likely to apply to jobs unless they meet every single qualification. at hatch i.t., we re dedicated to helping companies build diverse, inclusive and authentic workplaces, so if your experience doesn t perfectly align with every qualification in the job description, we encourage you to apply anyway. you may just be the right candidate for this or other roles. we are an equal opportunity employer and value diversity at our company. we do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. 

 "
3," 

 job description:  position class: full time flsa status: exempt location: washington, dc date prepared: march 2024 organization summary: founded in 1976, the congressional black caucus foundation (cbcf) is a non-profit organization focused on eliminating disparities within the global black community by developing leaders, informing policy, and educating the public. our primary focus areas are education, public health, economic empowerment, and criminal justice. applicants may visit the website at www.cbcfinc.org, to view more information on cbcf programs and initiatives. position summary: the research analyst, under the direction of the research manager in the center for policy analysis and research (cpar), will primarily be responsible for conducting, executing, and assisting with cpar and nrei research and publishing deliverables. currently, cpar initiatives include voter engagement, tech equity, and health equity; nrei initiatives include criminal justice, economic equity, education, and health equity. the research analyst will help identify opportunities for high-impact research projects, conduct research, and analyze data to help advance the cpar research and policy agenda. they will be responsible for contributing to research design, implementation, and analysis. candidates with interest in and or experience with researching key and intersecting issues facing the global black community are preferred. working relationships: reports to : research manager, cpar directly supervises : none indirectly supervises : none type of supervision received : minimal supervision internal relationships : close coordination with the president s office, marketing &amp; communications director, strategic events director, nrei program manager, and cpar leadership external relationships : cpar partners, journal contributors specific responsibilities: essential duties and responsibilities include the following: produce original research products, including reports, fact sheets, policy briefs, and op-eds, that support the mission of the cbcf; perform literature reviews, manage, and analyze data, and conduct quantitative or qualitative research for cpar initiatives using statistical tools and other research software. conduct peer-review and fact-checking of research. create and format tables, charts, maps, and data visualizations. conduct rapid response research as needs arise. track and measure impact of research deliverables. work with cpar research coordinator to assist the marketing &amp; communications team with preparing, editing, and formatting cpar publications such as news releases, reports, letters, infographics, briefing papers, op-eds, web content, and other publications (including the journal for the center for policy analysis and research). participate in planning process and implementation of cpar research. execute work assigned by cpar team. other research-related tasks as needed. responsibility for accuracy accountability: the incumbent must communicate with stakeholders on a national and local level to positively influence the effectiveness of cbcf in achieving its objectives. the research analyst must follow and adhere to federal, state, and local ethics laws, as well as cbcf policies governing conduct, in addition to performing their duties in an ethical, professional, and objective manner. specifications: knowledge: an advanced degree in social science, public policy, economic or community development, political science or a related field, or at least two years of experience conducting research and or policy analysis; training in public policy a plus. skills and abilities: ability to conduct quantitative research and policy analysis. strong fluency with data science techniques, and advanced experience using r, stata, tableau or other comparable data analysis programs. substantial experience in dataset management. experience with qualitative research a plus. strong organizational skills and a demonstrated ability to research, develop, evaluate, and track research projects. superior analytical, written, and oral communication skills; experience with writing and editing research policy analysis publications and presenting findings. general knowledge of the federal legislative and regulatory processes. ability to build and maintain a high level of expertise on cpar initiatives, including through analysis of data, bills, policy reports, laws and regulations, and knowledge of substantive scholarship on the global black community. ability to engage in research through a racial equity approach. ability to collaborate with diverse stakeholders in designing and implementing research and to communicate technical research findings and key takeaways to broad audiences. ability to work well under pressure and with minimal supervision, think creatively, demonstrate strong attention to detail and accuracy in all work, plan for and demonstrate peer review process, and manage multiple priorities and projects under tight deadlines. ability to work well independently or as a team player within and across departments and with external partners. ability to give and receive feedback on draft written products and assist with data analysis. commitment to the mission and values of the cbcf. computer and technical proficiencies: highly proficient skills in microsoft office applications (outlook, word, excel, and powerpoint) and overall aptitude for technology and cloud-based software are required. physical requirements: ability to work in a fast-paced environment with strict deadlines, ability to work evening and weekend events and or off-hours as needed. some light travel may be required. must work well under pressure and be able to manage simultaneous priorities and deliverables. cbcf is an equal opportunity employer and offers a competitive salary and excellent benefits package including health, dental, vision, 403(b), paid vacation and sick time. qualified applicants only must forward a cover letter, resume, short writing sample, salary requirements and three professional references using cbcf s online employment portal only. incomplete submissions will not be considered. position is open until filled. no phone calls accepted. 

 "
4," 

 job description:  description: advanced network consulting is seeking candidates for a senior business analyst (ba) to provide business analysis and evaluation, system implementation, requirement gathering testing, documenting, and liaising with stakeholders. this position is located in washington, dc. the ba must have experience in large scale system implementation, reviewing, analyzing, and evaluating, systems and user needs, including documenting process flows, requirements, supporting the development of systems to align with business process re-engineering, and providing consultation on complex projects as a top level contributor. the ba must have a technology background and experience with re-engineering of complex business process, design and documentation of processes in close consultation with business users and technology teams and the ability to contribute to the solution architecture. requirements: responsibilities: 1) lead large scale system implementations 2) manage stakeholders and deliverables 3) document the existing data sources elements and map data elements with data standards working closely with the data architect; 4) support the development team with review and testing of use case. requirements: 1) must have 11 yrs experience as a business analyst with strong sdlc history 2) experience with data intense software development, requirements gathering and documentation, managing client relationships, business process analysis, project management software, software development life cycle; 3) knowledge of family educational rights and privacy act (ferpa) and familiarity with ferpa requirements is a plus; 4) strong and clear written and verbal communication skills. technologies: ms office, vizio, knowledge of smartsheets, tfs, gitlab, or jira is a 5) minimum education certification requirements: bachelor s degree in it or related field or equivalent experience

 "
5," 

 job description:  employment type full time location: washington, d.c. 2-3 days onsite week and remote the rest of the time supervises: no must be us citizen and be able to pass a dhs full scope background investigation description of work: 4s-silversword software &amp; services is seeking a sap businessobjects qlik sense developer to fill a data reporting engineer position at customs and border protection. the candidate is expected to demonstrate expertise drafting reports using sap business objects, qlik sense, and provide information reporting to the functional team supporting the ocmo. the data reporting engineer will support the reporting team by authoring scheduled and ad-hoc reports according to policy and procedural guidance. duties &amp; responsibilities: design and develop complex reports using sap business object, and tools like web intelligence. plan and implement automated bursting of reports via publication services and scheduling. perform report requirements analysis; provide effort estimation; create dashboards and draft scheduled as well as ad-hoc reports. comprehensive knowledge of data reporting methodologies and deliverables. job requirements: requirements required education, skills, and experience: bachelor s degree or higher in a business or technical discipline 5+ years of development experience with sap business objects including web intelligence, and relevant experience as a data and report engineer excellent communication and consulting skills with ability to work independently. strong knowledge in qlik sense experience with trouble shooting production issues. sap business objects reporting and data visualization experience using web intelligence and dashboards. expertise in dimensional data modeling and knowledgeable in writing sql. good understanding of user security in business objects. experience with migrating reports and enhancing report performance. physical requirements work may involve sitting or standing for extended periods of time. position may require typing and reading from a computer screen. must have sufficient mobility, including but not limited to bending, reaching, and kneeling to complete daily duties in a timely and efficient manner. there is a possibility that due to parking availability and location of work, walking moderate to long distance may be required. possible lifting up to 25 lbs. please note: 4s-silversword software and services llc reserves the right to change or modify job duties and assignments at any time. the above job description is not all encompassing. positions functions and qualifications may vary depending on business needs. 4s-silversword software and services llc is an equal opportunity employer and does not discriminate against applicants based on race, color, creed, religion, medical condition, legally protected genetic information, national origin, sex (including pregnancy, childbirth or related medical condition), sexual orientation, gender identity and expression, age, disability, or vietnam era, or other eligible veteran status or legally protected characteristics. get job alerts by email. sign up now! join our talent network! job snapshot employee type full-time location washington, dc (onsite) job type admin - clerical, information technology experience not specified date posted 03 21 2024 

 "
6," 

 job description:  cloud business analyst location: springfield, va clearance level: ts sci w ci poly who you are: as a cloud business &amp; financial analyst at plus3 it systems, you: are passionate about working on cutting-edge, high-profile projects and are motivated by delivering solutions on an aggressive schedule aren t satisfied with status quo, and regularly look for creative ways to solve problems and help your team meet commitments are insatiably curious – you ask why, you explore, and you re not afraid to blurt out your crazy idea are a strong self-performer that also flourishes in a team setting; and love the ability to work on multiple clients projects simultaneously love learning new technologies and sharing them with your team have a keen interest in using any and all appropriate tools, especially cloud-based and open source, to solve the problem at hand have strong verbal and written communication skills, due to the dynamic nature of collaborations with customers, vendors, and other engineering teams to solve complex business problems together use your experience and leadership skills to motivate your teammates to deliver high quality results in a fast-paced work environment are obsessed with automation, simplicity, and smooth-running systems responsibilities: serve as a business &amp; financial analyst for a development team delivering a cloud-based financial management application for ingesting and analyzing cloud costs. conduct and or participate in the various safe agile rituals as designed and implemented at this customer as a business analyst, understand the customer s objectives for the product, the business logic rules constraints, and become an expert on the required data flows and analytics to produce the required reports and dashboards participate in the qa validation of the output of the system to ensure data was processed and analyzed correctly have the communication and interpersonal skills to interact across the contractor and customer teams have the communication and interpersonal skills to adjust to changing requirements and direction quickly and effectively, while promoting change across the entire team knowledge and skills: working knowledge of safe or agile methodologies familiarity with devsecops advanced understanding of aws services and its billing reports basic understanding of openshift and how it allocates and consumes resources excellent attention to detail strong skills with excel and or databases self-starter with little need for oversight thorough understanding of the systems engineer lifecycle and change management process team player - comfortable remaining flexible in integrating multiple perspectives leadership – ability to lead teams and projects to reach business goals time management – effective use of time based on business needs decision making – can work independently to make decisions, as well as collaborate with peers in to gain consensus comfortable identifying and escalating issues to upper management as appropriate process-oriented - committed to process improvement (and documentation) at all levels communication proficiency – executive command of business writing and etiquette organizational skills – can balance multiple (often competing) priorities in a results-driven approach context – ability to visualize the big picture and lead integrated projects to desired outcome effective use of computer and business software tools demonstrated ability to effectively work and communicate with all levels of management, individual contributors and the customer education and experience: bachelor s degree or ten years experience in a finance or accounting field with at least 3 years tracking analyzing cloud and or other it costs aws experience with c2s (aws) experience in the use of aws cost explorer experience with aws trusted advisor reports to increase optimization experience with microsoft excel for reports (cvs exports into excel) experience with microsoft powerpoint for monthly reports experience with rightsizing and swapping instance types sizes within aws environment (optimization) experience with scripting for data scrapes (in conjunction w chargeback) experience with cross domain data transfers (to move reports across domains) desired skills and experience: master s degree or fifteen years experience in a finance or accouting field with at least 5 years tracking analyzing cloud costs aws cloud practitioner certification or higher strong knowledge of agile project management tools such as atlassian, gitlab, other. other: plus3 it systems is committed to hiring and retaining a diverse workforce. we are proud to be an equal opportunity affirmative action employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. we are committed to providing access, equal opportunity, and reasonable accommodation for individuals with disabilities in employment, its services, programs, and activities. to request reasonable accommodation, contact hr@plus3it.com [include name and or department, telephone, and e-mail address]. the health and safety of our employees and their families is a top priority. with the continuing impacts of covid-19 around the world, we are taking action to protect the health and well-being of our colleagues and maintain the safety of the communities where we operate. as a federal contractor, we are required to stay in compliance with executive order 14042 with the most up to date information provided at the following link (https: www.saferfederalworkforce.gov contractors ). pay transparency notice: executive order 11246 requires government contractors to notify applicants and employees of their rights, subject to certain limitations, to discuss, disclose or inquire about compensation or compensation information. plus3 it systems will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. however, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge; (b) in furtherance of an investigation, proceeding, hearing or action, including an investigation conducted by the employer; or (c) consistent with plus3 it systems legal duty to furnish information. 

 "
7," 

 job description:   class=""jobsearch-jobdescriptiontext jobsearch-jobcomponent-description css-10og78z eu4oa1w0"">in anticipation of a contract award, we are seeking a junior management and program analyst. the management and program analyst analyzes data gathered and develops solutions and or alternative methods of proceeding. the analyst documents findings of study and prepares recommendations for the implementation of new systems, procedures, or organizational changes. the analyst is also responsible for applying analytic techniques in the evaluation of project objectives and contributes to the implementation of strategic direction. what you ll do: review forms and reports and confer with management and users about format, distribution, and to identify problems and improvements. develop and implement a records management program for filing, protection, and retrieval of records and assure compliance with the program. design, evaluate, recommend, and approve changes to forms and reports. prepare manuals and train on the use of new forms, reports, procedures, or equipment, according to organizational policy. gather and organize information on problems and procedures such as organizational change, communications, information flow, integrated production methods, inventory control, and or cost analysis. perform analyst functions including data collection, data modeling, project testing, and creation of performance measurements to support project objectives. conduct various activities to support the project team s objectives, senior analyst, and or project managers. lead the application of analytic techniques and helps define project objectives and strategic direction. responsible for providing leadership and vision to customers and project teams around methodology. must haves: bachelor s degree from an accredited university or college active top secret clearance 2+ years of experience or more in analytical techniques and methodologies experience. the educational requirement may be waived if the candidate has 5 or more years of experience. nice to haves: exceptional written and oral communication skills ability to take direction and adjust quickly when provided with constructive feedback demonstrated ability with delivering results through exceptional customer service and support why work for seventh sense? our company was founded on a family-oriented philosophy, and our culture is rooted in making a difference in the lives of our “work family” members (referred to simply as “members” rather than “employees”). our comprehensive benefits include: medical, dental, and vision insurance 401(k) plan with generous company match and immediate vesting pto and 11 paid holidays employee assistance program accident and critical care insurance options unique benefits include: day off to celebrate your birthday day off on your company anniversary date day off to volunteer for the community service project of your choice a bonus plan that allows each member to financially benefit from company, team, and individual success. you are in full control of the bonuses you receive – ask us how! a peer-to-peer recognition platform that allows members to recognize each other s accomplishments and contributions. professional development opportunities include consulting skills training and federal acquisition training, as well as resources to assist with family life and mental wellbeing. about us: seventh sense consulting is an award-winning consulting company focused on providing federal agencies with ""enlightened solutions that deliver lasting value"". our teams work with our clients to provide innovative solutions, enhance integration, and facilitate transparency of core acquisition. we are a 100% virtually operated virginia-based company serving multiple clients across the us, and we have been recognized for 3 years in a row as a “best place to work” by the washington business journal! to learn more visit us at www.seventhsenseconsulting.com equal employment opportunity: seventh sense consulting is an equal opportunity employer committed to a culturally diverse workforce. all qualified applicants will receive consideration for employment without regard to race, religion, color, age, sex, national origin, sexual orientation, gender identity, disability status or protected veteran status. our company s enlightened solutions encompass a comprehensive range of dei initiatives, aimed at fostering a diverse, equitable, and inclusive environment, promoting equal opportunities, and empowering individuals from all backgrounds to thrive and contribute their unique perspectives.

 "
8," 

 job description:  blue rose consulting is seeking an agile analyst to support our work with a federal client in washington, dc. this is a hybrid role and is open to u.s. citizens only. successful candidates will be required to have an active secret security clearance. in this role you will: work with it and the business to define and deliver solutions that meet business objectives be expected to be able to create sprint review briefings (bi-weekly) and facilitate reviews that enable end users to see products and provide feedback promote cst s continued agile maturation through implementation of appropriate safe configurations and processes such as value delivery and team structure develop reporting dashboarding capabilities to provide leadership with metrics and information on the status of cst s pis and projects coordinate with cst divisions to provide leadership briefings on the status of projects and other topics of interest provide framework for teams to monitor ca cst agile project activities for risks and provide mitigation actions monitor ca cst agile project activities for improvement opportunities and provide expert insight into improving their effectiveness establish standards, tools, reporting, and procedures for project management and systems development life cycle activities. in addition, establish and maintain standard management and reporting templates needed by all projects and tasks serve as the facilitator between business and it; truly understanding the business needs, and play a key role in the overall management and success of a project through the entire project lifecycle lead the planning, eliciting, analyzing, validating and managing of requirements, business processes, high-level solution design, test case design and implementation planning &amp; support - in partnership with project managers, business stakeholders and it interfacing groups this position may also be called upon to lead other it project work based on changing project demands this candidate will be responsible for supporting scaled agile development projects through documentation creation and modification, as well as developing user stories test the software based on written user stories, update existing code, and validate testing material triage and adjudicate issues that are documented by the user community participate in daily stand up meetings as well as scheduled planning events assist with software evaluation possible other job duties: provide subject matter expertise in support of the scaled agile framework (safe) and the systems development life cycle while promoting adherence to department of state project program management requirements coordinate activities across the bureau of consular affairs (ca), office of consular systems and technology (cst) senior leadership level additionally be responsible for agile training for both customers and other team members as well as be available to analyze and resolve issues related to agile processes or supporting tools implement cst s safe governance model in collaboration with the government and make amendments as necessary proactively provide data-driven analysis to aid management decision making as directed by the gtm develop and provide safe training to cst stakeholders requirements: candidates must have: 1-5 years of experience in a technical product manager role within a project-based environment 1-5 years of experience leading an enterprise-level agile transformation 1-5 years of experience establishing one or more agile release trains or solution trains 1-5 years of experience with pi planning events experience in working on multiple projects at the same time good time management skills; ability to set priorities and meet deadlines fluent in technology and strong knowledge of project and software development methodologies techniques solid presentation, facilitation, interview and workshop skills strong interpersonal, negotiation and conflict-management skills preferred training and experience: knowledge and understanding of the state department, bureau of consular affairs (ca), the office of consular systems and technology (cst) certified safe program consultant (or practice consultant) 1-5 years of experience as an agile coach or trainer education: bachelor s degree salary: $70,000 – $122,000, depending on experience ynqenhumbz 

 "
9," 

 job description:  company overview: we are a world-class team of professionals who deliver next generation technology and products in robotic and autonomous platforms, ground, soldier, and maritime systems in 50+ locations world-wide. much of our work contributes to innovative research in the fields of sensor science, signal processing, data fusion, artificial intelligence (ai), machine learning (ml), and augmented reality (ar). qinetiq us s dedicated experts in defense, aerospace, security, and related fields all work together to explore new ways of protecting the american warfighter, security forces, and allies. being a part of qinetiq us means being central to the safety and security of the world around us. partnering with our customers, we help save lives; reduce risks to society; and maintain the global infrastructure on which we all depend. why join qinetiq us? if you have the courage to take on a wide variety of complex challenges, then you will experience a unique working environment where innovative teams blend different perspectives, disciplines, and technologies to discover new ways of solving complex problems. in our diverse and inclusive environment, you can be authentic, feel valued, be respected, and realize your full potential. qinetiq us will support you with workplace flexibility, a commitment to the health and well-being of you and your family and provide opportunities to work with a purpose. we are committed to supporting your success in both your professional and personal lives. position overview: we are recruiting for a senior data analyst who will support the critical functions for open source intelligence in the ic. responsibilities: develop metrics and analysis for application usage data develop real time dashboards for senior leadership create reports, new queries. retrieve customer metrics required qualifications: demonstrated experience providing data support experience with tableau, splunk languages: sql, r, python, java active ts sci clearance with polygraph required #qinetiqclearedjob company eeo statement: accessibility accommodation: if because of a medical condition or disability you need a reasonable accommodation for any part of the employment process, please send an e-mail to staffing@us.qinetiq.com or call  opt. 4 and let us know the nature of your request and contact information. qinetiq us is an equal opportunity affirmative action employer. all qualified applicants will receive equal consideration for employment without regard to race, age, color, religion, creed, sex, sexual orientation, gender identity, national origin, disability, or protected veteran status. 

 "
10," 

 job description:  job title: chief of information, strategic support analyst security clearance required: secret work location: arlington, va position type standard work hours: full-time 40 hours per week summary objective: btas is looking for a mid-level chief of information, strategic support analyst to support the office of the chief information officer (ocio) by working with internal and external (to the ocio) process owners to help document and formalize business processes. primary responsibilities: supports the office of the chief information officer (ocio) by working with internal and external (to the ocio) process owners to help document and formalize business processes, to include but are not limited to, system authorization access request navy (saar-n), on-boarding, and off-boarding required education, certification and or experience: bachelor s degree in science, engineering, business, or related discipline, plus 3 years related work experience or an associate s degree plus 4 years additional related work experience experience in defense acquisition program management related to weapon systems acquisition and life cycle management; a minimum of four (4) years of experience in program management, technical or business analysis; and included in the four (4) years, there must be two (2) years professional experience in technical efforts supporting major weapon systems and components development familiarity with dod instruction (dodi) 5000.2 (operation of the defense acquisition system). demonstrated knowledge of service and osd policy and documentation related to ppbs, life-cycle management of military acquisition programs (as specified in the dod 5000 series) demonstrated knowledge of the principles, policies, and practices of system acquisition to plan, organize, and coordinate critical aspects of the development, production, deployment, and sustainment of systems, subsystems, and equipment demonstrated knowledge of the system equipment life-cycle phases and the documentation, analyses, and reviews associated with those phases strong analytical skills demonstrating the ability to define, collect and analyze data, establish facts, draw valid conclusions, and make logical decisions aap eeo statement: btas is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender, national origin, disability status, protected veteran status, or any other characteristic protected by law. btas is an e-verify program participant. 

 "
