numb_description,job_description
1,"job description:  are you interested in an exciting opportunity with the federal government? working for government sub-contractors continues to be a highly successful avenue for legal and other professionals to gain entry and build public service experience. hire counsel has an immediate opportunity to work for the office of civil rights, which is under the health and human services division of the federal government. we are seeking data analysts who are available to work in the dc office on a daily basis. responsibilities include: provide analytical services by identifying, designing, and conducting analyses of program data using advanced program tools and other computational methods to implement the desired analyses. uses descriptive or inferential statistical methods to collect, explore and present large amounts of data to discover underlying patterns and trends. obtain case management data from ocr s program information management system (pims) relational database which is used to track and store data regarding ocr s programs. provide visual aids, which may include detailed reports, dashboards, or charts using tableau or other data visualization techniques to aid management in making decisions. identify significant factors that may affect results from analysis of the data. ensure all findings are reported, including factors that may affect results, in all written and analytical reports provided. use knowledge of principles, methods, and processes used to conduct a systematic and objective inquiry to conduct study design, collection, analysis and interpretation of data, and report results. use knowledge of oracle sql developer, database development and administration plus familiarity with object-oriented languages such as python, java, c++ or c# to support data analytics tasks. project details: anticipated start date: upon successful completion of interview estimated duration: 6 months – 1+ years hours: 40 hours location: onsite in dc, must be able to work in the office daily pay rate: $45 per hour qualifications: experience handling the responsibilities listed above bachelors degree accredited institution is required 2+ years ears of specialized experience using data visualization tools such as tableau, powerbi, microsoft excel and working with clients to develop key performance indicator (kpi) dashboards. familiarity with the stata and r statistical programming language and with working with large (i.e.: tens or hundreds of millions of rows) healthcare claims data sets is necessary. prior experience with multi-level modeling, including random effects models, and econometric methods is preferred. 2+ years of specialized experience equivalent to the gs-12 level in the federal government must be a u.s. citizen why join hire counsel? hire counsel works exclusively with the legal sector and is recognized as a national leader in legal staffing. with over 35 years of experience, we are proud to have been recognized with these industry awards: best legal staffing provider – usa (cv magazine) best staffing providers for legal litigation staffing (the recorder) best of legal recruiters (corporate counsel) best professional recruiting firms (forbes) best executive recruiting firms (forbes) 100 leading legal consultants and strategists (lawdragon) largest legal staffing firm (sia) edrm trusted partner best of managed review (national law journal) for more information about our benefits, referral bonus and opportunities, visit www.hirecounsel.com #ind2 

 "
2," 

 job description:  sustainability performance office ( spo) data analyst qualification requirements: education: a bachelor s degree in business, management, finance, engineering, or science. a master s degree preferred. bachelor s degree can be substituted with four years of additional relevant experience. experience: three (3) years of experience in providing a range of planning, administrative, information management, programmatic, technical and support including data collection, processing, and analysis; intra- and inter-agency collaborations; workshop and conference support; agency-wide programmatic interface support; general administrative and management support. support for implementing executive orders and experience with sustainability programs is highly desired. performance location: doe forrestal building- wednesday remote other days performance hours: eight hours per day that must overlap with the core work hours of 9am-3pm (et). duties: data collection, writing correspondence, providing measurements. prepares draft and final forms of technical documents, interacts with spo staff, and prepares tables and graphics as needed. designs, implements, and monitors data management storage and retrieval systems. synthesizes complex or diverse information, collects and researches data; uses intuition and experience to complement data, and design workflows and procedures. assists with the development of user manuals and materials for facilitated training sessions, and conduct training as needed. reviews database design and integration of systems and makes recommendations regarding enhancements improvements for information gathering and exchange in support of spo and doe needs. applies knowledge of database information technology concepts and techniques in the design, development, installation. systematic management services, inc. will contact only those candidates deemed qualified. systematic management services, inc. is an equal opportunity employer. job types: full-time, contract benefits: 401(k) 401(k) matching dental insurance flexible spending account health insurance life insurance paid time off professional development assistance referral program retirement plan tuition reimbursement vision insurance schedule: monday to friday work location: in person 

 "
3," 

 job description:   class=""jobsearch-jobdescriptiontext jobsearch-jobcomponent-description css-10og78z eu4oa1w0"">asrc federal afss is a premier provider of systems engineering, software engineering, system integration and project management services for real-time, mission-critical defense systems. we are seeking a junior resource analyst (budget analyst) to support a nasa contract in washington, d.c. job description: we are seeking a junior budget analysts to support a nasa contract in washington dc. the cost transparency project is an enterprise data analytics project that will reveal the full cost of nasa s mission support activities. we are looking for support to assist with coordinating with leadership, teammates, mission support organizations, nasa centers, external contractors, and others to perform diverse cost analyses and develop and deploy cost-based tools and processes to provide insight into the cost of mission support activities across the agency using data visualizations to show how nasa s mission support costs compare across centers and against industry and government benchmarks. responsibilities: query and analyze data from reports using business objects. work as part of a cross functional team to develop, deploy, and validate data mapping against medium and large size transactional datasets. provide ad-hoc analysis against datasets using microsoft excel or power bi to identify mission support costs. support a cross-functional team to create and deploy power bi visualizations that capture full cost of mission support across nasa create documentation to capture processes and procedures as we complete cost transparency implementations. additional duties as assigned. strong attention to detail. ability to quickly respond to changing environments and communicate a clear direction to employees and customers with urgency. a strong ability to make sound decisions quickly utilizing analysis, experience, and judgment. ability to learn quickly and think critically to create innovative solutions for customer and employee needs. intermediate knowledge of office 365 suite (excel, word, powerpoint, outlook) and other nasa systems as needed. outstanding proactive customer service with strong problem-solving skills and the ability to anticipate customer needs by recognizing areas of opportunity and quickly provide solutions. a strong desire to learn more about power bi and other data analytics tools (ie alteryx, etc…) a strong desire to learn more about supporting data management efforts at nasa. education and experience: bachelor s degree and 1-2 years of professional experience or 5-6 years of related experience in lieu of degree. equal opportunity employer minorities women protected veterans disabled

 "
4," 

 job description:  data analyst, mid the opportunity: as data analyst, you love diving into data and turning it into meaningful insights. with the abundance of structured and unstructured data, you understand the importance of transforming complex data sets into useful information to solve challenges. as a data analyst at booz allen, you can use your skills and experience to support a mission and use data for good. we need a data expert like you to bring your expertise to support environmental justice programs and efforts. as a client-facing data analyst on our climate and infrastructure team, you ll work closely with your clients to understand their questions and needs and then dig into their data-rich environments to find the pieces of their information puzzle. not only will you provide a deep understanding of their data, you ll also advise your client on what the information means and how it can be used to facilitate government entities with integrating environmental justice across programs and streamlining and improving data management and analytics operations. how you ll contribute: as a data analyst on our team, you ll: use your data analytics expertise to support client and stakeholder relationships research, develop, and test data methodologies, and generate cross-functional solutions through data collection, interpretation, evaluation, analysis of large data sets contribute to impactful work and guide decision-making across multiple organizations apply consulting and communication skills, and data analytics expertise by simplifying technical requirements and trends, based on audience present data findings and recommendations to clients and stakeholders using your knowledge of databases, scripting languages such as sql, python, r, and microsoft office suite establish quantitative and qualitative metrics and key performance indicators to drive technical outcomes apply data visualization through different formats such as graphs, tables, and powerpoint slides, using analytics tools including excel, power bi, and tableau grow your consulting and technical skills by creating data-centric solutions across federal agencies work with us to help drive large-scale business and process decisions through data insights. join us. the world can t wait. you have: 2+ years of experience conducting data analysis using tools such as sql, r, or python experience developing data visualizations using tableau or power bi experience in consulting or client facing environment ability to work as part of a team while functioning independently ability to understand client needs and translate them into deliverables ability to obtain and maintain a public trust or suitability fitness determination based on client requirements bachelor s degree nice if you have: experience analyzing, streamlining, and documenting data analytics processes experience with environmental justice or environmental justice related data experience working with federal government agencies experience conducting geospatial analysis and mapping experience working with powerapps, power automate, or sharepoint experience working in an agile project environment ability to take initiative and think creatively possession of excellent oral and written communication skills, including using presentation expertise to convey complex ideas to client and internal staff master s degree agile project management or pmp certification vetting: applicants selected will be subject to a government investigation and may need to meet eligibility requirements of the u.s. government client. create your career: grow with us your growth matters to us—that s why we offer a variety of ways for you to develop your career. with professional and leadership development opportunities like upskilling programs, tuition reimbursement, mentoring, and firm-sponsored networking, you can chart a unique and fulfilling career path on your own terms. a place where you belong diverse perspectives cultivate collective ingenuity. booz allen s culture of respect, equity, and opportunity means that, here, you are free to bring your whole self to work. with an array of business resource groups and other opportunities for connection, you ll build your community in no time. support your well-being our comprehensive benefits package includes wellness programs with hsa contributions, paid holidays, paid parental leave, a generous 401(k) match, and more. with these benefits, plus the option for flexible schedules and remote and hybrid locations, we ll support you as you pursue a balanced, fulfilling life—at work and at home. your candidate journey at booz allen, we know our people are what propel us forward, and we value relationships most of all. here, we ve compiled a list of resources so you ll know what to expect as we forge a connection with you during your journey as a candidate with us. compensation at booz allen, we celebrate your contributions, provide you with opportunities and choices, and support your total well-being. our offerings include health, life, disability, financial, and retirement benefits, as well as paid leave, professional development, tuition assistance, work-life programs, and dependent care. our recognition awards program acknowledges employees for exceptional performance and superior demonstration of our values. full-time and part-time employees working at least 20 hours a week on a regular basis are eligible to participate in booz allen s benefit programs. individuals that do not meet the threshold are only eligible for select offerings, not inclusive of health benefits. we encourage you to learn more about our total benefits by visiting the resource page on our careers site and reviewing our employee benefits page. salary at booz allen is determined by various factors, including but not limited to location, the individual s particular combination of education, knowledge, skills, competencies, and experience, as well as contract-specific affordability and organizational requirements. the projected compensation range for this position is $58,400 to $133,000 (annualized usd). the estimate displayed represents the typical salary range for this position and is just one component of booz allen s total compensation package for employees. this posting will close within 90 days from the posting date. work model our people-first culture prioritizes the benefits of flexibility and collaboration, whether that happens in person or remotely. if this position is listed as remote or hybrid, you ll periodically work from a booz allen or client site facility. if this position is listed as onsite, you ll work with colleagues and clients in person, as needed for the specific role. eeo commitment we re an equal employment opportunity affirmative action employer that empowers our people to fearlessly drive change – no matter their race, color, ethnicity, religion, sex (including pregnancy, childbirth, lactation, or related medical conditions), national origin, ancestry, age, marital status, sexual orientation, gender identity and expression, disability, veteran status, military or uniformed service member status, genetic information, or any other status protected by applicable federal, state, local, or international law. 

 "
5," 

 job description:  overview: lmi is seeking a data analyst to support our intelligence community client. lmi is a consultancy dedicated to powering a future-ready, high-performing government, drawing from expertise in digital and analytic solutions, logistics, and management advisory services. we deliver integrated capabilities that incorporate emerging technologies and are tailored to customers unique mission needs, backed by objective research and data analysis. founded in 1961 to help the department of defense resolve complex logistics management challenges, lmi continues to enable growth and transformation, enhance operational readiness and resiliency, and ensure mission success for federal civilian and defense agencies. lmi has been named a 2022 #topworkplace in the united states by top workplaces! we are honored to be recognized as a company that values a people-centered culture, and we are grateful to our employees for making this possible! responsibilities: responsible for providing advanced data analtyic and insight generation via on-demand, intuitive web-based capabilities and reporting. develop intuitive dashboards and data visualization products using tableau or other data visualization tools; support business decisions with ad-hoc analysis; think strategically about how to publish data visualizations and present analytic results; use critical thinking skills to assess how data analysis can best be applied to complex business situations. as part of a multidisciplinary team, work closely with stakeholders to complete high profile, critical visual reporting services to corporate level management orchestrate multi-source data integration and normalization efforts using excel, sql, and or python to meet the requirements of executive level reporting lead complex data analytical efforts and serve as an internal subject matter expert in the designated line of business work on-site to maintain a deep understanding of the client or organizational drivers to update client analytics and ad hoc reporting proactively investigate and present recommendations to enhance visualization of key client drivers to improve reporting performance prepare tableau dashboards that meet the defined and derived requirements of the mission services dashboard project. review data samples, assist with defining data schemas, propose data models, and review data storage solutions for suitability. propose approaches to resolving inquiries with repeatable data analytics, queries, and automations that promote the concept of data driven decision making. evaluate data to determine capacity and quality of service with a view toward improving the service provided. make recommendations to improve the dia bem analytical environment. assist dia bem personnel in reviewing, evaluating, and implementing new analytical technologies. support requirements gathering, documentation and analysis efforts including facilitating meetings, documenting meeting with minutes, and following up with stakeholders maintain data flows, data extracts and dashboard related workbooks to meet data update frequency requirements as defined by ms bimo client. qualifications: bachelor s degree in a related field and 4 years experience using tableau or similar software solution for data ingest, and end user visualizations a minimum of 5 years of data analytics work experience experience working with programming languages like sql, python, or r at least 2 years of experience working within the intelligence community experience with ms powerpoint, word, excel, and sharepoint previous experience providing data analytic solutions to executive management and serving as the customer interface for a data analytic projects experience working with a highly motivated customer daily in a fast pace high profile development environment ability to lead complex client analytical work efforts with heavy emphasis on visualization and manage other data analysts to include assigning work tasks knowledge of best practices in data visualization and business intelligence software, including recent versions tableau experience developing visualizations and deploying those visualizations to server environments, such as publishing dashboards created in tableau desktop to tableau server experience developing content for and delivering training to others on the use of tableau or a similar business intelligence software ability to design and influence data architectures to reflect how users will access and analyze data excellent communication skills and proven ability to work with business customers and technical teams preferred experience in methods related to data munging, data and feature engineering, and predictive analytics this position requires an active ts sci clearance with polygraph. 

 "
6," 

 job description:  required qualifications: hs diploma required, college degree strongly preferred three years (3) of experience working in an office environment required. proficient in the microsoft suite of office products (i.e., word, power point, excel, sharepoint and outlook must be able to pull data from databases, generate reports and be familiar with pivot tables. ability to type mistake-free final forms (letters, memorandums, cables, speeches, briefing papers, etc.), many of them destined for ca upper management, the white house, and or members of congress excellent organizational, communication, and customer service skills duties responsibilities: support ocs staff with research analysis as directed gather, maintain and manage information from a variety of microsoft suite tools (access, sharepoint, etc.), proprietary systems or other sources for a variety of statistical and financial reports analyze methodologies for efficient and effective collection of data provide recommendations for solving problems and ways to create efficiencies and streamline processes create, format and maintain documentation for presentation. assist in gathering information for reporting and analyzing ocs communications with u.s. citizens abroad, u.s. embassies and consulates, u.s. congress and the traveling public; utilize the department of state guidelines to communicate information through various channels, to include oral presentations, email, sharepoint, web and webinars; and manage information flow through these same tools perform special projects to include public service initiatives, oversight of ocs web content to include travel.state.gov, consular affairs intranet, classnet, and program planning provide support in all aspects of crisis management including: responding to inquiries and requests for services; providing program statistics and reports; and delivery of presentations on crises. recommend practical solutions on financial issues provide website management of intranet material and manage materials to guide call center of calls for 24 7 call center assist with analyzing and preparing reports on statistics; provide analytical support on project management initiatives including: space management, strategic planning, business services and systems assist with special projects tasked by ocs management and or officers create dynamic spreadsheets and access databases that consists of a list of cases, statistics, data, and graphs on a monthly and quarterly basis. assist in the collect of quantitative and statistical data from the consular workload statistics system (cwss) assist in providing updates to resource documents on the consular affairs website using web-editing software, coordinating with intra and inter-agency colleagues as required. establish and maintain positive relationships with external stakeholders assist in presentations and outreach to stakeholders, in the company of a direct hire government employee, to expand the understanding of government resources; and follow ca provided guidance on sensitivity and discretion in handling personal confidential information provide after-hours support for emergency or crisis situations as identified by consular affairs respond to enrollment inquiries for u.s. citizens traveling and or living abroad; if required, contractor shall access an online enrollment system provided at a ca designated website and enter the enrollment information on behalf of the callers triage and enter information into various databases (excel, american citizens services (acs), consular task force (ctf) and other ca databases deemed appropriate perform other duties as assigned. effectively communicate with department personnel, external points of contact, and the public at large regarding clarification of requests that will facilitate the production and processing of responsive material. generate correspondence directed to requesters, internal points of contact, other federal government agencies, and foreign governments. about one federal solution one federal solution (ofs) is an innovative professional services provider with over 17 years of experience supporting defense and civilian agencies. ofs specializes in business intelligence, acquisition and procurement, and other professional services. we are pioneers, builders, thought leaders, and pride ourselves in thinking outside the box to co-create with our customers, helping them achieve excellent enterprise wide outcomes. as a certified service-disabled veteran-owned small business (sdvosb), ofs is committed to providing people who deliver high performance and excellence to our government partners. job type: full-time pay: $34 - $40 per hour benefits: 401(k) matching dental insurance flexible schedule flexible spending account health insurance life insurance paid time off vision insurance schedule: 8 hour shift monday to friday ability to relocate: washington, dc: relocate before starting work (required) work location: in person 

 "
7," 

 job description:  data analyst, mid the opportunity: are you looking for an opportunity to combine your data analysis skills with big picture thinking to make an impact on the mission and use data for good? you have the drive to understand your customer s environment and how to leverage data to support their mission. your ability to turn real-world data into actionable metrics makes you an integral part of customer-focused solutions. as a data analyst on our team, your expertise with data will be vital as you develop strategies for collecting, transforming, cleaning, and modeling data with the goal of identifying meaningful trends and supporting decision-making. you ll identify and collect data sources, analyze and extract key information, and evaluate and monitor quality to meet the organization s requirements. you ll help introduce and recommend new ideas and solutions to clients that delivery visible insights with tangible results while being part of a supportive team that always helps you and roots you on. work with us to drive large-scale business and process decisions through data insights. join us. the world can t wait. you have: 1+ years of experience with data analysis, data science, or data analytics in a dynamic environment experience with analytics and data visualization to recognize complex data to support decision-making experience with using data methodologies to generate cross-functional solutions through collection, interpretation, evaluation, and analysis of large data sets experience with developing functional training and presentations on data analytics topics experience with using microsoft office applications, including word, excel, powerpoint, and project ability to translate complex and technical findings into an easily recognized narrative, including in graphical, verbal, and written forms ts sci clearance bachelor s degree nice if you have: experience with reviewing information from cost and software data reporting (csdr) systems experience with developing and evaluating metrics and data trends across a program lifecycle knowledge of cost analysis and estimating techniques and methodologies within the dod knowledge of federal acquisition regulation (far) and defense federal acquisition regulation supplemental (dfar) international cost estimating and analysis association certification defense acquisition university business – cost estimating or pmp certification clearance: applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; ts sci clearance is required. create your career: grow with us your growth matters to us—that s why we offer a variety of ways for you to develop your career. with professional and leadership development opportunities like upskilling programs, tuition reimbursement, mentoring, and firm-sponsored networking, you can chart a unique and fulfilling career path on your own terms. a place where you belong diverse perspectives cultivate collective ingenuity. booz allen s culture of respect, equity, and opportunity means that, here, you are free to bring your whole self to work. with an array of business resource groups and other opportunities for connection, you ll build your community in no time. support your well-being our comprehensive benefits package includes wellness programs with hsa contributions, paid holidays, paid parental leave, a generous 401(k) match, and more. with these benefits, plus the option for flexible schedules and remote and hybrid locations, we ll support you as you pursue a balanced, fulfilling life—at work and at home. your candidate journey at booz allen, we know our people are what propel us forward, and we value relationships most of all. here, we ve compiled a list of resources so you ll know what to expect as we forge a connection with you during your journey as a candidate with us. compensation at booz allen, we celebrate your contributions, provide you with opportunities and choices, and support your total well-being. our offerings include health, life, disability, financial, and retirement benefits, as well as paid leave, professional development, tuition assistance, work-life programs, and dependent care. our recognition awards program acknowledges employees for exceptional performance and superior demonstration of our values. full-time and part-time employees working at least 20 hours a week on a regular basis are eligible to participate in booz allen s benefit programs. individuals that do not meet the threshold are only eligible for select offerings, not inclusive of health benefits. we encourage you to learn more about our total benefits by visiting the resource page on our careers site and reviewing our employee benefits page. salary at booz allen is determined by various factors, including but not limited to location, the individual s particular combination of education, knowledge, skills, competencies, and experience, as well as contract-specific affordability and organizational requirements. the projected compensation range for this position is $73,100 to $166,000 (annualized usd). the estimate displayed represents the typical salary range for this position and is just one component of booz allen s total compensation package for employees. this posting will close within 90 days from the posting date. work model our people-first culture prioritizes the benefits of flexibility and collaboration, whether that happens in person or remotely. if this position is listed as remote or hybrid, you ll periodically work from a booz allen or client site facility. if this position is listed as onsite, you ll work with colleagues and clients in person, as needed for the specific role. eeo commitment we re an equal employment opportunity affirmative action employer that empowers our people to fearlessly drive change – no matter their race, color, ethnicity, religion, sex (including pregnancy, childbirth, lactation, or related medical conditions), national origin, ancestry, age, marital status, sexual orientation, gender identity and expression, disability, veteran status, military or uniformed service member status, genetic information, or any other status protected by applicable federal, state, local, or international law. 

 "
8," 

 job description:  senior analyst, consumer insights &amp; analytics north bethesda, md (hybrid) who are we looking for? choice hotels, one of the world s largest lodging franchisors, has an exciting new opportunity as our senior analyst, consumer insights &amp; analytics. the role sits within the consumer insights branch of the advanced analytics team, a centralized research function that focuses on driving insights across the organization. as a dynamic member of our team, you will amplify the voice of the customer by transforming research and data into strategic recommendations for brand strategy, marketing, loyalty, guest strategy, and more. are you passionate about consumer behavior and turning insights into actionable strategies? we invite you to apply today for our senior analyst, consumer insights &amp; analytics role today and #makeityourchoice. your responsibilities support consumer research projects from a to z: assist in managing qualitative and quantitative projects, guiding everything from research design to analysis to interpreting and socializing insights among stakeholders. examples of research projects include advertising copy testing, brand positioning research, hotel design prototype research, validating loyalty benefits, etc. serve as an expert on brand health: analyze data from choice s continuous brand tracking program, reporting on key funnel metrics and tv ad campaign awareness to understand the impacts of current initiatives and guide the success of future ones. be choice s go-to resource for our brand health dashboards distributed across the organization. keep a pulse on our loyal customers: manage our survey panel of ~20,000 choice privileges members by engaging panelists and ensuring a consistent stream of customer feedback. empower internal teams with valuable feedback: craft surveys and analyze results to measure the success of various initiatives, partnerships, and events. your experience, skills &amp; competencies bachelor s degree in marketing, market research, analytics, statistics, math, or a related field 2 – 4 years experience in market research, insight generation, or an analytical function strong knowledge of market research, survey best practices, and statistics fundamentals strong analytical, project management, and time management skills storyteller – ability to effectively communicate insights both visually and verbally curious – seeks to understand the “why” to uncover impactful insights and trends active learner – able to enhance personal, professional, and business growth through new knowledge and experiences working knowledge of sql and or spss preferred demonstrates key competencies including strong customer focus, sound decision quality, and the ability to drive results. your team this is an individual contributor role that will report to the manager, consumer insights &amp; analytics. you will consistently collaborate with cross-functional departments, as well as interact with research vendors and partners regularly. your work location as our senior analyst of consumer insights &amp; analytics, you will be based in our beautiful, state-of-the-art worldwide corporate headquarters in north bethesda, md. less than 15 miles from washington, dc, we re located one block away from the north bethesda metro station, with service on the red line and the marc brunswick line, easy access to i-270, and plenty of free parking provided by choice hotels. right now, our associates in corporate headquarters are working in a hybrid environment. we provide flexibility and encourage ongoing communication with your leadership to establish expectations about your unique needs. about choice choice hotels international, inc. (nyse: chh) is one of the largest lodging franchisors in the world. with nearly 7,500 hotels, representing nearly 630,000 rooms, in 46 countries and territories as of september 30, 2022, the choice® family of hotel brands provides business and leisure travelers with a range of high-quality lodging options from limited service to full-service hotels in the upper upscale, upper mid-scale, midscale, extended-stay, and economy segments. the award-winning choice privileges® loyalty program offers members a faster way to rewards, with personalized benefits starting on day one. for more information, visit www.choicehotels.com. at our worldwide corporate headquarters in north bethesda, md and st. louis park, mn as well as our technology center in scottsdale, az, and through our associates around the globe, we keep choice hotels thriving by serving as a champion for our franchisees and providing cutting-edge technology. about choice hotels financial performance total revenues were $425.6 million for third quarter 2023, a third quarter record and a 3% increase compared to the same period of 2022. please click here to review highlights of our results. *** please note: this role is not eligible for sponsorship *** ability to model choice s cultural values: welcome and respect everyone, be bold, be quick, listen, be curious and show integrity. 

 "
9," 

 job description:  coras is a pioneering provider of enterprise decision management software, offering real-time data-driven solutions on prem and in the cloud to empower organizations to make agile and informed decisions. with our innovative platform, clients can effectively respond to dynamic changes, ensuring operational efficiency and strategic success. we are seeking a skilled solution data analyst with proven expertise in qlik and powerbi to leverage these skills and drive insight delivery within the coras framework. position: solution data analyst with qlik powerbi experience (coras) location: hybrid role with hq in mclean, va role overview: as a solution data analyst at coras, your proficiency in qlik and powerbi will be central to the role as you harness the capabilities of our enterprise decision management software to extract invaluable insights from intricate datasets. collaborating with multidisciplinary teams, you will design data models, develop dynamic visualizations, construct data workflows, and build actionable insights and recommendations using the coras platform, enabling our clients to make effective and informed decisions. key responsibilities: collaborate closely with stakeholders to comprehend analytical requirements and mission-critical objectives.· leverage your expertise in qlik and powerbi to design and implement robust data models and processes that transform raw data into actionable insights within coras. conduct in-depth data analysis to uncover trends, patterns, and anomalies in diverse data sets, including public sources. create interactive dashboards, reports, alerts, and other visualizations. present accurate, consistent, and reliable data analysis processes to optimize decision-making. stay informed about industry best practices and emerging trends in data analysis and visualization. troubleshoot data-related challenges with coras customers and prospective end users. provide guidance and support to users, helping them maximize the benefits of coras. collaborate with the development team to optimize and tailor the coras platform to specific client needs. contribute to the evolution of data processes, standards, and methodologies within the coras ecosystem. qualifications: bachelor s degree in computer science, data science, information systems, or a related field. master s degree is advantageous. proven experience conducting data analysis and utilizing qlik and powerbi software. strong proficiency in qlik and powerbi, and the ability to effectively adapt these skills to the coras platform. solid understanding of data modeling, data transformation, and data governance principles. familiarity with data quality, security, and compliance best practices. proficiency in querying and manipulating organizational data: spreadsheets, pivot tables, sql, legacy enterprise sources, cloud repositories, etc. experience with data scraping, tagging, nosql, taxonomies, osint, and publicly available sources is highly advantageous excellent analytical skills with meticulous attention to detail. effective communication skills to convey complex insights to diverse stakeholders. ability to work independently and collaboratively in a dynamic environment. prior experience in mission-critical decision support systems or real-time data analysis is a plus. benefits: competitive compensation package and performance-based incentives. comprehensive health, dental, and vision benefits. flexible work arrangements, including remote options. opportunities for continuous professional growth and development. collaborative and inclusive work environment. exposure to cutting-edge technologies and innovative projects. join us in revolutionizing how organizations make critical decisions with real-time data insights through the coras platform. apply now and become a vital part of our mission-driven team! job type: full-time benefits: 401(k) 401(k) matching dental insurance health insurance vision insurance experience level: 3 years schedule: 8 hour shift monday to friday application question(s): this position requires eligibility for a security clearance, are you a u.s. citizen? ability to commute: mclean, va 22102 (required) ability to relocate: mclean, va 22102: relocate before starting work (required) work location: hybrid remote in mclean, va 22102 

 "
10," 

 job description:  responsibilities: gather and document business, functional, and user requirements and processes assist in developing functional requirements documentation develop periodic project progress reports manage written communication between stakeholders and internal business units monitoring deliverables and ensuring timely completion of projects minimum qualifications: bachelors degree master degree 0-8 months of experience (preferred) strong oral verbal and written communication skill monitoring deliverables and ensuring timely completion of projects. job type: full-time pay: $25 - $28 per hour benefits: health insurance life insurance professional development assistance schedule: 8 hour shift monday to friday work location: in person 

 "
