numb_description,job_description
1,"job description:  senior oracle database administrator job description: government tactical solutions “govtact” is seeking a senior oracle database administrator (“senior oracle dba”) to join our team of qualified and diverse individuals. the senior oracle dba will be a member of the department of state (dos) consular affairs enterprise infrastructure operations (caeio) program for the bureau of consular affairs (ca). the caeio program provides it operations and maintenance to modernize the legacy networks, applications, and databases supporting ca services globally. overview the senior oracle dba implements and optimizes the computerized database systems that support the client s ability to function daily. implements and maintains smooth operation and physical design of databases. conducts performance tuning of indexes and databases, in general. reviews database design and integration of systems, provides backup recovery and makes recommendations regarding enhancements and or improvements. maintains security and integrity controls. formulates policies, procedures, and standards relating to database management, and monitors transaction activity and utilization. may develop stored procedures and or triggers. develops and enforces database administration and user standards and procedures, audits, modifies, and amends data in systems using sql and pl sql commands. oversees the scheduling of database projects, database and transaction log backups, notifications, and database replication between multiple oracle rdbms servers and remote sites. administers the critical oracle exadata engineering systems as well as the zdlra engineering backup systems. reviews technical designs, reports, documentation, and other materials produced by staff; creates, automates, and maintains high-level reporting systems using products such as oracle bi publisher with oms and weblogic. must be flexible to work shifts work location: this position is hybrid with remote work and up to two days per week in the office in sterling, va or washington, dc. responsibilities: · leads and maintains the integrity, security, and availability of a true global 24x7 oltp database(s) environment. duties include disaster recovery, performance analysis and tuning, index maintenance, monitoring database health, and troubleshooting critical incidents. · performs the upgrade from oracle 11g to 19c with rdbms containerization via dbca utility. · participates in and facilitates the full life cycle implementation of oracle 19c rdbms and 19c oracle goldengate data replication for production environments. · leverages experience: o upgrading the oracle rac database from 11g to 19c, containerization of the 19c db to cdb pdb, configuring the oracle goldengate replications from 11g to 19c, and deploying oem 13.5 agents. o managing oracle exadata engineering systems from x2-8 to x8m-8 and zdlra backup engineering systems. o upgrading the oracle rdbms system from 11g to 19c as well as the transparent data encryption. · applies database administration skills to oracle real cluster application and data guard installation, configuration, and troubleshooting production issues. · performs database and software life-cycle activities to ensure the highest level of system performance and availability and compliance with business requirements. · applies advanced methods, theories, and research techniques in the investigation and solution of the complex system requirements and problems. qualifications: · must have an active secret security clearance · bachelor s degree and 12-15 years of experience or (4 additional years of experience with a high school diploma or equivalent); master s degree and 10-13 years of experience; phd and 10+ years of experience. · at least seven years of experience in a role whose responsibilities are the same or similar to those defined for this position · experience as an oracle 11g or oracle 18c 19c database administrator with specific knowledge of rac, asm, goldengate, data guard, rman, patching, and or security · experience upgrading migrating oracle 11g 12c to 19c rdbms · foundational knowledge of experience with agile scrum processes · ability to organize tasks for self and others, prioritize and balance tasks, and lead complex projects · ability to communicate systems proposals to team leaders preferred qualifications: · experience as an oracle dba supporting a federal agency s oracle migration initiatives following agile software development methodology (agile or the scaled agile framework (safe)) · experience with oracle cloud computing (private or public) · experience with oracle engineered systems, such as exadata and sun super cluster · oracle certified professional equal employment opportunity govtact and insperity provide equal employment opportunities to all employees and applicants in all company facilities without regard to race, color, religious creed, sex, national origin, ancestry, citizenship status, pregnancy, childbirth, (or related medical conditions, including, but not limited to lactation), physical disability, mental and or intellectual disability, age, military status or status as a vietnam-era or special disabled veteran, marital status, registered domestic partner or civil union status, gender (including sex stereotyping and gender identity or expression), medical condition (including, but not limited to, cancer related or hiv aids related), genetic information, or sexual orientation in accordance with applicable federal, state and local laws. this applies to all terms and conditions of employment, including, but not limited to, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training. job type: full-time pay: $120,000 - $160,000 per year benefits: 401(k) 401(k) matching dental insurance health insurance life insurance paid time off tuition reimbursement vision insurance schedule: 4 hour shift 8 hour shift experience: oracle database administration: 10 years (preferred) license certification: oracle certified professional (ocp) (preferred) security clearance: secret (required) ability to commute: washington, dc 20006 (preferred) ability to relocate: washington, dc 20006: relocate before starting work (required) work location: hybrid remote in washington, dc 20006 

 "
2," 

 job description:  belay technologies has been voted baltimore business journal s (bbj) best places to work 2019, runner up in 2020 and a finalist in 2021! belay technologies seeks a software engineer data modeler to join our intel team in annapolis junction, md. you should have technical experience with etl, the altova suite and java. up to 16 hours per week (depends on team) candidates should have the following qualifications: ts sci clearance with full polygraph at least fourteen (14) years experience as a swe, in programs and contracts of similar scope, type, and complexity is required. bachelor s degree in computer science or related discipline from an accredited college or university is required. four (4) years of additional swe experience on projects with similar software processes may be substituted for a bachelor s degree. candidates are required to have the following skills: etl the altova suite (mapforce, xml spy, etc.) domain knowledge: military objects and or radar xml java json the software engineer (swe) shall possess the following capabilities: (u) analyze user requirements to derive software design and performance requirements (u) debug existing software and correct defects (u) provide recommendations for improving documentation and software development process standards (u) design and code new software or modify existing software to add new features (u) integrate existing software into new or modified systems or operating environments (u) develop simple data queries for existing or proposed databases or data repositories (u) write or review software and system documentation (u) serve as team lead at the level appropriate to the software development process being used on any particular project (u) design or implement complex database or data repository interfaces queries (u) develop or implement algorithms to meet or exceed system performance and functional standards (u) assist with developing and executing test procedures for software components (u) develop software solutions by analyzing system performance standards, confer with users or system engineers; analyze systems flow, data usage and work processes; and investigate problem areas (u) modify existing software to correct errors, to adapt to new hardware, or to improve its performance (u) design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design perks and benefits: 8 weeks paid leave - 4 weeks of personal leave, 3 yay! days, take off on your birthday,11 paid holidays and optional leave up to 6 days through belay s volunteer program 10% matching in 401(k) contributions vested on day one $5,000 annual training tuition student loan repayment program 100% company-funded hsa rich medical coverage (100% coinsurance) dental coverage including orthodontia up to $420,000 in life insurance, premiums 100% company funded amazon prime, gym reimbursement, monthly lunches, games and prizes pet adoption program, generous referral bonus program, fun events, and more! belay technologies is a certified service-disabled veteran-owned small business located in columbia, maryland (baltimore washington area). belay technologies specializes in systems automation and full stack development. belay technologies provides leading technology and engineering solutions to the dod, as well as state-of-the-art commercial products. we hire software engineers, web designers, test engineers, systems engineers, systems administrators, database engineers and other tech services. we are an equal opportunity employer. employment decisions are made without regard to race, color, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, genetic factors, military veteran status or other characteristics protected by law. r37gwdfksx 

 "
3," 

 job description:  overview: data operations automation engineer hybrid | crystal city, va | 2-3 days a week onsite active interim secret clearance required summary our client is an employee and service-disabled, veteran-owned small business focused on providing niche technical services. they are a team of experienced cybersecurity professionals with a track record of success in the federal, commercial, and academic workspaces. additionally, our client designs, builds, operates, and secures scalable cloud and it infrastructures to meet their customers near-term needs and fulfill their long-term requirements. responsibilities our client is looking for a data operations automation engineer to join their team! this role focuses specifically on the development and maintenance of scalable data stores that supply big data in forms needed for business analysis. the ideal candidate for this position will be able to apply advanced consulting skills, extensive technical expertise and have full industry knowledge to develop innovative solutions to complex problems. also, it is expected that the selected candidate will be able to work without considerable direction and may mentor or supervise other team members if when required. requirements 2+ years of experience with python and sql demonstrated experience working with dod financial accounting data experience with connecting to other data systems through apis, web services, sftp, etc. knowledge of the software development life cycle, testing, and version control experience working with structured, unstructured and or semi-structured data experience working with data science projects and integrating ai workflows preferred requirements experience with: event-driven micro-service architectures distributed programming languages and paradigms such as spark, scala, etc. data engineering tools such as databricks, elasticsearch, apache nifi, streamsets, etc. data lakes, data warehouses, and or data lake houses different database paradigms including but not limited to relational databases (deltalake, sql postgresql mysql etc), document storage databases (nosql, mongodb, etc), graph databases (neo4j, etc) cloud services such as aws s3, athena, glue, lambda, sqs, or azure blob, data factory, functions, storage queues, etc. data governance and data quality ci cd, such as gitlab ci cd, github actions, tekton, jenkins, docker, etc. test driven development and test frameworks, such as pytest or unittest data catalog tools, such as collibra, alation, etc. possession of excellent verbal and written communication skills masters degree in related field is highly preferred edu cation certification requirements none clearance requirements applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; an active interim secret clearance is required. please be aware that onboarding can take 4-6 weeks for this position. other duties please note this job description is not designed to cover or contain a comprehensive listing of activities, duties, or responsibilities that are required of the employee for this job. duties, responsibilities, and activities may change at any time with or without notice. - about us northern virginia-based precision solutions is an expert in staffing solutions for companies of any size that open the door to new opportunities and seek outstanding talent. we pride ourselves on being versatile enough to tailor our relationships to the needs of each individual client, being agile in the fast-paced marketplace, and being precise in meeting the needs of any company. equal opportunity employer statement precision solutions is an equal opportunity employer. we prohibit discrimination and harassment of any kind based on race, color, sex, religion, sexual orientation, national origin, disability, genetic information, pregnancy, or any other protected characteristic as outlined by federal, state, or local laws. 

 "
4," 

 job description:  requisition number: 17661 required travel: 0 - 10% employment type: full time salaried exempt security clearance: ts sci with poly level of experience: mid this opportunity resides with cyber &amp; electronic warfare , a business group within hii s mission technologies division. hii works within our nation s intelligence and cyber operations communities to defend our interests in cyberspace. our deep expertise in network architecture, software and hardware development, cybersecurity and the electromagnetic environment uniquely enables us to support sensitive missions for federal agency partners. meet hii s mission technologies division our team of more than 7,000 professionals worldwide delivers all-domain expertise and advanced technologies in service of mission partners across the globe. mission technologies is leading the next evolution of national defense - the data evolution - by accelerating a breadth of national security solutions for government and commercial customers. our capabilities range from c5isr, ai and big data, cyber operations and synthetic training environments to fleet sustainment, environmental remediation and the largest family of unmanned underwater vehicles in every class. find the role that s right for you. apply today. we look forward to meeting you. job description mission technologies a division of hii and their cyber, electronic, warfare &amp; space team is looking to hire prototype java developers using leading edge technologies developing analytics, pulling data from multiple cyber sources in collaboration with other members of our prototype development support must possess a strong mission focus to do new development, rapid prototyping, and analytics support in a variety of environments, using leading edge technologies do you thrive working in small teams that collaborate and interact closely with customers? do you have an interest with big data? does this intrigue you? our team works with the prototype development program and we are looking for someone with drive and ambition along with a strong work ethic who is passionate about new development and rapid prototyping. through rapid prototyping, new development, advanced technology research, analytical development - you have an amazing opportunity to enhance your skills, be challenged and come grow with mission technologies. if you are someone who can help us discover smarter, innovative approaches to support mission operations, discover new analytics and more we want to hear from you! essential job responsibilities use leading edge technologies to develop analytics pulling data from multiple cyber sources. develop prototypes answering new questions as well as providing better answers to existing questions. develop new ways to represent the data using data science methods and automating analytic processes using machine language frameworks. work directly with the customer in a highly collaborative, integrated environment. design, develop, test, deploy, and document big data cloud computing workflows. minimum qualifications clearance: must possess and maintain an active ts sci clearance with polygraph for consideration bachelor s degree computer science (cs) or related field plus 8-years of relevant experience master s degree in plus 6-years of relevant experience. associate s degree plus 10-years of relevant experience high school diploma ged plus 12-years of relevant experience may be considered for individuals with in-depth experience that is clearly related to the position strong java skills customer ghostmachine analytic development experience with hadoop (map reduce &amp; accumulo) experience with software configuration using gitlab, git, gitflo and nexus experience with linux #li-sg1 preferred requirements some networking knowledge familiarity with customer corporate tools such as dx familiarity with jira and confluence formal or informal leadership experience why hii we build the world s most powerful, survivable naval ships and defense technology solutions that safeguard our seas, sky, land, space and cyber. our diverse workforce includes skilled tradespeople; artificial intelligence, machine learning (ai ml) experts; engineers; technologists; scientists; logistics experts; and business administration professionals. recognized as one of america s top large company employers, we are a values and ethics driven organization that puts people s safety and well-being first. regardless of your role or where you serve, at hii, you ll find a supportive and welcoming environment, competitive benefits, and valuable educational and training programs for continual career growth at every stage of your career. together we are working to ensure a future where everyone can be free and thrive. today s challenges are bigger than ever, and the nation needs the best of us. it s why we re focused on hiring, developing and nurturing our diversity. we believe that diversity among our workforce strengthens the organization, stimulates creativity, promotes the exchange of ideas and enriches the work lives of all our employees. all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, physical or mental disability, age, or veteran status or any other basis protected by federal, state, or local law. do you need assistance? if you need a reasonable accommodation for any part of the employment process, please send an e-mail to buildyourcareer@hii-co.com and let us know the nature of your request and your contact information. reasonable accommodations are considered on a case-by-case basis. please note that only those inquiries concerning a request for reasonable accommodation will be responded to from this email address. additionally, you may also call 1- for assistance. press #3 for hii technical solutions. 

 "
5," 

 job description:  about applied intuition applied intuition is a tier 1 vehicle software supplier that accelerates the adoption of safe and intelligent machines worldwide. founded in 2017, applied intuition delivers the definitive adas ad toolchain and a world-class vehicle platform to help customers shorten time to market, build industry-leading products, and create next-generation consumer experiences. 18 of the top 20 global automakers trust applied intuition s solutions to drive the production of modern vehicles. applied intuition serves the automotive, trucking, construction, mining, agriculture, and defense industries and is headquartered in mountain view, ca, with offices in ann arbor and detroit, mi, washington, d.c., munich, stockholm, seoul, and tokyo. learn more at https: appliedintuition.com. please note that we are an in-office company, which means the expectation is that you would come in to your applied intuition office 5 days a week. about the role we are looking for a skilled software engineer with deep expertise in real-time computer graphics on the web. you will be responsible for contributing to the architecture and optimizations that enable us to visualize and interact with large simulations. at applied intuition, we encourage all engineers to take ownership over technical and product decisions, interact closely with users to collect feedback, and contribute to a thoughtful, dynamic team culture. at applied intuition, you will: build and drive new product features from inception to launch proactively identify and implement improvements to the product surface area design large scalable systems within a team of talented engineers collaborate with the design and product team to ship complex features and delightful interfaces maintain and develop a culture of engineering excellence for the product and codebase we re looking for someone who has: experience with browser-based computer graphics, game engines, or related systems typescript and or c++ knowledge and ability to program and architect various core engine systems understanding of webgl, three.js (or comparable), shaders us citizen, able to obtain clearance nice to have: experience with front-end or api layer frameworks (such as react, graphql) experience working with autonomous vehicle systems or simulation software the salary range for this position is $65,000 usd to $400,000 usd annually. this salary range is an estimate, and the actual salary may vary based on the company s compensation practices. don t meet every single requirement? if you re excited about this role but your past experience doesn t align perfectly with every qualification in the job description, we encourage you to apply anyway. you may be just the right candidate for this or other roles. applicants will be required to be fully vaccinated against covid-19 upon commencing employment. reasonable accommodations will be considered on a case-by-case basis for exemptions to this requirement in accordance with applicable federal and state law. applicants should be aware that for external-facing roles that involve close contact with company employees or other third parties on the company s premises, accommodations that involve remaining unvaccinated against covid-19 may not be deemed reasonable. the company will engage in the interactive process on an individualized basis taking into account the particular position. applied intuition is an equal opportunity employer and federal contractor or subcontractor. consequently, the parties agree that, as applicable, they will abide by the requirements of 41 cfr 60-1.4(a), 41 cfr 60-300.5(a) and 41 cfr 60-741.5(a) and that these laws are incorporated herein by reference. these regulations prohibit discrimination against qualified individuals based on their status as protected veterans or individuals with disabilities, and prohibit discrimination against all individuals based on their race, color, religion, sex, sexual orientation, gender identity or national origin. these regulations require that covered prime contractors and subcontractors take affirmative action to employ and advance in employment individuals without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status or disability. the parties also agree that, as applicable, they will abide by the requirements of executive order 13496 (29 cfr part 471, appendix a to subpart a), relating to the notice of employee rights under federal labor laws. 

 "
6," 

 job description:  duties you will serve as a systems engineer in the integrated engagement systems dept (code e) of the naval surface warfare center dahlgren division. you will provide leadership to system integration efforts in the areas of high energy lasers, high power microware, pulsed power, electromagnetic railgun, hypervelocity projectile, guided projectiles, fire control, and conventional weapon systems. you will provide system design, architecture, requirements definition, change proposals, planning support, emerging technology transition support, mentoring, problem solving, and engineering leadership to support gun and electric weapon technologies. you will support rapid prototyping programs and experimentation with next generation applications with the ultimate goal of delivery of enhanced weapon systems to the warfighter. requirements conditions of employment must be a us citizen. must be determined suitable for federal employment. must participate in the direct deposit pay program. new employees to the department of the navy will be required to successfully pass the e-verify employment verification check. to learn more about e-verify, including your rights and responsibilities, visit e-verify.gov within the department of defense (dod), the appointment of retired military members within 180 days immediately following retirement date to a civilian position is subject to the provisions of 5 united states code 3326. males born after 12-31-59 must be registered for selective service. you will be required to obtain and maintain an interim and or final security clearance prior to entrance on duty. failure to obtain and maintain the required level of clearance may result in the withdrawal of a job offer or removal. this position is covered under the defense acquisition workforce improvement act (dawia). certification in the acquisition functional area and category assigned to the position is required within established category timeframes. you will be required to wear personal protective equipment such as helmets, gloves, coveralls, glasses, goggles, respirators and safety shoes continuously for the duration of the work shift. this position may require travel from normal duty station to conus and oconus and may include remote or isolated sites. you must be able to travel on military and commercial aircraft for extended periods of time. qualifications your resume must also demonstrate at least one year of specialized experience at or equivalent to the nd-03 pay band (gs-09 11 equivalent) in the federal service or equivalent experience in the private or public sector as a professional engineer performing technical analyses related to the design, development, and or test and evaluation of complex weapon systems by researching and evaluating laser subsystems to ensure technologies are mission ready. additional qualification information can be found from the following office of personnel management website: https: www.opm.gov policy-data-oversight classification-qualifications general-schedule-qualification-standards 0800 files all-professional-engineering-positions-0800.pdf experience refers to paid and unpaid experience, including volunteer work done through national service programs (e.g., professional, philanthropic, religious, spiritual, community, student, social). volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. education in addition to the qualification requirements listed above, applicants must meet the following basic education requirements of the office of personnel management (opm) qualifications standards manual: successful completion of a professional engineering degree. to be acceptable, the program must: (1) lead to a bachelor s degree (or higher) in a school of engineering with at least one program accredited by the accreditation board for engineering and technology (abet); or (2) include differential and integral calculus and courses (more advanced than first-year physics and chemistry) in five of the following seven areas of engineering science or physics: (a) statics, dynamics; (b) strength of materials (stress-strain relationships); (c) fluid mechanics, hydraulics; (d) thermodynamics; (e) electrical fields and circuits; (f) nature and properties of materials (relating particle and aggregate structure to properties); and (g) any other comparable area of fundamental engineering science or physics, such as optics, heat transfer, soil mechanics, or electronics. such education must demonstrate the knowledge, skills, and abilities necessary to do the work of the position. or current registration as an engineer intern (ei), engineer in training (eit), or licensure as a professional engineer (pe) by any state, the district of columbia, guam, or puerto rico. absent other means of qualifying under this standard, those applicants who achieved such registration by means other than written test (e.g., state grandfather or eminence provisions) are eligible only for positions that are within or closely related to the specialty field of their registration for more information about ei and eit registration requirements, please visit the national society of professional engineers website at: http: www.nspe.org or evidence of having successfully passed the fundamentals of engineering (fe) examination or any other written test required for professional registration by an engineering licensure board in the various states, the district of columbia, guam, and puerto rico the fe examination is not administered by the u. s. office of personnel management. for more information, please visit: http: www.nspe.org licensure howtogetlicensed index.html. or successful completion of at least 60 semester hours of courses in the physical, mathematical, and engineering sciences and in engineering that included the courses specified in the basic requirements under paragraph a (above). the courses must be fully acceptable toward meeting the requirements of an engineering program as described in paragraph a (above) or successful completion of a curriculum leading to a bachelor s degree in an appropriate scientific field, e.g., engineering technology, physics, chemistry, architecture, computer science, mathematics, hydrology, or geology, may be accepted in lieu of a bachelor s degree in engineering, provided the applicant has had at least one year of professional engineering experience acquired under professional engineering supervision and guidance. ordinarily, there should be either an established plan of intensive training to develop professional engineering competence, or several years of prior professional engineering-type experience, e.g., in interdisciplinary positions. additional information this position is covered by the department of defense priority placement program. this announcement uses direct hire authorities to recruit and appoint qualified candidates to positions in the competitive service. several vacancies may be filled. a tentative offer of employment will be rescinded if the selectee fails to meet the pre-employment requirements, including failure to report to any of the scheduled appointments. federal annuitant information: the selection of an annuitant is subject to the department of defense and department of the navy policy on the employment of annuitants. policy information may be found at: http: www.secnav.navy.mil donhr documents civilianjobs fedcivannuitants.pdf. veteran s preference does not apply when selecting individuals under this specific hiring authority. however, if you claim veteran s preference, you will be required to submit supporting documentation with your application as described in the required documents section below. this position requires exposure to high noise levels. benefits a career with the u.s. government provides employees with a comprehensive benefits package. as a federal employee, you and your family will have access to a range of benefits that are designed to make your federal career very rewarding. opens in a new windowlearn more about federal benefits. review our benefits eligibility for benefits depends on the type of position you hold and whether your position is full-time, part-time or intermittent. contact the hiring agency for more information on the specific benefits offered. how you will be evaluated you will be evaluated for this job based on how well you meet the qualifications above. in order to qualify for this position, your resume must provide sufficient experience and or education, knowledge, skills, and abilities to perform the duties of the specific position for which you are being considered. your resume is the key means we have for evaluating your skills, knowledge, and abilities as they relate to this position. therefore, we encourage you to be clear and specific when describing your experience. as vacancies occur, the human resources office will review your resume to ensure you meet the hiring eligibility and qualification requirements listed in this flyer. you will be rated based on the information provided in your resume, along with your supporting documentation. if selected, you may be required to provide additional supporting documentation. if after reviewing your resume and supporting documentation, a determination is made that you inflated your qualifications and or experience, you may be found ineligible not qualified. please follow all instructions carefully. errors or omissions may affect your rating or consideration for employment. all qualification requirements must be met before being considered for any vacancies. benefits a career with the u.s. government provides employees with a comprehensive benefits package. as a federal employee, you and your family will have access to a range of benefits that are designed to make your federal career very rewarding. opens in a new windowlearn more about federal benefits. review our benefits eligibility for benefits depends on the type of position you hold and whether your position is full-time, part-time or intermittent. contact the hiring agency for more information on the specific benefits offered. required documents as a new or existing federal employee, you and your family may have access to a range of benefits. your benefits depend on the type of position you have - whether you re a permanent, part-time, temporary or an intermittent employee. you may be eligible for the following benefits, however, check with your agency to make sure you re eligible under their policies. a complete resume is required. your resume must show relevant experience, job title, duties and accomplishments. your resume must show complete information for each job entry to support minimum qualifications. the following information should be provided in your resume, but it is acceptable to provide elsewhere in your application package: employer s name, starting and end dates (mo yr), hours per week, and pay plan, series and grade level (e.g. gs-0201-09) for relevant federal experience.tip: a good way to ensure you include all essential information is to use the resume builder in usajobs to create your resume. are you claiming membership in any professional organizations, or possession of a license, certificate or credentials? check the conditions of employment section above to see if any are required. if you claim membership, license, certification, or credentials, you must submit a copy of said document in your application package. are you using education as a substitute for some or all of the experience requirement? is there a basic education requirement for this position? check the education section above to see what is allowed and what is required. any claims you make in your resume or assessment questionnaire regarding education or degrees must be supported by submitting with your application official or unofficial transcripts or a list of courses, grades earned, completion dates, and quarter and semester hours earned issued from your school. while unofficial transcripts are acceptable for initial application, an official transcript will ultimately be required if you are selected for the position. you may submit a copy your degree(s) if specific coursework does not have to be verified. are you a veteran claiming 5-point veterans preference or claiming sole survivorship preference? you must submit a copy of your latest dd-214 certificate of release or discharge from active duty (any copy that shows all dates of service, as well as character of service [honorable, general, etc.] is acceptable) or a va letter that shows dates of service or service connected disability and character of service. if you have more than one dd-214 for multiple periods of active duty service, submit a copy for each period of service. if you were issued a dd-215 to amend aforementioned information on the dd-214 you must submit that too. if you are not sure of your preference eligibility, visit the department of labor s website: veterans preference advisor are you a disabled veteran or claiming 10-point veterans preference? if you are eligible to claim 10 point veterans preference you must submit a dd-214 certificate of release or discharge from active duty as described above for 5-point preference. you must also provide the applicable supporting documentation of your disability (e.g. disability letter from the va) as described on standard form-15 (sf-15). http: www.opm.gov forms pdf_fill sf15.pdf. are you an active duty service member? active duty service members are required to submit a statement of service printed on command letterhead and signed by the command. the statement of service must provide the branch of service, rate rank, all dates of service, the expected date of discharge and anticipated character of service (honorable, general, etc.). documents submitted as part of the application package, to include supplemental documents, may be shared beyond the human resources office. some supplemental documents contain personal information such as ssn and dob and some documents such as military orders and marriage certificates may contain personal information for someone other than you. you may sanitize these documents to remove said personal information before you submit your application. you must provide an un-sanitized version of the documents if you are selected. if you are relying on your education to meet qualification requirements: education must be accredited by an accrediting institution recognized by the u.s. department of education in order for it to be credited towards qualifications. therefore, provide only the attendance and or degrees from schools accredited by accrediting institutions recognized by the u.s. department of education. failure to provide all of the required information as stated in this vacancy announcement may result in an ineligible rating or may affect the overall rating. how to apply interested applicants must submit resumes application packages to: nswcd_e_recruit.fct@navy.mil facsimile applications will not be considered. all resumes applications must be received no later than the close date of this flyer. it is the applicant s responsibility to verify that all information in their resume and documents, are received, legible, and accurate. hr will not modify answers documents submitted by an applicant. failure to submit a complete application package will result in an ineligible rating and loss of consideration. agency contact information courtney bruce phone < h5>  email < h5> courtney.bruce@navy.mil address < h5> navsurfwarcendld 6149 welsh road suite 203 dahlgren, va 22448 us next steps qualified applicants will be referred to the hiring manager. the selecting official may choose to conduct interviews. our evaluation will be based on the information you provide. you should expect that we will verify performance, suitability, and security information and take that information into account in making employment offers. fair and transparent the federal hiring process is set up to be fair and transparent. please read the following guidance. equal employment opportunity (eeo) policy reasonable accommodation policy financial suitability selective service new employee probationary period signature and false statements privacy act social security number request required documents a complete resume is required. your resume must show relevant experience, job title, duties and accomplishments. your resume must show complete information for each job entry to support minimum qualifications. the following information should be provided in your resume, but it is acceptable to provide elsewhere in your application package: employer s name, starting and end dates (mo yr), hours per week, and pay plan, series and grade level (e.g. gs-0201-09) for relevant federal experience.tip: a good way to ensure you include all essential information is to use the resume builder in usajobs to create your resume. are you claiming membership in any professional organizations, or possession of a license, certificate or credentials? check the conditions of employment section above to see if any are required. if you claim membership, license, certification, or credentials, you must submit a copy of said document in your application package. are you using education as a substitute for some or all of the experience requirement? is there a basic education requirement for this position? check the education section above to see what is allowed and what is required. any claims you make in your resume or assessment questionnaire regarding education or degrees must be supported by submitting with your application official or unofficial transcripts or a list of courses, grades earned, completion dates, and quarter and semester hours earned issued from your school. while unofficial transcripts are acceptable for initial application, an official transcript will ultimately be required if you are selected for the position. you may submit a copy your degree(s) if specific coursework does not have to be verified. are you a veteran claiming 5-point veterans preference or claiming sole survivorship preference? you must submit a copy of your latest dd-214 certificate of release or discharge from active duty (any copy that shows all dates of service, as well as character of service [honorable, general, etc.] is acceptable) or a va letter that shows dates of service or service connected disability and character of service. if you have more than one dd-214 for multiple periods of active duty service, submit a copy for each period of service. if you were issued a dd-215 to amend aforementioned information on the dd-214 you must submit that too. if you are not sure of your preference eligibility, visit the department of labor s website: veterans preference advisor are you a disabled veteran or claiming 10-point veterans preference? if you are eligible to claim 10 point veterans preference you must submit a dd-214 certificate of release or discharge from active duty as described above for 5-point preference. you must also provide the applicable supporting documentation of your disability (e.g. disability letter from the va) as described on standard form-15 (sf-15). http: www.opm.gov forms pdf_fill sf15.pdf. are you an active duty service member? active duty service members are required to submit a statement of service printed on command letterhead and signed by the command. the statement of service must provide the branch of service, rate rank, all dates of service, the expected date of discharge and anticipated character of service (honorable, general, etc.). documents submitted as part of the application package, to include supplemental documents, may be shared beyond the human resources office. some supplemental documents contain personal information such as ssn and dob and some documents such as military orders and marriage certificates may contain personal information for someone other than you. you may sanitize these documents to remove said personal information before you submit your application. you must provide an un-sanitized version of the documents if you are selected. if you are relying on your education to meet qualification requirements: education must be accredited by an accrediting institution recognized by the u.s. department of education in order for it to be credited towards qualifications. therefore, provide only the attendance and or degrees from schools accredited by accrediting institutions recognized by the u.s. department of education. failure to provide all of the required information as stated in this vacancy announcement may result in an ineligible rating or may affect the overall rating. help this job is open to the public u.s. citizens, nationals or those who owe allegiance to the u.s. clarification from the agency u.s. citizens 

 "
