numb_description,job_description
1,"job description:  careers that change the world our culture cambridge associates believes culture is central to your success and ours. we believe in a vibrant, values-driven culture that is supportive, inclusive, and diverse. here, we celebrate the individual while we support global connectivity. at ca, collaboration wins, kindness matters, and your success is our priority. o we foster an inclusive and diverse environment that enables all individuals to engage and bring their full selves to work. our clients cambridge associates believes our clients come first . our clients are the most compelling endowments, foundations, pensions, private clients and institutional investors around the globe. we lock arms with them to meet and exceed their investment objectives, so they can change the world. our people cambridge associates believes we do our best when you do your best. at ca, we are only as successful as you are. we actively recruit and invest in the most dynamic and diverse talent and then empower you to succeed. by leveraging your unique skills, developing your individual career goals, and building a collaborative global community of connected, diverse individuals, we build a community that is stronger together. but enough about us. tell us about you o are you a bold individual seeking an opportunity to contribute to a value-based, collaborative environment in some of the most exciting cities around the globe? o are you eager to work for an organization committed to diversity, inclusion, sustainability, and corporate social responsibility ? o do you strive to work in an environment that encourages innovation and teamwork ? o are you a thought leader who cares about making a difference in the world while contributing to an amazing culture ? o do you value a challenging professional opportunity where you can leverage your skills , gain a valuable foundational in finance and investment , and build a long-term career development plan ? o are you seeking a competitive salary a robust and comprehensive benefits program , and a variety of attractive benefits and perks ? the opportunity the investment systems product team manages critical products for investment teams, trading, investment operations, cash management, and related reference data. we are a small closely knit team, but we have a big and far-reaching impact. the decisions we make, the technologies we use, and the things we build are shaping the future of our firm. we re taking on transformational work to improve operational efficiency and deliver solutions to challenging reference data problems. we release frequently and have the flexibility to act upon changing business conditions. responsibilities own new product features from idea to launch, working closely with users, stakeholders, and engineers write product requirements, manage backlogs, and demo new features coordinate with multiple teams to facilitate cross-functional product initiatives qualifications 3+ years of analyst and or product management experience excellent written and verbal communication skills working knowledge of sql to find the answers you need thrive on providing clarity to ambiguous problems working understanding of the institutional trading lifecycle or at least a passion for financial markets 

 "
2," 

 job description:  job code -bts 4 business analyst the business analyst interprets results using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently. designs, develops, implements and maintains business solutions. works with main clients and project and business leaders to identify analytical requirements. provides tutorship to junior analysts. requires at least 4 years of experience in the field or in a related area. familiar with a variety of the field s concepts, practices, and procedures. relies on extensive experience and judgment to plan and accomplish goals. performs a variety of tasks. may lead and direct the work of others. a wide degree of creativity and latitude is expected (3 full time contractor support units) please email us your resume along with the job code to: career@ekuber.com 

 "
3," 

 job description:  description: summary analyzes complex business problems and issues using data from internal and external sources to provide insight to decision-makers. identifies and interprets trends and patterns in datasets to locate influences. constructs forecasts, recommendations, and strategic tactical plans based on business data and market knowledge. creates specifications for reports and analysis based on business needs and required or available data elements. collaborates with clients to modify or tailor existing analyses or reports to meet their specific needs. may participate in management reviews, including presenting and interpreting analysis results, summarizing conclusions and recommending a course of action. this is a general role in which employees work with multiple types of business data. may be internal operations-focused or external client-focused. required education: associate s degree or equivalent combination of education and experience required experience knowledge, skills &amp; abilities: 3-5 years of business analysis 4+ years of managed care experience demonstrates familiarity with medicaid or government healthcare preferred education: bachelor s degree or equivalent combination of education and experience preferred experience: 1-3 years of formal training in business analysis and or systems analysis 

 "
4," 

 job description:  job code: lc:000-002-011-ii department: professional services minimum experience: 6 years job type: full-time hybrid remote job location: washington dc status: citizen or green card holder (position requires clearance) assurety consulting has a great opportunity for a sr data analyst position. the sr. data analyst must have minimum of 6+ years of professional experience analyzing data needs, business needs, performing data analysis and performing etl against a multitude of data sources and platforms, business analytics, proposing business solutions, and generating reports. must have 5+ years business and technical analysis experience in a client-facing role with the ability to use powerpoint, excel, and other graphical tools such as qlik, powerbi, tableau or microstrategy to report to upper management the results of the analysis. must understand relational databases; past database development and data analysis experience is needed. must have prior customer support experience to be able to work with customers and explain the reports and decisions and trends to them. must have experience in sas, teradata, and oracle etl processes and reporting. understanding supply chain management communication and business transactions is a big plus. must be able to solve problems and help modelers with the right type of cleaned data. must be able to work with excel and create graphics and reports that meet the needs of a vp. must have served as a data analyst in 3-5 projects in the past as a team member and in a lead capacity on at least one project. must have a bachelor s degree in computer science or information systems or science-related field or related experience, a master s degree in the related field is a plus. assurety consulting genuinely cares about their employees. we bring together the best people and the best careers. our family of talented and focused professionals enjoy assurety consulting generous pto and holidays, great benefits, and great pay. all employees of assurety share one job description which is to keep its customers and help grow the company. general function: improve results for the senior management on the mission by supporting risk, fraud, marketing, address profiles, products, services, and functionality in terms of data analytics. overcome storage, performance, and large data set challenges by performing etl processes to lead statistical analysis of the data and to create more value from data by adding different data sets and sources. improve use case implementation and reporting through data modeling and design. ability to grasp, document, and articulate revenue assurance and fraud analysis pertaining to customers. additionally, possess the skills to create reports for both directors and field personnel, which hold potential for legal action against criminals. proficiency in sas, oracle, teradata, excel, and database analytics is a prerequisite. capability to write intricate sql queries for report generation. the aptitude to craft visually captivating presentations using elements such as (graphics, graphs, clipart, ms visio diagrams, and ms powerpoint). successfully engages in multiple initiatives simultaneously. collaborates autonomously with users to formulate concepts while operating under the guidance of project managers. act as the intermediary linking the customer community (both internal and external customers) with the software development team, facilitating the seamless flow of requirements. formulates requirement specifications in accordance with established templates, employing natural language as and when required. collaborates with developers and subject matter experts to establish the data sources, and the technical vision and analyze tradeoffs between usability and performance needs. be the liaison between the business units, technology teams, and support teams. assigned responsibilities will encompass assisting in the qa process and contributing to the development of training materials. applicants should either hold u.s. citizenship or possess the authorization to work full-time in the united states for any employer. should be capable of obtaining a public trust clearance from the us government. strong proficiency in verbal, written, and interpersonal communication skills is a prerequisite for this role. qualifications: must have strong written and verbal communication skills. bachelors is a requirement for the position. must be proficient and at an advanced level with etl data processing. must have strong skills with excel, sas, sql queries, functions, procedures, and views. big data experience is a huge plus. prior experience working with teradata or other data warehouse databases is a plus. complete ad hoc report requests from business stakeholders leveraging necessary business intelligence (bl) tools. must understand data modeling data entities and data communication and processing. good interpersonal skills are also required. knowledge of internet technologies and web applications is useful including jason, xml and web services. why you should join our team: < h6> collaborative &amp; inclusive culture: our colleagues work in small, self-organized and cross-functional teams that determine the best tactics to support the vision and strategy set by leadership. we encourage and welcome all ideas, taking an agile approach to creating an amazing product design thinking for innovation: with focus on our colleague s growth within assurety we have developed a learning management system (lms) that trains all colleagues on design thinking for innovation, security, bi &amp; analytics, and the business they are about to support. more trainings are added every year. recognition &amp; awards: our colleagues are recognized for their innovative problem solving, goodwill, candor with respect and excellence. we also give out spot bonuses besides the yearly performance bonus. workplace: while our headquarters is in sterling, virginia, and our largest client in washington dc (on-site), our team lives across the globe. we partner with our team to help them achieve personal and professional alignment, helping our colleagues to define their own blend of work-life balance. office perks: colleagues that work out of one of our main offices enjoy beverages, snacks, lunches, and happy hour benefits. vacation &amp; holiday schedule: we believe this is a partnership and we trust our colleagues to build their own time-off schedule and encourage our teams to take time for their well-being while minimizing impacts to client s deliverables. growth opportunity: through hands-on learning and development, the opportunities are endless. focus on well-being: we pride ourselves on offering numerous benefit options to best fit the needs of our colleagues and their families, including domestic partners. benefits include medical (ppo &amp; hdhp-hsa), dental, vision, flexible spending account, commuter benefit, discount programs, life &amp; disability insurance, and accident insurance. we also offer a 401k program with company match and paid parental leave. live your passion: assurety encourages and promotes monetary and personnel involvement in the causes around the globe. we believe in our value of goodwill, and work to find new ways to give back to our communities and make a positive impact. we focus on initiatives in the following areas – technology, charity, volunteerism and honorary contributions. 

 "
5," 

 job description:   class=""jobsearch-jobdescriptiontext jobsearch-jobcomponent-description css-10og78z eu4oa1w0"">applicants must possess a current secret clearance to be considered. the contractor shall provide support services domestically within the department s eca ec d office performing a variety of duties to support the office. • duties and responsibilities for the junior program officer assists and guides potential and current evp sponsors through the designation and re-designation process to ensure regulatory compliance. coordinate and communicate with the office director, division chiefs, and program analysts to improve the uniformity and standardization of the evp sponsor designation and re-designation processes. assists with analyses and the drafting of reports for the purpose of improving overall evp administration and evp sponsor and sponsor applicant performance and compliance. performs a wide variety of records keeping, research, file and data management, and other programmatic and analytical duties. analyzes eca ec reporting system processes to ensure all appropriate data is tracked, retrieved, and processed in a timely fashion and recommend improvements. directly inputs technical data, including logging and maintaining evp sponsor applications, correspondence, and records, in the office s servicenow database. review information in the student and exchange visitor information system (sevis) and analyze data as requested by the office director, division chief, and program analysts. processes alternate responsible officer and responsible officer application requests to add sevis officials by ensuring all documentation is in order when program coordinator is unavailable. attaches the documents to the case file and uploads it to service now database. gathers information as well as composite material involving data and other types of material for briefings and reports. manages and drafts the initial management review report. prepare recurring data reports and recommend new data reports based on client needs to provide better data to program management. develops outreach and service plans to work more effectively with stakeholders and public. assists in developing program-specific and division-specific standard operating procedures for the office. ensures timely communications with staff and management to convey information, rules and requirements that directly affect or may affect them in performance of their duties; provides world-class customer service to the stakeholder community. provides outstanding customer service through providing current and prospective exchange visitors, the public, and other interested parties with accurate and timely responses to their inquiries in the jvisa mailbox. including managing and responding to inquiries within business hours. keeps the office director and division chief informed regarding sensitive issues or controversial emerging issues and offers recommendation to prevent or respond to developing problems. attends category specific meetings and industry conferences. takes notes for distribution at the industry conferences. program coordination planning assist the division chief and or program analysts with day-to-day operations. organizes and participates in sponsor meetings and outreach events. special projects assist the office director, division chief and or program analysts with special projects and with the development of new initiatives and program evaluation reports. • required experience background the contractor should have the following skills: proven written and verbal communication skills. proven timely and precise organizational skills. proven critical and creative thinking and analytical skills. proven ability to work independently. proven ability to multi-task in a high volume, fast-paced work environment. proven ability to perform effectively in a flexible, team-oriented environment. proven ability to build and maintain strong working relationships with colleagues. proven ability to work with microsoft office software in order to prepare a broad range of material. knowledge of eca s mission, policies, goals and objectives, and familiarity with eca s and the evp s interrelationships with other dos offices, and other united states government (usg) agencies knowledge of analytical methods in order to review and evaluate reports and other materials and analyze office operations and provide input on various evp initiatives. skill in written and oral communications to explain procedures and policies to a variety of personnel and provide timely, authoritative, diplomatic, and tactful responses to selected inquiries regarding evp-related issues. proven experience with data analysis and reports, which includes but is not limited to reviewing data and generating an assessment report, perform a statistical analysis, support a management initiative, or policy guidance based on your analysis of that data. proven experience with the examination of business documents, specifically examining and evaluating business related documents with the objective of determining their sufficiency to a previously identified goal. mandatory qualification(s): bachelor s degree or higher

 "
6," 

 job description:  about the organization now is a great time to join redhorse corporation. redhorse specializes in developing and implementing creative strategies and solutions with private, state, and federal customers in the areas of cultural and environmental resources services, climate and energy change, information technology, and intelligence services. we are hiring creative, motivated, and talented people with a passion for doing what s right, what s smart, and what works. the director of cape is a principal advisor to the secretary of defense and other senior officials of the department of defense. cape provides independent analysis and advice on cost estimation, cost analysis, and the planning and programming phases of the ppbes. the analytic innovation lab (ail) within cape is responsible for performing and supporting analyses of dod capabilities, weapons systems, force structures, and readiness and assessments of joint, mission, and theater-level military operations. this work requires a wide range of data and data analytic capabilities including traditional analysis using mathematics and statistics as well as data science, modeling and simulation, analytic “deep dives” on warfighting scenario issues, conducting wargames, and evaluating military operations across the spectrum of conflict. position description redhorse is building a cross functional team to provide data science expertise, capacity, and services to cape staff in support of their ppbe and cost assessment responsibilities, specifically: expertise on current and emerging data science methods. capacity for data research, collection, integration, analysis, verification, and visualization. expertise and capacity to develop, prototype, and verify new analytic capabilities in support of data analytics and visualization. develop, facilitate, and sustain cape analysts exploitation of dod s authoritative data sources, platforms, and tools, e.g., advana. support other cape study efforts as directed. minimum basic requirements for skills, experience, education and credentials include: bachelor s degree and five (5) years of demonstrated experience designing and executing data analytics, including requirements gathering, tool and method selection, and dataset identification for recurring and novel analytic questions. in addition, the candidate must possess: demonstrated experience delivering data analytics products leveraging at least two (2) of the the following technical specialties: statistics, mathematics, machine learning, data engineering, or visualization. a pro-active approach to problem solving and assigned tasks, a willingness, and ability to learn and apply new methods as required by each analytic task. - experience training or mentoring lesser skilled data scientists. security requirements: minimum secret with eligibility for top secret highly preferred: bachelor s and or master s degree in mathematics, operations research, computer science, or data science-focused discipline. (highly preferred) two (2) or more years of demonstrated experience delivering dod operational, cost, and or force analyses. (highly preferred) two (2) or more years of experience operating within government organizations.(highly preferred) equal opportunity employer veterans disabled accommodations: if you are a qualified individual with a disability or a disabled veteran, you may request a reasonable accommodation if you are unable or limited in your ability to access job openings or apply for a job on this site as a result of your disability. you can request reasonable accommodations by contacting talent acquisition at talent_acquisition@redhorsecorp.com redhorse corporation shall, in its discretion, modify or adjust the position to meet redhorse s changing needs. this job description is not a contract and may be adjusted as deemed appropriate in redhorse s sole discretion. 

 "
7," 

 job description:  stand together is a dynamic and mission-driven organization committed to driving positive social change and empowering individuals to overcome barriers. join our team and be part of a collaborative community that values innovation, personal responsibility, and the power of bottom-up solutions. together, we will create a society that fosters opportunity, dignity, and well-being for all. are you an analytical thinker eager to make a difference with your skills? do you thrive playing a consultative role discussing with leaders across multiple teams on how data and measurement can drive greater visibility and results? if so, this may be the job for you! as a senior analyst, you ll join a team that provides data-driven community operations insights across the stand together community. in addition, you will work closely with internal customers to build custom dashboards and leverage visualization tools. our mission-driven community focuses on a multi-pronged, bottom-up approach to societal change, and we re building a movement around helping people realize their unique potential. this past year alone, we ve made tremendous strides in criminal justice reform, community-based support for addiction, abuse, and poverty, and more! we re on the cusp of one of our most impactful years ever, and you can help us expand our reach! your responsibilities include partner with leaders stakeholders across the organization to develop and improve data tools that drive informed decision making and operational efficiencies understand business needs, provide actionable recommendations, and communicate them effectively to business stakeholders build, develop, and maintain highly collaborative working relationships across teams to understand analytics operational needs, available data, and growth opportunities for the business succinctly communicate business insights to high-level decision makers throughout the organization ensure business data is accurate, complete, and reliable to support relationship revenue management and optimize team performance proactively communicate project status, issues, and risks to stakeholders and internal sponsors knowledge and skills you bring to the organization analytical problem-solving skills; able to analyze available information, use relevant data to identify trends, offer practical and effective solutions to simple and complex problems a proven record of driving complex and cross-functional projects to their completion strong written and verbal communication skills, with both technical and non-technical teams motivated, agile, with strong time management, project management, and analytical skills ability to work independently in a dynamic environment 2-4+ years of related analytical data visualization experience (preferably with powerbi, tableau) or a basic understanding of the concepts prior exposure to working with a crm, (preferably with salesforce) what we offer a meaningful career where your work will improve the lives of millions of americans – especially the least fortunate a vision-driven community of over 1,000 employees across the country who are dedicated to improving the lives of others competitive salaries and bonuses. our salary and bonus strategies are aligned to the value you create, not a standardized bell curve generous 401k match - 6% match with immediate vesting competitive health and wellness benefits our flexible time-off policy allows all employees to take leave as needed a purchasing credit card to use for business expenses mileage reimbursement for business travel separate from your commute commuter assistance plans to offset the cost of commuting into our headquarters (on-site parking or metro) opportunities for professional development and mentorship that can strengthen your effectiveness through principle based management and other industry specific programs stand together helps social entrepreneurs supercharge their efforts to help people improve their lives. we connect them with passionate partners and the resources necessary to make a greater difference. through our philanthropic community, we tackle some of the nation s biggest challenges so that every person has the opportunity to realize their extraordinary potential. stand together partners with people from diverse perspectives and backgrounds—including people in education, business, community non-profits, and public policy—to accomplish more together than any of us could on our own. our values working at stand together is different from many other organizations. we have a relentless commitment to a culture based on a business philosophy called principle based management® (pbm®). informed by the principles that allow a free and open society to flourish, pbm® prepares individuals to innovate, improve, and transform while fostering a healthy, growing organization that creates long-term value for its clients and supporters and fulfillment for its employees. we believe that diversity in experiences, perspectives, knowledge and ideas fuels creativity, broadens knowledge, and helps drive success. that s why we re proud to be an equal opportunity employer and strive to treat all employees and applicants with honesty, dignity, respect and sensitivity. we welcome all qualified applicants regardless of color, race, religion, religious creed, sex, gender or gender identity, gender expression, sexual orientation, national origin, citizenship, ethnicity, ancestry, age, physical disability, mental disability, medical condition, pregnancy (including medical needs which may arise from pregnancy, childbirth, or related medical conditions), military and veteran status, genetic information, marital or familial status, political affiliation, or any other legally recognized protected basis under federal, state or local laws, regulations or ordinances. 

 "
8," 

 job description:  work is anticipated to be remote, some travel to ncfb. this position is short-term (5 months) with the possibility to support follow-on awards that could extend this position for up to 5 years. a successful candidate must be a u.s. citizen or green card holder. we are a small, dynamic company where everyone wears multiple hats. 

 "
9," 

 job description:  description: founded in 2007, initiate government solutions (igs) a woman owned small business. we are a fully remote it services provider that delivers innovative enterprise it and health services solutions across the federal sector. our focus is on data analytics, health informatics, cloud migration, and the modernization of federal information systems. igs uses iso 9001:2015, 20000-1:2018, 27001:2013, 28001:2007, cmmi svc3, cmmi dev3 best practices, and pmbok® methods to provide clients with a strategy to build solid foundations to grow capabilities and revenue. our range of it services and delivery methodologies are tailored to our customers unique needs to achieve maximum value. igs is currently recruiting for a senior data analyst to support the department of veterans affairs. assignment of work and travel: this is a remote access assignment. candidates will work remotely daily and will remotely access igs systems and therein use approved igs provided communications systems. travel is not required; however, the candidate may be required to attend onsite client meetings in rosslyn, va as requested. overview: in support of optimizing veteran experience, va wants to ensure that every interaction is predictable, consistent, and easy. specifically, va is seeking a partner to help with consolidating data, tracking omnichannel interactions, and capturing feedback to understand each veteran s unique story – to empower employees to offer veterans a world-class customer experience. in support of this objective, this project supports the development of a department-wide enterprise measurement strategy and the underlying functions to implement it, including capability lifecycle management, configuration, enhancement, data management and o&amp;m. this role will be responsible for developing surveys, collecting data, and performing statistical analysis and model development using market-leading tools &amp; techniques (e.g., machine learning and natural language processing) in support of the stated client objective. this role will additionally be responsible for interfacing with gs-14, 15, and ses level clients to provide functional support throughout the project s duration. any interested candidate must be detail oriented, organized, excel at time management, and be able to work independently with little oversight or instruction. responsibilities and duties (included but not limited to): configure all elements of the client s data collection statistical model, including the design of survey instruments, content, interview protocols, and strategies to handle incomplete data. apply machine learning including natural language processing techniques and statistical methods to normalize data from non-standardized datasets and develop models. develop automated scripts to easily manage and translate large data sets into actionable insights for informed client decision-making – and maintain developed models. augment data analytic product capabilities by studying information needs specific to the client; conferring with users; and following a hybrid agile software development lifecycle. requirements: 2+ years of prior experience with data analytics with at least 2+ years of experience in an it environment 1+ years of prior consulting experience 1+ years of prior work experience in or with the federal government experience in probability and statistical method including but not limited to survey design, sample selection, and implementation. 3-5 years experience in sparql sql 3 years minimum in python 3 years minimum in data warehousing azure cloud basics github basics ability to quickly adapt and excel in a fast-paced environment. experience working with microsoft word, powerpoint, excel, and visio must hold a minimum of a bachelor s degree must be a us citizen with ability and willingness to acquire a u.s. public trust preferred qualifications and core competencies: experience with lighthouse api integration, medallia etls, programmatic integrations to other va systems experience in familiar with jira 3+ years of prior experience with data analytics 1+ years of prior experience in healthcare strong organizational and management skills experience working with microsoft teams and sharepoint strong written and verbal communication skills to support business writing, reporting, and professional correspondence. successful igs employees embody the following core values: integrity, honesty, and ethics: we conduct our business with the highest level of ethics. doing things like being accountable for mistakes, accepting helpful criticism, and following through on commitments to ourselves, each other, and our customers. empathy, emotional intelligence : how we interact with others including peers, colleagues, stakeholders, and customers matters. we take collective responsibility to create an environment where colleagues and customers feel valued, included, and respected. we work within a diverse, integrated, and collaborative team to drive towards accomplishing the larger mission. we conscientiously and meticulously learn about our customers and end-users business drivers and challenges to ensure solutions meet not only technical needs but also support their mission. strong work ethic (reliability, dedication, productivity): we are driven by a strong, self-motivated, and results-driven work ethic. we are reliable, accountable, proactive, and tenacious and will do what it takes to get the job done. life-long learner (curious, perspective, goal orientated): we challenge ourselves to continually learn and improve ourselves. we strive to be an expert in our field, continuously honing our craft, and finding solutions where others see problems. initiate government solutions, llc (igs) strongly recommends covid vaccinations. proof of vaccine will be requested but not mandatory for consideration. compensation: there are a host of factors that can influence final salary, including, but not limited to, geographic location, federal government contract labor categories and contract wage rates, relevant prior work experience, specific skills and competencies, education, and certifications. initiate government solutions offers competitive compensation and a robust benefits package, including comprehensive medical, dental, and vision care, matching 401k and profit sharing, paid time off, training time for personal development, flexible spending accounts, employer-paid life insurance, employer-paid short and long term disability coverage, an education assistance program with potential merit increases for obtaining a work-related certification, employee recognition, and referral programs, spot bonuses, and other benefits that help provide financial protection for the employee and their family. initiate government solutions participates in the electronic employment verification program. initiate government solutions is an equal opportunity employer. our company policy is to provide equal opportunity in all areas of employment practice without regard to race, color, religion, sex, sexual orientation, national origin, age, marital status, veteran status, citizenship, or disability. 

 "
10," 

 job description:   class=""jobsearch-jobdescriptiontext jobsearch-jobcomponent-description css-10og78z eu4oa1w0"">anira inc. is a steadily growing company since its inception in 2003. it has bagged the opportunities to work with different companies and state government agencies, providing consulting and custom programming services. it is determined, committed to run its business professionally, ethically and more efficiently. we are constantly looking for highly qualified and motivated people. we offer full time benefits program as well as term employment independent consultant program. we offer a comprehensive benefits package which includes competitive salaries, 401k, bonuses, excellent medical and dental benefits. we offer referral packages to our employees and well wishers, when they refer a new candidate who is not already in our database. the referral fee may range from $1000 to $5000 dollars depending upon the skills and experience of the prospective employee. sr. business analyst (ashburn, va)) < h5> desired profile: develop functional specifications and system design specifications in areas of order management, supply chain and product development. assess client needs utilizing structured requirements process to prioritize immediate business needs and test effective plans. lead testing efforts; develop comprehensive end to end test cases. ensure issues are timely identified, tracked, reported and resolved. understand application programming, database and system design. identify business trends and key performance indicators and create reports for senior management. help design, document and maintain system processes, define reporting requirements. requires knowledge of erp tools such as oracle order management (metasolv), oracle financials, salesforce, arbor bp, ecrm, reporting tools: obiee, tableau and project management tools: rally, jira, release feature planning tools. requires bachelors degree in computer, management information systems, or engg. and 5 yrs. of relevant experience. or in lieu masters degree in the same with 1 yr. experience (or foreign equivalent). relocation to other work sites. mail resume to anira solutions 44365 premier plaza, ste. 100, ashburn, va 20147. mail your resume to anira@anirasolutions.net 

 "
