numb_description,job_description
1,"job description:   class=""jobsearch-jobdescriptiontext jobsearch-jobcomponent-description css-kqe8pq eu4oa1w0"">we are a service disabled veteran owned small business (sdvosb), headquartered in the baltimore–washington corridor, established to provide unique and exceptional services to our clients in the government and national defense sectors. spyros specializes in providing highly qualified professionals experienced in computer network operations, signals intelligence, technical training and certifications, network administration and security, and program management to fit the specific needs of our clients. we maintain a vast array of capabilities at the nexus of the digital domain and in the intelligence community, meeting the demand for highly specialized skills to solve the most difficult problems. as a small company, spyros is agile and focused. we provide our clients flexibility and the individual attention necessary to meet rapidly changing requirements and rising challenges. as the digital world and cyberspace domain continue to gain increasing importance in the intelligence community, spyros will continue to leverage the technical expertise of our highly skilled personnel and enable our clients to devise and implement innovative solutions to their emerging challenges. all potential candidates must possess a successful full scope polygraph and top secret clearance with sci eligibility. duties: analyzes user s requirements, concept of operations documents, and high-level system architectures to develop system requirements specifications analyzes system requirements and leads design and development activities guides users in formulating requirements, advises alternative approaches, and conducts feasibility studies provides technical leadership for the integration of requirements, design, and technology incorporates new plans, designs and systems into ongoing operations guides system development and implementation planning through assessment or preparation of system engineering management plans and system integration and test plans interacts with the government regarding systems engineering technical considerations and for associated problems, issues or conflicts ultimate responsibility for the technical integrity of work performed and deliverables associated with the systems engineering area of responsibility communicates with other program personnel, government overseers, and senior executives location: annapolis junction, md qualifications: possess current full scope polygraph and top secret clearance with sci eligibility level 2 requires 14 years of experience and level 3 requires 20 years of experience as a se in programs and contracts of similar scope, type and complexity is required. demonstrated experience in planning and leading systems engineering efforts is required. bachelor s degree in system engineering, computer science, information systems, engineering science, engineering management, or related discipline from an accredited college or university is required. five (5) years of additional se experience may be substituted for a bachelor s degree. experience in scripting bash or python and kubernetes 

 "
2," 

 job description:  hi, please let me know your interest in the below position. role: gis analyst programmer location: washington, dc duration: 12 months contract pay rate: $45 hr on c2c job id: octo - gis analyst programmer (junior) - 733797 client: dc govt, agency: octo interview process: in person and or video interview (4 days on site is required)( must be local to dc,va,md) description: the gis team within the octo s enterprise data team maintains data for foundational datasets including the master address repository (mar) and vector property maps (vpm). resource will assist in managing these data sets under supervision of sr staff. complete description: the dc office of the chief technology officer s enterprise data division is looking for a gis technician to assist with the creation, update, and maintenance of foundational datasets within the dc gis program. this includes vector property map and master address repository datasets. vector property map (vpm) data which represents citywide property boundaries for numerous geographies in the district. property is a critical data layer and is an important source of information for city planners, community development needs, infrastructure maintenance, land research, business development, public safety operations and more. the master address repository (mar) is the district s authoritative addressing dataset and includes dc addresses, intersections, block and significant place names. it enables all dc government to verify addresses for business purposes and provides value-add information associated with addressable features and is used in critical enterprise applications and business processes across the city such as e911, business licenses, permitting, and voter rolls. required skills candidate should have strong hands-on experience in gis technologies related to data production experience with esri gis tools including arcgis desktop, arcgis pro and arcgis online candidate should have experience in producing high quality data products complete with metadata candidate should have experience with quality assurance quality control (qa qc) of data products working knowledge of gis techniques including map production, geometry (point line polygon) editing (cogo), geocoding, particularly using addressing and property cadastral data experience with sql database queries and geospatial relationship queries experience with creating effective and aesthetically sound cartographic outputs experience with data management and metadata experience working with enterprise and file geodatabases ability to achieve results under limited direction ability to complete project tasks individually or as part of a larger team responsibilities: analyzes, designs, develops, implements, and supports enterprise complex projects. interfaces with other offices; consults with and inform user departments on system requirements; and resolves problems and operating difficulties for the current and future enhancements to district s system. participates in problem resolution related to system design and implementation review. recommends approval of functional and technical design documents and implementation of systems, program enhancements and updates of applications. analyzes and evaluates system changes to determine feasibility, alternative solutions, and back-up procedures. works on the development of new systems, as well as upgrades and enhancements to existing systems; and ensures systems are in compliance with approved standards. develops complex programs and reports in database query language. required skills 3 years of experience in gis technologies related to data production 3 years of experience with esri gis tools including arcgis desktop, arcgis pro and arcgis online 3 years of experience in producing high quality data products complete with metadata 3 years of experience with quality assurance quality control (qa qc) of data products 3 years of experience with gis techniques incl. map prod., geometry (point line polygon) editing (cogo), geocoding, (addressing &amp; property cadastral data) 3 years of experience with sql database queries and geospatial relationship queries 3 years of experience with creating effective and aesthetically sound cartographic outputs 3 years of experience with data management and metadata 3 years of experience with enterprise and file geodatabases --regards kanchan illa csznet, inc. direct:  email : kanchan.illa@csznet.com job type: contract pay: up to $45 per hour expected hours: 40 per week experience level: 5 years schedule: 8 hour shift monday to friday application question(s): 100% onsite in washington, dc, do you agree? education: bachelor s (required) experience: gis technologies: 5 years (required) esri gis tools: 3 years (required) arcgis desktop, arcgis pro and arcgis online: 3 years (required) data production, data management and metadata: 3 years (required) location: washington, dc 20003 (required) work location: in person 

 "
3," 

 job description:  software developer highpoint professionals focus on helping government agencies and companies implement their most critically strategic initiatives. the role of software developer contributes to highpoint by contributes to highpoint by designing, developing, deploying, and maintaining software platforms and applications. knowledge and skills requirements: resolves problems with software. responds to suggestions for improvements and enhancements. end-to-end development of business processes using blue prism or similar rpa software with ability to develop on windows, mainframe, web-based browsers, etc. automation platform components, development tools, and systems integrations, to meet business requirements for security, scalability, and performance providing technical direction on design considerations writing api s for integration analyzing solution performance, utilization and trends to identify areas for improvement python programming web application development ms sql job responsibilities: experience in complex, highly integrated, and high availability technology environments. experience with development of multi-tier web-based applications, portals, content management systems and web services integration. ability to collaborate and communicate with team as required. ability to problem solve and have a detailed understanding of coding. experience developing secure software systems based upon industry specifications. education and years of experience requirements: bachelor s degree in computer science or it preferred. two (2) years relevant experience must possess a current top secret security clearance shall be subject to counterintelligence (ci) focused polygraph examinations based upon where they are assigned in the fbi under their contracts (required for imd) and whether they will be processed for a category of sci access. about highpoint: highpoint is a growth-oriented firm that provides a unique, differentiated employee culture relative to our federal market peers. we leverage this growth-oriented and employee-focused culture to attract and retain a higher grade of talent than our peers to be an employer of choice. highpoint helps government agencies elevate the citizen experience (cx) by improving the touchpoints through which citizens interact with government. we were founded in 2006 by ben lanius with the spirit of transforming how agencies connect with and empower citizens to deliver on mission-critical objectives. at highpoint, our focus is on delivering results that matter. we support and modernize our federal customer s mission critical systems and functions. agility is at our core: it is the mantra that drives us to succeed. we work quickly, analytically and deliver on agency priorities. highpoint is privately held with 250 plus passionate employees across offices and locations in indianapolis, indiana; and herndon, virginia. highpoint digital, inc. is an equal opportunity employer. we do not discriminate on the basis of race, color, gender, sexual orientation, age, religion, national or ethnic origin, disability or veteran status. highpoint digital, inc. will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. however, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with highpoint s legal duty to furnish information. 

 "
4," 

 job description:  responsibilities: perform analysis, design, code and testing for a peoplesoft hcm 9.2 system design technical solutions that meet business requirements and stay in line with application architecture develop peoplesoft technical solutions using peopletools application designer, application engine, peoplecode, page and field configurator provide production support to include troubleshoot, fix, and maintenance activities create technical design specifications and other project required documentation create reports and queries using sql, peoplesoft query, xml publisher and sqr interact with users and subject matter experts for requirements, design, and user test collaborate with users, analysts, and other developers to resolve complex defects and issues interact in a collaborative fashion with the development team to ensure delivery of quality software products required knowledge and experience: bachelor degree in computer science, management information systems, information systems, or related field 6+ years development experience with a peoplesoft system 4+ years working with the following peoplesoft modules: core hr, base benefits, payroll for north america, time and labor, absence management 2+ years developing peoplesoft fluid ui pages experience working with agile software delivery methodologies and jira software strong programming skills and techniques and a good understanding of relational databases experience developing on an oracle database platform strongly preferred relevant experience clearly documenting defect information to include analysis, steps to reproduce, and technical fixes required qualities skills: excellent analytical, written and verbal communications skills ability to understand and communicate technical issues related to defects and enhancements detail oriented ability to work independently and collaboratively as needed to achieve results demonstrated track record of analytical and critical thinking skills organized, motivated and demonstrate the ability to work under minimal supervision to achieve desired objectives ability to define problems, collect data, establish facts, draw valid conclusions and provide solutions ability to interpret a variety of technical information 

 "
5," 

 job description:  company overview : (https: www.dedrone.com )dedrone (https: www.dedrone.com ) is the world s most trusted smart airspace security company. hundreds of commercial, government and military customers around the world rely on dedrone s comprehensive, command and control (c2) solution to protect against the persistent and escalating threat from drones while enabling “good” drones to fly. by leveraging ai ml, dedrone is the only solution that provides continuous, autonomous interrogation and verification of drones that enables both multi-sensor and multi-mitigation options onto a single fused ""pane-of-glass"". whether on-premise air-gapped or in the cloud, dedrone customers can easily detect, track, identify, analyze, and mitigate drone threats. you will… collaborate with other developers to ensure optimized resource management &amp; performance work with cross-functional teams of tracking and fusion engineers, ml engineers and and data scientists interface with deep learning models to integrate ai into the tools experiences you are building integrate imaging sensors and real-time image processing algorithms on different types of processors. you have… degree in computer science, mathematics, physics, electrical engineering, or a related field. complete command of the c++ programming language and object-oriented design methods expertise. familiarity with software development, configuration management, and defect tracking tools is assumed. experience with webrtc and gstreamer is preferred at dedrone, we believe that great ideas come from anywhere. we support a collaborative environment and value open participation from individuals with different ideas, experiences, and perspectives. we believe having a diverse team makes dedrone a more interesting and innovative place to work, and we strive to make dedrone a welcoming and inclusive place for all. 

 "
6," 

 job description:  about the organization now is a great time to join redhorse corporation. redhorse specializes in developing and implementing creative strategies and solutions with private, state, and federal customers in the areas of cultural and environmental resources services, climate and energy change, information technology, and intelligence services. we are hiring creative, motivated, and talented people with a passion for doing what s right, what s smart, and what works. position description are you looking to sharpen your professional skills while driving solutions for complex and evolving national security problems with a respected government customer? as a software applications with the redhorse cyber analytics division, you ll design and implement software that supports critical national security technology solutions. through collaboration with redhorse colleagues and across multiple customer teams, you will translate detailed design and refine software to meet specialized customer requirements. responsibilities: the software engineer will design and develop software and integrate applications per technical specifications. you will use agile methodologies to develop new and update existing software applications within complex environments. coordination with government program managers (pm), engineers, other contractors, and vendors is necessary to meet functional, security, legal, and operational and maintain critical operations. you will track, manage, and fix bugs and implement enhancements to maintain quality products. you will also document software configurations and change requests. excellent communications and team skills are required. basic requirements for skills, experience, education and credentials bachelor s degree in computer science or engineering. additional work experience in lieu of a degree will be considered. 5+ years of technical experience as a software developer or systems engineer experience with software development from inception to deployment and operational support an understanding of fisma security requirements and secure coding practices. experience translating technical requirements and design documentation into application code and modules. application of multiple programming languages, including c#, c++, java, android, microsoft visual studio, and android studio. active ts clearance is required. equal opportunity employer veterans disabled accommodations: if you are a qualified individual with a disability or a disabled veteran, you may request a reasonable accommodation if you are unable or limited in your ability to access job openings or apply for a job on this site as a result of your disability. you can request reasonable accommodations by contacting talent acquisition at talent_acquisition@redhorsecorp.com redhorse corporation shall, in its discretion, modify or adjust the position to meet redhorse s changing needs. this job description is not a contract and may be adjusted as deemed appropriate in redhorse s sole discretion. 

 "
7," 

 job description:  overview: security verification test (svt) swe woodcons.com the selected individual will perform software development activities as a member of an agile development team focused on preparation and execution of verification tests of our software releases. development includes the full range of turning agile stories into implementable concepts, through development, testing and deployment of the new capabilities in this large, complex system. following the behavior driven development ﴾bdd﴿ pattern, our developers are responsible for implementing robust testing leveraging devops automation and, where appropriate, use of test automation commercial tools. developers will have the opportunity to focus on developing customer domain specific language code and there are a range of opportunities for java, embedded c++, scripting languages, object‐oriented modeling tools, low‐level programming, serialization deserialization, and dependency injection. security clearance requirements: this position requires candidates to be u.s. citizens and possess a ts sci security clearance with an appropriate polygraph. responsibilities: the svt software engineer will be responsible for software development activities both individually and as a member of an agile team. she he will actively participate in program increment planning and related team activities, and will analyze and study complex system requirements, use design software tools, provide support using formal specifications, data flow diagrams, and other accepted design techniques with the use of computer aided software engineering (case) tools, and will use sound software engineering principles to ensure that developed code is modifiable, efficient, reliable, understandable, fault tolerant, and reusable. the individual will provide software process management and control throughout the coding portion of the software development process. additionally, the individual will promote code reuse and cross‐program collaboration while reducing maintenance costs by creating common functions and shared actions for developers and testers. the individual will engineer, author, tune and document automation scripts in a development environment and deploy to the test production bench. qualifications: basic qualifications must have demonstrated experience with java. experience or familiarity with multiple the following: java jee, python, c c++, sql, soap, wsdl, wadl, perl, powershell, vbs, eclipse, postgres, oracle, jenkins. experience with web application user interface development, knowledge of databases and structures, and or experience working with json, html, xml, xslt. experience with technologies underlying cryptographic systems (symmetric and asymmetric cryptography, asn.1 encoding, xml canonicalization, digital signatures). experience developing on windows, and or linux operating systems. must have documented professional experience with web services. must have a strong understanding of sound software development principles and practices. must be able to plan and prioritize personal tasking and be able to communicate effectively verbally and in writing. must be an independent thinker, capable of performing high quality work, both independently and with a team in a fast‐moving environment. preferred qualifications bachelor s degree in computer science or a related discipline and at least 8 years of relevant experience. experience with high level requirements management including requirements decomposition, secure systems engineering and development, trade‐off analysis, interface control, and testing and continuous integration. experience in software development on agile teams using agile developer practices such as pair programming, tdd, refactoring, and atdd. developing integrating with custom defined domain specific languages (dsl). implementing structures in a scripting language that can be interpreted by a dsl. experience with object software modeling tools. experience with developing real‐time embedded software. experience with the following: jee (ejb, jpa, jta, jax‐b, jax‐rs, jax‐ws), sql, application servers (tomcat, weblogic, jboss), scripting. experience with fitnesse, mockito, cucumber, unified functional tester (uft), selenium. experience with behavior driven development (bdd). secure software development (i.e., layer 7 policy). experience with the scaled agile framework (safe) methodology, safe agilest certification, or experience as a member of an agile team. additional experience in j2ee, python, c c++, sql, soap, wsdl, postgres, oracle, mongo, powershell a plus. wood is an equal opportunity employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability. 

 "
8," 

 job description:  who we are arcadia is the technology company empowering energy innovators and consumers to fight the climate crisis. our software and apis are revolutionizing an industry held back by outdated systems and institutions by creating unprecedented access to the data and clean energy needed to make a decarbonized energy grid possible. in 2014, arcadia set out on its mission to break the fossil fuel monopoly and since then we have been knocking down the institutional barriers to unlock decarbonization. to date, we have connected hundreds of thousands of consumers and small businesses with high-quality clean energy options. fast forward to today, and now, we re thinking even bigger. we have launched arc, an industry-defining saas platform that empowers developers and energy innovators to deliver their own custom, personalized energy experiences, accelerating the transformation of the industry from an analog energy system into a digitized information network. tackling one of the world s biggest challenges requires out-of-the-box thinking &amp; diverse perspectives. we re building a team of individuals from different backgrounds, industries, &amp; educational experiences. if you share our passion for ushering in the era of the clean electron, we look forward to learning what you would uniquely bring to arcadia! what we re looking for: we are seeking a staff engineer to join our team responsible for the critical infrastructure which forms the foundation that our utility data platform runs on. this team is at the heart of the company, ensuring a healthy network of utility providers, constantly up-leveling the quality of our data delivery channels, and maintaining a variety of crucial microservices. the ideal candidate is cognizant of the benefits and pitfalls of a microservice architecture and demonstrates strong written and verbal communication skills. this person is low-ego and collaborative, and is driven to urgently make a difference in the climate crisis by expanding access to historically quarantined utility data which companies around the world are now using to lower emissions, decrease energy consumption, and create innovative solutions to real-world problems. half of this team is located in india, which means the team has daily meetings at 9am eastern standard time. our engineering values are deeply ingrained in our culture- you can read more about them here. arcadia is open to fully remote candidates and employees have access to co-working spaces. 6#li-remote < h6> what you ll do: serve on the implementation team responsible for maintaining our utility provider network and data delivery platform work with a global, fully-remote team of engineers to create a high-performance system that delivers utility data from thousands of utility providers around the world partner with data engineering, product, sales, and other engineering teams to lay the foundation for our utility data delivery solutions architect and code solutions around developing, testing, optimizing, and scaling java-based microservices frequently deploy new functionality to production with a streamlined ci cd pipeline collaborate with the data engineering team to develop and maintain dbt (data build tool) models, including adding new models, updating existing ones, and ensuring timely delivery of high-quality data pipelines. collaborate with other engineers, give thoughtful code review, and mentor less experienced engineers identify and advocate for opportunities and improvements within the squad and the engineering team at-large what will help you succeed: 5+ years of experience in a senior software engineering role, supporting high-availability, large-scale applications strong communication skills and the ability to translate complex technical concepts into clear, actionable information for product managers, data analysts, and other engineers in a globally distributed setting experience mentoring and coaching engineers across experience levels with a demonstrated ability to provide constructive, empathetic feedback in code and design reviews ability to architect, scope, prioritize, estimate, and deliver on projects while managing the balance between shipping code quickly and shipping high quality code experience with the following technologies: java spring boot python mysql (or similar relational database) docker &amp; kubernetes aws (lambda, ecs, sqs, s3, cloudformation, etc.) snowflake dbt (data build tool) benefits: ""remote first"" culture - work anywhere in the us as long as you have a reliable internet connection flexible pto - no accrued hours and no limit on the number of vacation days exempt employees can take each year 17 annual company-wide holidays including a week long ""summer break"" 10 days sick leave up to 4 weeks bereavement leave 2 volunteer days off 2 professional development days off 12 weeks paid parental leave for all parents 80-95% employer cost coverage for medical, dental, and vision benefits for employees and dependents a supportive engineering culture that values diversity, empathy, teamwork, trust, and efficiency eliminating carbon footprints, eliminating carbon copies. here at arcadia, we cultivate diversity, celebrate individuality, and believe unique perspectives are key to our collective success in creating a clean energy future. arcadia is committed to equal employment opportunities regardless of race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, disability, genetic information, protected veteran status, or any status protected by applicable federal, state, or local law. we are proud to offer visa sponsorship opportunities for qualified candidates interested in joining our team we will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. please contact us to request accommodation. target annual compensation range for this role will be $180,000 to $220,000. there will also be a competitive benefits and equity (bonus if applicable) component to the package. the exact compensation at which this job is filled will be determined by the skills, experience, and location of the qualified candidate. thank you 

 "
9," 

 job description:  principal cloud automation engineer (aws) level 6 job description: argo cyber systems is supporting a u.s. government customer on a large mission-critical development and sustainment program to design, build, deliver, and operate a network operations environment including introducing new cyber capabilities to address emerging threats. argo cyber systems is seeking a principal cloud automation engineer (aws) to assess, design, and develop an agile, devops-oriented, cloud-centric, requirements-driven, autonomously orchestrated architectures and environments to ensure the rigor, consistency, and continued reliability of mission-critical environments. this position is for an individual who fundamentally disagrees with the continued use of repetitive manual operational tasks over automated workflows, while trusting mature, automated resources to deploy any given system over manual deployment more accurately. this position requires a minimum of a usg secret security clearance responsibilities include: working with the chief cloud engineer to develop advanced, leading-edge, cloud-oriented automation and orchestration architectures that provide rigorous, self-validating cybersecurity capabilities to a major u.s. government customer working to help define and communicate a shared technical and architectural vision leading agile scrum teams in the system design and implementation of advanced, cloud-oriented autonomous cybersecurity capabilities interfacing directly with customers, stakeholders, and end-users regarding capability architectures, requirements, use cases, and stories to derive, develop and decompose next-cycle updates and specifications. full lifecycle oversight of requirements-driven automation architecture required skills : must be a u.s. citizen must have an active secret clearance and be able to obtain a ts sci clearance must be able to obtain dhs suitability ability to work effectively as a leader, in a group, or as an individual contributor experience communicating with senior leadership, either at customer, vp, or director levels ability to shape key stakeholder direction and influence outcomes through the analysis of information and identification of relevant facts independently driven, with excellent interpersonal and communication skills 10+ years of professional experience in a technology-related field 6+ years of experience in aws 5+ years of direct experience in either complex autonomous package builds, autonomous api-driven backends, infrastructure automation and orchestration, event-driven micro-service architectures, orchestrated infrastructure automation, or configuration-driven deployments desired skills: experience leading teams and projects at either the tech lead or product owner level familiarity with jenkins, artifactory, jira, git, ansible, chef, aws lambda, terraform, or cloud-native tools like cloudformation familiarity with identity management (rhel idm, azure active directory) experience with scripting, linux packages, and dependencies - familiarity with using, updating, and programmatically manipulating linux and windows - experience with ntp, dns, networking, ldap, or software repositories experience with branching and release strategies, ci cd pipelines, experience designing and implementing event-driven microservice architectures experience in technical oversight of individuals and projects experience working in devops and or devsecops environments scaled agile framework (safe) knowledge and experience experience with agile tools, including jira and jira align required education : bachelor s degree in systems engineering, computer science, information systems or related technical field. two years of related work experience may be substituted for each year of degree level education. desired certifications: aws certified cloud practitioner certifications related to agile development and scaled agile framework (safe) such as scrum master, product owner, safe agilist (sa), safe practitioner (sp) or safe program consultant (spc) 

 "
10," 

 job description:  required to be considered for this position you must have an active ts sci w full scope polygraph security clearance (u.s. citizenship required) required: tech experience: linux, java candidates should demonstrate a strong background developing enterprise-grade java applications with experience matching the listed skills based on software development focus area. there is a need for all skill sets. ability to debug and resolve applications errors and performance bottlenecks in a timely and effective manner ability to clearly communicate ideas and status updates to peers and management experience developing software with git, maven and gradle serverside back end position skills: experience developing high-performance, multi-threaded java applications or applications executed in distributed computing environments knowledge of the spring framework and dependency injection full-stack front end web application position skills: - skills listed in red are not priority for current openings full-stack software development experience experience developing web applications experience developing restful web services qualification requirements: four (4) years experience as a swe, in programs and contracts of similar scope, type, and complexity is required. qualification requirements: public key enabling (pke). restful services and containers (oracle weblogic, jboss, tomcat). java programming language. perl programing language. java ee. secure web (ssl) and file encryption. ldap (redhat directory) java, linux (centos), modern ides (intellij, eclipse, etc.) and agile scrum process. qualification requirements: one (1) year experience programming in the linux, unix or windows operating system environment qualification requirements: two (2) years experience writing maintaining software in java or golang language qualification requirements: one (1) year experience with the spring framework qualification requirements: two (2) years experience using software development configuration management tools (such as git, cvs) qualification requirements: one (1) year experience with test harness software such as junit or fit desired qualifications: familiarity with sigint security rules desired qualifications: one (1) years experience with the sigint environment. bachelor s degree in computer science or related discipline from an accredited college or university is required. four (4) years of additional swe experience on projects with similar software processes may be substituted for a bachelor s degree. cwip: iam level 1 certificate, ia baseline certificate for the primary computing environment operating system security tool 

 "
