numb_description,job_description,state,report_year
1,"job description:  an>&amp;nbsp;< span>< span>

 ",dmv,2024
2," 

 job description:  an>&amp;nbsp;< span>< span>

 ",dmv,2024
3," 

 job description:  an>&amp;nbsp;< span>< span>

 ",dmv,2024
4," 

 job description:  are you… interested in working for an international and diverse company? interested in working for a company that is dedicated to sustainability? looking for a friendly and supporting team? if so, read on! protecting water, the most valuable resource, and driving sustainability is very close to our hearts. you will be part of a flexible, family friendly organization that cares about its people just as it cares about the environment. we offer: ppto flexible working hours professional onboarding and training options powerful team looking forward to working with you career coaching and development opportunities health benefits 401(k) the director of project management office (pmo), new product development is supposed to establish the first pmo within ott hydromet as a center of excellence for the delivery of new products that are on-time, within budget, and that delight our customers. this position is part of the global r&amp;d leadership team and will be located in loveland, colorado or at any other site of ott hydromet in the usa, germany or the netherlands. in this role, a typical day will look like: you own the processes that govern execution at the project level and portfolio level including metrics, templates, and dashboards. you monitor projects to ensure compliance with policies and standards. identify risks and mitigations as deviations arise at the project or portfolio level. you lead portfolio review meetings ensuring clear communication to executives to ensure alignment and effective decision making. you align project priorities cross-functionally within the organization. you ensure proper resourcing is available to set project teams up for success. the essential requirements of the job include: bs or higher in engineering or related field. extensive experience in product development with at least 5 years of experience in project management of product development from concept through commercialization. proven track record of successfully managing teams and projects in our industry, with experience in change management &amp; risk management. excellent interpersonal skills and ability to cultivate and maintain relationships with project managers, cross-functional leaders, and stakeholders. flexible, resourceful, and committed to continuous improvement. demonstrated leadership ability managing high-performing teams. in a world increasingly focused on how humans can responsibly live within our environment, ott hydromet (www.otthydromet.com) is on the frontlines, creating the critical water and weather solutions that ensure a safer future for us all. by partnering with our customers around the world, we help detect floods, make solar power more efficient, protect the environment, and ultimately save lives. our collaborative, diverse team is made up of engineers and scientists, marketers and researchers; people who ve been in the industry for decades or have just arrived with fresh ideas. we re driven by a love of problem-solving and inventive thinking, and by the unique impact our customers make on people s everyday lives. bringing our global team together within our renowned brands affords us unsurpassed strength and expertise in meteorology and hydrology—and gives you the chance to build a meaningful career. motivated by the highest possible stakes of climate change and global health, we re working together within a rapidly digitizing industry to find innovative technologies that guarantee the safety of our water and our environment. ott hydromet is proud to be a water quality company in veralto (nyse: vlto). imagine a world where everyone has access to clean water, safe food and medicine, and trusted essential goods. that is the tomorrow veralto is creating today. veralto is a $5b global leader in essential technology solutions made up of over 16,000 associates across our water quality and product identification segments all united by a powerful purpose: safeguarding the world s most vital resources. us only : the below range reflects the range of possible compensation for this role at the time of this posting. we may ultimately pay more or less than the posted range. this range may be modified in the future. an associate s position within the salary range will be based on several factors, including, but not limited to, relevant education, qualifications, certifications, experience, skills, seniority, geographic location, performance, shift, travel requirements, sales or revenue-based metrics, any collective bargaining agreements, and business or organizational needs. the compensation range for this role is $165,000 - $185,000 usd per year. this job is also eligible for bonus pay. we offer a comprehensive package of benefits including paid time off, medical dental vision insurance and 401(k) to eligible employees. note: no amount of pay is considered to be wages or compensation until such amount is earned, vested, and determinable. the amount and availability of any bonus, commission, benefits, or any other form of compensation and benefits that are allocable to a particular employee remains in the company s sole discretion unless and until paid and may be modified at the company s sole discretion, consistent with the law. veralto corporation and all veralto companies are committed to equal opportunity regardless of race, color, national origin, religion, sex, age, marital status, disability, veteran status, sexual orientation, gender identity, or other characteristics protected by law. we value diversity and the existence of similarities and differences, both visible and not, found in our workforce, workplace and throughout the markets we serve. our associates, customers and shareholders contribute unique and different perspectives as a result of these diverse attributes. the eeo posters are available here . we will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform crucial job functions, and to receive other benefits and privileges of employment. please contact us at applyassistance@veralto.com to request accommodation. unsolicited assistance we do not accept unsolicited assistance from any headhunters or recruitment firms for any of our job openings. all resumes or profiles submitted by search firms to any employee at any of the veralto companies, in any form without a valid, signed search agreement in place for the specific position, approved by talent acquisition, will be deemed the sole property of veralto and its companies. no fee will be paid in the event the candidate is hired by veralto and its companies because of the unsolicited referral. 

 ",dmv,2024
5," 

 job description:  overview: we are seeking a project manager to support the national institutes of health s national institute of allergy and infectious diseases (niaid) in bethesda, md. our niaid professional, technical, and scientific support personnel are part of a team focused on positively impacting millions of lives around the world. candidates will work at a diverse and vibrant niaid worksite to directly support ongoing research activities as a contractor team member. take the next big step in your career and apply below to help us make a difference. camris international is a dynamic clinical research and international development firm that achieves innovative solutions to health and development challenges through high-quality, cost-effective programs and research management services. we combine our proven systems with today s most effective, evidence-based best practices. our core practice areas include: clinical research; vaccine research, microbiology and infectious disease research, development and production; biodefense; global health security; and hiv aids programs. our employees enjoy a diverse, collegial environment where individual contributions matter at all levels. at camris, you will notably improve the lives of people at home and abroad. responsibilities: develop high-quality written materials derived from analysis of data and information. assist and work collaboratively with the ogr regional officers and other staff to support the management of research resources, technical administration, and programmatic evaluation of funded grants and other activities. independently, use electronic databases to conduct comprehensive programmatic analyses based on specific and or general parameters and summarizes information, draw conclusions and provide recommendations to advise program staff on issues related to the program. work closely with the ogr regional officers to facilitate all activities related to regional portfolios, including to develop region-specific research initiatives and serve as a backup to the program staff for activities related to the regional portfolios. provide support, comprehensive coordination, and reporting for meetings and committees coordinated by ogr, under the guidance of ogr regional officers, to include scheduling presenters, sending meeting invitations, maintaining participant list, developing agendas, and preparing meeting minutes. written materials are developed in accordance with ogr standards and require only minimal review. draft written materials to disseminate information related to ogr, niaid, and global research, to include drafting and coordinating of all relevant documentation, assistance scheduling, and planning working groups meetings, coordination of reporting, and tracking all activities through the upkeep of dedicated sharepoint sites. electronic communications are appropriately cleared and disseminated to the relevant parties. provide subject matter expertise on niaid international data, the global research affairs database system, and the foreign award and component tracking system. assist with the performance of secretariat functions in relation to bi-lateral agreement programs including the coordination and arrangement of meetings and workshops, synthesizing annual reports, and serving as a rapporteur. prepare powerpoint presentations for all program staff and for senior niaid staff. possess a high operational level in power point to work independently developing high quality presentations and has the ability to synthetize information to develop slides. develop high-quality, visually appealing slides within niaid standards. prepare reports, meeting minutes, analyses, background materials, position papers, talking points, briefing documents, and other materials to support niaid s global health activities and interests for niaid, nih, hhs, and usg officials and for external audiences. written products are of high quality, developed using thorough analytical skills, and require only minimal revision. facilitate internal clearance of such documents. prepare a variety of correspondence, agreements, and science-related documents for signature from the appropriate officials. assist in the liaison with hhs, cdc, other us government agencies, foreign officials, and institutions for the coordination and support of ogr programmatic activities. assist in organizing and coordinating cross-cutting niaid international activities. assist in developing and conducting evaluations of international research programs. prepare final reports and presentations of results. assist in identifying ideas for improving the efficiency and effectiveness of office programs, procedures, and operations. attend meetings that discuss a wide range of research, administrative, and technical topics related to the activities of ogr and niaid and provide written and oral reports to ogr staff. qualifications: bs degree is required; ms or mph is preferred. minimum of two (2) years of relevant experience preferred. experience with microsoft office suite, including word, excel, sharepoint, teams, onedrive, software products required. expertise in microsoft powerpoint is required. excellent interpersonal, oral and written communication skills required. excellent analytical skills with a high level of attention to detail are required. ability to work independently to produce high-quality products and manage processes from start to finish with minimal revisions. familiarity with nih and biomedical research supported by the u.s. government is highly desirable. ability to synthesize reports to extract information relevant to a project, topic of interest, or purpose. expertise in the management of research resources including technical administration and programmatic evaluation of grants. expertise conducting analyses to draw sound, accurate conclusions from information and data. exhibit a high-level of attention to detail that is represented in all work products and possess analytical skills to draw sound, accurate conclusions from information and data. camris international llc offers competitive salaries and comprehensive benefits. please submit your resume online at www.camris.com . camris is an equal opportunity affirmative action employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, protected veteran status, disability status, or any other characteristic protected by any applicable federal, state, or local law. some positions or sites may require that the incumbent be fully vaccinated against covid-19. proof of vaccination may be required. employment is contingent upon successful completion of a public trust-level background check, a requirement for this position under an active federal contract. the background check process may include, but is not limited to the following: (1) contacting your professional references; (2) verification of previous employment, education and credentials; (3) a criminal background check; (4) use abuse of federally-controlled substances; and (5) a department of motor vehicle check. candidates must be prepared to fully-complete any required background check questionnaire during initial onboarding. 

 ",dmv,2024
6," 

 job description:  an>&amp;nbsp;< span>< span>

 ",dmv,2024
7," 

 job description:  at xometry north bethesda, md xometry (nasdaq: xmtr) powers the industries of today and tomorrow by connecting the people with big ideas to the manufacturers who can bring them to life. xometry s digital marketplace gives manufacturers the critical resources they need to grow their business while also making it easy for buyers at fortune 1000 companies to tap into global manufacturing capacity. duties below: provide and manage project plan in line with customer and internal requirements lead cross-functional program team to meet product, quality and budget deliverables lead the definition and execution of program initiatives to drive quality, delivery and financial objectives, providing hands on support as required asses and manage program execution and effectively escalate issues partner with customer and functional teams in program problem solving effectively communicate program status through regular reporting and customer or internal reviews utilize data management systems including but not limited to xometry erp, salesforce, tableau, looker, purchasing systems, financial systems and tooling and capital tracking systems document program according to xometry and customer requirements, including xometry erp and asana or other project management tools manage to outcomes. flawless launch metrics (customer experience, program timeline adherence, delivery and quality objectives, program financial results) qualifications: able to work on a self-initiated basis or in a team environment multitasking team player with hands on approach broad general experience in the manufacturing field, specifically cnc sheet metal stamping die casting extrusions strong facilitator and problem solver outstanding verbal, written communication and presentation skills customer service oriented willingness to travel to manufacturing and customer locations elaborate on the duty around facilitation of technical manufacturing engineering problem solving, leveraging expertise from key stakeholders adding a pmp certificate as preferred under qualifications. #li-hybrid here at xometry we believe in diversity, equity, inclusion and belonging. we are committed to welcoming, respecting, and valuing people for who they are as individuals, learning from their differences, embracing their uniqueness, and providing a positive workplace for all. xometry is an equal opportunity employer. all applicants will be considered for employment without attention to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran, or disability status. xometry participates in e-verify and after a job offer is accepted, will provide the federal government with your form i-9 information to confirm that you are authorized to work in the u.s. 

 ",dmv,2024
8," 

 job description:  the national institute for work and learning (niwl) – housed within fhi 360 s us programs unit – is improving lives in lasting ways. niwl advances work and learning outcomes for communities, workforce systems, and individuals. we build bridges between work and learning by promoting shared goals and common understanding and expanding research-based strategies. job summary: the apprenticeship project manager position supports and manages core programmatic functions for apprenticeship, workforce development, and career readiness programming. the manager will expand the reach of niwl s apprenticeship portfolio and oversee multiple registered apprenticeship programs including the national youth development practitioner apprenticeship initiative; offering professional development to a cadre of new and supporting existing workforce development specialists nationwide as a workforce solution. expansion efforts would include the recruitment of over 400 registered apprentices and 900 pre-apprentices, at a minimum. this position will manage project activities and conduct research leading to positive outcomes for young adults in prevention, career development, and reentry programs. the position will be responsible for all aspects of the programming including partnership development and relationship building internally and externally, researching and analyzing data and promising practices, creating tools and resources, identifying, training and providing technical quality control to local partners, supporting communications for the programs, encouraging teamwork and ensuring accountability and outcomes for our programs. existing knowledge and management of department of labor and department of justice programs and frameworks is highly preferred. the apprenticeship project manager will report to niwl s associate director of workforce development and work collaboratively with staff and leadership implementing the initiatives. accountabilities: general project management: works with the leadership team to ensure the successful coordination, management, and implementation of the projects with quality. creates and monitors work plans and deliverables, reviews and uses data to support programmatic effectiveness and continuous program improvement. creates and maintains project materials, including but not limited to standardized operating procedures, protocols, implementation guides, and other templates. develops and delivers project plans, documentation, training, presentations and budget proposals to management. identifies and resolves project issues and implements improvement plans to ensure the project stays on schedule and within budget. research labor market index of geographic areas for expansion of the apprenticeship and justice portfolio, manages and oversees the program design and budgets of projects from initiation to completion. builds, develops, and grows partnerships vital to the success of multiple registered apprenticeship programs, including the youth development practitioner apprenticeship. develop and deliver an apprenticeship project management plan for leadership and the team members. develops and researches best practices and tools for apprenticeship strategies, prevention and reentry workforce projects. manages and oversees the development of projects from initiation to completion. defines project scope, goals, and deliverables that support business goals and strategic vision of management. manages the operational and tactical aspects of multiple projects in a matrix environment. coordinates and manage federal projects serving as an intermediary to multiple cities working with young adults in apprenticeship programming. builds and maintains relationships with community organizations to manage department of labor outcomes. creates management systems for each subgrantee to project and meet their stated outcomes. provides technical support to communities in project management, data analysis, and employment services. creates and implement monitoring systems to ensure compliance and oversight of grant deliverables. manages the development of project teams to ensure compliance with policies and procedures; also, to develop and implement process improvement plans. keeps abreast of the latest strategies, tools and terminologies used in project management worldwide to adopt and increase productivity. author reports on the project for management and for funders. develops best practices and tools for project execution and management. performs other duties as assigned collaboration &amp; communication: maintains strong working relationships and consistent communication with internal and external colleagues and program partners. prepares and delivers high quality products, including program reports, summaries, and briefs, in a timely fashion. participates in business development processes and writing sections of proposals to expand the portfolio of projects. capacity building and technical assistance: conducts analysis of program implementation to identify areas for improvement and proposes appropriate technical strategy and guidelines to advance implementation. works with senior staff to develop materials and tools that support local program implementation, foster continuous program improvement, and build local capacity. provides coaching and training (in the field and virtually via online tools) to local partners. education: bachelor s degree or its international equivalent in communication, economic development, education, the environment, gender, research, technology and youth or a related fields. project management professional (pmp) certification preferred. experience: typically requires a minimum of 8+ years of relevant experience managing multiple apprenticeship, workforce development, opportunity youth, and or reentry projects. experience developing relationships with non-profits to offer staff development or program design related to apprenticeship programs. prior work experience in a non-profit, government agency, or private organization. us program development or project management preferred. prior experience with managing department of labor or department of justice grants preferred. typical physical demands: typical office environment. ability to spend long hours looking at computer screen and doing repetitive work on a keyboard. ability to sit and stand for extended periods of time. ability to lift move up to 5 lbs. technology to be used: personal computer laptop, microsoft applications (i.e., office 365, sharepoint, zoom teams), cell phone mobile technology, and standard office equipment. travel requirements: 10% - 25% the expected us based hiring salary range for this role is listed below. candidates fhi 360 pay ranges represent national averages that vary by geographic location. when determining an offer amount, fhi 360 factors in multiple considerations, including but not limited to: relevant years of experience and education possessed by the applicant, internal equity, business sector, and budget. base salary is only one component of our offer. fhi 360 contributes 12% of monthly base pay to a money purchase pension plan account. additionally, all us based staff working full-time, which is calculated at 40 hours week, receive 18 days of paid vacation per year, 12 sick days per year, and 11 holidays per year. paid time off is reduced pro rata for employees working less than a full-time schedule. us based hiring salary range: $80,000 - $107,000 international hiring ranges will differ based on location. this job posting summarizes the main duties of the job. it neither prescribes nor restricts the exact tasks that may be assigned to carry out these duties. this document should not be construed in any way to represent a contract of employment. management reserves the right to review and revise this document at any time. fhi 360 is an equal opportunity and affirmative action employer whereby we do not engage in practices that discriminate against any person employed or seeking employment based on race, color, religion, sex, sexual orientation, gender identity, national or ethnic origin, age, marital status, physical or mental disability, protected veteran status, or any other characteristic protected under applicable law. our values and commitments to safeguarding: fhi 360 is committed to preventing any type of abuse, exploitation and harassment in our work environments and programs, including sexual abuse, exploitation and harassment. fhi 360 takes steps to safeguard the welfare of everyone who engages with our organization and programs and requires that all personnel, including staff members and volunteers, share this commitment and sign our code of conduct. all offers of employment will be subject to appropriate screening checks, including reference, criminal record and terrorism finance checks. fhi 360 also participates in the inter-agency misconduct disclosure scheme (mds), facilitated by the steering committee for humanitarian response. in line with the mds, we will request information from job applicants previous employers about any substantiated findings of sexual abuse, exploitation and or harassment during the applicant s tenure with previous employers. by applying, job applicants confirm their understanding of these recruitment procedures and consent to these screening checks. fhi 360 will consider for employment all qualified applicants, including those with criminal histories, in a manner consistent with the requirements of applicable state and local laws. fhi 360 will never ask you for your career site username or password, and we will never request money, goods or services during the application, recruitment or employment process. if you have questions or concerns about correspondence from us, please email careercentersupport@fhi360.org . fhi 360 fosters the strength and health of its workforce through a c ompetitive benefits package , professional development and policies and programs that support a healthy work life balance. join our global workforce to make a positive difference for others — and yourself. 

 ",dmv,2024
9," 

 job description:  description technical project management analyst (tpma) are you looking for an opportunity to make an impact? at leidos, we deliver innovative solutions through the efforts of our diverse and talented people who are dedicated to our customers success. we empower our teams, contribute to our communities, and operate sustainably. everything we do is built on a commitment to do the right thing for our customers, our people, and our community. our mission, vision, and values guide the way we do business. if this sounds like the kind of environment where you can thrive, keep reading! our mission solutions business area (msbu) at leidos is seeking technical project manager analysts (tpmas) to manage aspects of it projects within a large-scale enterprise-it delivery and support program. we anticipate multiple position becoming available – selected candidates will work at client sites in fairfax county, virginia. are you ready to make an impact? begin your journey of a flourishing and meaningful career, share your resume with us today! in this role you will manage aspects of a diverse it project or multiple projects, typically involving multiple disciplines in the it function. depending on program needs this may include; providing technical support and customer service to the organization s users of computer applications and hardware (e.g., pcs, servers, mainframes), answering questions regarding system procedures, online transactions, systems status and downtime procedures, typically from within a call center, collaborating with network services, software systems engineering and or application development in order to restore service and or identify problems, maintaining a troubleshooting tracking log ensuring timely resolution of problems, performing routine assignments in the entry level to a professional job progression, utilizing existing procedures to solve routine or standard problems, receiving instruction, guidance and direction from others and can follow procedures and steps in planning and executing an it project. representing the client, mission partners, and program in various engineering board reviews, solving routine problems using existing procedures and standard practices, working within standardized procedures and practices to achieve objectives and meet deadlines, exchanging basic information and asking questions to checks audience for understanding of process status, leveraging knowledge of best practices and how own area integrates with others; being aware of the relative it market and differentiating factors within the market, offering solutions to complex problems by taking a new perspective on existing solutions and exercising judgment based on the analysis of multiple sources of information. required security clearance: active ts sci with polygraph is required required experience, skills, and education: bachelor s degree and 4+ years of experience, additional years of applicable work experience may be substituted for a degree, conceptual knowledge of practices and procedures with the customer s systems, prior experience supporting the client s project planning, project execution, and budgetary processes, strong communication and documentation skills. original posting date:  while subject to change based on business needs, leidos reasonably anticipates that this job requisition will remain open for at least 3 days with an anticipated close date of no earlier than 3 days after the original posting date as listed above. pay range: pay range $68,900 - $124,550 the leidos pay range for this job level is a general guideline only and not a guarantee of compensation or salary. additional factors considered in extending an offer include (but are not limited to) responsibilities of the job, education, experience, knowledge, skills, and abilities, as well as internal equity, alignment with market data, applicable bargaining agreement (if any), or other law. 

 ",dmv,2024
10," 

 job description:  introduction this is a permanent position with full maryland state benefits . work that matters. the maryland department of housing and community development (dhcd) is a national leader in the financing of affordable housing and revitalizing communities. annually, dhcd finances approximately 2,700 units of multifamily rental housing in 40 properties, amounting to $350 million in construction and permanent financing. additionally, dhcd administers rental assistance programs and innovative initiatives designed to expand affordable housing opportunities for persons with disabilities, increase the energy efficiency and sustainability of affordable multifamily developments, and preserve rental housing. this is an opportunity to join this nationally-recognize, award-winning organization and apply your skills to this important public purpose. program excellence: housing &amp; building energy programs the housing and building energy programs achieve excellence through continuous process improvement involving everyone in a collaborative and collegial team centered environment. we are a fast paced, dynamic team committed to serving maryland and are looking for team players that share our vision of program excellence and our commitment to customer service. our division works within the department to administer a wide range of programs using various funding sources. these programs provide energy efficiency improvements that help reduce utility costs to residents, increase comfort, improve health and safety in the home, support local employment, and contribute strongly towards meeting the state s climate goals. the program portfolio consists of programs such as the us department of energy weatherization assistance program (wap), empower low income energy efficiency program (lieep), empower multifamily energy efficiency and affordable housing program (meeha), maryland energy assistance program (meap), energy efficiency homes construction loan program (netzero), and the besmart home energy loan program (besmart). grade 17 location of position 7800 harkins road lanham, md 20706 there is ample parking and our offices are in walking distance to the new carrollton marc train station position duties the project manager is a professional who coordinates and manages energy conservation projects receiving funds for the execution of energy efficiency or greenhouse gas reduction initiatives. the project manager will utilize their expertise with communication, organization, critical thinking, and other skills to move projects through the funding process. the project manager has, or will have, an understanding of building construction and assemblies, energy diagnostic and modeling methodologies, and energy conservation or greenhouse gas reduction measure recommendations. this knowledge will be used to review and approve funding requests, product specifications, payment requests, perform cost benefit analysis, and onsite construction progression inspections. on the job training is provided as well as training for building science certifications or other relevant industry education. minimum qualifications experience: seven years of experience evaluating the risk involved in granting single family, multifamily and commercial loans, government assistance programs, and or construction management. notes: 1. candidates may substitute the possession of a bachelor s degree from an accredited college or university in business administration, architecture, construction management, finance, economics, real estate, architecture or any other related field and three years of experience evaluating the risk involved in granting single family, multifamily and commercial loans, government assistance programs, and or construction management for the required experience. 2. candidates may substitute u.s. armed forces military service experience as a commissioned officer in loan specialist classification, loan specialist specialty codes in the loan specialist field of work, or as a commissioned officer in business and industry classification or business and industry specialty codes in the housing management field of work on a year-for-year basis for the required experience. desired or preferred qualifications education: bachelor s degree qualifications: experience in energy efficiency programs (meeha lieep, etc.) certifications including bpi building analyst, bpi multifamily building analyst, hers rater, certified energy manager, leed green rater certification, or other building science certifications. experience interacting with general contractors, subcontractors, project architects, or engineers. selection process please provide sufficient information on your application to document that you meet the minimum qualifications for this recruitment. unofficial transcripts, certifications or diplomas to document educational or certification qualifications are required. educational credentials from foreign countries must be evaluated by an approved education review service. this evaluation must be submitted with your application. for further information, you may call international consultants of delaware, inc.  or world education services, inc. 1- or . successful candidates will be placed on the employment (eligible) list for at least one year. eligible list may be used to fill future vacancies of the same classification. successful candidates must document eligibly to work in the u.s. upon hire. please note: the maryland department of housing and community development is not sponsoring new employees in application of the h-1b visa at this time due to budgetary constraints. all applicants must be legally authorized to work in the united states under the immigration and reform control act of 1986. federal regulations prohibit h-1b candidates from paying sponsorship fees, all sponsorship fees must be assumed by the potential employer. examination process the examination will consist of rating your education, training, and experience related to the requirements of the position. you may be required to complete a qualifications supplement or the rating may be based on your application. therefore, it is important that you provide completed and accurate information on your application. report all experience and education that is related to this position. benefits state of maryland benefits dhcd offers a flexible work schedule, telework and job-sharing options, training, advancement and career path opportunities, casual business dress on fridays, and a competitive salary. further instructions online applications are strongly preferred. however, if you wish to submit a paper application, you may mail your application and materials to: charlee kerr department of housing and community development office of human resources 7800 harkins road lanham, md 20706 all application materials must be received by the filing deadline. if you are unable to upload your transcripts into the system, please send via email to charlee.kerr@maryland.gov. please include the following in the body of the email: attn: charlee kerr your first and last name recruitment # classification (job title) of recruitment incorrect application forms, or resumes in place of the application, will not be accepted. if you are interested in these positions and cannot apply online, please fill out the paper application. for questions concerning these positions, please call . tty users: call via maryland relay we thank your veterans for their service to our country, and encourage them to apply. as an equal opportunity employer, maryland is committed to recruiting, retaining, and promoting employees who are reflective of the state s diversity. 

 ",dmv,2024
