numb_description,job_description
1,"job description:  silosmashers, inc. is a strategy, technology, and management consulting firm, founded in 1992, and located in reston, virginia. silosmashers delivers superior services and solutions to the public sector in the areas of project program management, performance management, and it security. the company provides innovative, collaborative business approaches, and proven methodologies that enable customers to break down organizational silos and optimize operational efficiency to achieve peak performance and mission success. come join our team! job duties: devise procedures to solve complex problems. includes analysis of business and user needs, documentation of requirements and translation into proper system requirements specifications. provide consultation on complex projects while considering the business implications of the applications of technology to the current and future business environment. ability to comprehend, analyze, and interpret documents. ability to solve problems involving several options in situations. requires intermediate analytical and quantitative skills. demonstrate customer service experience working with multiple stakeholders in various stages of acquisition related matters. demonstrate experience in using financial systems. perform appropriate market research by analyzing industry and market conditions to determine viable sources. demonstrate knowledge of national aeronautics and space administration solution for enterprise-wide procurement (nasa sewp), government-wide acquisition contracts (gwacs), and sam.gov * qualifications: us citizen active top secret security clearance bachelor s degree from an accredited university or college with two (2) years or more of business analyst experience. educational requirement may be waived if the candidate has five (5) or more years of experience. two (2) years or more experience to comprehend, analyze, and interpret complex documents ability to present information and respond effectively to sensitive issues. ability to solve problems involving various complex situations. two (2) years or more experience with writing sows, igces, market research, j&amp;as for information technology, professional services, research and development and or cybersecurity requirements what we offer: silosmashers offers its employees opportunities to be their best in careers in management and technology consulting. there is a place at silosmashers for experienced professionals, transitioning military personnel, new graduates, cleared professionals, and referrals from current silosmashers employees. at silosmashers you will do important work, surrounded by professional colleagues, in a company that is dedicated to client satisfaction. silosmashers strives to offer an environment where employees can achieve everything that is important to them. to support this philosophy, we provide not only competitive compensation, retirement benefits, health benefits, and work-life and wellness programs, but also leave programs, and career growth opportunities. for more information please visit the silosmashers website at www.silosmashers.com. silosmashers, inc., is an equal opportunity employer. job type: full-time security clearance: top secret (required) work location: in person 

 "
2," 

 job description:  mobius is an award winning, small business administration (sba) certified historically underutilized business zone (hubzone) company and certified woman-owned small business (wosb) providing engineering, analytical, and programmatic expertise to the federal government and commercial customers. our mission is to provide innovative advanced technology solutions to customers facing issues of national and global significance. we strive to be admired for excellent people, fair and honest partnership, innovative problem solving, and exceptional performance. come join our team! mobius has an exciting position for a data analyst to support a navy client. we are looking for a functional analyst in support of the office of naval research (onr) to deploy artificial intelligence capabilities across the naval enterprise. the candidate will work with a team that provides project management, executive briefings, and change management support. the role involves managing weekly and monthly client reporting to communicate accomplishments, upcoming milestones, deliverables, significant meetings, and next steps. lead development of meeting agendas and capture meeting notes, summarizing key takeaways and action items. the role requires client engagement multiple times a week at the pentagon – supporting executive briefings and change management. experience to include data science, data visualization (e.g., qlik tableau), user experience interface design, data &amp; systems engineering (e.g., databricks and trifacta). familiarity with strategy, transformation at scale, data engineering, business analysis, data analytics, usn subject matter expertise data analysis, statistical analysis, business economics, marketing and public affairs, communications, complex problem solving, analytics, &amp; graphics support. requirements: · secret clearance required · 3+ years of experience · bachelor s degree preferred · demonstrated strategic communications and or change management experience · demonstrated ability to employ research and analytical thinking · strong oral and written communication skills, including presentation skills and ability to interact and communicate effectively with high-ranking naval officers · excellent teamwork and interpersonal skills · strong attention to detail, time management, and follow through · ability to work independently and manage multiple assignments to meet deadlines · ability to adapt and operate effectively in ambiguous or rapidly changing environments · identify process improvement opportunities to streamline operations · strong problem solving &amp; troubleshooting skills. experience exercising mature judgment · experience working with microsoft office (e.g. ms visio, ms powerpoint, ms word, ms excel) job type: full-time pay: $68,000 - $78,000 per year benefits: 401(k) 401(k) matching dental insurance health insurance life insurance paid time off vision insurance schedule: 8 hour shift security clearance: secret (required) work location: in person 

 "
3," 

 job description:   class=""jobsearch-jobdescriptiontext jobsearch-jobcomponent-description css-10og78z eu4oa1w0"">primary purpose cna s data science division (dsd) is hiring for a data scientist ii. he she will be leading smaller less complex activities or will be serving as an important contributing team member on projects. the mission of the dsd is to develop innovative, cutting-edge analytics that are relevant, impactful, and actionable. the division provides data science expertise and support to the department of the navy and department of defense. the dsd develops models and analytics to support navy problems across all navy domains, including aviation, surface warfare, undersea warfare, cyber, logistics, readiness, force generation, sustainment, acquisition, and cost modeling. the division currently supports the navy s performance-to-plan forum, which provides senior navy leadership forward looking performance forecasts, which are foundational to articulating navy progress toward readiness and capability goals. cna fosters an inclusive culture that values diverse backgrounds and perspectives. our flexible and engaging work environment encourages iterative and creative collaboration at every stage of the problem solving process. our employees are committed to helping clients develop effective solutions to better manage their programs through scientific, data-driven approaches. job description and or duties 1. with minimal or no guidance, meets cna s quality standards when working on well-structured pieces of a project. demonstrates ability to develop sound analytic frameworks and associated analytic methodologies techniques for addressing both structured and unstructured problems. with direction and supervision, clearly defines, structures, and executes a piece of a complex study to meet quality standards. demonstrates analytic creativity and curiosity. 2. develops and maintains broad, general institutional knowledge of primary clients sponsors; their culture, organization, and issues. 3. contributes productively and harmoniously to the work of others; treats everyone respectfully, professionally and fairly. keeps others informed. proactively identifies and seeks out others working on similar topics. works to identify opportunities for collaborations within team, division, and operating unit. 4. supports business development efforts and or marketing activities by maintaining strong client relationships through high quality work, increasing the visibility of our work, and other related activities such as proposal preparation. 5. interacts with sponsors clients under the supervision of an experienced colleague, and with study pocs independently. 6. makes significant contributions to research publications and analytic products for individual projects. 7. demonstrates ability to communicate results of work in a clear and concise fashion. effectively communicates one-on-one and in groups. can document work efficiently and accurately. can effectively present work to colleagues, sponsors, and small audiences that are familiar with content. 8. works with minimal or no guidance on focused, well-structured pieces of projects. works under closer supervision on more complex, less-structured tasks. can serve as task lead for pieces of projects by managing own activities. may lead small projects under the supervision of an rpd. 9. exhibits a positive attitude in interactions with colleagues and clients sponsors. provides clear guidance to colleagues on tasks. takes responsibility for own actions and outcomes. 10. performs other duties as assigned. job requirements 1. education: minimum master s degree in data science, statistics, computer science, operations research or a relevant field or equivalent experience, phd preferred. 2. experience: typical minimum requirements ph.d. &amp; 0+ years or master s &amp; 2+ years of experience in research and analysis. 3. skills: ability to make significant contributions to projects analyses strong analytic curiosity creativity ability to operate independently in the execution of assignments ability to work in a multi-disciplinary environment strong critical thinking skills knowledge of research techniques strong planning and organizational skills excellent interpersonal, oral and written communication skills ability to interact positively and somewhat independently with clients. 4. other: ability to obtain and maintain an active secret security clearance. required documents 1. resume or cv 2. cover letter - please upload a cover letter as part of your application that introduces yourself, summarizes your relevant skills and experiences, and describes why you would be a valuable asset to cna s dsd division. 3. transcripts - please upload your undergraduate and graduate transcripts (unofficial copies are acceptable). 4. writing sample - please upload a research paper or journal article that demonstrates your writing and research skills (draft copies are acceptable) ***voluntary (but highly desired) document*** please include a personal statement as part of your application. a personal statement is a chance for us to get to know you. the statement is your opportunity to share your goals, interests, influences and show us that you will be a valuable asset to our organization. please click here for personal statement guidelines – click here personal statements will not be used as an elimination criteria for this position. they will only be used to enhance a candidate s application cna is committed to providing equal employment opportunities (eeo) to all employees and applicants for employment without regard to race, religion, color, sex (including pregnancy, gender identity, and sexual orientation), parental status, national origin, age, disability, family medical history or genetic information, political affiliation, military service and protected veterans, or other non-merit based factors. in addition to federal legal requirements, cna complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. these protections extend to all terms and conditions of employment, including recruiting and hiring practices, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training and career development programs. for more information about eeo protections, please view the eeo is the law posters here: ""eeo is the law"" poster"", ""eeo poster supplement"". the pay transparency policy is available here: pay transparency nondiscrimination poster. to be considered for hire, all individuals applying for positions with cna are subject to a background investigation. for positions requiring access to classified information, u.s. citizenship is required. individuals will also be subject to an additional government background investigation, and continued employment eligibility is contingent upon the ability to obtain and maintain an active security clearance.

 "
4," 

 job description:  at mbc, we believe we can. we believe in working hard to meet our clients outcomes. we believe in laughter to help us recharge, draw people together, foster a positive work environment, and boost creativity. we believe in listening to our employees, partners, and clients. we believe in always challenging ourselves, for it is through pushing our boundaries that we achieve our greatest successes. this mindset propels our employees and our teams to accomplish our goals. that s where you come in. if you believe in these things too, you re our kind of person! we are currently seeking an fms program analyst to join our team in arlington, va and at the washington navy yard. what you ll do: the fms program analyst will support the office of navsea s director for surface ship maintenance and modernization with the day-to-day management of security assistance programs and assigned foreign military sales (fms) cases. responsibilities: develop price and availability (p&amp;a) and letters of offer and acceptance (loa). understanding and ability to navigate and build loas in dsams. provide supporting documentation and prepare documentation for implementation, execution, reconciliation, and closure of fms cases. analyze data utilizing misil, difs, scip systems. provide data and prepare briefs and reports including case, rsn, pdli summaries, program management review (pmr) documentation and presentation materials briefs, and country correspondence. draft letters, correspondence, documentation for multiple customer country fms cases at the case manager s direction. attend meetings and provide client support onsite in person when required qualifications: expertise in dsams application at least one year of experience supporting u.s. navy program offices geographic proximity to attend meetings in-person at the washington navy yard, as required by government. bachelor s degree from an institution accredited in the united states eligibility to obtain a dod secret security clearance proficiency using microsoft word, excel, powerpoint, and sharepoint excellent attention to detail and organizational skills strong verbal and written interpersonal, communication, and presentation skills ability to travel domestically and internationally using a credit card or prepaid debit card as required by mbc and or clients what mbc offers: competitive salaries comprehensive medical plans (aetna) with employee assistance program (eap), heath savings and flexible spending accounts, and dental and vision coverage options opportunity to earn spot awards and annual, performance, and chargeability bonuses traditional and roth 401(k) plans professional development including up to $2,500 year reimbursement for pre-approved courses, trainings, continued education, and or certifications paid flexible time off 10 paid holidays equal employment opportunity statement mbc is an equal opportunity affirmative action employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, disability, sex, sexual orientation, gender identity, national origin, or protected veteran status. we participate in the e-verify employment verification program. 

 "
5," 

 job description:  medicare data analyst key role: serve as a technical lead on analytic tasks in the federal health space. conduct analytic work as an individual contributor, organize analytic work for medium- to large-size tasks, help teams solve complex coding or analytic issues, and mentor junior analysts. identify opportunities to leverage analytic solutions to help clients solve new and existing problems. collaborate with diverse team members, including quantitative and qualitative analysts, policy experts, communications specialists, project managers, and others. basic qualifications: 5+ years of experience performing data management with health data in sas experience with analyzing health insurance claims data experience with managing tasks for others ability to calculate descriptive statistics ability to communicate and clearly explain complex methodologies and present findings and recommendations to both technical and non-technical audiences ability to obtain and maintain a public trust or suitability fitness determination based on client requirements bachelor s degree additional qualifications: experience with sql, python, or r experience with the federal procurement and proposal process knowledge of cms data, including provider enrollment, chain, ownership system (pecos), master beneficiary summary file (mbsf), standard analytic files (saf), prescription drug event (pde) data, medicare current beneficiary survey (mcbs), or transformed medicaid statistical information system (t-msis) knowledge of medicare part d event data knowledge of cms data systems, including chronic conditions warehouse (ccw) or integrated data repository (idr) ability to conduct inferential statistical analyses, such as hypothesis testing or regression analysis ability to create data visualizations using standard tools, including power bi, aws quicksight, or tableau vetting: applicants selected will be subject to a government investigation and may need to meet eligibility requirements of the u.s. government client. create your career: grow with us your growth matters to us—that s why we offer a variety of ways for you to develop your career. with professional and leadership development opportunities like upskilling programs, tuition reimbursement, mentoring, and firm-sponsored networking, you can chart a unique and fulfilling career path on your own terms. a place where you belong diverse perspectives cultivate collective ingenuity. booz allen s culture of respect, equity, and opportunity means that, here, you are free to bring your whole self to work. with an array of business resource groups and other opportunities for connection, you ll build your community in no time. support your well-being our comprehensive benefits package includes wellness programs with hsa contributions, paid holidays, paid parental leave, a generous 401(k) match, and more. with these benefits, plus the option for flexible schedules and remote and hybrid locations, we ll support you as you pursue a balanced, fulfilling life—at work and at home. your candidate journey at booz allen, we know our people are what propel us forward, and we value relationships most of all. here, we ve compiled a list of resources so you ll know what to expect as we forge a connection with you during your journey as a candidate with us. compensation at booz allen, we celebrate your contributions, provide you with opportunities and choices, and support your total well-being. our offerings include health, life, disability, financial, and retirement benefits, as well as paid leave, professional development, tuition assistance, work-life programs, and dependent care. our recognition awards program acknowledges employees for exceptional performance and superior demonstration of our values. full-time and part-time employees working at least 20 hours a week on a regular basis are eligible to participate in booz allen s benefit programs. individuals that do not meet the threshold are only eligible for select offerings, not inclusive of health benefits. we encourage you to learn more about our total benefits by visiting the resource page on our careers site and reviewing our employee benefits page. salary at booz allen is determined by various factors, including but not limited to location, the individual s particular combination of education, knowledge, skills, competencies, and experience, as well as contract-specific affordability and organizational requirements. the projected compensation range for this position is $73,100 to $166,000 (annualized usd). the estimate displayed represents the typical salary range for this position and is just one component of booz allen s total compensation package for employees. this posting will close within 90 days from the posting date. work model our people-first culture prioritizes the benefits of flexibility and collaboration, whether that happens in person or remotely. if this position is listed as remote or hybrid, you ll periodically work from a booz allen or client site facility. if this position is listed as onsite, you ll work with colleagues and clients in person, as needed for the specific role. eeo commitment we re an equal employment opportunity affirmative action employer that empowers our people to fearlessly drive change – no matter their race, color, ethnicity, religion, sex (including pregnancy, childbirth, lactation, or related medical conditions), national origin, ancestry, age, marital status, sexual orientation, gender identity and expression, disability, veteran status, military or uniformed service member status, genetic information, or any other status protected by applicable federal, state, local, or international law. 

 "
6," 

 job description:  operations research analyst motivation : mzi is a fast-growing engineering firm focused on delivering solutions from concept to operationalization in systems engineering, enterprise architecture, and emerging technologies. our engineering solutions serve over 670 million users every year. our motivation for this post is to onboard the most talented people to help us keep delivering and improving our solutions. please, see our corporate values here: https: www.mziaviation.com working-at-mzi we are in the process of finalizing a few wins, and we are looking for exceptional candidates to help us deliver these solutions. position: operations research analyst (founding member*) responsibilities : use operations research tools, economics, and other quantitative techniques to analyze procedural implementations and performance issues through quantitative analysis develops procedures for analysis and provides support in defining strategies for machine learning and data mining design, implement, manage and improve decision management models model and simulate various functions and operations, including exercises, plans, coordination, demonstrations, and instruction, as an expert in various fields assist with the development of proof-of-concept and prototypes with coordination of all stakeholders such as engineers, sponsors and smes analyze business objectives and develops solutions to solve business issues for government enterprises develop mathematical models and computer simulations to test and evaluate different scenarios and strategies analyze data and interpret results to provide insights and recommendations to decision-makers communicate findings and recommendations to stakeholders through written reports and presentations have familiarity or understanding of or ds tools including but not limited to matlab, arena, r, python, sql, oracle, jira, tableau, powerbi, and advanced excel analytics requirements : minimum education: bachelor s degree in physical sciences (e.g., mathematics, physics, meteorology, chemistry, etc.), operations research, economics, computer science, engineering, business, information systems, information technology, management science, or a degree in a related field strong analytical and problem-solving skills, with a focus on quantitative analysis and mathematical modeling proficiency in at least one programming language, such as python or c++ ability to work with and manipulate large datasets using database management systems and tools such as sql experience: 0-20+ years effective oral and writing capabilities multidisciplinary skillset desired qualifications : past current experience within government or government contracting certification in a relevant technology or tool, such as microsoft excel, tableau, or sas experience with machine learning and artificial intelligence techniques, such as supervised and unsupervised learning, neural networks, and deep learning knowledge of optimization techniques, such as linear programming, integer programming, and mixed-integer programming project management institute (pmi) certifications such as pmp willingness to work at a fast-growing small business (be part of the brand and grow with it) management and leadership experience federal aviation administration (faa) experience compensation and benefits : salary range: $72k to $155k depending on relevant experience and location (with founding member-exclusive perks - see note below) health dental 401k federal holidays flexible vacation small-business flexible benefits *founding member note : this is a founding member position. this means that the candidate that joins this position will be a critical founding member of the mzi family and dna. this position will offer founding perks such as a deferred compensation plan, contract sign-on bonus, and many more to be discussed at the interview. founding members are expected to participate in business matters to shape the culture and the brand of mzi all as one! how to apply : please, go to https: www.mziaviation.com working-at-mziand submit your information on the form at the bottom of the page. if this position does not fit your goals, please submit your resume to careers@mzisol.com and we make sure we find a position for you as our duty. job types: full-time, part-time, contract pay: $72,000 - $155,000 per year benefits: 401(k) dental insurance health insurance paid time off tuition reimbursement experience level: 10 years 11+ years 2 years 3 years 4 years 5 years 6 years 7 years 8 years 9 years application question(s): will you require sponsorship or visa anytime before, during, or after employment? are you willing to work in a small business environment with mostly government projects? while this job is remote, we require you to be in an area accessible to dc-md-va (dmv). do you meet this requirement? please, provide your email address where we can contact you. (if you use the indeed template, your resume does not provide an email address, so we cannot contact you) do you hold at least a bachelor s degree in physical sciences (e.g., mathematics, physics, meteorology, chemistry, etc.), operations research, economics, computer science, engineering, business, information systems, information technology, management science, or a degree in a related field? education: bachelor s (required) experience: business analysis: 2 years (required) work location: in person 

 "
7," 

 job description:  overview we are seeking a candidate with extensive knowledge of navy data systems containing maintenance, cost, logistics, manpower, and readiness data. the ideal candidate will have a thorough understanding of the navy maintenance process and vm acquisition processes, weapon systems and hands-on experience utilizing navy o&amp;s cost and non-cost data and presenting and documenting analyses and results. experience with navy shipyard and aviation data desired. responsibilities provide inputs on navy source data systems needed for the enterprise visibility and management of operating and support cost (evamosc) platform development evaluate navy source data systems and content to help decision makers establish agreements for data accessibility analyze business requirements and propose data sources available within dept of navy (don) with necessary data contents work effectively with the data acquisition and software development teams and make recommendations on type of data and method used to make data accessible to end users provide support to validate data in evamosc is representative or can be adequately attributed to the source data system identify data gaps and work with don to identify source data systems that can be accessed to fill gap contribute techniques, knowledge and experience to other team members to enhance the overall team productivity work with stakeholders on the team and in the don to determine approaches collecting, transforming, normalizing don data into the evamosc platform participate in agile scrum workflow process to meet sprint release schedules leading and facilitating discussion with govt leadership to explain complex issues participate in technical discussion and provide detailed insight into various source data systems and provide recommendations on tables and fields needed for ingestion into evamosc platform skills required our preferred candidate: has 8+ years of experience using some of the following don source data systems: navy erp, sysmis-cost, oars 3m, deckplate, fimars, nmd, sabrs, nuers, dmdc, stars, fhp exposure to dod o&amp;s cost processes experience analyzing large amounts of data extensive experience with navy maintenance, logistics, and or readiness processes sound understanding navy o&amp;s cost data and dod acquisition process strong written and oral communication skills excellent problem-solving and quantitative skills demonstrated ability to work independently and as part of a team solid work ethic, self-driven with the ability to work with minimal supervision ability to obtain a secret security clearance u.s. citizenship is required candidate can work in the washington metropolitan region (dc, md, va) you ll enjoy working in our casual, supportive, and collaborative environment with flexible hours and a hybrid work model. education bachelor s degree required, preferably in math, engineering, or the sciences. full-time groups senior-level security clearance benefits we offer competitive salaries commensurate with education and experience. we have an excellent benefits package that includes: health &amp; welfare company paid major medical insurance for employees and family members dental insurance for employees and family members vision insurance for employees (employee-paid for family members) group life insurance accidental death and dismemberment insurance travel accident insurance long-term disability voluntary short-term disability supplemental life insurance flexible spending account (pre-tax deferrals for health care expenses) retirement money purchase pension plan - 100% company funded defined contribution retirement plan. one-year entry waiting period and 5-year vesting. core funds available and a self-directed brokerage account option. employee stock ownership plan - 100% company funded discretionary contribution. 100% vested after one-year entry waiting period. time off tecolote s generous paid time off benefits give employees the flexibility they need to relax, recharge and take care of the unexpected. annual leave bereavement leave holidays jury duty witness leave military leave sick leave tracking number: 003-23-10 

 "
8," 

 job description:  are you excellent at time management and completing time sensitive tasks and reports? do you have experience using government databases and systems? how about experience in vetting, systems data analysis and interpretation? then american systems wants you to become our next senior systems data analyst ( telecommuter ) supporting work in the national capital region! as a senior systems data analyst you will: provide critical support in protecting our country. review mission capabilities, system engineering documents, and performance data regarding surveillance and other technologies. work with a team of driven, supportive, and highly skilled professionals who desire success and have a relentless interest in the mission and providing a positive customer experience. receive a robust benefits package that includes an employee stock ownership plan! be a part of an empowered accountability culture where each employee-owner has a meaningful stake in the future success and growth of the company. enjoy flexibility managing your work hours and personal needs with a single accrual leave plan. a week in the life of a senior systems data analyst: analyze test data, m&amp;s data, system logistics data and trend analysis compile, correlate, aggregate, and analyze data from multiple systems draft, review, and edit documents and deliverables in response to customer requirements develop and implement databases, data collection systems, data analytics to optimize statistical efficiency and quality identify, analyze, and interpret trends or patterns in complex data sets build reports of outcomes and related conclusions conduct risk assessments and propose mitigating actions present and demonstrate results of messaging via presentations or dashboards lead a team of junior data analysts american systems is committed to pay transparency for our applicants and employee-owners. the salary range for this position is $130,000 - $140,000. actual compensation will be determined based on several factors permitted by law. american systems provides for the welfare of its employees and their dependents through a comprehensive benefits program by offering healthcare benefits, paid leave, retirement plans, insurance programs, and education and training assistance. who we are : founded in 1975, american systems is one of the largest employee-owned companies in the united states. we are a government services contractor focused on delivering strategic solutions to complex national priority programs with 100+ locations worldwide. our employee-owners are encouraged to make a difference, implement new ideas in a collaborative environment, and focus on mission critical success. through our focus on quality, strong cultural beliefs, and innovation we deliver excellence every day. join us! company awards: forbes national best midsize companies energage national best workplaces, national washington post best workplaces veteran hiring awards: u.s. department of labor hire vets medallion best for vets by military times top 10 military friendly company by militaryfriendly.com job requirements bachelors degree at least 3 year s experience in immigration background and or investigating vetting regardless of department (e.g. uscis, ice, or dos) dhs suitability clearance cbp bi for immediate system access knowledge of complex matching algorithms consisting of biographical information (fingerprints, photographs, etc.) knowledge of system-to-system exchanges data analysis and database development experience understanding of systems acquisition life cycle familiarity with ieee standard 1012, ieee standard 829-1998, and the dhs selc #li-pk2 eoe minorities women disabled veterans gender identity sexual orientation 

 "
9," 

 job description:  it analyst, mobility services job #: req26720 organization: world bank sector: information technology grade: ge term duration: 3 years 0 months recruitment type: local recruitment location: washington, dc,united states required language(s): english preferred language(s): closing date: 4 12 2024 (mm dd yyyy) at 11:59pm utc description do you want to build a career that is truly worthwhile? working at the world bank provides a unique opportunity for you to help our clients solve their greatest development challenges. the world bank consists of two entities – the international bank for reconstruction and development (ibrd) and the international development association (ida). it is a global development cooperative owned by 189 member countries. as the largest development bank in the world, the world bank provides loans, guarantees, risk management products, and advisory services to middle-income and creditworthy low-income countries, and coordinates responses to regional and global challenges. visit www.worldbank.org. its vice presidency context: information and technology solutions (its) enables the wbg to achieve its mission of ending extreme poverty and promote shared prosperity in a sustainable way by delivering transformative information and technologies to its staff working in over 150 locations. our vision is to transform how the bank group accomplishes its mission through information and technology. in this fast-paced, ever-changing world, the formulation and implementation of the its strategy is an ongoing, iterative process of learning and adaptation developed through extensive consultations with business partners throughout the world bank group. its shapes its strategy in response to changing business priorities and leverages new technologies to achieve three high-level business outcomes: business enablement, by providing bank group units with innovative digital tools and technologies to transform how they deliver value for their clients; empowerment &amp; effectiveness, by ensuring that all bank group staff are connected, able to find information, and productive to accelerate the delivery of development solutions globally; and resilience, by equipping the bank group to provide risk-based cybersecurity and robust data protection for a global network and a growing cloud platform. implementation of the strategy is guided by three core principles. the first is to deliver solutions for business partners that are customer-centric, innovative, and transformative. the second is to provide the bank group with value for money with selective and standard technologies. the third principle is to excel at the basics by providing a high performing, robust, and resilient it environment for the organization. the itsgc department is part of its and provides global communications capabilities, client services and products, and support for all member organizations across the world bank group. the services for which itsgc is responsible are delivered by 5 different units: itsni (global network management), itscu (unified communications, telephony, and video-conferencing), itsew (end-user and workplace computing), itscs (helpdesk, front-line it support, and it training), and itsrd (rapid application development). additionally, itsgc is also responsible for the coordination and implementation of all infrastructure projects facing wbg country offices. in particular, the itsew (end-user and workplace computing) division within itsgc currently consists of 5 business units which provide technology solutions for various services and functions. they are: itsmp (mobility and productivity solutions) responsible for the it mobility and services centers as well as strategy, engineering, and support of ios, android, chromeos, and emm platforms. itswp (workplace technology solutions) responsible for provisioning and management of the global pc fleet and hq and global print solutions. itsee (end-user solutions and engineering) responsible for the strategy and engineering of the windows end-user platform and associated products. itscv (virtual desktop technologies) responsible for strategy, engineering, and management of the remote access platforms for both managed and unmanaged devices. itsgp (global managed print services &amp; solutions) is responsible for the strategy, operations, implementation and engineering of the global managed print service and associated products. position overview: the incumbent will be responsible for providing enterprise level client support by working closely with cellular service vendors and identifying, troubleshooting and resolving moderate to complex technical and non-technical end user questions for all mobility services. the incumbent will report to the team lead of the itsmp unit, who is responsible for managing the mobility support services under the itsgc department of the wbg. duties and accountabilities: provide oversight for day-to-day operations of the it mobility and services center (gras): o provide advanced expertise and client support o provide guidance to more junior team members o ensure high levels of gras center client satisfaction o deal with issues that arise from the gras center personnel and clients o setup meetings to ensure all personnel stay informed o supervise contractor personnel working at the mobility support center o participate in contractor recruitment efforts o ensure key performance indicators (kpi s) are met o maintain the overall image of the gras center o provide white glove service for world bank vips, including ordering new devices, providing loaners when needed, and working closely with it support staff o maintain an inventory of devices used as emergency stock for urgent orders. support the use of mobile technology by wbg clients o configure and troubleshoot mobile devices including but not limited to: android and ios smartphones and tablets and windows and mac pcs o assist in documenting user guides, faqs, and sops o deliver training sessions to end-users on tips and tricks related to mobile devices and services o participate in events and workshops that showcase mobile devices and services o deliver solutions to clients that leverage new and innovative methods of communication and service delivery o research industry best practices and trends for mobile services and support o provide solutions to issues identified in the mobile services environment, remote access technologies and multi-factor authentication support o troubleshoot issues in response to requests for technical support for mobile technologies o reduce risk by solving day-to-day problems as they arise and taking actions to prevent problems from recurring serve as a subject matter expert and point of contact for the mobility service: o serve as a focal point of contact for gras to the help desk, its, application owners and tier-3 support teams on issues related to the mobility service o lead bi-weekly meetings with wider it community, presenting mobility-related topics o manage the gras email inbox and ensure communications are responded to promptly with the necessary information o deliver training sessions to gras personnel and the wider it community on new solutions o coordinate with engineering team, sofia team, and chennai team to perform administrative tasks across different itsmp service queues and ensure smooth handover of incident tickets between locations o meet monthly with service desk representatives to maintain lines of communication and address any escalation or training issues o assist with written communication materials to clients and other its staff work in close collaboration with cellular service vendors: o identify and resolve cellular service issues o manage issue escalation and resolution o streamline and improve the service, provisioning and billing process o meet on a biweekly basis to go over service issues and enhancements gather and analyze data related to the mobile service: o help review, validate, and reconcile internal and vendor data o provide comprehensive reports on itsmp kpis, service health, and statuses to identify trends or anomalies and highlight risks o perform exploratory analysis of data for actionable insights understand and support the life cycle management of corporate mobility assets lead projects related to the mobile services environment such as assessment, deployment and implementation of new services, procedures, apps and devices, understand and contribute to the strategy, structures, processes, and procedures of its in its relationship with the business and its activities. other duties as assigned. selection criteria bachelor s or master s degree with 2 years relevant experience or equivalent combination of education and experience. demonstrated excellence in client support extensive experience supporting ios, android, vpn, and multi-factor authentication platforms advanced experience using an incident ticketing management system (i.e. servicenow, remedy). outstanding communication skills including the proven ability to convey complex ideas through clear communication, concise reports, and effective oral presentations experience utilizing and maintaining mobile device management solutions advanced data analytics and reporting knowledge demonstrated initiative and resourcefulness in complex environments excellent interpersonal skills, including the ability to work effectively in a team task force self-starter with a track record in learning new technologies outstanding analytical and problem-solving skills, including the ability to define problems and analyze the root cause capability to thrive in a fast-paced and often high-pressure environment awareness of new trends and developments in the mobility field as well as the broader industry history of taking on increasingly more challenging projects and opportunities to learn ability to stay organized and manage time effectively experience leading a team and coaching more junior colleagues demonstrated ability to reduce risk by solving day-to-day problems as they arise and taking independent action to prevent problems from recurring knowledge of institutional and its policies, processes, procedures and services record of innovation - bringing new approaches and insights to solve problems history of collaboration within team and across boundaries skilled in project management; ability to coordinate with colleagues on the project team; capacity to deliver results on time standby on call support: may be a requirement for emergencies after normal business hours, on weekends or during holidays world bank group core competencies the world bank group offers comprehensive benefits, including a retirement plan; medical, life and disability insurance; and paid leave, including parental leave, as well as reasonable accommodations for individuals with disabilities. we are proud to be an equal opportunity and inclusive employer with a dedicated and committed workforce, and do not discriminate based on gender, gender identity, religion, race, ethnicity, sexual orientation, or disability. learn more about working at the world bank and ifc , including our values and inspiring stories. 

 "
