numb_description,job_description
1,"job description:  nira inc. is looking for one senior it business analyst to support the fda. responsibilities: participating in full life-cycle software development following agile methodologies; working with users to elicit business requirements and understand business needs and elaborate business processes; working with developers to ensure requirements are documented and implemented correctly; developing test cases that reflects the business requirements; developing requirements traceability matrix (rtm) to track requirements and test cases; developing documentations and training materials as required; performing data profiling and validation to ensure accuracy and completeness; communicating with clients and the team about the status of work; conducting demos or training necessary for the successful execution of the project requirements: b.s. in computer science or a related field; 8+ years of experience working with a development team; experience with agile development methodology; experience with requirement issue management systems, like jira; experience with fda is preferred; excellent oral and written communication skills; strong analytical and problem-solving skills candidate must be a permanent resident or a us citizen to be considered for this role. nira will not sponsor a new applicant for employment authorization for this position. we offer a competitive compensation package, which includes federal holidays and time off, employer-paid health insurance coverage and a 401 (k) retirement plan with generous employer matching. job type: full-time pay: from $95,000 per year benefits: 401(k) 401(k) 5% match dental insurance flexible schedule flexible spending account health insurance paid time off retirement plan vision insurance work from home experience level: 8 years schedule: monday to friday application question(s): do you need a sponsor to work in the us now or in future?* do you have active public trust clearance or are you able to pass public trust clearance? are you located in the dc, maryland, virginia area? do you have experience in business process re-engineering? do you have a bachelor s degree in computer science, engineering or a related field? what is your expected salary range? education: bachelor s (required) experience: business analysis: 8 years (required) work location: hybrid remote in silver spring, md 20993 v role=""separator"" aria-orientation=""horizontal"" class=""css-1cflm8p e15p7aqh1"">an&amp;nbsp;< span>< span>

 "
2," 

 job description:  usac s target compensation range for a new hire into this position is $80,000-$103,000 usd per year. actual salary may vary depending on job-related factors based on knowledge, skills, and experience, as evaluated throughout the interview process. in addition, this position may be eligible for an annual performance bonus. usac has a comprehensive benefits package that includes medical, dental, vision, 401 (k), fsa, life insurance, paid time off, commuter benefits and wellness programs. why work here? our mission to achieve universal service addresses america s current critical needs to build out broadband capabilities for telehealth, online learning, and keeping families connected. join us and help usac accomplish our mission to bridge the digital divide. through its administration of the $10 billion universal service fund (usf) programs on behalf of the fcc, usac works to promote the availability of quality services at just, reasonable and affordable rates and to increase access to advanced telecommunications services throughout the nation. additional information on usf programs can be found at: https: www.usac.org about benefits usac supports our employees well beyond their salary with a system of benefits that rivals the top organizations in the country. simply put: if you are committed to improving the lives of others, we are committed to improving yours. usac provides low-premium, top-of-the-line medical, dental, and vision insurance in addition to disability and life coverage. generous 401k contribution, federal and floating holidays, paid sick leave and vacation time that increases every year. regular telework schedule and opportunities to take professional development courses and training. a multicultural team we have actively built an organization that doesn t just celebrate our diversity; we depend on it. the challenges of achieving universal service require creative and unique perspectives. our accepting and inclusive community will challenge you to grow and learn from others while always recognizing the value of your contribution. to apply, please submit a cover letter and resume, click the “apply for this job online” button. usac employees are passionate about our mission. our work contributes to the success of all americans. we ve worked together to build a culture that is collaborative, ambitious, outcome-oriented, and feedback-focused. as usac continues to support universal service impacting healthcare providers, educators, and consumers, it is critical now more than ever that we hire people equally passionate and committed to helping fulfill our mission. we are currently seeking a dynamic and collaborative professional to serve as business analyst. this is an outstanding career opportunity for an individual interested in a genuine professional challenge in support of a public-spirited mission. working in a creative and fast-paced environment, the business analyst will be work for the lifeline acp program and serve as a technical liaison between the program and it. they will responsible for working with the operations and it teams to develop processes and manage content for the various systems necessary for applicants and employees to effectively use the systems associated with usac s core programs, and to remain consistent with fcc rules. the position will support developing it requirements for systems in support of all stakeholders. responsibilities develop and update processes and procedures for program administration, for the usac s core programs. working with the operations staff, develop systems content, such as stakeholder instructions, review online and live training materials for stakeholders, and develop quality assurance processes to prevent waste, fraud, and abuse. spearhead development business requirements for systems functionality necessary to comply with commission rules and administer the program in an efficient and controlled manner. assist operations staff to develop and manage systems content. develop and assisting deploy business rules and procedures. develop business requirements for new functionality to improve operational efficiency. assist operations staff in developing data integrity standards. conduct requirements reviews, design reviews, and change control activities. documents and reports issues discovered during testing and follow-up for resolution. documents business requirements and develops training programs, documents, and materials. other specific duties as assigned. about you the successful candidate will excel at operating in a diverse and fluid environment and will be crucial for the success of the lifeline acp. bachelor degree and or relevant technical training with no preferred certification three (3) to four (4) years of directly related experience. experience as an analyst or similar position. demonstrated experience with increasingly complex system analysis projects. experience developing user stories based on business and system requirements. experience defining and elaborating user stories with validation and acceptance criteria. experience with scrum and or other agile software development frameworks. experience with microsoft sql server, access and or oracle and ability to write access sql queries. experience with software development activities from a business operations perspective. experience with microsoft sharepoint software. preparing and delivering information in a concise, professionally written and or verbal format developing, documenting, and or creating new or more useful ideas, approaches, and plans. analyzing and developing solutions to problems. managing various projects, work, technical support, etc. developing and maintaining positive customer rapport. scrum mater certification or a minimum of three (3) years of experience working with agile teams is required. proficiency in using atlassian products for a minimum of three (3) years is also a requirement. project management professional (pmp) certificate is not mandatory, it is preferred licenses, certificates project management professional certification other certifications accepted: pmi-acp, cbap, safe popm, six sigma green belt or black belt usac is committed to providing a safe and healthy workplace for all employees. all offers of employment with usac are conditioned on completing and passing a background and reference check. usac is an equal opportunity employer. no agencies please. v role=""separator"" aria-orientation=""horizontal"" class=""css-1cflm8p e15p7aqh1"">an&amp;nbsp;< span>< span>

 "
3," 

 job description:  job type: full time long term. location: fully remote. no c2c. able to do w2 or 1099 individual contractor. about: we are seeking an experienced data analyst to join our team developing the next generation of graph-driven data solutions. our products connect the people, places, and things enabling pattern detection, self-exploration, and machine learning applications required skills: 5-7 years of experience performing data analysis tasks in big data, graph, business intelligence, or similar environments 5-7 years experience with python or scala development (oop and scripting 3 or more years of experience performing data analysis tasks in big data, graph, business intelligence, or similar environments 2+ years of experience in aws demonstrated expert level skills in sql 1+ years of experience in neo4j experience with large scale data processing engines (spark, presto, or equivalent naturally inquisitive and enjoys exploring data and business outcomes strongly preferred beneficial experience: financial industry experience experience in machine learning environments typical job activities data analytics and processing in spark data profiling new data sources design and support of graph architecture identification of patterns in data engage with upstream and downstream engineering partners in value pipeline improvements agile ceremonies and team engagement sk8lr4uekg 

 "
4," 

 job description:  overview: we are seeking an experienced and proficient business analyst for an immediate opportunity. this role is instrumental in enabling data driven data-decision making for non-disaster and disaster operations. the right candidate for this role will possess experience in data analytics domain, supporting federal agencies in an agile, cross-functional team environment, effectively managing stakeholders, and delivering high-quality, and timely work products results. the candidate will possess excellent analytical, problem-solving, interpersonal, time management and communication (both verbal and written) skills. work location: this position offers a hybrid schedule – you ll work 2-3 days per week on-site in washington, dc, and seventh sense will support your commute by contributing over $1,500 annually to your transportation fsa. unlock the perfect balance of remote flexibility and collaborative office culture! salary range: $100,000-$105,000 clearance requirements: dhs public trust what you ll do: business analysis effectively collaborate and communicate with the agile project team and internal and external stakeholders across the nation, to establish and document the project objectives, scope, requirements, user stories, success acceptance criteria, level of effort, timelines, assumptions, risks, and constraints actively participate, support, and facilitate agile ceremonies and methodology by engaging in product and sprint backlog planning sessions, daily stand-ups, sprint planning, sprint reviews, sprint demos and sprint retrospective activities may be asked to manage maintain product and sprint backlogs in jira or similar tools. identify and collaborate with internal and external stakeholders, facilitate discovery sessions, conduct stakeholder interviews, elicit, and document requirements demonstrate data analytics work products to stakeholders and document feedback act as liaison between project team and stakeholders and translate business needs requirements into actionable activities and tasks provide inputs for development and execution of project plan and reporting lead requirements management activities, including requirements elicitation, requirements documentation and traceability, user story development and acceptance criteria definition support planning, development, implementation, and management of analytics mentoring program prepare technical artifacts, briefings, and project documentation as needed collaborate closely with project team to aid review, finalization and distribution of key messaging, work products and materials to enable delivery of high quality deliverables support project team with risk and issue management activities testing: create test scenarios, develop, and execute test plans to ensure that the business intelligence tools dashboards are accessible (508 compliant), accurate and meet the requirements facilitation: provide meeting facilitation support and plan facilitate data analytics related activities events (summits, working groups, discussions, meetings, etc.) as requested knowledge management portal support support maintenance and enhancement of intranet web pages and sharepoint knowledge management portal to ensure efficient information sharing, organization, and retrieval of information assess the existing knowledge management website and identify areas for improvement collaborate with branch members to define website requirements and functionalities provide inputs to help develop a plan to enhance the website s structure, navigation, and search capabilities ensure the website s compatibility with various devices and browsers assist in proposing and reporting on monthly site usage statistics, site reports, and analysis of the data and recommendations to improve content decisions other general requirements acquire and maintain a detailed knowledge of policies, principles, and strategies, and keep current with relevant developments stay updated on industry best practices, emerging trends, and new technologies in data analytics to continually enhance knowledge, processes and capabilities must haves: bachelor s degree in computer science, information systems, or related it discipline minimum seven (7) years experience required, preferably in the government public sector and in “business intelligence data analytics” domain knowledge familiarity in agile methodology knowledge and experience in 508 compliance testing approach and tools proficiency in tools such as jira, sharepoint, and microsoft office suite strong stakeholder engagement and management experience including experience working directly with executive, senior management, and technical subject matter experts excellent time management skills and attention to detail nice to haves: prior experience supporting dhs is preferred. knowledge familiarity of business intelligence tools such as power bi tableau desired why work for seventh sense? our company was founded on a family-oriented philosophy, and our culture is rooted in making a difference in the lives of our “work family” members (referred to simply as “members” rather than “employees”). our comprehensive benefits include: medical, dental, and vision insurance 401(k) plan with generous company match and immediate vesting pto and 11 paid holidays employee assistance program accident and critical care insurance options unique benefits include: day off to celebrate your birthday day off on your company anniversary date day off to volunteer for the community service project of your choice a bonus plan that allows each member to financially benefit from company, team, and individual success. you are in full control of the bonuses you receive – ask us how! a peer-to-peer recognition platform that allows members to recognize each other s accomplishments and contributions. professional development opportunities including consulting skills training and federal acquisition training, as well as resources to assist with family life and mental wellbeing. about us: seventh sense consulting is an award-winning consulting company focused on providing federal agencies with ""enlightened solutions that deliver lasting value"". our teams work with our clients to provide innovative solutions, enhance integration, and facilitate transparency of core acquisition. we are a 100% virtually operated virginia-based company serving multiple clients across the us, and we have been recognized for 3 years in a row as a “best place to work” by the washington business journal! to learn more visit us at www.seventhsenseconsulting.com equal employment opportunity: seventh sense consulting is an equal opportunity employer committed to a culturally diverse workforce. all qualified applicants will receive consideration for employment without regard to race, religion, color, age, sex, national origin, sexual orientation, gender identity, disability status or protected veteran status. our company s enlightened solutions encompass a comprehensive range of dei initiatives, aimed at fostering a diverse, equitable, and inclusive environment, promoting equal opportunities, and empowering individuals from all backgrounds to thrive and contribute their unique perspectives. v role=""separator"" aria-orientation=""horizontal"" class=""css-1cflm8p e15p7aqh1"">an&amp;nbsp;< span>< span>

 "
5," 

 job description:  company overview: for the past 15+ years, etelligent group has consistently delivered excellent services that are demonstrated through our exceptional past performances. as a small business, we have distinguished our company as effective problem solvers with innovative, scalable solutions. we integrate cmmi dev v2.0 level 3 processes, tools, and techniques with innovative, cost-efficient, and secure solutions to address complex challenges. we also hold iso 9001:2015, iso iec 27001:2013, and iso iec 20000-1:2018 certifications. job description : the senior business intelligence analyst is pivotal in steering high-impact project initiatives, defined by intricate client agreements, through the entire project lifecycle—from inception through to delivery. this role demands a profound command over analytical methodologies, data management practices, and business intelligence technologies, underpinned by a robust understanding of business operations and strategic planning. the ideal candidate will lead the charge on medium to large-scale complex initiatives and significant segments of paramount projects, guaranteeing that deliverables are not only timely and within budget but also exceed client expectations. expertise in contemporary business intelligence tools, data analytics frameworks, and agile project management methodologies is crucial. furthermore, an adeptness in navigating matrix organizational structures, coupled with profound insights into market trends and industry benchmarks, will be essential for driving forward our service lines. key responsibilities: spearhead the execution and management of medium to large-scale complex projects, as well as significant aspects of our most ambitious projects, ensuring a seamless, efficient delivery that aligns with both budgetary guidelines and client anticipations. employ advanced business intelligence (bi) and data analysis techniques to catalyze project success, leveraging industry-leading bi software (e.g., power bi, tableau, qlik) for data visualization and insights generation. lead the requirement gathering process, working in close collaboration with clients and internal stakeholders to crystallize project objectives, deliverables, and timelines. exhibit exemplary problem-solving capabilities and analytical acumen, applying quantitative and qualitative analysis methods to unearth actionable insights. communicate complex data findings and strategic recommendations effectively through comprehensive reports and dynamic presentations, utilizing data visualization tools and storytelling techniques. implement agile and scrum methodologies in project management to enhance team efficiency, adaptability, and stakeholder satisfaction. keep abreast of the latest trends, technologies, and methodologies in business intelligence, data analytics, and industry-specific developments to foster innovation and maintain competitive advantage. offer mentorship and leadership to project teams, nurturing talent and fostering a culture of continuous learning and improvement. tools and technologies used in the project: akamai technologies • reactjs javascript • java spring boot openapi swagger • mongodb aws cloud computing • helm kustomize pega • relational database management systems (rdbms) aws rds (relational database service) • aws edp (event-driven programming) openshift qualifications: bachelor s degree or higher, preferably in business, information technology, or a related field. master s degree optional. minimum 4 to 6 years of intensive experience demonstrating proficiency levels related to the task. proven experience managing medium to large complex projects. in-depth knowledge of agile principles. expertise in business processes, executive coaching, leadership profile assessments, consulting, and matrix organization operations. strong analytical and problem-solving skills. excellent communication and presentation abilities. minimum eligibility : candidates must meet requirements to obtain and maintain a minimum background investigation (mbi) clearance (active moderate risk mbi clearance is a plus). candidates must be a us citizen or a legal permanent resident (green card status) for at least three (3) years, and federal tax compliant. location: dmv area (remote) commitment to diversity - etelligent group provides equal employment opportunity to all individuals regardless of their race, color, creed, religion, gender, age, sexual orientation, national origin, disability, veteran status, or any other characteristic protected by state, federal, or local law. further, the company takes affirmative action to ensure that applicants are employed, and employees are treated during employment without regard to any of these characteristics. discrimination of any type will not be tolerated. 

 "
6," 

 job description:  job description: the business analyst (ba) position includes conducting interviews with customer managers and end users, creating workflow and process diagrams and writing user stories and detailed system specifications for business and technical customers. the ba participates in agile development processes and develops alternate strategies for implementation of user requirements. this position also develops requirements traceability matrices (rtm) and works with qa team to ensure test cases fully validate system functionality. requirements: u.s. citizenship is required candidate must be able to obtain public trust clearance this position is hybrid (on-site remote) and requires working onsite at minimum, once a week. qualifications and experience: associates or bachelor s of science degree in information systems, business systems management information systems, it management or other it degree 7 years minimum experience (can be substituted for degree) experienced using atlassian jira, confluence, sharepoint and servicenow proficient in visio, microsoft office, especially word, excel, and powerpoint demonstrated ability to create and maintain technical requirements documents. certification: cbap certification desired, not required. responsibilities: knowledge of business systems analysis and requirements elicitation experienced in agile software development methodologies, test case development, creating requirements traceability matrices. collaborate with the project team, the client and or the product owner support team to gather requirements; review and analyze data; as well as to create modify supporting project documentation as needed. assist with process improvement; help to maintain the documentation regarding various projects, processes and operations; and collaborate with project managers and cross-functional teams. experienced with one or more major enterprise content document management systems. flexible work from home options available. 

 "
7," 

 job description:  opexus seeks to expand our product management team with the addition of a talented business analyst specifically focused on our foiaxpress product working closely with our foia product managers and developers. we have been a very successful software product company for 30 years and experiencing continued growth. we are looking for forward thinkers and critical players who can help us continue our growth. the ideal candidate will have excellent writing and communication skills, a strong customer service and engagement ability, some project management experience, a quick learner, and is technically savvy. if you are interested in working in a fast-paced dynamic environment where interaction with the multiple departments and collaboration with the product team allows for advancement of our product roadmap and core delivery to customers. we offer a competitive salary and benefits, including unlimited pto, and hybrid wfh. primary responsibilities : provide an engaging top-notch customer focused lens to all work analyze, capture, document and illustrate “as-is” and “to-be” business processes and requirements. prepare documentation such as; functional business requirements, use cases, and instructional documentation configure, test, and implement business processes and requirements manage assigned project tasks in a timely manner and coordinate resources needed to complete tasks. provide weekly reports updates of assigned tasks and progress to project manager management. be prepared to play multiple roles in the implementation of a project ensure downstream processes are considered during system enhancement modification efforts perform initial user acceptance testing to ensure system changes meet defined requirements as well as providing feedback to development testing teams regarding test cases, scenarios, and scripts collaborate with vendors, consultants, business, and it personnel to achieve solutions to identified business needs qualifications: 2+ years relevant work experience required knowledge of the foia process, workflow a plus or experience using foiaxpress. customer focused engagement experience excellent writing and verbal communication skills quick learner with strong multi-tasking abilities advanced knowledge of microsoft product suite; word, excel, devops required project management experience preferred help desk support experience desired education: bs degree in business, information systems or communications preferred about opexus get government unstuck with opexus. we believe the professionals who keep democracy running expect and deserve exceptional technology experiences. with more than 30 years of experience supporting public institutions, opexus is the leader in fedramp-certified government process management software, bringing operational excellence to governments middle office so agencies can focus on the critical work of mission delivery. our customers and employees share the desire to make a positive impact on society and leave a legacy. our location in the heart of washington, d.c. enables our team to work hand-in-hand with our customer community to deliver built-for-government software applications that users love. if you are a talented, entrepreneurial candidate with an interest in driving growth, then we want to talk with you. we offer countless opportunities for our employees to stretch and take on new challenges in their careers. opexus is an equal opportunity employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or disability. #opex - #zr v role=""separator"" aria-orientation=""horizontal"" class=""css-1cflm8p e15p7aqh1"">an&amp;nbsp;< span>< span>

 "
8," 

 job description:  ```overview: we are seeking an entry level data analyst to join our team. as a data analyst, you will be responsible for analyzing and interpreting complex data sets to provide valuable insights and support decision-making processes. this is an excellent opportunity for someone who is passionate about data analysis and wants to start their career in this field. responsibilities: - collect, clean, and validate data from various sources - perform data analysis using statistical techniques and tools - develop and maintain data models, databases, and reporting systems - create visualizations and reports using analytics tools such as tableau - collaborate with cross-functional teams to identify business requirements and translate them into data solutions - assist in the design and implementation of etl processes for data integration - conduct research and provide recommendations for process improvements - support project management activities related to data analysis initiatives requirements: - bachelor s degree in a relevant field such as computer science, mathematics, or statistics - strong analytical skills with the ability to interpret complex data sets - proficiency in sql for database querying and manipulation - experience with data visualization tools such as tableau or power bi - knowledge of programming languages such as python for data analysis tasks - familiarity with database design principles and query optimization techniques - excellent problem-solving skills and attention to detail - strong communication skills to effectively present findings to stakeholders preferred skills: - experience in business analysis or related roles - knowledge of predictive analytics techniques - understanding of server architectures and cloud computing platforms join our team as an entry level data analyst and contribute to our data-driven decision-making processes. apply now!``` job type: full-time pay: $55,000 - $65,000 per year benefits: 401(k) dental insurance health insurance schedule: 8 hour shift ability to relocate: mclean, va 22102: relocate before starting work (required) work location: in person v role=""separator"" aria-orientation=""horizontal"" class=""css-1cflm8p e15p7aqh1"">an&amp;nbsp;< span>< span>

 "
9," 

 job description:  imagine what you could accomplish in vint hill s data innovation and insights group. at vint hill, thinking outside the box and presenting new ideas have a way of influencing how our clients do business better. bring passion and dedication to your job, always challenge the status quo, and there s no telling what you can accomplish here. the data innovation and insights group is seeking a data analytics and visualization analyst to help design and build innovative and scalable reporting and rapid business intelligence solutions; applications; and analytical tools and ui that support our clients internal data analytics processes and support executive teams through the delivery of data-driven insights that inform strategic decision making and policy decisions. key qualifications &amp; experience 2+ years of relevant experience implementing large projects using any data analysis tools, specifically sql, python, and sas experience in building visualizations and dashboards in tableau or related business intelligence tools experience in maintaining reporting, reviewing the analytics, and dashboard functionality experience with amazon web services (aws), web, and ios technologies is a plus experience working with big data technologies is a plus experience with data science and machine learning analyses is a plus outstanding written, verbal, and presentation skills with the ability to develop and present conclusions and recommendations to senior executives able to work effectively on sometimes ambiguous data and constructs within a fast-changing environment, tight deadlines, and priority changes proven ability to manage multiple projects at a time highly motivated and responsible for self-learning us citizenship is required what to expect day-to-day the data analytics and visualization analyst will be focused on translating statistical data in ways that are optimized for our client s senior executive teams, spanning multiple organizations. this role will be responsible for turning complex, disparate data and data sets into clear, insightful information through visual displays, leveraging a deep understanding of the fundamental principles of information design, user interaction, and visual best practices that resonate with executive leaders. this role will also understand the underlying data structures and data processes; and have a drive for delivering high-performance, high-quality solutions on big data. we are looking for someone who can interpret requirements, make informed decisions, and collaborate to deliver high-quality finished products and knows when and how to leverage proven design patterns, standards, and guidelines. additionally, this role will work within the data innovation and insights group across data engineering, applied analytics, and data scientists to design and implement new, innovative data and business processes to facilitate more efficient data collection, analysis, reporting, and visualization solutions for clients. education undergraduate or master s degree in one of the following majors with relevant analytics or data management focused coursework desired: technology: data analytics, computer science, management information systems business: economics, econometrics, quantitative finance, finance, accounting, business analytics math engineering: industrial engineering, computer engineering, financial engineering, math, statistics job type: full-time pay: from $72,000 per year benefits: 401(k) 401(k) matching dental insurance flexible schedule health insurance life insurance paid time off professional development assistance vision insurance compensation package: bonus opportunities experience level: 1 year schedule: monday to friday application question(s): are you willing and eligible to obtain a public trust security clearance? education: bachelor s (required) experience: tableau: 1 year (required) sas: 1 year (required) data analytics: 1 year (required) python: 1 year (required) ability to commute: vienna, va (required) ability to relocate: vienna, va: relocate before starting work (required) work location: in person v role=""separator"" aria-orientation=""horizontal"" class=""css-1cflm8p e15p7aqh1"">an&amp;nbsp;< span>< span>

 "
10," 

 job description:  company overview: we are a world-class team of professionals who deliver next generation technology and products in robotic and autonomous platforms, ground, soldier, and maritime systems in 50+ locations world-wide. much of our work contributes to innovative research in the fields of sensor science, signal processing, data fusion, artificial intelligence (ai), machine learning (ml), and augmented reality (ar). qinetiq us s dedicated experts in defense, aerospace, security, and related fields all work together to explore new ways of protecting the american warfighter, security forces, and allies. being a part of qinetiq us means being central to the safety and security of the world around us. partnering with our customers, we help save lives; reduce risks to society; and maintain the global infrastructure on which we all depend. why join qinetiq us? if you have the courage to take on a wide variety of complex challenges, then you will experience a unique working environment where innovative teams blend different perspectives, disciplines, and technologies to discover new ways of solving complex problems. in our diverse and inclusive environment, you can be authentic, feel valued, be respected, and realize your full potential. qinetiq us will support you with workplace flexibility, a commitment to the health and well-being of you and your family and provide opportunities to work with a purpose. we are committed to supporting your success in both your professional and personal lives. position overview: qinetiq us has a new opportunity to work in an exciting, fast-paced environment, that fosters intellectual growth and rewards based on impact, not tenure. the position comes with the ability to work with bright minds and passionate people, with the opportunity for growth and learning. in this position, you will use your analytical and financial modeling skills to provide insights to project management and contribute to the financial health of the company. responsibilities: provide program control support for monthly close activities to include variance analysis – revenue, gross profit, contribution margin and reporting to leadership teams prepare estimate-at-completion (eac) and variance analysis [aop vs forecast vs actual] support project and contract set up activities contract and subcontract administration to include monitoring of funding while following the purchase requisition process. leading analysis on cost, schedule, performance, variance, and risk reporting and analysis develop and provide monthly financial reports to project managers, portfolio managers and division leads partnering with program managers and division leads to assist them in running their programs proactively by providing oversight on financial tracking and reporting develop financial data and metrics to create annual program budgets and forecasting coordinating with program leadership and stakeholders to ensure project execution is consistent with budget plans and coordinated with program sponsors as needed assist accounting and program managers with invoice reviews to clients and for subs. assist with timesheet reviews assist project managers with performance management oversight of employees, consultants, and subcontractors, as necessary assist with multiple program projects by monitoring progress and quality, managing issue resolution, recommending corrective action, and developing ad-hoc client deliverables work closely with project managers to understand and maintain focus on their analytical needs, including identifying critical metrics, and deliver actionable insights to relevant decision-makers proactively analyze data to answer key questions from stakeholders with an eye for what drives business performance, investigating and communicating areas for improvement in efficiency and productivity required qualifications: bachelor degree in a related field of study; a degree in management a plus minimum of 4 years of experience performing program activities on mid-large sized federal contracts experience managing, coordinating, and facilitating a team s efforts effectively and efficiently in multiple contract environments (i.e., time and material, firm fixed price) experience with costpoint and ibm planning &amp; analytics (tm1) experience tracking, monitoring, reporting, standardizing, and overseeing project cost, schedule, and performance measures experience performing financial management and reviewing work products for correctness, quality, and completeness; and follow through ability to communicate effectively, both orally and in writing, in person and via electronic mediums ability to communicate professionally with clients, management, employees, consultants, and subcontractors ability to read and interpret policy, regulations, and directives proficient in the following microsoft applications: word, excel, powerpoint, outlook, sharepoint company eeo statement: accessibility accommodation: if because of a medical condition or disability you need a reasonable accommodation for any part of the employment process, please send an e-mail to staffing@us.qinetiq.com or call  opt. 4 and let us know the nature of your request and contact information. qinetiq us is an equal opportunity affirmative action employer. all qualified applicants will receive equal consideration for employment without regard to race, age, color, religion, creed, sex, sexual orientation, gender identity, national origin, disability, or protected veteran status. 

 "
