numb_description,job_description
1,"job description:  position: operational reliability engineer 2 job description: collaborate with product teams to understand the performance-monitoring needs and requirements for approximately 20 applications within the organization. work closely with the monitoring team and product teams to develop solutions in a phased approach, aligning with organizational goals, to achieve optimized enterprise monitoring. serve as a liaison between the monitoring team and application teams, facilitating effective communication and ensuring seamless integration of performance-monitoring solutions. develop and rigorously test python scripts as the primary responsibility, ensuring the robustness and reliability of the monitoring solutions. demonstrate proficiency in python programming and possess the ability to create efficient and scalable scripts for monitoring purposes. utilize and enhance scripts to achieve automation of performance-monitoring tasks and processes. familiarity with selenium is considered an asset, providing additional capabilities for effective scripting and automation. demonstrate a solid understanding of network, operating system, application, and endpoint performance to inform and optimize monitoring solutions. prioritize and manage the integration of monitoring solutions to meet security requirements and ensure the confidentiality and integrity of the systems. possess strong communication and collaboration skills to effectively convey technical concepts and collaborate with cross-functional teams. maintain a results-oriented approach, focusing on achieving organizational goals and enhancing the overall performance-monitoring capabilities. technology stack of application(s) with which this role will interact: python, java, javascript linux windows cisco appdynamics aws cloud microfocus business service management tool suite elastic stack (elasticsearch, logstash, and kibana) desired skills &amp;nbsp;: experience with selenium experience with aws cloud experience with jenkins system administration background experience with microfocus business service management (bsm) tool suite: microfocus sitescope microfocus operations bridge operations manager i (omi) experience with elastic stack (elasticsearch, logstash, and kibana) experience with cisco appdynamics experience with ansible or terraform qualifications &amp;nbsp;: six (6) years of experience in software development engineering in programs and contracts of similar scope, type, and complexity. bachelor s degree from an accredited college or university in computer science or related discipline. four (4) years of additional software development experience may be substituted for a bachelor s degree. experience with python programming familiarity with web application technologies (e.g., html, javascript, web servers, and application servers) must be able to work during core hours of 10am-2pm. exceptions will be considered on a case-by-case basis. interimage benefits snapshot: 401k - 7% contribution with 3% profit sharing; 1-year cliff vesting schedule. paid time off: 4 weeks. paid holiday leave: 11 days (88 hours). life insurance: $50,000; 100% of premium. short-term long-term insurance: 100% premium. healthcare: 2 carefirst administrator plans offered, $0 employee only option, metlife for vision, and the standard for dental. job type: full-time pay: $175,000 - $205,000 per year 

 "
2," 

 job description:  your impact join our innovative team at intelsat, where you will help shape the future of global connectivity. your role is pivotal in transforming the customer experience through the creation and launch of new services and products. by working with us, you will play a key role in defining products that are designed to open new markets, generate new revenue streams, and ensure secure and reliable global communications. you will have the opportunity to be part of a bold team that continues our legacy of innovation. your role will involve developing new functionalities in satellite rf link budget analysis tools. as a qualified individual, you will contribute to our devops practices, enhance our ci cd model, and support application deployment and post-production activities. what you will do be part of an agile development team responsible for development of new functionality in satellite rf link budget analysis tools. ensure developed code meets intelsat coding standards, enhance regression test suite, maximize code coverage. follow intelsat it policies and procedures, contribute to promoting devops practice and building robust ci cd model. collaborate and support deployment of applications to production environment and provide post-production support. as part of the development team, engage in design discussions, requirement analysis and complex problem analysis activities. your required experience skills education: a bachelor s degree in computer science or equivalent, with a strong analytical and mathematics background. a minimum of 3 years of recent, relevant experience with c# and or c++, including work during internships. proficiency in object-oriented programming and the relational database model. good knowledge of sql language. independent working capability and excellent troubleshooting and problem-solving skills. your success in this role will look like: core company behavioral competencies such as adaptability, creative thinking, and a team player attitude. positive attitude and effectiveness in fostering an inclusive work environment. effective verbal and written communication skills. it would be nice if you had: experience with oracle pl sql. development of engineering scientific applications, preferably on satellite rf link analysis tools. experience with microservices and api development. a strong focus on quality and detail. how we support you: hybrid work environment offering up to two days per week work from home (for eligible positions). development opportunities supporting professional growth championed by our dedicated learning &amp; development team. 20-25% of our positions are hired internally! ways to get involved: satellite launch parties, company connect events, charitable activities, team social events, recognition programs, and employee resource groups. wide range of benefits and perks to help you stay healthy, happy, and productive. these include paid leave programs, medical, tuition reimbursement, and retirement benefits, employee wellness offerings, and more! these benefits are designed to support your overall well-being and help you succeed in your role. our d&amp;i commitment we re committed to fostering a culture and environment of diversity, inclusion and respect – a place where everyone can show up fully as themselves and do their best work every day. we re a technology leader committed to advancing diverse, inclusive teams – where belonging is rooted in our culture. intelsat has an established diversity &amp; inclusion council and employee resource groups. intelsat is an equal opportunity employer and does not discriminate based upon race, color, religion, sex, national origin, ethnicity, age, disability, pregnancy, veteran status, sexual orientation, gender identity or any other characteristic protected by applicable law . while it is important to note that meeting the minimum qualifications is a fundamental requirement for consideration, if you are enthusiastic about this role and are unsure how well your experience aligns with these requirements, we encourage you to apply. our recruitment team will assess your application and determine if your skills and qualifications meet the essential criteria for this role or whether there might be another role within our organization that is a better match. other job info: these statements are intended to describe the general nature and level of work being performed by employees assigned to this job. this is not intended to be an exhaustive list of all responsibilities, duties, and skills required of employees assigned to this job. as the foundational architects of satellite technology, intelsat applies our expertise to develop breakthrough solutions that advance and secure boundless applications for our customers and partners. at intelsat, we increase human potential by connecting people, communities, businesses, and governments. our employees enjoy a casual and collaborative environment, where we celebrate professional excellence in pursuit of the corporate mission. we hire skilled professionals who work in various areas such as: satellite engineering, network operations, cloud architecture, accounting, sales, legal, and more. browse our current job openings or create a professional profile to stay informed about opportunities that match your interests and expertise. intelsat is subject to regulation by certain u.s. government national security agencies, which require that we collect and share certain personally identifiable information (“pii”) with the u.s. government to obtain permission to employ non-u.s. persons in certain roles. if selected for a role at intelsat, we may collect and share your pii for these purposes. intelsat is an equal opportunity affirmative action employer including vets and disabled 

 "
3," 

 job description:  description: the software engineer develops, maintains, and enhances complex and diverse software systems (e.g., processing-intensive analytics, novel algorithm development, manipulation of extremely large data sets, real-time systems, and business management information systems) based upon documented requirements. works individually or as part of a team. reviews and tests software components for adherence to the design requirements and documents test results. resolves software problem reports. utilizes software development and software design methodologies appropriate to the development environment. provides specific input to the software components of system design to include hardware software trade-offs, software reuse, use of commercial off-the-shelf (cots) government off-the-shelf (gots) in place of new development, and requirements analysis and synthesis from system level to individual software components. qualifications: an active ts sci clearance + fs polygraph twenty (20) years experience as a swe in programs and contracts of similar scope, type, and complexity is required. bachelors degree in computer science or related discipline from an accredited college or university is required. four (4) years of additional swe experience on projects with similar software processes may be substituted for a bachelors degree. columbia technology partners is an equal opportunity employer. we consider applicants without regard to race, color, religion, age, national origin, ancestry, ethnicity, gender, gender identity, gender expression, sexual orientation, marital status, veteran status, disability, genetic information, citizenship status, or membership in any other group protected by federal, state, or local law. our eeo policy reflects our commitment to ensure equality and promote diversity and inclusion in the workplace. our policy applies to all employees, job candidates, contractors, stakeholders, partners, and visitors. numyog3xa3 

 "
4," 

 job description:  about sitec sitec is an employee and customer focused information technology and professional services firm specializing in design, development, and delivery of state-of-the-art technology solutions, as well as cybersecurity, software and systems engineering services. summary this position requires web development experience as the selected candidate will need to maintain the current ri web servers (ex. maxwell and math depot ) which use twiki, apache and php . assist with moving existing web server instances to newer servers. the existing web servers are running old linux os and are to be replaced with new os instances. the web servers may be using casport for authorization so the candidate would need to be able to handle that task as well. requirements position requires a top secret clearance with poly a minimum of seven (7) years of experience as a swe in programs and contracts of similar scope, type, and complexity, a bachelor s degree in computer science or related discipline from an accredited college or university. four (4) years of additional swe experience on projects with similar software processes may be substituted for a bachelor s degree. within the last seven (7) years, a minimum of 5 years of experience developing in javascript . within the last seven (7) years, a minimum of three (3) years of experience developing software in a linux, windows, or mac os environment . demonstrated experience developing with ms sql, express.js, react.js,node.js, and git. candidate must be flexible to changing requirements and direction of tasking. candidate must be comfortable interfacing with other team members - strong communication and interpersonal skills and candidate must be self-motivated. 

 "
5," 

 job description:  overview: the project manager, you will play a crucial role in project planning, executing, risk mitigation, preparing performance kpi, project dashboards, and implementing project management best practices. responsibilities: apply project management framework, liaise with stakeholders across the organization client group to achieve project outcome. create and maintain project time frames, budget estimates. prepare and report project status on a regular basis, including performance metrics. monitor and report project progress ensuring adherence to deadlines and budget constraints. identify risks and issues, ensure timely resolution, escalate as required. collaborate with other development team members, synchronizing development efforts. determining and overseeing consistent testing, evaluation, and troubleshooting of all products in all stages of completion. ensure adherence to source code development standards and source code version control processes. collaborate with data product engineers to deliver robust solutions that drive powerful experiences for clients. please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. duties, responsibilities, and activities may change at any time with or without notice. qualifications: required education and experience: bachelor s degree in related field. requires technical expertise in software development, data engineering. strong project management skills, and effective communication to ensure the successful delivery of projects on time and within scope. minimum 6+ years of professional software engineering experience. pmp safe certifications preferred. proven experience with agile techniques to manage workload. ability to ask questions of technical experts to ascertain information. ability to have a flexible perspective when approaching familiar and unfamiliar work projects. knowledge, skills, and abilities: skilled in multiple types of project management frameworks and methodologies, such as agile &amp; scrum. proficient in project management tools and software (ms projector similar). ability to communicate effectively, both orally and writing. ability to work cross-functionally to implement technology software solutions. working knowledge of technology-related issues and how they might impact assigned work or client. other duties : please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. duties, responsibilities and activities may change at any time with or without notice. our priority is the health and safety of our members, colleagues, partners, and community. proof of covid-19 vaccination is required for employment. if you are unable to be vaccinated for medical reasons or sincerely-held religious beliefs, we will consider requests for reasonable accommodations consistent with our policy, and where we are able to provide such accommodations without undue hardship to the company pursuant to applicable law. reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. somatus, inc. provides equal employment opportunity to all individuals regardless of their race, color, creed, religion, gender, age, sexual orientation, national origin, disability, veteran status, or any other characteristic protected by state, federal, or local law. further, the company takes affirmative action to ensure that applicants are employed, and employees are treated during employment without regard to any of these characteristics. discrimination of any type will not be tolerated. 

 "
6," 

 job description:  position description : if you love high profile and challenging work supporting the us government, serco has a great opportunity for you! bring your technical expertise and collaborative skills to make an impact here at serco. you will be on a critical team working with the customer at our maryland location. this position is contingent upon your ability to maintain transfer a ts sci with poly clearance. this position is contingent upon customer requirements and or their approval. in this role, you will: ability to integrate, install, configure, upgrade, compile, and support cots gots software. generate documentation for the full software stack. update software for sustainment support. basic linux system administration skills and shell scripting. execute test codes for characterization of software performance. qualifications: to be successful in this role, you will have: an active ts sci clearance with polygraph. u.s. citizenship. bachelor s degree in computer science or related field and have at least six (6) years of demonstrable experience with integrating, installing, configuring, upgrading, compiling, and supporting cots gots software in a heterogeneous operating system environment. or the individual shall have five (5) years full time computer science directly related work that can be substituted for a degree, and have at least six (6) years of demonstrable experience with integrating, installing, configuring, upgrading, compiling, and supporting cots gots software in a heterogeneous operating system environment. if you are interested in supporting and working with our maryland government customer and joining a passionate serco team, then submit your application now for immediate consideration. it only takes a few minutes and could change your career company overview : serco inc. (serco) is the americas division of serco group, plc. in north america, serco s 9,000+ employees strive to make an impact every day across 100+ sites in the areas of defense, citizen services, and transportation. we help our clients deliver vital services more efficiently while increasing the satisfaction of their end customers. serco serves every branch of the u.s. military, numerous u.s. federal civilian agencies, the intelligence community, the canadian government, state, provincial and local governments, and commercial clients. while your place may look a little different depending on your role, we know you will find yours here. wherever you work and whatever you do, we invite you to discover your place in our world. serco is a place you can count on and where you can make an impact because every contribution matters. to review serco benefits please visit: https: www.serco.com na careers benefits-of-choosing-serco. if you require an accommodation with the application process please email: careers@serco-na.com or call the hr service desk at , option 1. please note, due to eeoc ofccp compliance, serco is unable to accept resumes by email. candidates may be asked to present proof of identify during the selection process. if requested, this will require presentation of a government-issued i.d. (with photo) with name and address that match the information entered on the application. serco will not take possession of or retain store the information provided as proof of identity. for more information on how serco uses your information, please see our applicant privacy policy and notice. serco does not accept unsolicited resumes through or from search firms or staffing agencies without being a contracted approved vendor. all unsolicited resumes will be considered the property of serco and will not be obligated to pay a placement or contract fee. if you are interested in becoming an approved vendor at serco, please email agencies@serco-na.com. serco is an equal opportunity employer. we evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other legally protected characteristics. 

 "
7," 

 job description:  build to something to be proud of. < h1> captivation has built a reputation on providing customers exactly what is needed in a timely manner. our team of engineers take pride in what they develop and constantly innovate to provide the best solution. captivation is looking for software developers who can get stuff done while making a difference in support of the mission to protect our country. description < h1> captivation software is looking for senior level software engineer to assist with the development of various projects in the intelligence community. requirements < h1> security clearance: must currently hold a top secret sci u.s. government security clearance with a favorable polygraph, therefore all candidates must be a u.s. citizen minimum qualifications: twenty (20) years of experience providing software engineering support bachelor s degree in related technical discipline required skills: c++ and python development position working with various rf applications for sdr solutions. sigdev experience desired skills: k8s experience this position is open for direct hires only. we will not consider candidates from third party staffing recruiting firms. benefits < h1> annual salary: $130,000 - $270,000 (depends on the years of experience) up to 20% 401k contribution (no matching required and vested from day 1) above market hourly rates $3,200 hsa contribution 5 weeks paid time off company paid employee medical dental vision insurance life insurance short-term &amp; long-term disability ad&amp;d 

 "
8," 

 job description:  the software engineer develops, maintains, and enhances complex and diverse software systems (e.g., processing-intensive analytics, novel algorithm development, manipulation of extremely large data sets, real-time systems, and business management information systems) based upon documented requirements. works individually or as part of a team. reviews and tests software components for adherence to the design requirements and documents test results. resolves software problem reports. utilizes software development and software design methodologies appropriate to the development environment. provides specific input to the software components of system design to include hardware software trade-offs, software reuse, use of commercial off-the-shelf (cots) in place of new development, and requirements analysis and synthesis from system level to individual software components. colorado opportunities available! requirements ts sci with poly required fourteen (14) years experience in projects of similar scope, type, and complexity is required. bachelor s degree in computer science or related discipline from an accredited college or university is required. four (4) years of additional software engineering experience on projects with similar software processes may be substituted for a bachelor s degree. benefits health &amp; life insurance dental insurance disability insurance 401k retirement plan with matching tuition assistance vacation and sick leave hiring bonuses referral recruitment program 

 "
9," 

 job description:  viderity is an award-winning consulting firm that provides it and outreach services to federal agencies and commercial organizations. you ll be working with a friendly and whip-smart team supporting a well-known organization responsible for exciting discoveries ranging from the first internet browser to black holes to the first semiconductor! as a software developer specializing in applications, you will provide advanced expertise in developing complex applications on sharepoint 2016, sharepoint online, and other platforms utilized by nsf (national science foundation). your responsibilities will involve defining functional requirements based on business needs, meticulously producing and maintaining detailed technical documentation, and delivering top-notch user support for resolving technical issues. additionally, you will play a crucial role in the transition of nsf s systems from sharepoint to microsoft 365 or other designated software platforms. your experience and proficiency will be pivotal in ensuring the seamless adoption and utilization of these platforms within nsf s ecosystem. qualifications: bachelor s degree in computer science or a relevant discipline. minimum of 6 years of hands-on experience in sharepoint development. at least 3 years of experience working in an agile software development environment. demonstrated track record of successfully transitioning an agency or customer from sharepoint to microsoft 365 or another designated software platform. strong understanding of software development principles and emerging technologies. excellent problem-solving skills and the ability to work under tight deadlines. strong interpersonal and communication skills, capable of working collaboratively in a dynamic team environment. responsibilities: develop complex applications on sharepoint 2016, sharepoint online, and other designated platforms utilized by nsf. define functional requirements in alignment with business objectives and user needs. produce and maintain comprehensive technical documentation for applications and systems. provide prompt and effective user support to address technical issues and inquiries. collaborate with stakeholders to ensure smooth transition from sharepoint to microsoft 365 or other designated platforms. participate in agile software development processes, including sprint planning, backlog grooming, and daily standups. conduct thorough testing and debugging of applications to ensure optimal performance and reliability. salary range: $139,000 - $146,000 benefits: competitive salary and compensation package health, dental, and vision insurance coverage retirement plans and 401(k) matching options paid time off and flexible work arrangements 

 "
10," 

 job description:  halvik is a highly successful company that puts people first, and we are looking for someone just like you. we are committed to delivering smarter it-driven solutions bolstered by quality and innovation to help our customers succeed. come be a part of something truly special! summary: as a systems middleware engineer with nasa sewp, you will be a key member of our it solutions team, providing a support layer between the servers and the applications to meet the needs of the organization. your expertise in middleware architecture, application development, and technical best practices will be crucial in maintaining an up-to-date suite of middleware software. you will collaborate with cross functional teams, analyze business requirements, and design scalable and efficient solutions to solve technical issues that arise between the systems and applications improving the efficiency and integration of our technology solutions. responsibilities: maintain existing middleware software and technologies comprised of database, application server, message-oriented, and web middleware. help design, implement, and customize future middleware needs to fit the architecture, workflows, and configurations. conduct technological research of capabilities and environment to identify new growth areas, new technology, emerging opportunities, identifying problems, evaluating trends, and anticipating requirements. work closely with stakeholders to gather requirements and ensure successful process implementation. ability to work collaboratively in a team environment and effectively communicate with technical and non-technical stakeholders. technical leadership and consultation with all levels of management, systems admins, and developers. education experience: required: ba bs degree in computer science, information technology, or related field. required: minimum of 5 years of hands-on experience with linux. required: minimum of 3 years of hands-on experience with web servers, jboss, middleware software. strong proficiency in javascript, web services (rest, soap), javascript apis (servicenow), html, and css. preferred: excellent analytical and problem-solving skills with a keen attention to detail. other requirements: us citizen or permanent residency, with ability to obtain a clearance of public trust must work on-site a minimum of two (2) days per week. excellent oral and written communication skills, including a demonstrated ability to explain complex technical issues to non-technical staff. halvik offers a competitive full benefits package including: company-supported medical, dental, vision, life, std, and ltd insurance benefits include 11 federal holidays and pto. 401(k) with company matching flexible spending accounts for commuter, medical, and dependent care expenses tuition assistance charitable contribution matching halvik corp is an equal opportunity employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status. 

 "
