numb_description,job_description
1,"job description:  nsa is seeking experienced (3 or more years) software engineers to advance a number of high impact systems and teams. opportunities change constantly, but recent needs include: large scale platform development (hardware and software, hpc, cloud); accessibility development (508 compliance); ai ml; complex algorithms and cryptography. most positions are located in fort meade, md, with very limited opportunities in aurora, co; fort gordon, ga; kunia wahiawa, hi; and san antonio, tx. as a swe at nsa, your work makes the world a safer place in countless ways including: saving lives of u.s. and ally soldiers; providing u.s. policy and decision makers with critical, timely intelligence; ensuring the continued safety of u.s. citizens and residents by thwarting foreign adversaries; and defending vital networks. the agency offers a work life balance that is hard to beat, with flexible work schedules, generous leave policies, and a number of continuing education programs to help meet your long term career goals. the sheer breadth of technologies supported provides endless opportunity for broadening expertise and leadership growth. tools and technologies used evolve quickly, with systems and responsibilities spanning the full spectrum. more common tools and areas of interest include: c c++, java, cloud computing, angular, react, python, pig analytics, pyspark, agile development, continuous integration continuous delivery (ci cd), containers and docker, kubernetes, amazon web services (aws), linux (vmware), elasticsearch, rust, micro services, ansible, clusters, digital forensics, incident response, quantum, and so much more. beyond technical skills, we also need strong critical thinkers, collaborators, independent self-starters, continuous learners and flexible contributors. we look forward to hearing from you - what excites you and where you think you can make the most impact. *we strongly encourage you to upload transcripts as you apply for qualification verification.* job summary as an established software engineer, nsa has opportunity for you to contribute, learn, and grow in virtually any computer science focus area, including: cybersecurity, high performance computing (hpc), quantum computing research, data analytics, machine learning artificial intelligence (ml ai), cryptology cryptography, and countless others. if it is considered computer science, chances are good we have at least one team focused on it. individual opportunities are too numerous to list, so tell us what you want to do and let s talk! qualifications the qualifications listed are the minimum acceptable to be considered for the position. degree must be in computer science (cs) or software engineering. related fields (e.g., engineering, mathematics) may be considered relevant if the programs contain, at minimum, a concentration of courses in the following foundational cs areas: algorithms; computer architecture (not network architecture); programming methodologies and languages; data structures; logic and computation; and advanced mathematics (for example, calculus, discrete mathematics). relevant experience must be in the software development process (i.e., requirements analysis, software design, implementation, testing, integration, deployment installation, and maintenance) and programming. full performance entry is with a bachelor s degree plus 3 years of relevant experience or a master s degree plus 1 year of relevant experience or a doctoral degree and no experience. an associate s degree plus 5 years of relevant experience may be considered for individuals with in-depth experience that is clearly related to the position. senior entry is with a bachelor s degree plus 6 years of relevant experience or a master s degree plus 4 years of relevant experience or a doctoral degree plus 2 years of relevant experience. an associate s degree plus 8 years of relevant experience may be considered for individuals with in-depth experience that is clearly related to the position. expert entry is with a bachelor s degree plus 9 years of relevant experience or a master s degree plus 7 years of relevant experience or a doctoral degree plus 5 years of relevant experience. an associate s degree plus 11 years of relevant experience may be considered for individuals with in-depth experience that is clearly related to the position. competencies with a broad range of positions available, tools, platforms, and methodologies used will vary from one team to another. use of industry norms is common, including but not limited to: docker, kubernetes, aws, gitlab, atlassian suite, open source (see code.nsa.gov for examples of nsa contribution, like ghidra, apache accumulo, and apache nifi), databases (both relational and non-relational), various languages (java, c, c++, python, etc.). pay, benefits, &amp; work schedule pay: salary offers are based on candidates education level and years of experience relevant to the position and also take into account information provided by the hiring manager organization regarding the work level for the position. salary range: $102,477 - $191,900 (full performance, senior, expert) salary range varies by location, work level, and relevant experience to the position. on the job training, internal nsa courses, and external training will be made available based on the need and experience of the selectee. benefits: nsa offers excellent benefits to include relocation assistance, flexible work schedules, generous leave programs, paid personal fitness time, training and continuing education classes, health and life insurance, federal thrift savings plan (tsp), and a federal retirement plan. work schedule: this is a full-time position, monday - friday, with basic 8hr day work requirement between 6:00 a.m. and 6:00 p.m. (flexible). how to apply apply soonest, as job postings can close earlier than stated end dates due to changes in requirements. it is important to review and note the minimum qualifications, as only those applicants who meet the required qualifications will be contacted to continue the employment process. please populate the resume tool to showcase any relevant work experience and education related to the position and answer any applicable screening questions. information collected will be used to determine eligibility, and failure to provide accurate information may result in disqualification for this position. a confirmation email will be sent after submission of the first application and also after any future updates to submitted applications. **due to time sensitive communications regarding applications, please ensure your spam filters are configured to accept email from noreply@intelligencecareers.gov. for job vacancies that include stated testing requirements, also include the following: @uwe.nsa.gov, @nsa.gov, and @pearson.com** u.s. citizenship is required for all applicants. nsa is an equal opportunity employer and abides by applicable employment laws and regulations. nsa is also committed to the promotion of diversity within its workforce. all applicants and employees are subject to random drug testing in accordance with executive order 12564. employment is contingent upon successful completion of a security background investigation and polygraph. reasonable accommodations may be provided to applicants with disabilities during the application and hiring process where appropriate. please visit our diversity link for more information https: www.intelligencecareers.gov nsa diversity-and-inclusion. dcips disclaimer the national security agency (nsa) is part of the dod intelligence community defense civilian intelligence personnel system (dcips). all positions in the nsa are in the excepted services under 10 united states codes (usc) 1601 appointment authority. dod components with dcips positions apply veterans preference to eligible candidates as defined by section 2108 of title 5 usc, in accordance with the procedures provided in dod instruction 1400.25, volume 2005, dcips employment and placement. if you are a veteran claiming veterans preference, as defined by section 2108 of title 5 u.s.c., you may be asked to submit documents verifying your eligibility. 

 "
2," 

 job description:  are you a software engineer who is passionate about automation? does the idea of working with lots of streaming data using the latest and greatest aws services excite you? do you want to design and build software that improves cloud operations at global scale? come join the aws managed operations organization! about our software development engineers: our engineers use the latest and greatest aws technologies to build cloud-native big data analytics solutions that collect and process millions of events from across all aws to generate insights on operational practices and risks. as part of our team, you ll be challenged to think outside the box and not only meet the needs of our customers today, but to predict and create what they ll need in the future. you ll have the opportunity to tackle big technical problems and push the boundaries on what s possible for cloud computing. you will collaborate closely with software engineers, data scientists, business analysts, site reliability engineers, front-end engineers, technical program managers and other roles across aws to create devops mechanisms, metrics and visualizations that help all amazonians build, deploy and operate their services consistently across all aws regions according to aws operational excellence best practices. we take code reviews seriously. we believe thorough and respectful code reviews raise our code quality, grow our technical acumen, and provide opportunities to support and share knowledge with each other. when you re ready, you will have on-call responsibilities, typically for one week every two months. no one likes getting paged in the middle of the night or on the weekend, so we work hard to ensure that our systems are fault tolerant and resilient. when we do get paged, we work together to resolve the root cause of the issue so that we never get paged for the same issue twice. if arlington, va: this role will sit in our new headquarters in northern virginia, where amazon will invest $2.5 billion dollars, occupy 4 million square feet of energy efficient office space, and create at least 25,000 new full-time jobs. our employees and the neighboring community will also benefit from the associated investments from the commonwealth including infrastructure updates, public transportation improvements, and new access to reagan national airport. by working together on behalf of our customers, we are building the future one innovative product, service, and idea at a time. are you ready to embrace the challenge? come build the future with us. this position requires that the selected candidate be a united states citizen. key job responsibilities developing distributed system software api development building new products and services from the ground up developing prototypes at the right level of fidelity for each phase of development, from startup through launch and beyond distributed (multi-tiered) systems, algorithms, and relational databases synthesize requirements underlying feature requests, recommend alternative technical and business approaches, and facilitate engineering efforts a day in the life here at aws, we embrace our differences. we are committed to furthering our culture of inclusion. we have ten employee-led affinity groups, reaching 40,000 employees in over 190 chapters globally. we have innovative benefit offerings, and host annual and ongoing learning experiences, including our conversations on race and ethnicity (core) and amazecon (gender diversity) conferences. amazon s culture of inclusion is reinforced within our 16 leadership principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust. mentorship &amp; career growth: we are dedicated to supporting our new team members. our team has a broad mix of experience levels and amazon tenures, and we re building an environment that celebrates knowledge sharing and mentorship. every new team member starts with a comprehensive 90-day onboarding period. new team members do not join an on-call rotation until they are fully ready and have had the opportunity to shadow other on-call engineers. work life harmony: our team also puts a high value on work-life balance. striking a healthy balance between your personal and professional life is crucial to your happiness and success here, which is why we aren t focused on how many hours you spend at work or online. instead, we re happy to offer a flexible schedule so you can have a more productive and well-balanced life—both in and outside of work. about the team the metrics, monitoring, and automation tools team develops software applications and services that exist at the intersection of devops, site reliability engineering and big data to help ensure services offered in every aws region meet the highest standards of operational excellence and offer a consistent customer experience. our tools ingest and process millions of records pertaining to software deployments and devops events across the entire company to inform amazonians of risks caused by technical differences in software and infrastructure-as-code deployed across aws regions we are open to hiring candidates to work out of one of the following locations: arlington, va, usa | herndon, va, usa basic qualifications 3+ years of non-internship professional software development experience 2+ years of non-internship design or architecture (design patterns, reliability and scaling) of new and existing systems experience experience programming with at least one software programming language preferred qualifications 3+ years of full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations experience bachelor s degree in computer science or equivalent 5+ years professional experience in commercial large scale system software development and delivery. 5+ years of object-oriented design and implementation experience (ruby, java, python, and or c++), preferably on linux. 2+ years experience computer science fundamentals in data structures, algorithm design and problem solving. experience building new products and services from the ground up. experience with aws technologies strong written and verbal communication skills; ability to communicate effectively with both technical and non-technical individuals deal well with ambiguous undefined problems; ability to think abstractly ability to synthesize requirements underlying feature requests, recommend alternative technical and business approaches, and facilitate engineering efforts to meet aggressive timelines maturity, judgment, negotiation influence skills, analytical skills, and leadership skills meets exceeds amazon s leadership principles requirements for this role meets exceeds amazon s functional technical depth and complexity for this role amazon is committed to a diverse and inclusive workplace. amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. for individuals with disabilities who would like to request an accommodation, please visit https: www.amazon.jobs en disability us. 

 "
3," 

 job description:  an ideal candidate for the senior devops engineer role will lead the modernization of our devops culture as we automate, harden, and instrument our saas product. the candidate must be comfortable making architectural decisions for the system and owning the devops roadmap. the candidate will need to be self-motivated, able to work through problems with supervision, and possess a drive to continue learning and improving. in this position you will: · support our saas product, hosted in the aws cloud, throughout the devops lifecycle from planning through deployment and monitoring · work closely with the software development and product management teams to identify system requirements and implement them accordingly · implement and maintain infrastructure solutions that follow industry best practices for performance and security · maintain and improve the ci cd pipeline for our three environments · transition our infrastructure to infrastructure as code (iac) · create infrastructure that is scalable, secure, supportable and reliable · provide troubleshooting of production outages and customer reported issues · generate thorough and clear process and system documentation · automate repetitive tasks candidates must be comfortable working in a flat organization where you will at times provide updates directly to senior management. required experience · 5+ years demonstrated experience · experience maintaining linux based systems · demonstrated proficiency in a broad portfolio of aws services (ec2, iam, kms, waf, elasticache, elastic beanstalk, rds, etc.) · knowledge of source code repositories · working knowledge of infrastructure as code (iac) tools (aws cloudformation, ansible, terraform) · working knowledge cloud nosql databases (amazon redshift, mongodb atlas, dynamodb) · working knowledge of automation techniques and tools · working knowledge of software development lifecycles · demonstrated proficiency with continuous integration continuous deployment tools such as bitbucket pipelines, jenkins, azure devops, and others · demonstrated proficiency in scripting operations (bash, python, ruby, etc.) bonus experience · aws cloud architect certification · datadog · experience with multi-region architectures · experience with high availability architectures, 99.95% or higher · knowledge of cost optimizing cloud expenditures · familiarity with configuration management (ansible, puppet, chef) · familiarity with serverless frameworks (serverless, cdk, sam) · experience with security controls such as nist sp800-53, iso 27001, soc 2, fedramp, etc. job type: full-time pay: $140,000 - $160,000 per year benefits: 401(k) 401(k) matching dental insurance flexible schedule health insurance paid time off vision insurance compensation package: yearly pay experience level: 5 years schedule: 8 hour shift experience: ci cd: 5 years (required) linux: 5 years (required) mysql: 5 years (required) terraform: 3 years (preferred) aws certification: 3 years (required) solution architecture: 3 years (required) work location: hybrid remote in baltimore, md 21210 

 "
4," 

 job description:  cybersecurity developer analyst rockville, md – 3 days week onsite us citizenship required per government contract must be able to obtain public trust clearance our client specializes in providing leading-edge and proven technologies, industry vertical domain expertise, and highly skilled and motivated professionals to achieve its customers mission-critical business needs. overview: write custom code and build cybersecurity solutions applications. plan, implement and upgrade security measures and controls. establish plans and protocols to protect digital files and information systems against unauthorized access, modification and or destruction. maintain data and monitor security access. perform vulnerability testing, risk analyses and security assessments. conduct internal and external security audits. anticipate security alerts, incidents and disasters and reduce their likelihood. manage network, intrusion detection and prevention systems. analyze security breaches to determine their root cause. recommend and install appropriate tools and countermeasures. define, implement and maintain corporate security policies. train fellow employees in security awareness and procedures. coordinate security plans with outside vendors. education: bachelor s degree in computer science from a reputable college or university. requirements: c, c++, c#, java or php programming languages. cloud computing. saas models. security information and event management (siem) &amp; soc (security operations center). #m2 bs

 "
5," 

 job description:  back-end developer (junior) position description cgi is in the top 5 largest global it companies spread across 40 countries with endless opportunities to expand and grow. as a cgi member, you have the opportunity to be a shareholder at cgi and join a family of over 90,000 members strong. would you like to grow with an it organization offering greater opportunity and challenge? join the cgi team and get your career on the fast track! want to leverage your experience and development skills in the judicial sector as a junior back-end developer? cgi is seeking a junior back-end developer who can bring in expertise and industry best practices define better development and engineering approaches. this is an exciting opportunity to augment your current skills, as well as learn new technologies. your future duties and responsibilities if you are looking for a new challenge and want to make a difference in the judicial sector, this role is for you. engage with architects product team to comprehend functional challenges, prototype new ideas, and new technologies, and help to create innovative solutions. design and develop solutions following established frameworks, application development standards and quality processes in projects will work within a fast-paced agile devops team contributing and collaborating with the scrum team daily. participate in all phases of agile methodology (planning, grooming, coding sprint items) required qualifications to be successful in this role 3+ years of back-end development experience 2+ years of experience working with aws including aws lambda experience with data application development and version control systems such as git. proficient in python scripting proficient in sql scripting desired: agile development experience experience working with the atlassian toolset experience with dynamodb or other nosql databases; redshift api design; api gateway experience elasticsearch opensearch experience experience with linux experience creating automated test cases using python #cgifederaljob #li-dd2 cgi is required by law in some jurisdictions to include a reasonable estimate of the compensation range for this role. the determination of this range includes various factors not limited to: skill set level; experience and training; and licensure and certifications. cgi typically does not hire individuals at or near the top of the range for their role. compensation decisions are dependent on the facts and circumstances of each case. a reasonable estimate of the current range is $66,300 - $127,700. together, as owners, let s turn meaningful insights into action. life at cgi is rooted in ownership, teamwork, respect and belonging. here, you ll reach your full potential because... you are invited to be an owner from day 1 as we work together to bring our dream to life. that s why we call ourselves cgi partners rather than employees. we benefit from our collective success and actively shape our company s strategy and direction. your work creates value. you ll develop innovative solutions and build relationships with teammates and clients while accessing global capabilities to scale your ideas, embrace new opportunities, and benefit from expansive industry and technology expertise. you ll shape your career by joining a company built to grow and last. you ll be supported by leaders who care about your health and well-being and provide you with opportunities to deepen your skills and broaden your horizons. come join our team-one of the largest it and business consulting services firms in the world. qualified applicants will receive consideration for employment without regard to their race, ethnicity, ancestry, color, sex, religion, creed, age, national origin, citizenship status, disability, pregnancy, medical condition, military and veteran status, marital status, sexual orientation or perceived sexual orientation, gender, gender identity, and gender expression, familial status, political affiliation, genetic information, height, weight, or any other legally protected status or characteristics. cgi provides reasonable accommodations to qualified individuals with disabilities. if you need an accommodation to apply for a job in the u.s., please email the cgi u.s. employment compliance mailbox at us_employment_compliance@cgi.com . you will need to reference the position id of the position in which you are interested. your message will be routed to the appropriate recruiter who will assist you. please note, this email address is only to be used for those individuals who need an accommodation to apply for a job. emails for any other reason or those that do not include a position id will not be returned. we make it easy to translate military experience and skills! click here to be directed to our site that is dedicated to veterans and transitioning service members. all cgi offers of employment in the u.s. are contingent upon the ability to successfully complete a background investigation. background investigation components can vary dependent upon specific assignment and or level of us government security clearance held. cgi will consider for employment qualified applicants with arrests and conviction records in accordance with all local regulations and ordinances. cgi will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. however, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with cgi s legal duty to furnish information. 

 "
6," 

 job description:  job id: 659292br date posted: apr. 15, 2024 program: il description: this position may be eligible for a $25k sign on bonus for external hires! what we re doing: lockheed martin, cyber &amp; intelligence invites you to step up to one of today s most daunting challenges: the use of advanced electronics to undermine our way of life. as a cyber security professional at lockheed martin, you ll protect the networks that our citizens and the world depend upon each minute: financial assets. healthcare information. critical infrastructure. hazardous materials. the uninterrupted flow of energy that keeps modern life moving. here, you ll work with cybersecurity experts on the forefront of threat protection and proactive prevention. in this fast-paced, real-world environment, you ll draw on all your education and experience as well as the resources of lockheed martin to keep the threats at bay. cyber | lockheed martin who we are: the program is on fire for cyber. in support of our customer, members of the team are responsible for providing full lifecycle support including analysis, design, development, integration, testing, procurement, deployment, security, training and sustainment for collection and antenna systems. #rmsc6isr why join us: your health, your wealth, your life our flexible schedules, competitive pay and comprehensive benefits enable you to live a healthy, fulfilling life at and outside of work. learn more about lockheed martin s competitive and comprehensive benefits package. we support our employees, so they can support our mission. the work: as the principal software engineer you will: analyze user requirements to derive software design and performance requirements debug existing software and correct defects. provide recommendations for improving documentation and software development process standards design and code new software or modify existing software to add new features integrate existing software into new or modified systems or operating environments serve as team lead at the level appropriate to the software development process being used on any particular project oversee one or more software development teams and ensure the work is completed in accordance with the constraints of the software development process being used on any particular project this position is participating in our external referral program . if you know somebody who may be a fit, click here to submit a referral. if your referral is hired, you ll receive a $3000 payment! code #extrefer #rmsil24 basic qualifications: bachelor s degree in computer science or related discipline from an accredited college or university plus twenty (20) years experience as a swe in programs and contracts of similar scope, type, and complexity is required. must possess a ts sci with polygraph. desired skills: must have c++, k8, python 3.0, git, ci cd pipeline, sprint development, bash, kubernetes and docker. signal experience: dsp, dss, energy detection channelization, shortbust duration hopping dsp detect processing mux signals. security clearance statement: ts sci w poly sp clearance level: ts sci w poly sp other important information you should know expression of interest: by applying to this job, you are expressing interest in this position and could be considered for other career opportunities where similar skills and requirements have been identified as a match. should this match be identified you may be contacted for this and future openings. ability to work remotely: onsite full-time: the work associated with this position will be performed onsite at a designated lockheed martin facility. work schedules: lockheed martin supports a variety of alternate work schedules that provide additional flexibility to our employees. schedules range from standard 40 hours over a five day work week while others may be condensed. these condensed schedules provide employees with additional time away from the office and are in addition to our paid time off benefits. schedule for this position: 9x80 every other friday off lockheed martin is an equal opportunity affirmative action employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status. the application window will close in 90 days; applicants are encouraged to apply within 5 - 30 days of the requisition posting date in order to receive optimal consideration. join us at lockheed martin, where your mission is ours. our customers tackle the hardest missions. those that demand extraordinary amounts of courage, resilience and precision. they re dangerous. critical. sometimes they even provide an opportunity to change the world and save lives. those are the missions we care about. as a leading technology innovation company, lockheed martin s vast team works with partners around the world to bring proven performance to our customers toughest challenges. lockheed martin has employees based in many states throughout the u.s., and internationally, with business locations in many nations and territories. experience level: experienced professional business unit: rms relocation available: no career area: software engineering type: task order idiq shift: first 

 "
7," 

 job description:  responsibilities: kforce has a client in mclean, va that is seeking a rules developer - mid level with active engagement in learning the business processes problem and how the rules can be tailored developed efficiently. requirements: bachelor s degree experience with java experience with blaze, rules engine, and or drools experience with aws and knowledge of microservices experience working in an agile environment ability and desire to learn new technologies ability to communicate clearly and lead client discussions and work in a collaborative environment the pay range is the lowest to highest compensation we reasonably in good faith believe we would pay at posting for this role. we may ultimately pay more or less than this range. employee pay is based on factors like relevant education, qualifications, certifications, experience, skills, seniority, location, performance, union contract and business needs. this range may be modified in the future. we offer comprehensive benefits including medical dental vision insurance, hsa, fsa, 401(k), and life, disability &amp; add insurance to eligible employees. salaried personnel receive paid time off. hourly employees are not eligible for paid time off unless required by law. hourly employees on a service contract act project are eligible for paid sick leave. note: pay is not considered compensation until it is earned, vested and determinable. the amount and availability of any compensation remains in kforce s sole discretion unless and until paid and may be modified in its discretion consistent with the law. this job is not eligible for bonuses, incentives or commissions. kforce is an equal opportunity affirmative action employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.

 "
8," 

 job description:  req id: 278804 ntt data services strives to hire exceptional, innovative and passionate individuals who want to grow with us. if you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now. we are currently seeking a sr. .net full stack developer (hybrid role) to join our team in rockville, maryland (us-md), united states (us). ntt data us seeking a highly motivated, flexible, organized, and detail-oriented senior .net developer (multiple positions) to join our dynamic team in rockville, md. if you want to learn, grow, and help then this is the job for you. what you do matters and has significant impact on the medical, health, and scientific communities we serve. your work here really matters and has real impact. responsibilities design and develop new features and or maintain existing applications developed on c# and asp.net mvc. develop code and supporting documentation. analyze business needs, develop requirements, design, develop and test custom software solutions. provide technical leadership and take multiple systems and cross-system integration into account when designing and developing solutions. provide maintenance for current software applications while developing new solutions. work in a team environment to develop, test, and deploy software changes. work with customers to understand and implement new requirements. provide operational support when necessary. work the product backlog of features and bugs. provide input on new designs and architecture as needed. develop a well-tested, high performance, scalable web application. job requirements 8+ years of experience designing, developing and deploying web-based applications in c#, .net mvc, .net core, sql server, javascript, tfs. 8+ years of experience experience with rdbms, databases, and behavior driven development (bdd) is preferred. 8+ years experience in software development. bs ms degree in mis, cs, or related discipline is required. preferred skills : some experience with object-oriented programming and working with n-tier architecture. some experience with software testing and design patterns. great customer service and interfacing with customers required. excellent oral and written communication skills. experience with windows workflow foundation (wf) development experience, agile scrum experience, preferred. ms asp.net certification is a plus. devops skills and experience a plus. ability to change and have the ability to work in a fast-paced environment. applicants selected will be subject to a public trust background security investigation and may need to meet eligibility requirements for access to sensitive information. us citizens or permanent residents preferred. place of performance will be on-site at client (or nete office) location in rockville, md monday to friday. candidate is expected to be at work location 8 hours a day, covering peak hours of 9am - 4pm. candidates for this position will be required to adhere to ntt data s and its clients covid-19 health and safety protocols. ntt data is committed to complying with the safer federal workforce task force covid-19 workplace safety guidance for federal contractors and subcontractors to the extent it is enforced by the federal government or any of its clients. if this position becomes subject to a covid-19 vaccination mandate based on applicable law or client requirement, candidates will be required to become fully vaccinated as defined by ntt data or be approved for an exemption in accordance with applicable law. #indpublic #li-ps about ntt data services ntt data services is a recognized leader in it and business services, including cloud, data and applications, headquartered in texas. as part of ntt data, a $30 billion trusted global innovator with a combined global reach of over 80 countries, we help clients transform through business and technology consulting, industry and digital solutions, applications development and management, managed edge-to-cloud infrastructure services, bpo, systems integration and global data centers. we are committed to our clients long-term success. visit nttdata.com or linkedin to learn more. ntt data services is an equal opportunity employer and considers all applicants without regarding to race, color, religion, citizenship, national origin, ancestry, age, sex, sexual orientation, gender identity, genetic information, physical or mental disability, veteran or marital status, or any other characteristic protected by law. we are committed to creating a diverse and inclusive environment for all employees. if you need assistance or an accommodation due to a disability, please inform your recruiter so that we may connect you with the appropriate team. 

 "
9," 

 job description:  do you love decomposing problems to develop products that impact millions of people around the world? would you enjoy identifying, defining, and building software solutions that revolutionize how businesses operate? the software transformation and deployment automation (strada) adc team at amazon web services (aws) is looking for a senior software development engineer to build, deliver, and maintain complex products that delight our customers and raise our performance bar. you ll design fault-tolerant systems that run at massive scale as we continue to innovate best-in-class services and applications in the aws cloud. this position requires that the candidate selected be a us citizen and must currently possess and maintain an active ts sci security clearance with polygraph. key job responsibilities our engineers collaborate across diverse teams, projects, and environments to have a firsthand impact on our global customer base. you ll bring a passion for innovation, data, search, analytics, and distributed systems. you ll also: solve challenging technical problems, often ones not solved before, at every layer of the stack. design, implement, test, deploy and maintain innovative software solutions to transform service performance, durability, cost, and security. build high-quality, highly available, always-on products. research implementations that deliver the best possible experiences for customers. a day in the life as you design and code solutions to help our team drive efficiencies in software architecture, you ll create metrics, implement automation and other improvements, and resolve the root cause of software defects. you ll also: build high-impact solutions to deliver to our large customer base. participate in design discussions, code review, and communicate with internal and external stakeholders. work cross-functionally to help drive business decisions with your technical input. work in a startup-like development environment, where you re always working on the most important stuff. about the team our team is dedicated to supporting new members. we have a broad mix of experience levels and tenures, and we re building an environment that celebrates knowledge-sharing and mentorship. our senior members enjoy one-on-one mentoring and thorough, but kind, code reviews. we care about your career growth and strive to assign projects that help our team members develop your engineering expertise so you feel empowered to take on more complex tasks in the future. aws infrastructure services owns the design, planning, delivery, and operation of all aws global infrastructure. in other words, we re the people who keep the cloud running. we support all aws data centers and all of the servers, storage, networking, power, and cooling equipment that ensure our customers have continual access to the innovation they rely on. we work on the most challenging problems, with thousands of variables impacting the supply chain — and we re looking for talented people who want to help. you ll join a diverse team of software, hardware, and network engineers, supply chain specialists, security experts, operations managers, and other vital roles. you ll collaborate with people across aws to help us deliver the highest standards for safety and security while providing seemingly infinite capacity at the lowest possible cost for our customers. and you ll experience an inclusive culture that welcomes bold ideas and empowers you to own them to completion. amazon web services (aws) is the world s most comprehensive and broadly adopted cloud platform. we pioneered cloud computing and never stopped innovating — that s why customers from the most successful startups to global 500 companies trust our robust suite of products and services to power their businesses. amazon values diverse experiences. even if you do not meet all of the preferred qualifications and skills listed in the job description, we encourage candidates to apply. if your career is just starting, hasn t followed a traditional path, or includes alternative experiences, don t let it stop you from applying. we value work-life harmony. achieving success at work should never come at the expense of sacrifices at home, which is why we strive for flexibility as part of our working culture. when we feel supported in the workplace and at home, there s nothing we can t achieve in the cloud. here at aws, it s in our nature to learn and be curious. our employee-led affinity groups foster a culture of inclusion that empower us to be proud of our differences. ongoing events and learning experiences, including our conversations on race and ethnicity (core) and amazecon (gender diversity) conferences, inspire us to never stop embracing our uniqueness. we re continuously raising our performance bar as we strive to become earth s best employer. that s why you ll find endless knowledge-sharing, mentorship and other career-advancing resources here to help you develop into a better-rounded professional. we are open to hiring candidates to work out of one of the following locations: annapolis junction, md, usa | arlington, va, usa | denver, co, usa | herndon, va, usa | seattle, wa, usa basic qualifications 5+ years of non-internship professional software development experience 5+ years of programming with at least one software programming language experience 5+ years of leading design or architecture (design patterns, reliability and scaling) of new and existing systems experience bachelor s degree, or csslp (certified secure software lifecycle professional) experience as a mentor, tech lead or leading an engineering team current, active us government security clearance of ts sci with polygraph preferred qualifications 5+ years of full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations experience bachelor s degree in computer science or equivalent amazon is committed to a diverse and inclusive workplace. amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. for individuals with disabilities who would like to request an accommodation, please visit https: www.amazon.jobs en disability us. our compensation reflects the cost of labor across several us geographic markets. the base pay for this position ranges from $134,500 year in our lowest geographic market up to $261,500 year in our highest geographic market. pay is based on a number of factors including market location and may vary depending on job-related knowledge, skills, and experience. amazon is a total compensation company. dependent on the position offered, equity, sign-on payments, and other forms of compensation may be provided as part of a total compensation package, in addition to a full range of medical, financial, and or other benefits. for more information, please visit https: www.aboutamazon.com workplace employee-benefits. this position will remain posted until filled. applicants should apply via our internal or external career site. 

 "
