numb_description,job_description,state,report_year
1,"job description:  employment status full time travel required yes security clearance required yes role insight systems corporation is seeking a agile business analyst product owner. this is a full-time assignment, based in our client s washington, dc office. the business analyst is responsible for gathering, analyzing, documenting and prioritizing business requirements associated with performance and financial management activities with the goal of supporting the development and enhancement of enterprise software as a member of the application development product team. the business analyst (ba) works closely with the client business owners, project management, technical engineering and application development teams, as well as deployment and communications teams. responsibilities the duties for this position may include, but are not limited to: quickly understands the business issues and data challenges of client organization. the ability to utilize the product vision to define the requirements for the product. supports planning and prioritization of the product feature backlog and development for the product solution supports creation of product release plans and set expectation for delivery of new functionalities provides an active role in mitigating impediments impacting successful team completion of release sprint goals supports backlog management, iteration planning, and elaboration of the user stories actively supports user acceptance test case development and testing ensures issues are identified, tracked, reported on and resolved in a timely manner facilitate and negotiate sometimes competing interests of business owner and technical teams supports the design of meaningful data reports, dashboards, and other data visualizations the ability to understand the business and translate the business requirements into user stories. the ability to analyze the business need to create, update, and manage backlog stories. the ability to understand and explain business needs to the development team, and the ability to explain why and how the system is built to business stakeholders the ability to manage competing priorities and escalate critical issues understand the technical composition of the system and the interconnections with supporting systems. key qualifications the candidate for this position should hold a minimum of a ba or bs proven experience as a business analyst experience as a product owner agile business analyst effective communication and leadership skills excellent problem-solving and analytical skills thorough understanding of agile processes. csm certification is a plus experience writing user stories, preferably following behavior driven development (bdd) principles experience working with tools such as jira or vsts ability to read data model documentation ability to develop basic data queries and reports for questions, please contact hr@insightcorp.com. no phone calls please. only finalists will be contacted. salary commensurate with experience. 

 ",dmv,2024
2," 

 job description:  job opportunity: our team is seeking a talented technical writer to work in our reston, va location. what you ll get to do as a technical writer work closely with clients, stakeholders, and other contract staff to gather content, develop written documentation, and collaborate with a team towards the successful completion of written contract deliverables. author create, edit, and proofread technical documentation, including but not limited to systems development life cycle systems engineering life cycle (sdlc selc) and human resources information technology. interview subject matter experts to extract pertinent information for document creation on a variety of subjects. create documentation templates for end-users; populate templates with boilerplate language, relative content, and style tools (e.g., automated table of contents, style tools from word, etc.). maintain responsibility for the delivery of work products. collaborate on the implementation of standardized processes and deliverables. you ll bring these qualifications: must be a u.s. citizen to obtain a security clearance. bs degree with 5 years of experience authoring, revising, and editing technical documentation 3+ years of experience working with federal customers 2+ years of experience with sharepoint the ability to summarize technical information using graphical and textual tools experience with the sdlc selc framework extensive knowledge of word, excel, and powerpoint excellent analytical and business presentation skills about oneglobe: oneglobe llc was founded in 2005 to provide quality information technology solutions that exceed expectations. we focus on it system modernization using agile software development practices and devsecops to deliver intuitive and maintainable systems that we help our customers improve their processes and capabilities. we provide full service it solutions and have the skill to identify, plan and perform cost-saving steps throughout the system lifecycle to enhance system efficiency, while optimizing the value that we deliver to our customers. we provide highly competitive benefits package to include: extensive medical dental vision, 7% of your annual salary toward 401(k), paid time off (pto), $5k annually toward ongoing education and training, and more. we also have monthly social and tech events! see additional positions at: http: www.oneglobeit.com #careers oneglobe is a proud equal opportunity employer. we are a drug free, eeo employer committed to a diverse workforce. we will consider all qualified candidates regardless of race, color, national origin, sex, age, marital status, personal appearance, sexual orientation, gender identity, family responsibilities, disability, political affiliation or veteran status. job type: full-time benefits: 401(k) 401(k) matching dental insurance flexible schedule health insurance health savings account life insurance paid time off professional development assistance referral program retirement plan tuition reimbursement vision insurance schedule: 8 hour shift monday to friday education: bachelor s (preferred) experience: sdlc: 5 years (required) technical writing: 5 years (required) deliverables: 5 years (preferred) ability to relocate: reston, va 20191: relocate before starting work (required) work location: hybrid remote in reston, va 20191 

 ",dmv,2024
3," 

 job description:  become an integral part of a diverse team. currently digitalspec is seeking an experienced, motivated, career and customer-oriented business analyst technical writer to join our team. location: washington, dc (near the foggy bottom metro stop) education: bachelor s degree in related-field or equivalent experience plus 5-10 years of hands-on experience. clearance: active dod top secret clearance required. will consider very well qualified candidate with an active dod secret clearance. we are looking for a business analyst technical writer to join our team and help us design, document and support our it solutions. you will work closely with the project manager, developers, testers and stakeholders to understand the business requirements, security standards, backup and recovery strategies, support plans and risk management practices. you will also create and maintain internal and external documentation for our products and services, such as user guides, technical specifications, training materials and reports. responsibilities: - analyze and document the business requirements and functional specifications for our it solutions - design and document the security, backup and recovery aspects of our it solutions - develop and document the tier 2 3 support plan for our it solutions - generate and present regular reports on the status, performance and issues of our it solutions - design and implement solutions to resolve problem tickets and improve user satisfaction - interact with the post for regular communication and feedback on our it solutions - create and update internal documentation for our it solutions, such as design documents, test cases, configuration guides and best practices - create and update external documentation for our it solutions, such as user manuals, online help, faqs and release notes - run regular risk meetings to identify, assess and mitigate potential risks to our it solutions - ensure compliance with the department project management practices and standards - attend daily scrum meetings to coordinate with the project team and report on progress. required skills and experience: - bachelor s degree in computer science, information systems, business administration or related field - excellent verbal and written communication skills - ability to translate complex technical concepts into clear and concise documentation - experience with ticketing systems, reporting tools and problem-solving techniques - familiarity with project management methodologies, such as agile or waterfall - experience with documentation tools, such as microsoft word, powerpoint, visio. corporate performance standards: in the performance of their respective tasks and duties all employees are expected to conform to the following: 1. perform quality work within deadlines with or without direct supervision. 2. interact professionally with other employees, customers and suppliers. 3. work effectively as a team contributor on all assignments. 4. work independently while understanding the necessity for communicating and coordinating work efforts with other employees and organizations. about digitalspec, llc digitalspec, llc (dspec) is a small business administration (sba) certified, iso 9001, 20000, and 27001 company founded in 2005 and headquartered in fairfax, va. we are a leading provider of business consulting services and technical solution services delivering true business value and return on investment to federal clients in the metropolitan washington, d.c area. dspec provides solutions and services in markets such as: homeland security and law enforcement, defense and intelligence, financial services, and social &amp; citizen services. we work collaboratively with clients to create solutions that ‘fit the client environment and use industry best practices. join us at digitalspec, where we re engineering innovations, solutions, and results. job type: full-time pay: $85,000 - $110,000 per year schedule: monday to friday application question(s): do you currently hold an active dod-ts clearance? or are you a usc and eligible to obtain security clearance? what is your expected salary for this position? work location: hybrid remote in washington, dc 20006 

 ",dmv,2024
4," 

 job description:  sayres is a prominent provider of defense support services to the dod. with a team of over 300 program support experts, we empower senior leadership by offering comprehensive long-term planning, data analytics, and insightful decision-making capabilities. headquartered in washington, dc, sayres operates offices in california, maine, and alabama, strategically positioned to serve our clients. since 2001, sayres and associates have consistently delivered excellence in service to the federal government. we are currently seeking an experienced data management analyst for a position based in washington, dc. the ideal candidate will hold a current secret clearance or possess the ability to obtain one. this role offers the opportunity for a hybrid telework work environment. as the data management analyst, you will be responsible for the meticulous collection, analysis, and manipulation of data and information from various sources to support a major navy acquisition shipbuilding program. reporting directly to the contract program manager, you will play a pivotal role in ensuring the successful execution of the contract by transforming organic ship construction and navy program office data into comprehensive briefs, reports, and web-based platforms using a range of software applications. key responsibilities: access proprietary databases and gather data and information from a diverse array of original sources. collate and analyze data, and populate update user-friendly charts, graphs, and web-based tools. develop metrics reports, providing statistical analysis and presenting original source data in concise and coherent formats tailored for end-users. create relational databases and data repositories to efficiently store and parse data. utilize shipbuilding and program-related data and information to develop scheduling tools such as the integrated master schedule, utilizing ms project. minimum qualifications (required): associates degree. a minimum of 5 years of experience in managing data and databases. fluent in ms office applications. some experience with ms project. proficient in developing gui tools for end-users using ms software applications. customer service oriented, with experience in interfacing and communicating with senior-level decision-makers. preferred qualifications: active secret clearance. bachelor s degree. experience in the military (active duty) or as a dod contractor. ms project certification. training and certifications in database management. join sayres and associates, and be part of a dynamic team driving the collection, analysis, and manipulation of data to support navy shipbuilding programs. we value your expertise in data management and offer a rewarding work environment where your skills will contribute to the success of critical defense projects. contingent position. the position description is only meant to be a representative summary of the major responsibilities and accountabilities performed by the incumbents of this position. the incumbents may be requested to perform position-related tasks other than those stated in this description. all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation, national origin, age, gender identity, disability, or veteran status. at sayres, our employees enjoy an atmosphere conducive to realizing their potential through personal and professional development while simultaneously exceeding customers expectations. we offer a broad spectrum of technical, engineering, and administrative services including acquisition, financial and program management; fleet synthetic training; logistics; ship construction engineering; systems engineering and integration; wargaming; test and evaluation; security, counterintelligence and policy analysis and have been providing excellence in service to the federal government since 2001. sayres is headquartered in washington, dc with offices throughout the united states and has a presence abroad. #cj 

 ",dmv,2024
5," 

 job description:  strategic alliance business group llc (sabg) subject matter expert (sme) business analyst job description description : strategic alliance business group llc (sabg) is a fast-growing, privately held, small business, government contracting company. sabg is both woman-owned small business and a service-disabled veteran-owned small business providing superior technical support services to government and commercial customers. sabg maintains a high-performance culture that emphasizes quality, productivity, process improvement, recruitment and ongoing development of a superior workforce. if you are driven with a “can-do” attitude and eager to support a fast-growing company, this may be the opportunity you have been looking for. job title : subject matter expert (sme) business analyst requisition #: va-1200-24-dhs clearance : must currently have and be able to maintain top secret security clearance location : arlington, va (hybrid telework) reports to : sabg program manager flsa status : regular full-time exempt summary : this positions is contingent upon contract award. sabg is hiring a subject matter expert (sme) business analyst to support the cybersecurity and infrastructure security agency (cisa). this is a pending position that is contingent upon contract award. essential duties and responsibilities : reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions of this position. provide data analysis and software development support to agency and stakeholders. supervision : this position has supervisory responsibilities. minimum qualifications : to perform this job successfully, an individual must be able to perform each essential duty satisfactorily. the requirements listed below are representative of the knowledge, skill, and or ability required. education and experience : undergraduate degree; preferably in computer science, systems engineering and or related fields demonstrated ability to elicit requirements from diverse stakeholders minimum 8 years of experience in an agile software development environment intermediate familiarity with data analysis techniques and visualizing the results via microsoft power bi or tableau computer skills : skills in operating a personal computer and standard office equipment must have proficiency in a variety of computer software applications in word processing, spreadsheets, and database (ms office: word, excel, powerpoint, outlook) competencies : to perform the job successfully, an individual should demonstrate the following competencies: problem solving - identifies and resolves problems promptly; gathers and analyzes information skillfully; develops alternative solutions; works well in group problem-solving situations; and uses reason even when dealing with emotional topics written communication - writes clearly and informatively; edits work for spelling and grammar; varies writing style to meet needs; presents numerical data effectively; and able to read and interpret written information diversity – shows respect and sensitivity for cultural differences, and promotes a harassment-free environment ethics - treats people with respect; keeps commitments; inspires the trust of others; works with integrity and ethically; and upholds organizational values planning organizing - prioritize and plans work activities; uses time efficiently; plans for additional resources; sets goals and objectives; organizes or schedules other people and their tasks if needed; and develops realistic action plans professionalism - tactfully approaches others; reacts well under pressure; treats others with respect and consideration regardless of their status or position; accepts responsibility for own actions; follows through on commitments language skills : ability to read, analyze, and interpret governmental regulations. ability to write reports, business correspondence, and procedure manuals. ability to effectively present information and respond to questions from groups of managers, clients, customers, and the public. mathematical skills : ability to apply concepts such as fractions, percentages, ratios, and proportions to practical situations. reasoning ability : ability to define problems, collect data, establish facts, and draw valid conclusions. ability to question activities and issues in all functional areas and make sound business decisions based on that data. physical demands : the physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. reasonable accommodations will be made to enable individuals with disabilities to perform the essential functions. while performing the duties of this job, the employee is regularly required to sit, talk, and hear. the employee is regularly required to write and type on a computer. the employee is frequently required to walk; use hands to finger, handle, or feel and reach with hands and arms. the employee is occasionally required to stand; climb, or balance and stoop, kneel, crouch, or crawl. specific vision abilities required by this job include close vision. work environment : the work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. reasonable accommodation may be made to enable individuals with disabilities to perform the essential functions. job duties are performed in a manufacturing office environment utilizing standard office equipment such as a computer, photocopier, and telephone. the noise level in the work environment is usually low to moderate. for our service members and veterans : sabg values the service veterans and their family members have given to our country and we support the hiring of returning service members and military spouses. if you are a veteran or wounded warrior and would like assistance with the employment process at sabg, please contact beth rodriguez at . for persons with disabilities : if you are a person with a disability or a disabled veteran and are applying for a job with sabg, we would like to ensure your application process goes as smoothly as possible. if because of a medical condition or disability, you need a reasonable accommodation for any part of the employment process please call beth rodriguez at  and let us know the nature of your request and your contact information. to apply for this position : once you complete all the steps we are notified of your completed application and we will review. for individuals who meet the requirements of the position, we will contact you and arrange next steps in the interview process. sabg is an equal opportunity affirmative action employer minorities women veterans disabled 

 ",dmv,2024
6," 

 job description:  responsibilities &amp; qualifications: responsibilities support the development and delivery of technical assistance services to build cyber and infrastructure resiliency of sltt government organizations, private sector stakeholders, nongovernmental organizations, and other stakeholder groups. support shall include identification of stakeholder needs and gaps, drafting of content, final production of materials (including graphics design support for handouts, websites, and other materials), delivery of services, as required, logistics support and facilitation of meetings and workshops, and general project management support. attend meetings, take notes and write summaries. drafting of informal emails, formal letters, talking points, briefing memos, informal formal summaries, agendas, background documents, etc., required qualifications ma ms degree 10 years of experience experience working with stakeholders strong writing and reading skills strong attention to detail senior policy understanding engagement strong time management organization skills must have an active secret or ts clearance must be a u.s. citizen must be able to obtain dhs suitability overview: we are seeking a sr business analyst to join our team supporting a dhs contract in arlington, va. the department of homeland security (dhs), cybersecurity and infrastructure security agency (cisa) mission is to lead the national effort to protect and enhance the resilience of the nation s physical and cyber infrastructure. cisa includes the cisa management and business service offices and four divisions: the cybersecurity division (cd), the emergency communications division (ecd), the infrastructure security division (isd), the integrated operations division (iod), the stakeholder engagement division (sed), as well as, the national risk management center (nrmc), which are headquartered with the national capital region (ncr). teksynap is a fast growing high-tech company that understands both the pace of technology today and the need to have a comprehensive well planned information management environment. “technology moving at the speed of thought” embodies these principles – the need to nimbly utilize the best that information technology offers to meet the business needs of our federal government customers. we offer our full-time employees a competitive benefits package to include health, dental, vision, 401k, life insurance, short-term and long-term disability plans, vacation time and holidays. visit us at www.teksynap.com. apply now to explore jobs with us! the safety and health of our employees is of the upmost importance. employees are required to comply with any contractually mandated federal covid-19 requirements. more information can be found here. by applying to a role at teksynap you are providing consent to receive text messages regarding your interview and employment status. if at any time you would like to opt out of text messaging, respond ""stop"". additional job information: competencies establish focus change management develop others oral communication written communication interpersonal awareness build relationships analytical thinking conceptual thinking strategic thinking technical expertise initiative foster innovation results oriented teamwork customer service work environment and physical demands the work environment characteristics described here are representative of those an employee encounters while performing the essential functions of the job. reasonable accommodation may be made to enable individuals with disabilities to perform the essential functions. location: arlington, va - telework may be available type of environment: office noise level: low - medium work schedule: schedule is day shift monday – friday. may be requested to work evenings and weekends to meet program and contract needs. amount of travel: less than 10% physical demands the physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. while performing the duties of this job, the employee is regularly required to use hands to handle, feel, touch; reach with hands and arms; talk and hear. the employee is regularly required to stand; walk; sit; climb or balance; and stoop, kneel, crouch, or crawl. the employee is regularly required to lift up to 10 pounds. the employee is frequently required to lift up to 25 pounds; and up to 50 pounds. the vision requirements include close vision, distance vision, peripheral vision, depth perception, and ability to adjust focus. work authorization security clearance us citizen dhs suitability active secret clearance other duties please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. duties, responsibilities and activities may change at any time with or without notice. equal employment opportunity in order to provide equal employment and advancement opportunities to all individuals, employment decisions will be based on merit, qualifications, and abilities. teksynap does not discriminate against any person because of race, color, creed, religion, sex, sexual orientation, gender identity, protected veteran status, national origin, disability, age, genetic information or any other characteristic protected by law (referred to as “protected status”). this nondiscrimination policy extends to all terms, conditions, and privileges of employment as well as the use of all company facilities, participation in all company-sponsored activities, and all employment actions such as promotions, compensation, benefits, and termination of employment. teksynap is committed to ensuring that our online application process provides an equal employment opportunity to all job seekers, including individuals with disabilities. if you believe you need a reasonable accommodation in order to search for a job opening or to submit an application, please contact hr@teksynap.com for assistance. 

 ",dmv,2024
7," 

 job description:  sap business objects administrator position description the successful candidate will be focused on supporting and maintaining our business objects platform. the candidate will assist in deploying and supporting integration and onboarding of business applications into a global business objects environment. awareness of information security standards and policies are preferred to ensure all deployed objects and configuration settings are highly secure and available. the candidate will work directly with systems and software engineers and architects to implement solution designs in a large complex worldwide enterprise. your future duties and responsibilities maintaining bo architecture documentation, administration, upgrade, and patching support. promotion of reports universes users along with security settings from lower to higher-level environments following change management processes. implement security by creating user groups, granting access to bo based applications to users and adding security restrictions (application level, folder level, and object level) based on user profile and user groups. create access levels (developer, reporter, viewer, etc.) based on project and business needs. tracking, troubleshooting, analysis, and resolution of end user incidents and tickets; resolves customer issues within the service level agreements. participates in and contributes to the implementation of best industry practices. build custom webi reports on demand basis. required qualifications to be successful in this role three (3) or more years in bo administration of business objects business intelligence platform to include the latest 4.3 software version. experience in designing &amp; building webi and crystal reports in a business objects environment. experience with integrating bo with multiple sap-based platforms experience with oracle, hana and other enterprise-level databases. experience in bo universe and report design. experience with application integrations utilizing the bo sdk. strong communication and collaboration skills, both written and verbal optional: desired qualifications non-essential skills required understanding of bw data loads using process chains working knowledge of bw backend building blocks, including info-providers, transformation, and data transfer process first-level support for bi reporting experience, such as the concept of hierarchy, filter, and slice and dice of the reports to derive the desired result for business need. experience with linux such as rhel experience with powerbi sap bo administrator and other certifications cloud experience (aws or azure preferred) ""cgi is required by law in some jurisdictions to include a reasonable estimate of the compensation range for this role. the determination of this range includes various factors not limited to skill set level, experience and training, and licensure and certifications. to support the ability to reward for merit-based performance, cgi typically does not hire individuals at or near the top of the range for their role. compensation decisions are dependent on the facts and circumstances of each case. a reasonable estimate of the current range is $105,000 - $130,000."" #cgifederaljob #li-kk4 #dice #clearancejobs insights you can act on while technology is at the heart of our clients digital transformation, we understand that people are at the heart of business success. when you join cgi, you become a trusted advisor, collaborating with colleagues and clients to bring forward actionable insights that deliver meaningful and sustainable outcomes. we call our employees ""members"" because they are cgi shareholders and owners and owners who enjoy working and growing together to build a company we are proud of. this has been our dream since 1976, and it has brought us to where we are today - one of the world s largest independent providers of it and business consulting services. at cgi, we recognize the richness that diversity brings. we strive to create a work culture where all belong and collaborate with clients in building more inclusive communities. as an equal-opportunity employer, we want to empower all our members to succeed and grow. if you require an accommodation at any point during the recruitment process, please let us know. we will be happy to assist. ready to become part of our success story? join cgi - where your ideas and actions make a difference. qualified applicants will receive consideration for employment without regard to their race, ethnicity, ancestry, color, sex, religion, creed, age, national origin, citizenship status, disability, pregnancy, medical condition, military and veteran status, marital status, sexual orientation or perceived sexual orientation, gender, gender identity, and gender expression, familial status, political affiliation, genetic information, height, weight, or any other legally protected status or characteristics. cgi provides reasonable accommodations to qualified individuals with disabilities. if you need an accommodation to apply for a job in the u.s., please email the cgi u.s. employment compliance mailbox at us_employment_compliance@cgi.com . you will need to reference the position id of the position in which you are interested. your message will be routed to the appropriate recruiter who will assist you. please note, this email address is only to be used for those individuals who need an accommodation to apply for a job. emails for any other reason or those that do not include a position id will not be returned . we make it easy to translate military experience and skills! click here to be directed to our site that is dedicated to veterans and transitioning service members. all cgi offers of employment in the u.s. are contingent upon the ability to successfully complete a background investigation. background investigation components can vary dependent upon specific assignment and or level of us government security clearance held. cgi will consider for employment qualified applicants with arrests and conviction records in accordance with all local regulations and ordinances. cgi will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. however, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with cgi s legal duty to furnish information. 

 ",dmv,2024
8," 

 job description:  tgs job id 2465015 tuknik government services, a koniag government services company , is seeking a senior business analyst (sbir sttr) with a dod secret security clearance to support tgs and our government customer in falls church, va. we offer competitive compensation and an extraordinary benefits package including health, dental and vision insurance, 401k with company matching, flexible spending accounts, paid holidays, three weeks paid time off, and more. tuknik government services (tgs) currently has an opening for a sr. business analyst (sbir sttr) for the department of defense office of the chief digital and artificial intelligence officer (cdao). the position will be in direct support of the cdao s small business innovation research and small business technology transfer (sbir sttr) program manager reporting to the cdao chief technology officer. this position requires an experienced person with demonstrated small business innovation research and small business technology transfer (sbir sttr) experience, superior professional demeanor, and the ability to accomplish a wide variety of day-to-day responsibilities that ensure program success. responsibilities: provides daily operational support and cdao s sbir sttr program manager (pm). assists the government with establishing, developing, publishing, and implementing standard operating procedures, checklists, and plans required to ensure the reliability and fidelity of the cdao sbir sttr process. assists the government with training cdao personnel on the sbir sttr program and process for solicitations and awards. assists the government with managing the receipt and distribution of cdao s phase i and phase ii proposals to the dod sbir sttr office. assists the government with preparing and submitting budget, personnel, and other resource requirement projections, justifications, and requests as required to ensure successful sbir sttr program execution. assists the government with exercising direct tasking authority over assigned personnel within the sbir sttr team and oversees the day-to-day activities of the sbir sttr team. participates in special projects as required. assist the government with preparing reports, briefs, white papers, etc. requirements 10-years of related experience extensive experience supporting a small business innovation research and small business technology transfer (sbir sttr) program. extensive knowledge and experience with project management for tracking multiple efforts. extensive experience communicating clearly, concisely, and with accuracy both orally and in writing to diverse audiences- dod government go ses leaders, industry, and academia. experience assimilating new technical information and effectively incorporating this information into the management decision-making process. superior strategic and tactical planning, critical thinking, and analytical skills to propose innovative solutions and implement change with resourcefulness and creativity. ability to work effectively with teams, build and sustain professional relationships, and exert influence at all levels across the federal government. skills in planning, organizing, developing, directing, and executing projects. these projects may cut across organizational lines or materially impact the operational dimensions of one or more programs. demonstrates excellent communication skills, a high level of integrity, critical thinking, and leadership courage. must be a self-starter that can recognize needs and act with little to no guidance. able to rapidly understand and apply new concepts. advanced ms word skills; proficient powerpoint, excel, and outlook application skills. bachelor s degree in a related field to be considered, must have a current active secret security clearance. desired skills 3 years or more experience supporting the office of the secretary of defense staff master s degree in a related field education: bachelor s degree in a related field working environment &amp; conditions this job operates in a professional office environment and has a noise level of mostly low to moderate. this role routinely uses standard office equipment such as computers, phones, photocopiers, filing cabinets and fax machines. this position is primarily indoors, consistent with a standard office position and has a noise level of mostly low to moderate. the incumbent is required to stand, walk; sit; use hands to finger, handle, or feel objects, tools, or controls; reach with hands and arms; talk and hear. the workload may require the incumbent to sit for extended periods of time. the incumbent must be able to read, do simple math calculations and withstand moderate amounts of stress. the incumbent must occasionally lift and or move up to 25 lbs. specific vision abilities required by the job include close vision, distance vision, color vision, depth perception, and the ability to adjust focus. our equal employment opportunity policy the company is an equal opportunity employer. the company shall not discriminate against any employee or applicant because of race, color, religion, creed, sex, sexual orientation, gender, or gender identity (except where gender is a bona fide occupational qualification), national origin, age, disability, military veteran status, marital status, genetic information, or any other factor protected by law. we are committed to equal employment opportunity in all decisions related to employment, promotion, wages, benefits and all other privileges, terms, and conditions of employment. the company is dedicated to seeking all qualified applicants. if you require accommodation to navigate or to apply for a position on our website, please contact heaven wood via e-mail at accommodations@koniag-gs.com or by calling  to request accommodation. koniag government services (kgs) is an alaska native owned corporation supporting the values and traditions of our native communities through an agile employee and corporate culture that delivers enterprise solutions, professional services and operational management to federal government agencies. as a wholly owned subsidiary of koniag, we apply our proven commercial solutions to a deep knowledge of defense and civilian missions to provide forward leaning technical, professional, and operational solutions. kgs enables successful mission outcomes for our customers through solution-oriented business partnerships and a commitment to exceptional service delivery. we ensure long-term success with a continuous improvement approach while balancing the collective interests of our customers, employees, and native communities. for more information, please visit www.koniag-gs.com. equal opportunity employer veterans disabled. shareholder preference in accordance with public law 88-352 

 ",dmv,2024
9," 

 job description:  position summary: the senior business analyst provides strategic business analysis services to business partners. the focus of this position is to work closely with the business units to gain in-depth understanding of the customer s business strategy, processes, services, roadmap and the context in which the business operates. this role will be key to understanding the documenting capabilities needed to address business challenges. the primary responsibility of this role is to identify, define, and manage requirements for internal and external projects and software development. this individual should have a strong aptitude for conducting research on systems and technologies. experience with requirements management and familiarity with software development methodology is required. the candidate will work with business end users, executive management, programmers, and quality assurance staff. this position will define the business requirements and technology-independent process and data models for technology solutions that meet the needs for various business areas and will bridge the gap between the business customer and the technology solution providers (e.g., vendors, infrastructure team, and development team) duties and responsibilities gather and analyze business requirements to understand user needs and pain points specific to oracle applications (e.g., oracle erp, hcm, crm) and promote product quality, innovation, development, create and optimize customized solutions. performs feasibility analysis, develop brd, frd, ard, use cases, story cards, and rtm s document and define business processes and workflows related to oracle applications. collaborate with stakeholders to identify opportunities for improvement and automation within the oracle ecosystem and meet with project team regularly to review project deliverables and deadlines. examine existing it systems and business models; analyze business improvement processes. develop and maintain business process models (bpms) aligned with oracle functionalities. develop smartsheet applications to streamline workflows and processes. ability to build proof of concept via prototypes and launch new initiatives and implement various stages in the software development life cycle (sdlc). configure forms, automations, and integrations to optimize functionality. create and manage smartsheet templates and workspaces. implement data management best practices and enhance security measures in smartsheet. address issues and troubleshoot challenges within smartsheet applications. execute test plans and write uat test cases. translate business needs into technical specifications for development teams and serve as a liaison between operations and it to assist and gather business requirements needed for system modifications, enhancement, and implementations. develop training materials for employees on revised or new processes and conduct user workshops and training sessions on new smartsheet applications. plan, supervise and document testing schedule with cio for complete system functionalities. collaborate with it professionals to integrate smartsheet solutions seamlessly. analyze existing business processes using tools like swimlane diagrams and flowcharts. identify inefficiencies, bottlenecks, and areas for process improvement and conduct in-depth evaluations of prospective projects for feasibility, identify risks and estimate costs. engage stakeholders in workshops to understand process pain points and gather insights. analyze process data to recognize trends and patterns for optimization. make recommendations for process enhancements aligned with business goals and stakeholder requirements and be responsible for the knowledge transfer of business requirements to the application database developers and project managers. document new processes and improvements meticulously. work with cross-functional teams to implement process changes efficiently. monitor and assess the efficacy of implemented process changes. provides analytic support by coordinating data extraction from sql database and perform data interpretation. process bsb s brd s and frd s including customer information, and a variety of other forms of documents by resolving inconsistencies and reviewing information for errors using standard analysis processes. entering information into specific files or forms from recorded material, handwritten pages or figures contained in printed files. collaborate closely with developers to implement the requirements, provide necessary guidance to testers during qa process. perform daily, weekly, and monthly reviews and analyses of current processes using operational metrics and reports knowledge, skills and abilities experience in business process modeling (bpm) methodologies. demonstrated proficiency in relevant oracle applications (e.g., experience with oracle erp, hcm, crm will be a plus). excellent communication and interpersonal skills. experience working in a cross-functional environment. demonstrated proficiency in smartsheet, including: forms automations integrations data management and security experience with other collaboration tools (e.g., microsoft teams, slack) is a plus. data analysis – must have proficiency with sql, microsoft excel create and maintain issue logs, meeting minutes, meeting schedules, project summaries and updates. excellent written and verbal communications skills and fluent in english. ability to conduct advanced level of research on program efficiency, policy, software requirements provide and represent professionalism in job. ensure objectivity and evidence-based reasoning. ability to work independently and self-motivate. communicate effectively with both technical and non-technical stakeholders. ability to handle conflict appropriately and constructively work under pressure. ability to design, plan and implement public and private sector projects. ability to function under pressure and deadline-oriented project demands as well as manage multiple initiatives. maintain the highest degree of confidentiality. perform a variety of testing procedures on assigned products, analyze test results, and correct any defects. non-essential functions other duties as assigned. qualifications required education: a bachelor s degree in it and computer science information technology is preferred. required experience: 8 + years of writing and developing bsd s, brd s, story cards and use cases. 5+ years of agile and data research experience. 7+ years of experience in project design and development using visio, lucid charts, and other modeling tools. 7+ years of experience in uat s and end to end regressions testing. preferred licensure certification: scrum, pmp 

 ",dmv,2024
