numb_description,job_description,state,report_year
1,"job description:  you are responsible for developing and managing a high performing poly skilled team of software engineers to develop software using devsecops and agile lean principles. you will work with peers and team members to create and maintain great products that support the business vision, while looking for ways to further optimize the engineering and product development process. what you will do: provide management, coaching and mentorship to those who report to this role to maximize team health, effectiveness, and career growth. partner with product and other teams to plan and develop roadmaps that ensure maximum impact with team and company resources. ensure high standards of technical development are adhered to including observability, stability, scalability, security, performance, and cost effectiveness. guide the team on modern software development best practices and technical direction while providing hands-on development and problem-solving assistance. successfully estimate and deliver large projects and architectural implementations in collaboration with partners and stakeholders ensuring value to the business. ensure adherence to establish budgets for hosting, software, and consulting expenditures. help foster an inclusive environment where our culture is a strength in delivering results for our customers, our team, and our business. lead special projects and perform other duties as assigned. you ll need to have: bachelor s degree in computer science, information science, software engineering, and technical writing or equivalent experience. 8 years of experience in software development or commensurate skills. experience developing enterprise platforms &amp; or consumer web applications using agile and lean methodologies. team leadership experience and strong interpersonal skills. experience managing software development lifecycle. strong knowledge of aws, serverless, event driven architecture, microservices. strong knowledge of javascript, node.js, java or python, and frameworks such as react or vue.js. knowledge of data systems including sql rdb, nosql, and messaging queues. working experience with devops, cicd, and infrastructure as code. bloomberg industry group is an equal opportunity employer and fully subscribes to the principles of equal employment opportunity. bloomberg industry group has adopted an affirmative action program to ensure that all applicants and employees are considered for hire, promotion, and job status without regard to race, color, religion, sex, national origin, age, disability, gender identity, sexual orientation, marital or familial status, pregnancy, childbirth, or related medical issues, genetic information, disabled veteran, veteran, a veteran of the vietnam era, or any other classification protected by law. 

 ",dmv,2024
2," 

 job description:  type of requisition: regular clearance level must currently possess: top secret sci + polygraph clearance level must be able to obtain: top secret sci + polygraph suitability: public trust other required: job family: software development job qualifications: skills: cascading style sheets (css), docker (software), git, javascript, python (programming language) certifications: experience: 1 + years of related experience us citizenship required: yes job description: transform technology into opportunity as a full stack software developer with gdit. a career in enterprise it means connecting and enhancing the systems that matter most. at gdit you ll be at the forefront of innovation and play a meaningful part in improving how agencies operate. at gdit, people are our differentiator. as a full stack software developer, you will help ensure today is safe and tomorrow is smarter. our work depends on software developer joining our team. how a software developer will make an impact perform activities related to full stack development in cloud environment. complete all steps in the product-design process from conceptualization, detailed user interface, functional design, through implementation and usability review. develop innovative user-interface designs in response to marketing requirements, user analyses, product innovation, technology, and business needs. develop conceptual models, workflows, design prototypes, and user-interface specifications. ensure user-interface guidelines and standards are followed during the development and maintenance of the product. conduct or participate in product usability tests. communicate and work effectively with cross-functional team members. what you ll need to succeed: education: ba bs in information technology or related field experience: 1+ years of related experience technical skills: demonstrated professional experience in the development, customization, and use of developing applications for intelligence analysis. demonstrated professional experience using python, javascript, and postgresql stack. demonstrated experience with css, html, or web based development. demonstrated professional experience using containerization such as docker or developing and deploying containerized applications and databases. demonstrated experience with user-centered design principles and practices, web standards, typography and color, and web usability standards. demonstrated experience using git for versioning. demonstrated experience developing algorithms to support graph theory-based methods. security clearance level: ts sci with polygraph desired skills and abilities: demonstrated experience with full stack development in sponsor s cloud environment. demonstrated familiarity with the sponsor s data environment. demonstrated experience working in a sponsor analytic mission area, specifically involving research on analyst user needs. demonstrated experience organizing and structuring solutions to complex problems. demonstrated strong coordination and collaboration skills. location: mclean, va, on customer site us citizenship required gdit is your place: 401k with company match comprehensive health and wellness packages internal mobility team dedicated to helping you own your career professional growth opportunities including paid education and certifications cutting-edge technology you can learn from rest and recharge with paid vacation and holidays #opportunityowned #gditcareers #wearegdit #jet #swdevpolyva scheduled weekly hours: 40 travel required: none telecommuting options: onsite work location: usa va mclean additional work locations: we are gdit. a global technology and professional services company that delivers consulting, technology and mission services to every major agency across the u.s. government, defense and intelligence community. our 30,000 experts extract the power of technology to create immediate value and deliver solutions at the edge of innovation. we operate across 30 countries worldwide, offering leading capabilities in digital modernization, ai ml, cloud, cyber and application development. together with our clients, we strive to create a safer, smarter world by harnessing the power of deep expertise and advanced technology. we connect people with the most impactful client missions, creating an unparalleled work experience that allows them to see their impact every day. we create opportunities for our people to lead and learn simultaneously. from securing our nation s most sensitive systems, to enabling digital transformation and cloud adoption, our people are the ones who make change real. gdit is an equal opportunity affirmative action employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class. 

 ",dmv,2024
3," 

 job description:  overview: ai and machine learning engineer lvl iii locaton: ft. belvoir, va clearance: active secret the ai and machine learning engineer lvl iii will support peo soldier design, develop, procure, field, and sustain support for virtually everything the soldier wears or carries. responsibilities: work with project managers to establish objectives for ai systems. create ai algorithm prototypes based on project specifications. run tests to assess ai performance. analyze data gathered during tests to identify strengths and weaknesses of ai. implement changes to algorithms to improve ai performance. troubleshoot and address problems with deployed ai to improve user experience. document all steps in the development process. remain up to date on the latest innovations in machine learning qualifications: required: bachelor s degree minimum 7 years relevant experience company overview: integral partners with federal defense, intelligence, and civilian leaders to tackle their most important challenges and deliver positive outcomes. since our founding in 1998, we have helped clients leverage existing and emerging technologies to transform their enterprises, empower growth, drive innovation, and build sustainable success. the forward-leaning solutions we deliver are tailored to each mission with a focus on keeping our nation safe and secure. integral is headquartered in tysons corner, va and serves clients throughout the country. we offer a comprehensive total rewards package including paid parental leave and immediate vesting in our 401(k). give us a try and become part of a curated group of professionals at integral federal! our package also includes: medical, dental &amp; vision insurance flexible spending accounts short-term and long-term disability insurance life insurance paid time off &amp; holidays earned bonuses &amp; awards professional training reimbursement paid parking employee assistance program integral is committed to hiring and retaining a diverse workforce. we are proud to be an equal opportunity employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, military veteran status, physical or mental disability, or any other protected class. 

 ",dmv,2024
4," 

 job description:  stratum networks is a rapidly growing information assurance and cybersecurity solutions company that provides high-end network and security consulting to department of defense and intelligence community clients. we are looking for a talented and passionate candidate who would support one of our clients located in the annapolis junction, md area. candidates are required to have an active ts sci with polygraph to be considered for the position. software engineer 0 the software engineer develops, maintains, and enhances complex and diverse software systems (e.g., processing-intensive analytics, novel algorithm development, manipulation of extremely large data sets, real-time systems, and business management information systems) based upon documented requirements. works individually or as part of a team. reviews and tests software components for adherence to the design requirements and documents test results. resolves software problem reports. utilizes software development and software design methodologies appropriate to the development environment. provides specific input to the software components of system design to include hardware software trade- offs, software reuse, use of commercial off-the-shelf (cots) government off-the-shelf (gots) in place of new development, and requirements analysis and synthesis from system level to individual software components. tko is seeking a entry level software engineer to support the data transformation solutions (dts) tto which provides normalization of cyber security data and automation of threat intelligence. the selected candidate needs to have a foundational understanding of end to end software development, system development life cycles and operational maintenance and support. the candidate needs to be able to attend meetings with the team and customer and provide basic technical input, capture meeting minutes, and answer questions with sound technical acumen supported by best practices and engineering rigor. day to day tasking: assess tools for recommendations of new capabilities and features to meet and exceed mission needs conduct routine operational maintenance to sustain system support and network compliance analyze user requirements to derive software design and performance requirements. debug existing software and accurate defects. provide recommendations for improving documentation and software development process standards. design and code new software or modify existing software to add new features. integrate existing software into new or modified systems or operating environments. develop simple data queries for existing or proposed databases or data repositories. required skills experience: familiar with agile processes, methodologies and ceremonies familiar with syntactic and semantic rules and processes familiar with the fundamental principles of object oriented programming familiar with basic development tools (ide, git, jenkins), skills (branching, merging, basic unit testing) and practices (best practices related to development) willingness to learn and take initiative able to adapt to new concepts, policies and procedures **limited telework available, may be more later in time. qualifications: no demonstrated experience is required. bachelor s degree in computer science or related discipline from an accredited college or university is required four (4) years of swe experience on projects with similar software processes may be substituted for a bachelor s degree. stratum networks overview: stratum networks is a rapidly growing information assurance and cybersecurity solutions company with expert knowledge of implementing secure infrastructure, providing security integration, development, assessment and training solutions. our high-end network and security consulting to department of defense and intelligence community clients create robust, secure network infrastructure, policies, and procedures for local and global, terrestrial and satellite networks. as leading experts in their fields, our certified and highly experienced network, software development, it support and security professionals are able to provide the necessary design, implementation, and consulting services to meet the demanding requirements of mission-critical networks. to learn more, visit www.stratumnet.com . stratum networks, inc is an equal opportunity employer, who participates in e-verify. all qualified applicants will receive consideration for employment without regard to race, color, national origin, gender, religion, age, disability, veteran s status, or any other classification as required by applicable law. 

 ",dmv,2024
5," 

 job description:  overview: edgewater federal solutions is currently seeking a highly qualified and motivated zero trust cloud engineer with strong aws experience to support the federal government. responsibilities: lead the architecture and design efforts of innovative cybersecurity solutions and service offerings to protect federal networks. perform zero trust security readiness assessments. develop, implement, and manage scalable security controls and automation in cloud environments (aws) develop zero trust implementation roadmaps. design and implement zero trust network access solutions. implement application control and device authentication measures. document incident response plans for zero trust environments. designs and implements cloud solutions for an organization, ensuring the smooth functioning of cloud systems with minimal downtime. designing, building, and maintaining scalable and reliable systems using aws infrastructure. responsible for an organization s cloud computing system develop cloud adoption plans, determine cloud application design, and create systems for managing, monitoring, and maintaining the cloud system. keeping cloud environments secure and preventing downtime or security breaches. architecting, building, maintaining internal cloud applications for the organization. keeping up to date on best practices in cloud computing and making improvements to the cloud infrastructure. implementing and supporting large -scale cloud implementations on aws. architecting and implementing cloud solutions for different applications automating cloud operations and cloud deployment, and programming. design and build advanced cloud-based solutions and migrate existing workloads to the cloud. qualifications: u.s. citizenship is required per contract to obtain and maintain a public trust clearance. 10+ years of experience performing zero trust architect roles. 10+ years of experience in cloud network solutions architecture 10+ years of experience with network security and connectivity solutions for the cloud. experience implementing zero trust network access solutions. strong knowledge of aws architecture experience with cloud platforms of aws. excellent problem-solving and analytical skills strong communication and collaboration abilities. strong knowledge of software architecture principles and best practices in-depth understanding of network architecture desired: one or more certifications zero trust certified architect aws certified architect aws certified advanced networking aws certified security about us: edgewater federal solutions is a privately held government contracting firm located in frederick, md. the company was founded in 2002 with the vision of being highly recognized and admired for supporting customer missions through employee empowerment, exceptional services and timely delivery. edgewater federal solutions is iso 9001, 20000-1, 270001 certified, appraised at cmmi level 3 maturity for development and services, and has been named in the top workplaces in the greater washington area small companies for 2018 through 2023. it has been and continues to be the policy of edgewater federal solutions to provide equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, gender, sexual orientation, national origin, age, disability, marital status, veteran status, and or other statuses protected by applicable law. 

 ",dmv,2024
6," 

 job description:  overview: you will be tasked to provide custom visualization and software solutions for cno s operators and analysts. this is a highspeed, rapidly changing environment that provides new challenges and opportunities for learning and growing on a daily basis. the dats maintain multiple applications and servers, provide scripting support and provide the documentation and software solutions to a wide variety of users across cno. gather requirements and make improvements to existing corporate tools. understand the customers mission, collaborate with team members, gather user requirements, and automate workflows. design and create reliable, intuitive user interfaces and workflows. · integrate with, and contribute to, a diverse set of teams, systems, and technology stacks. work closely with the team lead to understand and address the needs of analysts and developers. develop cutting-edge solutions for data visualizations, task automation, and workflow enhancements. independently drive projects and proposals, taking ownership of the entire development lifecycle. responsibilities: 12 years experience, with a bachelors in a technical discipline teams are small and cross-functional, so ideal candidates bring some combination of ui ux, middleware api, back-end, devops, cno, or data science experience. javascript html css experience. experience writing scripts and services in python. experience developing software with java. experience developing with ui frameworks (e.g., angular, react, etc.). familiarity with relational databases (postgres, sqlite, etc.). familiarity with gitlab (ci cd). familiarity with docker. qualifications: prior cno experience. knowledge of network protocols. experience developing uis with 508 compliances in mind. experience with analyzing cyber security-related data sets (network traffic, os events). knowledge of end-to-end sigint collection and analysis systems. 

 ",dmv,2024
7," 

 job description:  job description dcs is looking for an experienced software engineer to support modeling, simulation, and analysis of ircm (infrared countermeasure) and mwr (missile warning receiver) systems along with the development of requirement and techniques working at customer facility in washington, dc. essential job functions: design, program, and utilize modeling and simulation (m&amp;s) tools in the development and analysis of ircm &amp; mwr techniques and requirements. utilize machine learning (ml) algorithms in order to tackle challenging ircm &amp; mwr problems. development and analysis of real-time detection &amp; tracking algorithms for use in m&amp;s, laboratory, and field test environments. perform statistical analysis of m&amp;s, laboratory, and field test results. required skills: due to the sensitivity of customer related requirements, u.s. citizenship is required. secret level clearance required. bachelor s degree in software engineering, computer science, or electrical engineering. fluency in c c++ python software development in linux environments, including use of make, git, and related tools. familiarity in using matlab, python, and related tools to perform statistical analysis of datasets. experience with digital image and signal processing, detection, and tracking algorithms. experience with machine learning architecture and neural network design and implementation, utilizing tools such as tensorflow and or pytorch. desired skills: knowledgeable in software development in hpc (high performance computing) environments, including use of job schedulers, distributed computing, and virtualization and containerization software. experience with the development of real-time software applications, including interfacing with embedded systems. knowledgeable in unix linux system administration across a number of platforms and distributions including ubuntu, centos, etc.

 ",dmv,2024
8," 

 job description:  tracking code v3v-ir-19 job description v3visions is looking for a senior software database engineer. the engineer will be responsible for program design, coding, testing, debugging and documentation, quality assurance review and the evaluation of existing and new software products, and daily administration of oracle database to include backups and disaster recovery planning. duties will include: designing software tools and subsystems to support software reuse and domain analyses and manages their implementation. performing software development and provides support using formal specifications, data flow diagrams, other accepted design techniques. formulating and defining specifications for software applications or modifies and maintains existing applications using engineering releases and utilities from the manufacturer. experience in a technical role, working on software intensive projects and programs for government or industry customers with experience supporting software architecture development, requirements analysis, design, process execution and evaluation, selection and evaluation of cots gots tools, and unit &amp; test integration. experience in some applicable programming language such as the following: java; c++ or c; j2ee; perl; javascript; unix scripting languages; xml; html; workflow tools such as jboss or weblogic; dom; ajax; apache; spring, near-real-time processing, collection systems, gui development, mission management systems. experience administering relational database such as oracle. some experience with a configuration management and versioning tool such as clearquest. ability to work well directly with government customers and within a team environment. familiarity with agile development methodology. required skills security clearance required : must be able to maintain a clearance at the top secret sci level with full scope polygraph. required experience bachelor s degree and 5 years of relevant experience, or an equivalent combination of education and experience. candidates must pass a non-dot pre- employment drug screening, and must follow all non-dot drug and alcohol testing program requirements. all post-secondary education listed on a candidate s application and resume must be verifiable, including but not limited to dates of attendance and degree diploma awarded. post-secondary education includes any courses taken through an accredited college or university in pursuit of a degree. v3visions prime will check the motor vehicle records of any job applicant where driving may be required or where a rental car must be obtained for business travel purposes. the applicant s job offer may be contingent upon this driving record check. the driving record check will include review of any appropriate state records based on the employee s application and resume. if driving is required for the position and the applicant does not have a valid driver s license, or has a driving record that meets or exceeds the criteria listed under the unacceptable stat us, the applicant will not be hired. we are an eoe m f v d employer. job location fort meade, maryland, united states position type full-time regular 

 ",dmv,2024
9," 

 job description:  responsibilities &amp; qualifications: responsibilities creating, maintaining and or improving the software code, with duties to design and update software databases under contract and direction from the assigned government lead. maintains broad awareness of the functions, responsibilities and demands levied on the devsecops team and is capable of providing input to and communicating strategic direction in concurrence with government leaders. have a demonstrated understanding of the full lifecycle of software development and communicate it effectively to others. clear communication skills are required such that highly technical and complex concepts and methods can be effectively transmitted to a non-technical and or junior officer audience. astute ability in writing test scripts, test-driven development, in an agile software development environment, where built in automated test procedures are paramount and continuous integration of software and continuous delivery of software, to the government is the culture. required qualifications bachelor s degree with at least 7 years experience. active ts sci with ci polygraph possesses at least one of the agile development certifications. certified scrum master. agile certified practitioner (pmi-acp). certified scrum professional. demonstrated experience working independently with clients or stakeholders to develop user-stories in support of full-service consumer and business applications. demonstrated experience in development of customized code, scripts, modules, macro procedures, or libraries to implement specialized spatial analysis functions using. proficient in languages such as python, java, javascript, php, c, perl, or similar scripting and development languages. demonstrated experience in integration and tailoring of commercial off- the-shelf (cots) software applications; specialized software and database development and maintenance; integration of related specialized hardware; engineering studies to identify and remedy processing bottlenecks. demonstrated experience working with and developing geospatial information systems (gis) to include open-source and proprietary geospatial formats demonstrated experience in use and development with common geospatial tools, data, and operating platforms. these may include, but are not limited to: demonstrated in-depth experience abstracting new or legacy systems via standards- based api s to include web services. overview: we are seeking a software engineer to join our team supporting our nga customer in springfield, va. teksynap is a fast growing high-tech company that understands both the pace of technology today and the need to have a comprehensive well planned information management environment. “technology moving at the speed of thought” embodies these principles – the need to nimbly utilize the best that information technology offers to meet the business needs of our federal government customers. we offer our full-time employees a competitive benefits package to include health, dental, vision, 401k, life insurance, short-term and long-term disability plans, vacation time and holidays. visit us at www.teksynap.com. apply now to explore jobs with us! the safety and health of our employees is of the utmost importance. employees are required to comply with any vaccination requirements mandated by contract, applicable law or regulation. by applying to a role at teksynap you are providing consent to receive text messages regarding your interview and employment status. if at any time you would like to opt out of text messaging, respond ""stop"". additional job information: work environment and physical demands the work environment characteristics described here are representative of those an employee encounters while performing the essential functions of the job. reasonable accommodation may be made to enable individuals with disabilities to perform the essential functions. location: washington metro area (wma) type of environment: office noise level: low work schedule: schedule is day shift. may be requested to work evenings and weekends to meet program and contract needs. amount of travel: 30% within wma physical demands the physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. while performing the duties of this job, the employee is regularly required to use hands to handle, feel, touch; reach with hands and arms; talk and hear. the employee is regularly required to stand; walk; sit; climb or balance; and stoop, kneel, crouch, or crawl. the employee is regularly required to lift up to 10 pounds. the employee is frequently required to lift up to 25 pounds; and up to 50 pounds. the vision requirements include close vision, distance vision, peripheral vision, depth perception, and ability to adjust focus. work authorization security clearance citizenship: u.s. citizenship clearance requirement: ts sci ci poly other duties please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. duties, responsibilities and activities may change at any time with or without notice. equal employment opportunity in order to provide equal employment and advancement opportunities to all individuals, employment decisions will be based on merit, qualifications, and abilities. teksynap does not discriminate against any person because of race, color, creed, religion, sex, sexual orientation, gender identity, protected veteran status, national origin, disability, age, genetic information or any other characteristic protected by law (referred to as “protected status”). this nondiscrimination policy extends to all terms, conditions, and privileges of employment as well as the use of all company facilities, participation in all company-sponsored activities, and all employment actions such as promotions, compensation, benefits, and termination of employment. teksynap is committed to ensuring that our online application process provides an equal employment opportunity to all job seekers, including individuals with disabilities. if you believe you need a reasonable accommodation in order to search for a job opening or to submit an application, please contact hr@teksynap.com for assistance. 

 ",dmv,2024
10," 

 job description:  have you been looking to shift your career into high gear? this is your opportunity to take your ambitions and convert them into a solid career in a supportive and innovative environment! cbeyondata is looking for a full stack developer to support our federal customer s multi-domain technology platform which offers military and business decision makers, analysts, and users at all levels unprecedented access to authoritative enterprise data and structured analytics in a scalable, reliable, and secure environment. responsibilities: engage functional groups to comprehend client challenges, prototype new ideas and new technologies, to create solutions that drive the next wave of innovation work to understand complex client environment and their unique business problems build and deliver high-impact solutions for our clients requirements : experience with developing code in react, node.js, sql 2+ years of experience with one or more front-end javascript frameworks, including, react, angular, or vuejs experience interacting with apis using rest computer science fundamentals in object-oriented, data structures, algorithm and analysis knowledge of professional software engineering practices &amp; best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations hands-on expertise in many disparate technologies, typically ranging from front-end user interfaces through to back-end systems and all points in between ability to obtain a secret clearance is required cbeyondata is a federal contractor and an eeo and affirmative action employer of females minorities veterans individuals with disabilities. equal employment opportunity: all employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law. 

 ",dmv,2024
