numb_description,job_description,state,report_year
1,"job description:  8+ years experience working as a technical data analyst. must have strong sql knowledge. must have experience working with agile teams and able to create business and technical user stories in jira. prefer resources who have freddie mac fannie mae experience. familiarity with working on the command line, able to execute python scrips, navigate to log directories to analyse logs. mongo db nosql exp is a must job type: contract pay: $46.44 - $55.93 per hour expected hours: 40 per week experience: sql: 1 year (required) work location: on the road 

 ",dmv,2024
2," 

 job description:  required skills &amp; experience: experience in complete bi life cycle implementation experience in cognos business intelligence: advanced concepts of report studio, framework manager modeling, cognos administration intermediate sql skills understanding erp systems, multidimensional olap architectures, techniques and methodologies knowledge and experience working with relational databases ability to comprehend complex technical and logical concepts and adapt quickly to changes ability to work on multiple projects at once excellent organizational, interpersonal, and communication skills. strong analytical, problem solving and quantitative skills ability to work cooperatively and effectively as part of a team bachelor s degree in finance accounting or information systems, or relevant combination of education and experience. cognos bi certifications passed a plus but not required key responsibilities: develop and support semfin bi models through all stages in the project life cycle. design and build successful technical solutions that involve bi reporting against tm1 cubes, relational tables develop and support semfin pprs bi rapid deployment. produce all related system documentation. train end users in the systems and development user documentation travel: 25% to learn more or apply, send your cover letter and resume to info@semfin.com. 

 ",dmv,2024
3," 

 job description:  please send your resume to the address below if you are interested in applying for a position info@krakennetworks.com service performance management analyst location: chantilly, va the service performance management analyst designs, executes, and interprets past and real-time data to identify trends, reconcile inconsistencies, and make recommendations to improve it service delivery. this includes active analysis of the traditional itsm event, incident, request, problem, knowledge, change, configuration, and release processes. as a service performance management reporting analyst, you get to: monitor and query the it service delivery platform to analyze demand, usage, and performance use data analytics to provide actionable, timely, and accurate reporting to improve service delivery, infrastructure management, and conduct proactive problem and incident management works with the itsm process leads and customer engagement teams to identify and monitor process performance and service provider performance analyze, define, and report on trends identified in the data facilitate technical exchange meetings related to data structure, quality assurance, and reporting leverage the various reporting and presentation tools to provide analysis and recommendations design and build dashboards and reports in servicenow and or tableau to support our program, governance, and service providers position responsibilities: interpret data, analyze results using statistical techniques and provide ongoing reports develop and implement data collection solutions, data analytics, and other strategies that optimize statistical efficiency, and quality of information acquire data from primary or secondary data sources and maintain databases data systems identify, analyze, and interpret trends or patterns in complex data sets supports incident and problem management processes in root-cause analysis of major incidents work with management to prioritize business and information needs locate and define new process improvement and continual service improvement (csi) opportunities required qualifications: must hold an active ts sci clearance with polygraph a bachelor s degree or equivalent experience 4+ years of it experience and 1+ year of data analyst, performance management, and service delivery reporting a good understanding of itsm delivery and itil processes one year of experience conducting data analysis and creating dashboards in servicenow one year of experience creating dashboards in tableau technical expertise regarding data models, database design development, data mining, and segmentation techniques knowledge of statistics and experience with statistical tools to analyze data sets (servicenow, excel, spss, or sas) strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy desired qualifications: itil foundations certification servicenow certification 

 ",dmv,2024
4," 

 job description:  qlarant is a not-for-profit corporation that partners with public and private sectors to create high quality, safe, and efficient delivery of health care and human services programs. we have multiple lines of business including population health, utilization review, managed care organization quality review, and quality assurance for programs serving individuals with developmental disabilities. qlarant is also a national leader in fighting fraud, waste and abuse for large organizations across the country. in addition, our foundation provides grant opportunities to those with programs for under-served communities. qlarant has an exciting opportunity for data analysts seeking to utilize their veterans health administration (vha) data experience. qualified applicants must have experience working with vha data and live in the dc metro area. this is not an immediate opening and is contingent upon contract approval. while a home-based position, you must be able to travel to dc or other locations when required. this is a full-time regular position that offers a collaborative and inclusive work environment, opportunities for advancement, excellent benefits, a generous leave program and a retirement plan that features an employer contribution equal to 10% of your annual earnings. the data analyst iii performs study design, data analysis, and report preparation. studies originate from preliminary data analysis (trends), literature review, experience and expertise of the team, and mandated projects. data analysis, including data preparation and presentation of findings is performed in conjunction with other analysts. reports are drafted by teams with leadership of scientists. essential duties and responsibilities include the following. other duties may be assigned. trend data to identify potential opportunities (e.g., variances, significant outliers, percentile ranked groups) for quality improvement or focused investigations. aid in design data analysis strategies to identify potential areas for quality improvement or focused investigation. analyze data, draw conclusions, and summarize into quality indicator values develop tabular and graphical presentations of data, which clearly and concisely illustrate current levels of care. populate tabular and graphical presentation of data. contribute to the development of interventions (i.e., develop educational materials for doctors and nurses) which will improve healthcare processes and outcomes. facilitate design re-measurement strategies (after intervention) of healthcare processes and outcomes to effectively quantify impact of interventions for improvement. analyze re-measurement data and summarize into quality indicator values. support development of reports concerning all of the above. may mentor junior data analysts in technical aspects of their work. assist in preparing findings for publishing in peer reviewed journals. familiar with commonly used concepts, practices and procedures, relying on instructions and pre-established guidelines to perform the functions of the job. supervisory responsibilities this job has no supervisory responsibilities. required skills to perform the job successfully, an individual should demonstrate the following competencies: analytical - synthesizes complex or diverse information; collects and researches data; uses intuition and experience to complement data. problem solving - identifies and resolves problems in a timely manner; gathers and analyzes information skillfully; develops alternative solutions. judgment - exhibits sound and accurate judgment; supports and explains reasoning for decisions. other skills and abilities to perform this job successfully, an individual should have fluency in sas, python, r and or sql and ms office. ability to work independently and in teams. must possess familiarity with statistical and epidemiological methodologies, and automation techniques for analytic tasks. ability to work with highly sensitive information while preserving the confidentiality of the information. working knowledge of healthcare systems, medicare medicaid preferred, healthcare databases and coding systems. required experience bachelor s degree (ba or bs) in statistics, biostatistics, epidemiology, public health or related discipline (e.g., economics, mathematics, engineering, computer science) required. minimum of 2 years of hands-on sas, python, r and or sql or demonstrated combination of education and experience. verifiable work experience with vha data is required. qlarant is an equal opportunity employer of minorities, females, protected veterans, and individuals with disabilities. 

 ",dmv,2024
5," 

 job description:  overview: lmi: innovation at the pace of need™ at lmi, we re reimagining the path from insight to outcome at the new speed of possible™. combining a legacy of over 60 years of federal expertise with our innovation ecosystem, we minimize time to value and accelerate mission success. we energize the brightest minds with emerging technologies to inspire creative solutioning and push the boundaries of capability. lmi advances the pace of progress, enabling our customers to thrive while adapting to evolving mission needs. responsibilities: rapidly develop visualizations, dashboards and reusable components using sql python, libraries utilize identified tools and services such as plotly, dash, and python libraries and utilities. work within a dataops delivery environment (agile, devops, lean, and dataanalytics) develop intuitive dashboards and data visualization products using tableau or other data visualization tools support business decisions with ad hoc analysis think strategically about how to publish data visualizations and present analytic results develop a familiarity with machine learning algorithms and advanced statistical methods, such as regression, clustering, decision trees, exploratory data analysis methodology, simulation, scenario analysis, modeling, and neural networks use critical thinking skills to assess how machine learning capabilities can best be applied to complex business situations. qualifications: required: 3+ years of experience as a qlik sense developer experience with: design and implementation analytical visualizations with qlik associative data model and qlik script editor data architecture, data modeling, and data engineering employing visual analytics best practices, development processes integrating reporting components from multiple data sources creating and deploying qlik load scripts to load and build data models and qvds sql and python effective analytical, conceptual, and problem-solving skills active dod secret clearance required desired: experience with: employing qlik within the advana data platform qlik administration using the qmc #li-sh1 

 ",dmv,2024
6," 

 job description:  position description –data analyst the data analyst will collaborate with customers at all levels of the organization to define objectives and determine requirements. the position will identify the sources and methodologies for obtaining the necessary data and will research data element definitions for the best and most appropriate data extraction sources, methodologies, and categories. the data analyst will perform analysis and proactively develop reports, tools, databases and dashboards to support the targeting of various member population and the monitoring, tracking and measuring of various projects, initiatives and activities. the analyst will assist in reporting, analyzing, and tracking results with the provider network management team to execute manage three programs: the provider directory and access to care surveys. essential duties and responsibilities: performs the analysis necessary to measure the effectiveness of existing programs and interventions and then produces the corresponding management reports to support decisions on whether or not to continue, end or modify those programs. performs the analysis necessary to identify new potential programs and interventions that have a high probability of success in terms of meeting the department and business goals. performs the analysis necessary to identify member populations and conditions that should be targeted for specialized outreach programs and health promotion interventions. proactively develops and maintains reports to improve the efficiency and effectiveness of existing activities and programs. collaborates with the department leadership to develop and maintain reports, database tools, and dashboard to improve the monitoring and tracking of individual, team and overall department productivity and results. develops and maintains reports, database tools, and dashboards to monitor and track member engagement in department programs and interventions executed throughout the year. manages the development of detailed reporting to identify gaps and makes recommendations to remediate gaps. develops recommendations based on analyses of large data sets. responsible for assuring the accuracy and validity of both source data and results and interpreting results into recommendations. present findings to internal customers and engage with state officials agencies, as required. why enlightened? at enlightened, we value our employees and are dedicated to your success and committed to providing you with opportunities for growth and career development. we offer competitive compensation packages. we offer our employees an inclusive total compensation package that includes: health insurance coverage vision dental 401k company provided short &amp; long-term disability paid vacation flexible spending accounts paid holidays paid sick employee assistance program (eap) tuition reimbursement for training enlightened, inc. is firmly committed to treating all employees, customers, and partners with fairness, dignity, and equality. this includes providing an equal opportunity work environment. we do not discriminate nor tolerate discrimination in any form to include discrimination or harassment based on age, sex, sexual orientation, ethnicity, culture, religion, disability, or financial status. 

 ",dmv,2024
7," 

 job description:  ankura is a team of excellence founded on innovation and growth. ankura is a team of excellence founded on innovation and growth. ankura disputes &amp; economics (trust &amp; mass torts) overview: the ankura disputes &amp; economics, trust &amp; mass torts practice is commonly engaged to assist financial investigations, litigations and disputes, turnaround and process improvement engagements, and other critical business issues. the data analytics team specializes in the efficient identification of relevant and responsive data across clients vast internal systems and repositories and works with clients to efficiently extract and effectively analyze client data. the team s consulting experience involves large, diverse, and often incomplete data sets across client enterprises including financial, accounting, human resources, payroll, and a variety of other business systems. the team collaborates with computer forensics and investigatory experts to assess and respond to both the quantitative and qualitative aspects of problems. an associate in the data analytics practice is responsible for utilizing data analytics and technology skills to provide accounting and finance related consulting services to clients. the associate will work with clients – businesses, government entities, and or law firms – to address their most complex and pressing concerns. the associate must be capable of applying advanced, strategic approaches to assist clients with complex information management and analysis challenges by combining data analytics techniques, sophisticated technology tools, and information management principles to help clients make well-informed decisions. ankura provides associates with the opportunity to work collaboratively on diverse teams with skilled, intelligent, driven, and successful individuals. ankura is focused on hiring associates who will serve as the foundation of a growing firm dedicated to its people, culture, and delivering high quality service to clients. this is a hybrid role with 1-2 days in the dc office. essential duties &amp; responsibilities: as an associate, you will be intimately familiar with the clients big-picture objectives and challenges as well as ingrained in the smallest details of their organization s data and it infrastructure. with this knowledge you will be responsible for designing and executing efficient, innovative analytical solutions to address their issues. responsibilities will include, but will not be limited to, the following: coordinating with client contacts to identify, acquire, synthesize, and analyze relevant data identifying the relationships among multiple sources and types of data, and organizing this information to facilitate effective data analysis designing and implementing complex financial models to generate meaningful metrics and or visual demonstratives analyzing and interpreting historical financial, operational, and transactional data performing the day-to-day client engagement activities, including interaction with client personnel, internal ankura team members, and other stakeholders involved in the engagement contributing to the overall success of the firm by participating in pitches, developing internal training, and marketing the firm externally to prospective clients required skills &amp; qualifications: minimum of a bachelor s degree in finance, accounting, economics, statistics, data analytics experience with python and or r in addition to other data analytics languages experience with sas preferred familiarity with database management and querying tools (e.g., sql, vba) familiarity with data visualization tools such as tableau able to demonstrate excellent communication (written and verbal), mathematical, and organizational skills able to adapt quickly in handling multiple evolving tasks as a result of new engagements and or re-prioritized deadlines highly motivated, eager to learn, and able to motivate others able to utilize technology to solve complex problems able to produce high quality and or final work product under strict deadlines possess strong quantitative and qualitative research and analytical skills possess strong team-oriented personality characteristics: hard-working, thoughtful, and collaborative, with a positive outlook and confidence must be legally authorized to work in the united states without the need for employer sponsorship, now or at any time in the future. #li-al1 #li-hybrid ankura is an affirmative action and equal opportunity employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against based on disability. equal employment opportunity posters, if you have a disability and believe you need a reasonable accommodation to search for a job opening, submit an online application, or participate in an interview assessment, please email accommodations@ankura.com or call toll-free +1.. this email and phone number are created exclusively to assist disabled job seekers whose disability prevents them from being able to apply online. only messages left for this purpose will be returned. messages left for other purposes, such as following up on an application or technical issues unrelated to a disability, will not receive a response. ankura is an affirmative action and equal opportunity employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against based on disability. equal employment opportunity posters, if you have a disability and believe you need a reasonable accommodation to search for a job opening, submit an online application, or participate in an interview assessment, please email accommodations@ankura.com or call toll-free +1.. this email and phone number are created exclusively to assist disabled job seekers whose disability prevents them from being able to apply online. only messages left for this purpose will be returned. messages left for other purposes, such as following up on an application or technical issues unrelated to a disability, will not receive a response. 

 ",dmv,2024
8," 

 job description:  u.s. news &amp; world report is a multifaceted digital media company dedicated to helping citizens, consumers, business leaders and policy officials make important decisions in their lives. we publish independent reporting, rankings, data journalism and advice that has earned the trust of our readers and users for nearly 90 years. our platforms on usnews.com include education, health, money, travel, cars, news and 360 reviews. we reach more than 40 million people monthly during moments when they are most in need of expert advice and motivated to act on that advice directly on our platforms. our signature franchises include our “best” series of consumer guides on colleges, graduate schools, hospitals, diets, cars, financial services and more. these guides provide an easy-to-digest list for consumers to better understand and compare when making their decisions. we publish annual guides of the authoritative best colleges and best hospitals rankings on our website and in print. and our u.s. news live flagship events highlight important national conversations including healthcare of tomorrow and the state of equity. we believe in having a broad range of talent and backgrounds at u.s. news. we strive to maintain a welcoming workplace where everyone is given an opportunity to succeed and contribute to their fullest. learn more about our diversity, equity and inclusion initiative. your role in helping us shape the future: u.s. news &amp; world report is seeking an experienced data analyst with a background or interest in journalism to gather and analyze data for our government rankings projects and participate in the broader news workflow. this full-time position requires solid data analysis and research skills, experience reporting findings in an intuitive way for a public audience, and the ability to identify, evaluate and leverage third-party data sets. the position is based in washington, d.c., but is open to remote applicants. are you up to the challenge? collect, analyze, organize and manage data for our best countries, best states and healthiest communities rankings projects, special reports and other editorial content. work in-house and with external data partners on all aspects of news government rankings data projects (such as sourcing, methodology, weighting and or validating the data). assist news government rankings editors and reporters by performing data analysis to inform rankings-based and other editorial content and participating in feature ideation. serve as the usn data expert for news government rankings, ensuring data used within rankings projects and editorial content meets and exceeds our standards. develop and document processes, tools and standards for analyzing and displaying data across the news government rankings verticals. assist with creating data visualizations to enhance newsroom rankings projects, daily editorial content, feature enterprise content and overall products. write occasional stories based on in-house data and external data from public sources. work with communications and social media teams to facilitate outreach and promotion, forming responses to reader feedback and other inquiries. 

 ",dmv,2024
9," 

 job description:  at accenture federal services, nothing matters more than helping the us federal government make the nation stronger and safer and life better for people. our 13,000+ people are united in a shared purpose to pursue the limitless potential of technology and ingenuity for clients across defense, national security, public safety, civilian, and military health organizations. join accenture federal services to do the work you love in an inclusive, collaborative, and caring community, where you can be empowered to grow, learn and thrive through hands-on experience, certifications, industry training and more. join us to drive positive, lasting change that moves missions and the government forward! job description: support an agile software development team. work closely with the development team client to manage and refine requirements, create reports, test software, support and facilitate various engagements demos. responsibilities: collaborate with the customer and development team to define user stories and tasks needed to support software development support the client by generating various metrics reports to support their business support the client with briefings demos support end-users with troubleshooting and training support the development team by testing user stories as needed must have: 1 years of experience in business analysis, intelligence analysis, policy or strategy and a bachelors degree or 3 years of experience in business analysis experience working on a software development team experience briefing demoing to clients nice to have: experience with tableau and sql experience with jira and other atlassian tools experience with microsoft visio, atlassian confluence, agile software development lifecycle, business requirements analysis, or agile requirement management security clearance: active ts sci with polygraph clearance what we believe we have an unwavering commitment to diversity with the aim that every one of our people has a full sense of belonging within our organization. as a business imperative, every person at accenture federal services has the responsibility to create and sustain an inclusive environment. inclusion and diversity are fundamental to our culture and core values. our rich diversity makes us more innovative and more creative, which helps us better serve our clients and our communities. read more here equal employment opportunity statement accenture federal services is an equal opportunity employer. we believe that no one should be discriminated against because of their differences, such as age, disability, ethnicity, gender, gender identity and expression, religion or sexual orientation. all employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law. accenture is committed to providing veteran employment opportunities to our service men and women. for details, view a copy of the accenture equal opportunity and affirmative action policy statement . requesting an accommodation accenture federal services is committed to providing equal employment opportunities for persons with disabilities or religious observances, including reasonable accommodation when needed. if you are hired by accenture federal services and require accommodation to perform the essential functions of your role, you will be asked to participate in our reasonable accommodation process. accommodations made to facilitate the recruiting process are not a guarantee of future or continued accommodations once hired. if you are being considered for employment opportunities with accenture federal services and need an accommodation for a disability or religious observance during the interview process or for the job you are interviewing for, please speak with your recruiter. other employment statements applicants for employment in the us must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the united states. candidates who are currently employed by a client of accenture federal services or an affiliated accenture business may not be eligible for consideration. job candidates will not be obligated to disclose sealed or expunged records of conviction or arrest as part of the hiring process. the company will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. additionally, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the company s legal duty to furnish information. 

 ",dmv,2024
10," 

 job description:  job description: prescient edge is seeking a talented business analyst to support our team. this role will assist in gathering detailed data and provide recommendations management. the business analyst role is an exciting blend of data, business, and technology. responsibilities include, but are not limited to: become proficient with collaboration tools (sharepoint, one drive, mango apps, etc.) write and give briefings to team members senior staff regarding ongoing tasks or significant events. support proposal and report review process. business development and research support. assisting program and proposal communication efforts. assisting program with any logistics support. develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality. acquire data from primary or secondary data sources and maintain databases data systems. conducting meetings and presentations to share ideas and findings. documenting and communicating the results of your efforts. effectively communicating your insights and plans to cross-functional team members and management. allocating resources and maintaining cost efficiency. ensuring solutions meet business needs and requirements. managing projects, developing project plans, and monitoring performance. updating, implementing, and maintaining procedures. prioritizing initiatives based on business needs and requirements. monitoring deliverables and ensuring timely completion of projects. job requirements: a bachelor s degree. strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy. advanced technical skills and excellent documentation skills. competency in microsoft applications including word, excel, and outlook. a track record of following through on commitments. excellent planning, organizational, and time management skills. experience leading and developing top performing teams. a history of leading and supporting successful projects. benefits at prescient edge, we believe that acting with integrity and serving our employees is the key to everyone s success. to that end, we provide employees with a best-in-class benefits package that includes: a competitive salary with performance bonus opportunities. comprehensive healthcare benefits, including medical, vision, dental, and orthodontia coverage. a substantial retirement plan with no vesting schedule. career development opportunities, including on-the-job training, tuition reimbursement, and networking. a positive work environment where employees are respected, supported, and engaged. 

 ",dmv,2024
